category,image_path,num_candidate_boxes
screw,datasets/MVTecAD/screw/test/thread_side/005.png,2
screw,datasets/MVTecAD/screw/test/thread_side/011.png,1
screw,datasets/MVTecAD/screw/test/thread_side/013.png,1
screw,datasets/MVTecAD/screw/test/thread_side/014.png,2
screw,datasets/MVTecAD/screw/test/thread_side/015.png,1
screw,datasets/MVTecAD/screw/test/thread_side/016.png,1
screw,datasets/MVTecAD/screw/test/thread_side/017.png,1
screw,datasets/MVTecAD/screw/test/thread_side/020.png,1
screw,datasets/MVTecAD/screw/test/thread_side/021.png,1
screw,datasets/MVTecAD/screw/test/thread_top/000.png,1
screw,datasets/MVTecAD/screw/test/thread_top/001.png,1
screw,datasets/MVTecAD/screw/test/thread_top/003.png,3
screw,datasets/MVTecAD/screw/test/thread_top/005.png,1
screw,datasets/MVTecAD/screw/test/thread_top/006.png,1
screw,datasets/MVTecAD/screw/test/thread_top/007.png,1
screw,datasets/MVTecAD/screw/test/thread_top/008.png,2
screw,datasets/MVTecAD/screw/test/thread_top/009.png,2
screw,datasets/MVTecAD/screw/test/thread_top/010.png,2
screw,datasets/MVTecAD/screw/test/thread_top/011.png,1
screw,datasets/MVTecAD/screw/test/thread_top/013.png,2
screw,datasets/MVTecAD/screw/test/thread_top/015.png,3
screw,datasets/MVTecAD/screw/test/thread_top/019.png,1
wood,datasets/MVTecAD/wood/test/color/001.png,2
wood,datasets/MVTecAD/wood/test/combined/002.png,3
wood,datasets/MVTecAD/wood/test/combined/007.png,3
wood,datasets/MVTecAD/wood/test/combined/008.png,3
wood,datasets/MVTecAD/wood/test/hole/003.png,3
wood,datasets/MVTecAD/wood/test/hole/005.png,3
wood,datasets/MVTecAD/wood/test/hole/007.png,2
wood,datasets/MVTecAD/wood/test/hole/008.png,2
wood,datasets/MVTecAD/wood/test/hole/009.png,1
wood,datasets/MVTecAD/wood/test/liquid/001.png,1
wood,datasets/MVTecAD/wood/test/liquid/002.png,3
wood,datasets/MVTecAD/wood/test/liquid/003.png,3
wood,datasets/MVTecAD/wood/test/liquid/004.png,2
wood,datasets/MVTecAD/wood/test/liquid/006.png,1
wood,datasets/MVTecAD/wood/test/liquid/008.png,1
wood,datasets/MVTecAD/wood/test/liquid/009.png,2
wood,datasets/MVTecAD/wood/test/scratch/001.png,2
wood,datasets/MVTecAD/wood/test/scratch/002.png,1
wood,datasets/MVTecAD/wood/test/scratch/003.png,2
wood,datasets/MVTecAD/wood/test/scratch/008.png,2
wood,datasets/MVTecAD/wood/test/scratch/009.png,1
wood,datasets/MVTecAD/wood/test/scratch/010.png,1
wood,datasets/MVTecAD/wood/test/scratch/011.png,1
wood,datasets/MVTecAD/wood/test/scratch/012.png,2
wood,datasets/MVTecAD/wood/test/scratch/013.png,2
wood,datasets/MVTecAD/wood/test/scratch/014.png,2
wood,datasets/MVTecAD/wood/test/scratch/016.png,2
wood,datasets/MVTecAD/wood/test/scratch/018.png,1
wood,datasets/MVTecAD/wood/test/scratch/019.png,1
wood,datasets/MVTecAD/wood/test/scratch/020.png,2
