category,image_path,component_rank,threshold,x1,y1,x2,y2,cx,cy,area,mean_score,max_score,gt_iou,gt_f1,visual_path
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/005.png,1,0.7999999999999999,80,27,101,52,90.60,39.14,439,0.892182,1.000000,0.300654,0.462312,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0013_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/007.png,1,0.7999999999999999,49,136,73,159,61.20,147.24,481,0.891429,1.000000,0.511278,0.676617,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0014_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/009.png,1,0.7999999999999999,167,1,188,26,177.27,14.81,406,0.889803,1.000000,0.599174,0.749354,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0015_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/001.png,1,0.7999999999999999,151,9,192,32,171.64,20.70,820,0.900860,1.000000,0.490762,0.658404,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0016_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/003.png,1,0.7999999999999999,138,42,158,71,148.15,56.14,485,0.893562,1.000000,0.402458,0.573932,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0017_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/003.png,2,0.7999999999999999,147,209,156,218,151.62,213.13,79,0.818407,0.836525,0.090323,0.165680,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0017_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/004.png,1,0.7999999999999999,87,37,111,60,99.19,48.21,464,0.894787,1.000000,0.357407,0.526603,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0018_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/005.png,1,0.7999999999999999,123,35,148,61,135.70,47.66,551,0.894572,1.000000,0.398614,0.570012,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0019_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/007.png,1,0.7999999999999999,107,34,133,57,120.08,45.38,487,0.891228,1.000000,0.175000,0.297872,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0020_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/008.png,1,0.7999999999999999,53,28,80,56,66.22,41.93,609,0.900362,1.000000,0.208791,0.345455,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0021_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/009.png,1,0.7999999999999999,21,134,51,170,35.52,151.99,777,0.909105,1.000000,0.274510,0.430769,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0022_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/010.png,1,0.7999999999999999,177,5,204,30,190.95,17.67,537,0.894197,1.000000,0.196232,0.328084,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0023_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/001.png,1,0.7999999999999999,165,135,192,165,178.51,149.64,694,0.895816,1.000000,0.634953,0.776724,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0024_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/004.png,1,0.7999999999999999,93,98,152,145,120.63,123.96,1951,0.899981,1.000000,0.182625,0.308846,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0025_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/004.png,2,0.7999999999999999,183,118,200,130,191.32,124.03,177,0.826249,0.854227,0.070077,0.130975,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0025_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/006.png,1,0.7999999999999999,73,6,104,57,87.49,29.54,1207,0.895528,1.000000,0.137681,0.242038,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0026_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/008.png,1,0.7999999999999999,132,131,197,212,166.72,175.67,1323,0.874391,1.000000,0.294434,0.454923,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0027_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/009.png,1,0.7999999999999999,67,10,162,132,113.49,68.32,2613,0.884402,1.000000,0.162329,0.279317,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0028_candidates.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/009.png,2,0.7999999999999999,200,189,210,203,204.85,196.59,87,0.810175,0.819645,0.048048,0.091691,results/analysis/patchcore_candidate_regions/MVTecAD/grid/candidate_regions/grid_0028_candidates.png
