image_id,label,scene_group
8989f6ca07f5fe45c18fa810,0,AD2/can/train/good/033
58b39aa6d3b0d40bf6911af2,0,AD2/can/train/good/034
4a5a107d83245c905801b6be,0,AD2/can/train/good/035
2593f03fe0da9df1de1377de,0,AD2/can/train/good/036
a3bbdd7f3c11c6a64c4b2818,0,AD2/can/train/good/037
293cd3eda4f6a3fd3ea2b413,0,AD2/can/train/good/038
179b7e8bd7bd01e861c4c193,0,AD2/can/train/good/039
1eba36f32c49af11215269c1,0,AD2/can/train/good/040
8744ee12fbeff3acdbea817e,0,AD2/can/train/good/041
acfa5dfd41c0bf98b352c242,0,AD2/can/train/good/042
f4430aa1fbb568219c033a6e,0,AD2/can/train/good/043
6bd50914af6dcd25386b198e,0,AD2/can/train/good/044
2825550ed62c16ae309e5d44,0,AD2/can/train/good/045
b6bbdcbe4bd864cd8b25660a,0,AD2/can/train/good/046
624744c0c4c8689cdb99ad0c,0,AD2/can/train/good/047
225ae88c9c1cc05a78407641,0,AD2/can/train/good/048
40eee1fdd5c5098c920a6cac,0,AD2/can/train/good/049
5197c5e0f3638277767076dd,0,AD2/can/train/good/050
43b49f4239b0c53a349ed077,0,AD2/can/train/good/051
f8755f3350c5145e5d2d6673,0,AD2/can/train/good/052
f2e026a18ebaac096cae6b3d,0,AD2/can/train/good/053
4d30f5998309cf2c1827fd63,0,AD2/can/train/good/054
7487adc5c8fb51d286b2b234,0,AD2/can/train/good/055
8f0c0f773e1619d53954be63,0,AD2/can/train/good/056
82358264e13a67d03d5fe98f,0,AD2/can/train/good/057
a68fb4853c5b11299280028d,0,AD2/can/train/good/058
7881daa409dff8008f8c03b2,0,AD2/can/train/good/059
bb7a07b23bd13b65b5e864f0,0,AD2/can/train/good/060
202c323fca7429c74471eb60,0,AD2/can/train/good/061
24b79994771e07491d59fdc7,0,AD2/can/train/good/062
62bd9bc91df6057129acbd7f,0,AD2/can/train/good/063
16e15b4aadf36617ef114f36,0,AD2/can/train/good/064
1b0f936d7284bc8d138940e1,0,AD2/can/train/good/065
ef0af31689ca4c649965aca5,0,AD2/can/train/good/066
27652b545c18151dca92dc12,0,AD2/can/train/good/067
7bc762ff7d2283d95984b774,0,AD2/can/train/good/068
73adedcd99b343998f27bd3f,0,AD2/can/train/good/069
0e8babf515dd68f6ad83e91f,0,AD2/can/train/good/070
29b233e1fa9f8a0762adf5f3,0,AD2/can/train/good/071
cd9af8069055587a826391cf,0,AD2/can/train/good/072
c4e5d6a398657aaa7948c210,0,AD2/can/train/good/073
c27dd0bbc636a89a38ef05e6,0,AD2/can/train/good/074
390aef5539d8deb728c10603,0,AD2/can/train/good/075
32924f64527108fb27e6cbb8,0,AD2/can/train/good/076
5206023dabceb2aef13fb3dc,0,AD2/can/train/good/077
143d4b2a7926ffcf01eda6da,0,AD2/can/train/good/078
efe31aecb2cf40a84e3cf5d5,0,AD2/can/train/good/079
408029275056fad9610e912d,0,AD2/can/train/good/080
e6f4f55763a67ab8e4edefea,0,AD2/can/train/good/081
5007da695263a0bcc35b96b3,0,AD2/can/train/good/082
4cfe4a5d6eecf51fbaf8925b,0,AD2/can/train/good/083
2443903eb34b3280361fa84b,0,AD2/can/train/good/084
80f6bb603d6c52b1f6c8aa89,0,AD2/can/train/good/085
db13cde32fd412d229881984,0,AD2/can/train/good/086
b1bf04ff928160f3b7202eb7,0,AD2/can/train/good/087
1d758ec0bd853b9a2edc03ac,0,AD2/can/train/good/088
e5e5369f1f37b30a5b1961d7,0,AD2/can/train/good/089
7f18b535208cfe4aca20035d,0,AD2/can/train/good/090
19033373d33025209e57ef11,0,AD2/can/train/good/091
0f19c2f773a6d4b62acaf668,0,AD2/can/train/good/092
10dc19afe37867228cd61ace,0,AD2/can/train/good/093
352c03f86d6332e7a873815c,0,AD2/can/train/good/094
942cbd9133036eef3148812a,0,AD2/can/train/good/095
860b597d69bf7ad31adec207,0,AD2/can/train/good/096
94602e9f056cffb2ad359e9e,0,AD2/can/train/good/097
0244363e9072e5375c19b410,0,AD2/can/train/good/098
7db2daa6595e218766659cb5,0,AD2/can/train/good/099
7e8f5c9de5fbf0a2ab4157e3,0,AD2/can/train/good/100
a0a7f6b55a7b61d4af89e482,0,AD2/can/train/good/101
64d40982a6d3b93e98f34b86,0,AD2/can/train/good/102
19867bc93b54b57331f4a2fd,0,AD2/can/train/good/103
a701cff04844c592d13232ef,0,AD2/can/train/good/104
5dfc5dd2805e3803e1ee1062,0,AD2/can/train/good/105
a8b13f9566f09aa25b9a7ee2,0,AD2/can/train/good/106
c1b49258b1a7cb99b24cfd74,0,AD2/can/train/good/107
7f45f55184db97f9e2a5f681,0,AD2/can/train/good/108
60992708d84a60f2d280cf11,0,AD2/can/train/good/109
cf649d6a872ece88284e7ee0,0,AD2/can/train/good/110
7a546e4c059765f5c50b0d42,0,AD2/can/train/good/111
8b30f73847af4f483e76e52d,0,AD2/can/train/good/112
f453ee65023db46a9b5857da,0,AD2/can/train/good/113
a7c5130b5c4be64b89c656fb,0,AD2/can/train/good/114
59affb4b438cf6ebdcb2536e,0,AD2/can/train/good/115
907fa87c3cd92d8bb1d565cb,0,AD2/can/train/good/116
7b0b609953d27848cebde61d,0,AD2/can/train/good/117
b5a777220ba5e7438445cf87,0,AD2/can/train/good/118
00a37f366d7c4f272aa1cfa0,0,AD2/can/train/good/119
986f6eaecd8639bf81e54fef,0,AD2/can/train/good/120
47c04981f527a1949d5d7abd,0,AD2/can/train/good/121
b0b6a3fa063ac778e845f9be,0,AD2/can/train/good/122
66210deeafa659e286859039,0,AD2/can/train/good/123
f1da9f29b4b0b149a5858d6c,0,AD2/can/train/good/124
839fde492bd7f1824230144d,0,AD2/can/train/good/125
809d30ea9f97923336237110,0,AD2/can/train/good/126
279097a388749a83d81911b7,0,AD2/can/train/good/127
0bc6881d3215e5e851cefd00,0,AD2/can/train/good/128
514f1090610d74632313ecfb,0,AD2/can/train/good/129
b15e83a9e861aa3500905609,0,AD2/can/train/good/130
54018ec6d00ef3e052573675,0,AD2/can/train/good/131
8ab842a735dabda58a4cc5fd,0,AD2/can/train/good/132
68b06c1f9b466bfcc7d0eaf4,0,AD2/can/train/good/133
cda5812a51876c743cf06623,0,AD2/can/train/good/134
0adbbcb2632d992ec7a8ac9c,0,AD2/can/train/good/135
25b06c2b45f86166a9b8afb2,0,AD2/can/train/good/136
8ff51bfa1aed0e786c16deb1,0,AD2/can/train/good/137
191ebc32cb1e3bd0aac36623,0,AD2/can/train/good/138
17c6c3ec8fa10690145975bf,0,AD2/can/train/good/139
d46818cc9f4c6c89e0b4aad4,0,AD2/can/train/good/140
e9fe5fd376409de9d7fd3032,0,AD2/can/train/good/141
430735b8e6947aef31787412,0,AD2/can/train/good/142
49fe30dc3831b3dfd513e184,0,AD2/can/train/good/143
ece1bf71a5f27ed242837698,0,AD2/can/train/good/144
cc97cdd589e5e43a690835f9,0,AD2/can/train/good/145
2369ea15898549a2972208ab,0,AD2/can/train/good/146
3e544acfb260e7ec11a52887,0,AD2/can/train/good/147
9e308a2bb019de5e43c19e8b,0,AD2/can/train/good/148
60955e5112fb2e8eefd91f11,0,AD2/can/train/good/149
aa75509e761ce702143d9318,0,AD2/can/train/good/150
c80c6278108cf0d1933ebfe5,0,AD2/can/train/good/151
1190ef165380a6ac5fb99769,0,AD2/can/train/good/152
396e34d4fbceaa618ae81bea,0,AD2/can/train/good/153
36c92414daba54668882f05f,0,AD2/can/train/good/154
65bf3ef34234c83da9f46d93,0,AD2/can/train/good/155
73bc4ea0d6de2aabc4f1e21c,0,AD2/can/train/good/156
50b966fcaf1a87a99c439b68,0,AD2/can/train/good/157
c79d7b6292e410acf8607cbd,0,AD2/can/train/good/158
56eff9233056ae49194f15f8,0,AD2/can/train/good/159
dcc5bb7f77c5108c3cd3b08d,0,AD2/can/train/good/160
0c672de707372aea1b376230,0,AD2/can/train/good/161
0cd376dd9da93fbfff1fc53e,0,AD2/can/train/good/162
456ad07760d0c4f1c07d0e2b,0,AD2/can/train/good/163
d29e3009db8d2f3494b11c42,0,AD2/can/train/good/164
63644b255d0561ee0c702370,0,AD2/can/train/good/165
b146c224acbf0834f43950bb,0,AD2/can/train/good/166
0caa8aca1801068d9f3700c1,0,AD2/can/train/good/167
9b730ad378e5eabf8cd70f36,0,AD2/can/train/good/168
d7dc6dab3277474aa4a31aad,0,AD2/can/train/good/169
5c43dffcd71d5db8c2a7f48a,0,AD2/can/train/good/170
ee679d68626c5c8840f39d8b,0,AD2/can/train/good/171
f90c72967f5cab4e0672ea54,0,AD2/can/train/good/172
c6c57fabebbf4eb2e514066e,0,AD2/can/train/good/173
52ab1698ce80bac980fbd8f0,0,AD2/can/train/good/174
f9bb40a0c20f1e17c6fda3c7,0,AD2/can/train/good/175
500a307ece7eed8f2aad3a67,0,AD2/can/train/good/176
2de2dc5a3c8ca581cb39c798,0,AD2/can/train/good/177
db2d78b4a9d1218cc1e8d209,0,AD2/can/train/good/178
a0bf5e2d859d18a6824a2697,0,AD2/can/train/good/179
11b779de137feb630cc7c32f,0,AD2/can/train/good/180
29c4c095ff517e8144abf124,0,AD2/can/train/good/181
63eb8f74d70f89b880e83793,0,AD2/can/train/good/182
928a0feabb9448eabff54812,0,AD2/can/train/good/183
b1d3165ef782d90dbea6df4b,0,AD2/can/train/good/184
6b4c3ec7f6a3c09c09c2394e,0,AD2/can/train/good/185
aea8dba2be1d202b0c6e9436,0,AD2/can/train/good/186
b95bc0b4fb60411c65dacbe5,0,AD2/can/train/good/187
5929ef300f36aefbdbdf5cb7,0,AD2/can/train/good/188
c4443c4e7741da043a676881,0,AD2/can/train/good/189
50dd68b0fc24f09aea29b0cb,0,AD2/can/train/good/190
46a0dc586ff4b3f7a70b6ff1,0,AD2/can/train/good/191
02e2de3e8728fb66d01cef7b,0,AD2/can/train/good/192
e6d1fee3a23d9f26a7faa8e3,0,AD2/can/train/good/193
7a2d49ae88092fcd62f9b348,0,AD2/can/train/good/194
b41eb3da48a1f1c4860cf7e9,0,AD2/can/train/good/195
9c1724dbd28a0d839995c114,0,AD2/can/train/good/196
457b727512a8fa21d00b7207,0,AD2/can/train/good/197
91e69987421ba7f8aedf8a5d,0,AD2/can/train/good/198
a2e3dd38ca6ad232d36f81b3,0,AD2/can/train/good/199
72ea266bb972cad778e8ff33,0,AD2/can/train/good/200
9b33067769ac1348075c4ac9,0,AD2/can/train/good/201
35dc7654f9e2985b52db4634,0,AD2/can/train/good/202
c4a755a4eb227ac36edb2eff,0,AD2/can/train/good/203
b51aa937713057fcc9dd31a9,0,AD2/can/train/good/204
a7364ab7a3754581a9306159,0,AD2/can/train/good/205
87c2517ec75fd16748bc356f,0,AD2/can/train/good/206
8f8c2969c0cd15a7f0ef07b9,0,AD2/can/train/good/207
80023d57297386606ebfb08c,0,AD2/can/train/good/208
0cff47d6a5b1d9881fb87f95,0,AD2/can/train/good/209
24f5ea7c1c6f528126eedffb,0,AD2/can/train/good/210
ded3c5650457c693b228625b,0,AD2/can/train/good/211
e437dd419314ace8e78e0f55,0,AD2/can/train/good/212
13ad7510cf53b804b6c82ba6,0,AD2/can/train/good/213
5039e579ebaa05951211b898,0,AD2/can/train/good/214
a7d8c0abb1c4d7ab9a47c367,0,AD2/can/train/good/215
07fde557c2d02ed7b01f7caf,0,AD2/can/train/good/216
24c63b562dbf3d6bf14aca2e,0,AD2/can/train/good/217
ba2df778d7c8fca904e08c80,0,AD2/can/train/good/218
0e95a811912ef911ad3674a8,0,AD2/can/train/good/219
89a0ca76db3e841f9f6be8e0,0,AD2/can/train/good/220
c530611d59d2fabaf8a669a1,0,AD2/can/train/good/221
efee5fde407878552a1d60ae,0,AD2/can/train/good/222
e8e136fabf8adbf4ecf07f43,0,AD2/can/train/good/223
ddc77c6111accdd0cf30b75a,0,AD2/can/train/good/224
baca41c98efa5e4e10b95aaa,0,AD2/can/train/good/225
75f7bb13187d16b60b6b9a1a,0,AD2/can/train/good/226
6adf1c1716546ed948a1bb6f,0,AD2/can/train/good/227
37b23b3a7b07eca1740f847a,0,AD2/can/train/good/228
c0b0128cdbc7f59bf9115a7d,0,AD2/can/train/good/229
13555379aedbbbfb1aa33bae,0,AD2/can/train/good/230
3a7deea396d6f74186960bff,0,AD2/can/train/good/231
7c8cf29dbd0ed32b57bb677b,0,AD2/can/train/good/232
89db74690a0765ae7a307917,0,AD2/can/train/good/233
4d4f333989ceaacc18176cc9,0,AD2/can/train/good/234
aa13106df178306d183d84ee,0,AD2/can/train/good/235
dfe5d2ca180312f556d3ad64,0,AD2/can/train/good/236
42cc81d641c8f462b1c9e176,0,AD2/can/train/good/237
984367ccbfe57fc81aa11970,0,AD2/can/train/good/238
3c84d8f1d7962bd8fd57d8e4,0,AD2/can/train/good/239
1ff92184b68145424f65ce55,0,AD2/can/train/good/240
d1d7ac4aaad9b31076279588,0,AD2/can/train/good/241
d2548627bc5dcc972fe5e72c,0,AD2/can/train/good/242
8a23192fca24103340e5a9f1,0,AD2/can/train/good/243
180619ab3abe41ee759b6f29,0,AD2/can/train/good/244
d9a271ce016439ad9c805c42,0,AD2/can/train/good/245
1507762a3a42820387c5b14f,0,AD2/can/train/good/246
11d753ff348c4012f0c747fb,0,AD2/can/train/good/247
d1c18c04258b3c31efba7558,0,AD2/can/train/good/248
d33288ea4dc8267b4c495545,0,AD2/can/train/good/249
d41774eac2960765ef156ec5,0,AD2/can/train/good/250
c46d40aaaf9e565fa11e335a,0,AD2/can/train/good/251
90218d99c9ff09d4ab7d356d,0,AD2/can/train/good/252
26c9abb0e6efb72bfc9c233e,0,AD2/can/train/good/253
eb00d13d8b9454f037769ec9,0,AD2/can/train/good/254
bd823178ccc107140b65498a,0,AD2/can/train/good/255
bcb6b095d7871b9e372b46aa,0,AD2/can/train/good/256
73190613f34d144f26901faf,0,AD2/can/train/good/257
d48fdb55248c15aed7c319e2,0,AD2/can/train/good/258
f3c77bc5793ea03ee69fe8fb,0,AD2/can/train/good/259
256242e19939b1ea09b68520,0,AD2/can/train/good/260
3dc8794deda9aa0b04c9e7f6,0,AD2/can/train/good/261
63c4eff287efa598cbfc9293,0,AD2/can/train/good/262
f6bb69b861f8d1ca6e9cdffb,0,AD2/can/train/good/263
3cbca25c47d789f57376b1be,0,AD2/can/train/good/264
a1932a63aa17f1d2f293357c,0,AD2/can/train/good/265
4089a3b15b6aa161519fb288,0,AD2/can/train/good/266
b7b41d574ec735739e3ffec7,0,AD2/can/train/good/267
bea6a7c7bf2686be376f4560,0,AD2/can/train/good/268
05bb225e7e82d93d6d8419e1,0,AD2/can/train/good/269
f68e624b13fe407bb0bceabd,0,AD2/can/train/good/270
18c286bc88fb8c9c7641c56f,0,AD2/can/train/good/271
cfbae9ad275f87fc5a31673e,0,AD2/can/train/good/272
ae771b6c065098b95bba29f0,0,AD2/can/train/good/273
e3d6033968f1790a0e088150,0,AD2/can/train/good/274
6477a236c9be125c7c6a1582,0,AD2/can/train/good/275
5523ce04ab75ada56e6cf34e,0,AD2/can/train/good/276
aea29d2d686755a8d2e18616,0,AD2/can/train/good/277
18a2324a027dfb95df99320b,0,AD2/can/train/good/278
4363d22df799d85e23411d95,0,AD2/can/train/good/279
d33b44a0a443b73ebeb8ad5c,0,AD2/can/train/good/280
5fdd368fa596c4a986b1e880,0,AD2/can/train/good/281
7333b3b8cd8db67d3439f358,0,AD2/can/train/good/282
3274460533e69131d2f3f84a,0,AD2/can/train/good/283
91976df3c89a2c79e806336c,0,AD2/can/train/good/284
c4e76b91aba5830d720681a3,0,AD2/can/train/good/285
2883ef4f7e1a26fe653783bf,0,AD2/can/train/good/286
e7fd95db1c6637011c35f035,0,AD2/can/train/good/287
4c071c6cf7ff418899c749a0,0,AD2/can/train/good/288
d108f011d98c01896a231ac1,0,AD2/can/train/good/289
cbc86763415e1fd43ffb5993,0,AD2/can/train/good/290
c5a5fc40bed3eae7dc97dd0c,0,AD2/can/train/good/291
55bdd063b14c1e5b1059fb44,0,AD2/can/train/good/292
aeaacdb7d463cbf0156ba3a5,0,AD2/can/train/good/293
c7c8b4c7825227a5e6a97a76,0,AD2/can/train/good/294
ae53abb50db19951fcbc77a3,0,AD2/can/train/good/295
cfebe1c5542b0bb0f5331702,0,AD2/can/train/good/296
0133810e9a02108c42cf974f,0,AD2/can/train/good/297
7e7d24ff3d9b72efcf17b409,0,AD2/can/train/good/298
1de085022ddaaedca212058e,0,AD2/can/train/good/299
fa45267abdf4bb26b28fd228,0,AD2/can/train/good/300
2a28037bfb4f2e2b815d0afe,0,AD2/can/train/good/301
87fc6baf83203169c194d7b0,0,AD2/can/train/good/302
9b41d8b71867c7c24110a19a,0,AD2/can/train/good/303
303cfd8592d110ded646bf75,0,AD2/can/train/good/304
6b9e6fc0b4b67abed6897a5f,0,AD2/can/train/good/305
8634e50a84f1c3981a0479b5,0,AD2/can/train/good/306
949d55edfc2ed1cc26025994,0,AD2/can/train/good/307
c4b1c89f19fcfbd89e65ae7a,0,AD2/can/train/good/308
d093378f8eddfb7ff7dc2bfb,0,AD2/can/train/good/309
3ba0e46f624fd5826d888df7,0,AD2/can/train/good/310
b73413d0b9603a08f9a2fa16,0,AD2/can/train/good/311
f983e02865c56a0665881cdc,0,AD2/can/train/good/312
a222c4763fa4e88f1a46aebb,0,AD2/can/train/good/313
8f9a0ba7565cc9030a6a1161,0,AD2/can/train/good/314
307848dbf3fcaaca0df112cf,0,AD2/can/train/good/315
b1cc060587b95e70bf462112,0,AD2/can/train/good/316
93ea090ccbaef3647dee951e,0,AD2/can/train/good/317
4184fd40e651e0add10d584a,0,AD2/can/train/good/318
6e9073ae277bed9b6a5820a1,0,AD2/can/train/good/319
49c972e8c3cc2ffa6b947bac,0,AD2/can/train/good/320
89a6abc0ff1dcc99a8b46105,0,AD2/can/train/good/321
2115c8dc9adbcd7836f42bc7,0,AD2/can/train/good/322
3500293dcb389e461a3c60dc,0,AD2/can/train/good/323
f5a223608fb11666e1739313,0,AD2/can/train/good/324
950c920e8292ebf8f5361b95,0,AD2/can/train/good/325
d8c708b23827f4d01d94d7dd,0,AD2/can/train/good/326
fa7902937807fc7ed727c047,0,AD2/can/train/good/327
296ee1f16ed98b06d78d4ca7,0,AD2/can/train/good/328
7f26e0aa76988bb3dec71fec,0,AD2/can/train/good/329
12d9a1175fa6701ad7dcf1ec,0,AD2/can/train/good/330
7eb16b775265e5f692562e60,0,AD2/can/train/good/331
956265e277ff350095e74b79,0,AD2/can/train/good/332
f7118928bdd19806e3771c5b,0,AD2/can/train/good/333
082bd18553b30507aee6eea4,0,AD2/can/train/good/334
b4393d0026b111ffa512b269,0,AD2/can/train/good/335
c08db6f7cd587ed99d474118,0,AD2/can/train/good/336
215053ec714bd122518d25f7,0,AD2/can/train/good/337
445cbd03a2ec0d08ddca135c,0,AD2/can/train/good/338
d9c0e4563f0cc0423b8952b5,0,AD2/can/train/good/339
4a09cc12a198501f6906b146,0,AD2/can/train/good/340
97154399691c390d958919bf,0,AD2/can/train/good/341
67a9cfa674f0f08a179d78de,0,AD2/can/train/good/342
64a64080863a7ce3928e60a8,0,AD2/can/train/good/343
bdaeefc6634a938b717b6160,0,AD2/can/train/good/344
e4b044ee4da85943993613b6,0,AD2/can/train/good/345
0d0d1a192aa7013e932f14ff,0,AD2/can/train/good/346
47f93d501ddb4585397fa0e1,0,AD2/can/train/good/347
962c4fd3a35eed666dc2dd51,0,AD2/can/train/good/348
542ff1029db16a11f86705e8,0,AD2/can/train/good/349
7df86ee3b644abfe72a593e6,0,AD2/can/train/good/350
f7949c1f806b3718e707a783,0,AD2/can/train/good/351
546ebd253d09286d6cf86c76,0,AD2/can/train/good/352
5ea6f1b550355b01a16d114f,0,AD2/can/train/good/353
44c4b97080d01f546145b228,0,AD2/can/train/good/354
be8c733a60ec02bc778316ff,0,AD2/can/train/good/355
f5752bb4787c59b2876654c9,0,AD2/can/train/good/356
f3a504c2f7cd0b202c389bcf,0,AD2/can/train/good/357
19d9ec9aa8cbc4feda62f4b7,0,AD2/can/train/good/358
5bb39d84449af3fc620f87a2,0,AD2/can/train/good/359
449a7a97d7a3e0ad5083bddc,0,AD2/can/train/good/360
f8a0ede78362da826e3fbd6d,0,AD2/can/train/good/361
5116d3c4f945cf9973e04439,0,AD2/can/train/good/362
554da67e268068adc44f8482,0,AD2/can/train/good/363
66756842f09b95dc78c3f7e0,0,AD2/can/train/good/364
f67dba9d77819bbad6c5bbcb,0,AD2/can/train/good/365
7b7cf9f4c127965842fd4c7b,0,AD2/can/train/good/366
a29b4997cd0c1f3c86f735f4,0,AD2/can/train/good/367
c71680409eabd571b9e7041c,0,AD2/can/train/good/368
9789745af294b1ec038d5dcc,0,AD2/can/train/good/369
694d77090f3263bb392d0549,0,AD2/can/train/good/370
f741cf5310bc7b1f545c111f,0,AD2/can/train/good/371
511b3f382c1f47ca78e0fca3,0,AD2/can/train/good/372
59ee64dd6db10ec347456e9b,0,AD2/can/train/good/373
12c9d3b38ce25fdd1593fc22,0,AD2/can/train/good/374
82685a0bca8934be96fbf147,0,AD2/can/train/good/375
8d9b3ff6c970bba20bcb89b6,0,AD2/can/train/good/376
44b794cc50550b3f1f5a900c,0,AD2/can/train/good/377
48bb589044e0f48b73b02d48,0,AD2/can/train/good/378
f1e6a140d2d07215dfd05a63,0,AD2/can/train/good/379
2c4b9856395f1273ae9787dd,0,AD2/can/train/good/380
125bf35fb9dbea838a21e2ff,0,AD2/can/train/good/381
a33034cb93955c60bd886d97,0,AD2/can/train/good/382
051bd0f82e0ab4725585617c,0,AD2/can/train/good/383
af7cbecb1f4eaa4c29c3697a,0,AD2/can/train/good/384
e71f41a44736ea2cfeacfa4e,0,AD2/can/train/good/385
b9b47a0b6811ef1305d98a09,0,AD2/can/train/good/386
97ec27b4c2a0255b9d8d0dae,0,AD2/can/train/good/387
0ee688a5ac435aa7c87a7ef8,0,AD2/can/train/good/388
3613787eaed97945cb1b3fd0,0,AD2/can/train/good/389
ed5aec89a6f0d03f7e740546,0,AD2/can/train/good/390
ae23c36f3a4e1fe0fb27a026,0,AD2/can/train/good/391
4a36883dff1822a522a0155c,0,AD2/can/train/good/392
623ea7da855d264953013bb0,0,AD2/can/train/good/393
469bf537e1eee5cf5871d1f2,0,AD2/can/train/good/394
2204f8f6e6d0e97a2a6bafa0,0,AD2/can/train/good/395
93a5ebc8521c791ffc920e14,0,AD2/can/train/good/396
a26b1d28eb3ddb46e474d892,0,AD2/can/train/good/397
9396131f86b47d7f8a85c50d,0,AD2/can/train/good/398
1ad830e7e573e374838084f0,0,AD2/can/train/good/399
18c6880847b94365e4d84351,0,AD2/can/train/good/400
b9b814e8bc2f5e89d93fbfb8,0,AD2/can/train/good/401
9a256d3b90f6451e7cda69ca,0,AD2/can/train/good/402
281b34db5856277eb3fc0265,0,AD2/can/train/good/403
a20a1352631a793ea675536b,0,AD2/can/train/good/404
be15ac9f4ecc85060c3d1f68,0,AD2/can/train/good/405
1fbc0b8d2260f0833ce1e597,0,AD2/can/train/good/406
fa9d96abd23bbe388fc14742,0,AD2/can/train/good/407
f5c4c28fba0eb1dacfe7d69f,0,AD2/can/train/good/408
66035e528f305375b38142c1,0,AD2/can/train/good/409
cb99d6fd6b6b1188c2ba6058,0,AD2/can/train/good/410
8378d9d9eb84ab17adf9da01,0,AD2/can/train/good/411
433c07a9b5e8b04d4daf0c7b,0,AD2/can/validation/good/000
22823938e949cd1afea7cbff,0,AD2/can/validation/good/001
be404b9dafebf7d17a625bfc,0,AD2/can/validation/good/002
6ab2265afa34a6647ddc8759,0,AD2/can/validation/good/003
3ea1e059264398dadfb8c41b,0,AD2/can/validation/good/004
b9a538409e3e92c480fae389,0,AD2/can/validation/good/005
066444816f199c3ea326106b,0,AD2/can/validation/good/006
648e140dcd7ff74cd89dde65,0,AD2/can/validation/good/007
6ea023833d4219bee2ce39cc,0,AD2/can/validation/good/008
bc51866ed64836b3721274c1,0,AD2/can/validation/good/009
59425c7afe22d201df941638,0,AD2/can/validation/good/010
e4e1c302c6a8af7cfc92c23c,0,AD2/can/validation/good/011
a92cd828e7ea37324729bb7b,0,AD2/can/validation/good/012
2e6ea799da9435a75118dde4,0,AD2/can/validation/good/013
7b4fdf0c50851e39201d0ba0,0,AD2/can/validation/good/014
6990a1c076297de4c35d0cd3,0,AD2/can/validation/good/015
de7e79a5054b4dc5a1a27220,0,AD2/can/validation/good/016
3bdb65bcb25a3ea6abb7afae,0,AD2/can/validation/good/017
320ee915e443c9a5b698523c,0,AD2/can/validation/good/018
e6a0cbe90577db40722c74be,0,AD2/can/validation/good/019
28cfe0fddfdfce1dda857e0d,0,AD2/can/validation/good/020
9697ba924472d32ed7a68a97,0,AD2/can/validation/good/021
06504dd948014062cb4498bc,0,AD2/can/validation/good/022
fa2b73002649bfe98c840c72,0,AD2/can/validation/good/023
81271777a545c58ac84e2e45,0,AD2/can/validation/good/024
2578d62fca64e618e509036f,0,AD2/can/validation/good/025
3ef6bbd319c7a2c38ccdc7f1,0,AD2/can/validation/good/026
c3246e28ba1660ef964fa2b2,0,AD2/can/validation/good/027
a589f960364c68ab1771fd12,0,AD2/can/validation/good/028
d55d64ff4aa4a748d099d506,0,AD2/can/validation/good/029
27335fb5d905587af2757bca,0,AD2/can/validation/good/030
7c096b1f2ab3cb25e1f2a2cc,0,AD2/can/validation/good/031
a7f71bdd364be49b6a49be4f,0,AD2/can/validation/good/032
6c931cc1a4e1b6bb3c844d52,0,AD2/can/validation/good/033
42109a8d38323c1b426cf7a2,0,AD2/can/validation/good/034
59f4e05593767c20c96271c1,0,AD2/can/validation/good/035
d09e75662b12636a0952a1af,0,AD2/can/validation/good/036
41a9319fbf795867482aa2e8,0,AD2/can/validation/good/037
