category,image_path,path_key,D,M,Q,M_raw_crop_topk,M_raw_runtime,context_topk_mean_score,M_runtime,srb_pre_gate,score_S1,score_S1_runtime,score_S1_abs_diff,num_eval_images,fallback,used_mode
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000339_004_underexposed.png,fruit_jelly_folder/test/bad/000339_004_underexposed.png,0.294068216605485,0.1628924832508511,0.8319321762208832,-0.0012742280960083,-0.001335442066192627,-0.0012742280960083,0.15970814922341012,1,0.2625533452067698,0.2619544166653303,0.0005989285414395029,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000340_005_overexposed.png,fruit_jelly_folder/test/bad/000340_005_overexposed.png,0.7405669659238598,0.9368592864910968,0.5901796619849445,0.0136041045188903,0.005308737512677908,0.0136041045188903,0.5053365581261101,1,0.7705016636012764,0.7072168485548298,0.06328481504644656,3,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000342_005_shift_1.png,fruit_jelly_folder/test/bad/000342_005_shift_1.png,0.7591376948570745,0.8974085815269818,0.5579345710741085,0.0128457248210906,0.005870392080396414,0.0128457248210906,0.5345536754976548,1,0.7811608709269021,0.7284140892781578,0.052746781648744356,3,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000344_006_overexposed.png,fruit_jelly_folder/test/bad/000344_006_overexposed.png,0.2135225071524955,0.8262695671563991,0.8736237392825519,0.0114781856536865,0.0031264573335647583,0.0114781856536865,0.3918149386194026,1,0.2478098712951285,0.25507892046958736,0.007269049174458864,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000345_006_regular.png,fruit_jelly_folder/test/bad/000345_006_regular.png,0.204927173927345,0.7410196431861193,0.8603949348134399,0.0098393857479095,0.001750558614730835,0.0098393857479095,0.3202410626642508,1,0.2509708942138321,0.23431349632336362,0.016657397890468495,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000347_006_underexposed.png,fruit_jelly_folder/test/bad/000347_006_underexposed.png,0.2165770064631952,0.9625610789321531,0.8689708130262738,0.0140981823205947,0.006122276186943054,0.0140981823205947,0.5476566179964475,1,0.2177918697075905,0.27282096833004293,0.05502909862245242,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000350_007_shift_1.png,fruit_jelly_folder/test/bad/000350_007_shift_1.png,0.3381312725959648,0.7817012932416585,0.6977892001238221,0.010621428489685,0.0027015209197998047,0.010621428489685,0.36970986231450126,1,0.3823926028558945,0.3455188666286006,0.036873736227293896,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000352_008_overexposed.png,fruit_jelly_folder/test/bad/000352_008_overexposed.png,0.7620468197892775,0.5095166990207431,0.808661305842914,0.0053890943527221,0.002796679735183716,0.0053890943527221,0.374659997927753,1,0.7146386247979213,0.7090363235483491,0.0056023012495721725,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000356_009_overexposed.png,fruit_jelly_folder/test/bad/000356_009_overexposed.png,0.9617284113054018,0.6783623676004058,0.1762544783515347,0.0086348950862884,0.0031262636184692383,0.0086348950862884,0.3918048616129866,0,0.9617284113054018,0.9617284113054018,0.0,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000358_009_shift_1.png,fruit_jelly_folder/test/bad/000358_009_shift_1.png,1.0,0.5945402779238341,0.1746083167157395,0.0070235431194305,0.0023127496242523193,0.0070235431194305,0.34948608559202426,0,1.0,1.0,0.0,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000360_010_overexposed.png,fruit_jelly_folder/test/bad/000360_010_overexposed.png,1.0,0.6116680882135968,0.683525665483638,0.0073527991771698,0.0030617117881774902,0.0073527991771698,0.38844689301345536,1,0.9552003234259344,0.9729928349745388,0.017792511548604395,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000361_010_regular.png,fruit_jelly_folder/test/bad/000361_010_regular.png,1.0,0.7081143414663377,0.7587101387719059,0.0092068314552307,0.00524488091468811,0.0092068314552307,0.50201475532124,1,0.9526555240975,0.9555650073545803,0.002909483257080292,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000362_010_shift_1.png,fruit_jelly_folder/test/bad/000362_010_shift_1.png,1.0,0.4921888989113415,0.7212985959633054,0.0050559937953948,0.0006358623504638672,0.0050559937953948,0.2622548671295014,1,0.9586021019080592,0.9969567556270615,0.038354653719002374,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000364_011_overexposed.png,fruit_jelly_folder/test/bad/000364_011_overexposed.png,1.0,0.7882156903124022,0.0755122658239087,0.0107466578483581,0.003463953733444214,0.0107466578483581,0.4093714092590109,0,1.0,1.0,0.0,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000365_011_regular.png,fruit_jelly_folder/test/bad/000365_011_regular.png,1.0,0.8417897073456444,0.0,0.0117765367031097,0.005691438913345337,0.0117765367031097,0.5252445805730295,0,1.0,1.0,0.0,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000367_011_underexposed.png,fruit_jelly_folder/test/bad/000367_011_underexposed.png,1.0,0.8785847335419875,0.0817974357313061,0.0124838650226593,0.005223900079727173,0.0124838650226593,0.5009233380109583,0,1.0,1.0,0.0,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000368_012_overexposed.png,fruit_jelly_folder/test/bad/000368_012_overexposed.png,0.1278374684040251,0.702412306143585,0.7716332275086558,0.0090972185134887,0.004448354244232178,0.0090972185134887,0.46057965524752265,1,0.1641332532282784,0.1778328682135395,0.013699614985261094,3,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000371_012_underexposed.png,fruit_jelly_folder/test/bad/000371_012_underexposed.png,0.1627221732475473,0.7182032335821623,0.7599238830217375,0.0094007750352223,0.005223254207521677,0.0094007750352223,0.5008897399150474,1,0.2010406312592677,0.21211107547782337,0.011070444218555686,3,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000374_013_shift_1.png,fruit_jelly_folder/test/bad/000374_013_shift_1.png,1.0,0.8801846520991048,0.2227093516858758,0.0125146210193634,0.004759460687637329,0.0125146210193634,0.4767633275515424,0,1.0,1.0,0.0,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/bad/000375_013_underexposed.png,fruit_jelly_folder/test/bad/000375_013_underexposed.png,1.0,0.8862727142830152,0.2476618985570889,0.0126316547393798,0.0050161778926849365,0.0126316547393798,0.4901176865156985,0,1.0,1.0,0.0,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000303_000_underexposed.png,fruit_jelly_folder/test/good/000303_000_underexposed.png,0.0,0.6606407890864461,0.5942509124678746,0.0082942247390747,0.0056438148021698,0.0082942247390747,0.5227671873033846,1,0.0163712314174378,0.03294245813611568,0.016571226718677882,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000305_001_regular.png,fruit_jelly_folder/test/good/000305_001_regular.png,0.4846016312221595,0.1665581881232437,0.7754726715571585,-0.0012037605047225,-1.1771917343139648e-05,-0.0012037605047225,0.22856510921795317,1,0.4348852172474328,0.43883277732510695,0.0039475600776741615,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000306_001_shift_1.png,fruit_jelly_folder/test/good/000306_001_shift_1.png,0.3835855017418904,0.2818685973866385,0.7296748230856172,0.0010129064321517,0.0003682374954223633,0.0010129064321517,0.2483330951886932,1,0.3611314885151093,0.35527301728094707,0.005858471234162221,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000307_001_underexposed.png,fruit_jelly_folder/test/good/000307_001_underexposed.png,0.5031080352091366,0.146288677294721,0.7289405294113404,-0.0015934109687805,0.0006934851408004761,-0.0015934109687805,0.26525238896107745,1,0.4553837520541865,0.4616694677684783,0.006285715714291762,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000309_002_regular.png,fruit_jelly_folder/test/good/000309_002_regular.png,0.427974860641466,0.0,0.9840725462952956,-0.0044055879116058,-0.0002861320972442627,-0.0044055879116058,0.2142929675156057,1,0.3646838642260673,0.3753459865291067,0.010662122303039423,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000313_003_regular.png,fruit_jelly_folder/test/good/000313_003_regular.png,0.2409742890266028,0.505845568067981,0.8634213765846714,0.0053185224533081,-2.8431415557861328e-05,0.0053185224533081,0.22769848666618125,1,0.2927494470651411,0.2370333901548967,0.05571605691024442,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000314_003_shift_1.png,fruit_jelly_folder/test/good/000314_003_shift_1.png,0.5119525983623454,0.4044964636167086,0.5992709855612917,0.0033702403306961,0.0011250227689743042,0.0033702403306961,0.28770085863846084,1,0.4926434095857575,0.4789807193572005,0.013662690228556984,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000315_003_underexposed.png,fruit_jelly_folder/test/good/000315_003_underexposed.png,0.245788952775256,0.5448187779588433,0.7704905129737223,0.0060677230358123,0.00011913478374481201,0.0060677230358123,0.23537484009211798,1,0.2942771909240971,0.24301955738776182,0.05125763353633528,2,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000316_004_overexposed.png,fruit_jelly_folder/test/good/000316_004_overexposed.png,0.529338578740313,0.137588344986058,0.5676786001386999,-0.0017606616020202,-0.0018892288208007812,-0.0017606616020202,0.13090031334322103,1,0.4921589983667769,0.4922302031896925,7.120482291561592e-05,1,0,context_1p50_topk_mean
fruit_jelly,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fruit_jelly_folder/test/good/000318_004_shift_1.png,fruit_jelly_folder/test/good/000318_004_shift_1.png,0.7916783986597021,0.2257032393958226,0.5270011302363418,-6.67870044708252e-05,-0.002767711877822876,-6.67870044708252e-05,0.08520186440121617,1,0.7660635291086539,0.7841163487488008,0.018052819640146822,1,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000180_000_overexposed.png,sheet_metal_folder/test/bad/000180_000_overexposed.png,0.3153766249857374,0.8833467712380029,0.5333783746778075,0.0160163342952728,0.01058600377291441,0.0160163342952728,0.3886916469170252,1,0.3411108037571533,0.32772533775283885,0.01338546600431445,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000181_000_regular.png,sheet_metal_folder/test/bad/000181_000_regular.png,0.264484440446929,0.737446870506561,0.5667430572432985,0.0144146432479222,0.00961962342262268,0.0144146432479222,0.3006629366301053,1,0.2991388339426453,0.2713146358305212,0.02782419811212411,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000183_000_shift_2.png,sheet_metal_folder/test/bad/000183_000_shift_2.png,0.567521779380511,0.9645442921481912,0.9395304974686708,0.0169077217578887,0.010102967731654644,0.0169077217578887,0.3446913320085521,1,0.6289658251235815,0.5160175949824791,0.11294823014110233,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000187_001_regular.png,sheet_metal_folder/test/bad/000187_001_regular.png,0.3243984985242638,0.4395167602795434,0.5598910107859615,0.0111439625422159,0.005071878433227539,0.0111439625422159,0.0,1,0.3434947152222472,0.2883246678329665,0.05517004738928072,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000188_001_shift_1.png,sheet_metal_folder/test/bad/000188_001_shift_1.png,0.7225820271452867,0.5583901842667046,0.7063247289817518,0.0124489565690358,0.005733182188123465,0.0124489565690358,0.0,1,0.6908777259943786,0.7160517187757718,0.025173992781393206,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000189_001_shift_2.png,sheet_metal_folder/test/bad/000189_001_shift_2.png,0.7779738798904319,0.6631171595255783,0.6469458887721256,0.0135986506938934,0.005437622312456369,0.0135986506938934,0.0,1,0.7559495422275855,0.7779738798904319,0.022024337662846394,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000191_001_underexposed.png,sheet_metal_folder/test/bad/000191_001_underexposed.png,0.2826886728248227,0.5233285644607757,0.6333598903261803,0.0120640496412913,0.00752123212441802,0.0120640496412913,0.10951803224283241,1,0.3189171342303582,0.2531644171139131,0.06575271711644515,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000193_002_regular.png,sheet_metal_folder/test/bad/000193_002_regular.png,0.2603051138992273,0.758401405143327,0.8066977534666725,0.0146446824073791,0.009104698896408081,0.0146446824073791,0.2537578625315985,1,0.3075402855745257,0.2584726728376774,0.04906761273684829,2,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000194_002_shift_1.png,sheet_metal_folder/test/bad/000194_002_shift_1.png,0.7176238594576446,0.0,0.3240546452202547,0.0063189417123794,0.004981100559234619,0.0063189417123794,0.0,0,0.7176238594576446,0.7176238594576446,0.0,1,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000195_002_shift_2.png,sheet_metal_folder/test/bad/000195_002_shift_2.png,0.7390261624059881,0.1459641492991927,0.2858711948764115,0.0079213380813598,0.004799962043762207,0.0079213380813598,0.0,0,0.7390261624059881,0.7390261624059881,0.0,1,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000198_003_overexposed.png,sheet_metal_folder/test/bad/000198_003_overexposed.png,0.0996553444514041,0.8477462778813957,0.8125879290337826,0.0156255116065343,0.011083533056080341,0.0156255116065343,0.43401216809054805,1,0.1001969119732832,0.15235502631054965,0.05215811433726644,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000199_003_regular.png,sheet_metal_folder/test/bad/000199_003_regular.png,0.0406610107565507,0.739037701240543,0.9787690962178964,0.0144321074088414,0.012593467719852924,0.0144321074088414,0.5715538731027512,1,0.0571283187475893,0.09379231063740504,0.036663991889815735,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000200_003_shift_1.png,sheet_metal_folder/test/bad/000200_003_shift_1.png,0.3329584133947258,0.8123340056810261,0.736443525171237,0.015236755212148,0.007644275669008493,0.015236755212148,0.1207262118546806,1,0.377543448223632,0.29373437535634495,0.08380907286728706,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000201_003_shift_2.png,sheet_metal_folder/test/bad/000201_003_shift_2.png,0.3664348504889692,0.5953539236419408,0.705506197392338,0.0128547449906667,0.00883638858795166,0.0128547449906667,0.22931716441209066,1,0.4057079130924367,0.33876682425600296,0.06694108883643374,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000202_003_shift_3.png,sheet_metal_folder/test/bad/000202_003_shift_3.png,0.3372708662207216,0.7180542095028175,0.7600803898144385,0.0142017503579457,0.006913165096193552,0.0142017503579457,0.05412849928467434,1,0.3871392779904102,0.29038352236497555,0.09675575562543465,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000204_004_overexposed.png,sheet_metal_folder/test/bad/000204_004_overexposed.png,1.0,0.5709566611738652,0.3384660213117728,0.0125869115193684,0.008301938883960247,0.0125869115193684,0.1806335191564853,0,1.0,1.0,0.0,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000205_004_regular.png,sheet_metal_folder/test/bad/000205_004_regular.png,1.0,0.508328786163578,0.397024190539435,0.0118993818759918,0.007956583984196186,0.0118993818759918,0.1491747395897015,0,1.0,1.0,0.0,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000211_005_regular.png,sheet_metal_folder/test/bad/000211_005_regular.png,0.1324731733515363,0.7426704600468982,0.4091785074912969,0.0144719878832499,0.009038974530994892,0.0144719878832499,0.2477709536297332,0,0.1324731733515363,0.1324731733515363,0.0,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000212_005_shift_1.png,sheet_metal_folder/test/bad/000212_005_shift_1.png,0.6338958163180217,0.8427385092341478,0.297685348412913,0.0155705362558364,0.008743181824684143,0.0155705362558364,0.22082685191972581,0,0.6338958163180217,0.6338958163180217,0.0,2,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000213_005_shift_2.png,sheet_metal_folder/test/bad/000213_005_shift_2.png,0.5776387475878069,0.7026822872128228,0.3878141056141083,0.0140329971909523,0.008006840944290161,0.0140329971909523,0.15375270454798973,0,0.5776387475878069,0.5776387475878069,0.0,2,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000214_005_shift_3.png,sheet_metal_folder/test/bad/000214_005_shift_3.png,0.5900366825791005,0.7461050436935502,0.2994366551538822,0.014509692788124,0.00883309543132782,0.014509692788124,0.22901718694433484,0,0.5900366825791005,0.5900366825791005,0.0,2,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000215_005_underexposed.png,sheet_metal_folder/test/bad/000215_005_underexposed.png,0.1542626955691853,0.6896717260151567,0.3007378337024499,0.0138901670773824,0.008330295793712139,0.0138901670773824,0.18321658305304328,0,0.1542626955691853,0.1542626955691853,0.0,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000217_006_regular.png,sheet_metal_folder/test/bad/000217_006_regular.png,0.3103199228873894,0.916780006569642,0.197776572111221,0.0163833647966384,0.011112213134765625,0.0163833647966384,0.4366246698211873,0,0.3103199228873894,0.3103199228873894,0.0,2,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000218_006_shift_1.png,sheet_metal_folder/test/bad/000218_006_shift_1.png,0.4841744564320407,0.653250932282914,0.6262785009875445,0.013490339120229,0.005564013961702585,0.013490339120229,0.0,1,0.512880704578521,0.44655843418490576,0.06632227039361521,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000219_006_shift_2.png,sheet_metal_folder/test/bad/000219_006_shift_2.png,0.5603614724374357,0.9538007552373892,0.4411346140022386,0.0167897790670394,0.008370131254196167,0.0167897790670394,0.186845241488654,0,0.5603614724374357,0.5603614724374357,0.0,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000222_007_overexposed.png,sheet_metal_folder/test/bad/000222_007_overexposed.png,0.1652511691920215,0.865812794152118,0.5917089125382096,0.0158238460620244,0.012731850147247314,0.0158238460620244,0.5841592893927493,1,0.1748148577222778,0.20354970760177252,0.028734849879494706,3,0,context_1p50_topk_mean
sheet_metal,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000227_007_underexposed.png,sheet_metal_folder/test/bad/000227_007_underexposed.png,0.095873405085602,0.7061180019962289,0.522446078750184,0.0140707145134607,0.012623697519302368,0.0140707145134607,0.5743075407005697,1,0.1166665799034181,0.1275505179389023,0.010883938035484195,3,0,context_1p50_topk_mean
