image_id,dataset,category,role,component_id,kind,area_native,area_fraction,equivalent_area_512,max_bbox_side_512,x,y,width,height
b2281c04927413e461a611be,AD2,can,target_public_development,1,tiny_compact,25,1.0938200044802867e-05,2.867383512544803,3.5,1453,196,5,7
608b7e84db21829bcdebe7e7,AD2,can,target_public_development,1,tiny_compact,25,1.0938200044802867e-05,2.867383512544803,3.5,1453,196,5,7
9cdb0236a5ca8698c9c2a3dd,AD2,can,target_public_development,1,tiny_compact,25,1.0938200044802867e-05,2.867383512544803,3.5,1453,196,5,7
08c6385e79de371e0bf647f3,AD2,can,target_public_development,1,tiny_compact,25,1.0938200044802867e-05,2.867383512544803,3.5,1453,196,5,7
fe0d3929f9ffb2838fa8e679,AD2,can,target_public_development,1,tiny_compact,25,1.0938200044802867e-05,2.867383512544803,3.5,1453,196,5,7
42776fcda7c77635bdbcd004,AD2,can,target_public_development,1,tiny_compact,131,5.7316168234767024e-05,15.025089605734767,5.5,124,556,14,11
30f65f11cd2058fd17d6be26,AD2,can,target_public_development,1,tiny_compact,131,5.7316168234767024e-05,15.025089605734767,5.5,124,556,14,11
ff710de84cf0dd195d9e30c0,AD2,can,target_public_development,1,tiny_compact,131,5.7316168234767024e-05,15.025089605734767,5.5,124,556,14,11
dfead4c24a175afa200bb715,AD2,can,target_public_development,1,tiny_compact,131,5.7316168234767024e-05,15.025089605734767,5.5,124,556,14,11
6fcc3a6f5a154e9481866abe,AD2,can,target_public_development,1,tiny_compact,131,5.7316168234767024e-05,15.025089605734767,5.5,124,556,14,11
25a6cd4aa2e5e4bbee9ca09d,AD2,can,target_public_development,1,tiny_compact,131,5.7316168234767024e-05,15.025089605734767,5.5,124,556,14,11
b740d7cc95c5bf64e80589e4,AD2,can,target_public_development,1,tiny_compact,114,4.987819220430108e-05,13.075268817204302,15.5,870,403,32,31
161f1ff7a3de582f4a8bd7a4,AD2,can,target_public_development,1,tiny_compact,114,4.987819220430108e-05,13.075268817204302,15.5,870,403,32,31
c1d721d8ea31c923256ebdc9,AD2,can,target_public_development,1,tiny_compact,114,4.987819220430108e-05,13.075268817204302,15.5,870,403,32,31
9958aa8a05a22c4124cf5893,AD2,can,target_public_development,1,tiny_compact,114,4.987819220430108e-05,13.075268817204302,15.5,870,403,32,31
9374c051383aa7d923b5a9d3,AD2,can,target_public_development,1,tiny_compact,114,4.987819220430108e-05,13.075268817204302,15.5,870,403,32,31
afa52cfd0a372d0ddf3bdd33,AD2,can,target_public_development,1,tiny_compact,114,4.987819220430108e-05,13.075268817204302,15.5,870,403,32,31
912b561b36477b7628bef782,AD2,can,target_public_development,1,tiny_compact,129,5.644111223118279e-05,14.795698924731182,10.5,1049,796,9,21
c3e7f126dacb6a4c674db0c9,AD2,can,target_public_development,1,tiny_compact,129,5.644111223118279e-05,14.795698924731182,10.5,1049,796,9,21
5ae740d4a96e16b5a7a465a1,AD2,can,target_public_development,1,tiny_compact,129,5.644111223118279e-05,14.795698924731182,10.5,1049,796,9,21
e8c9d82aa15877cabf4b76e8,AD2,can,target_public_development,1,tiny_compact,129,5.644111223118279e-05,14.795698924731182,10.5,1049,796,9,21
b1ec928d6a88f18fbb6696c8,AD2,can,target_public_development,1,tiny_compact,129,5.644111223118279e-05,14.795698924731182,10.5,1049,796,9,21
eed3393d4016e518fcd5f31b,AD2,can,target_public_development,1,tiny_compact,129,5.644111223118279e-05,14.795698924731182,10.5,1049,796,9,21
883d0b726129088cd4e7a3c0,AD2,can,target_public_development,1,tiny_compact,80,3.5002240143369174e-05,9.175627240143369,5.0,963,531,11,10
adf66b633d550784d2ca9b04,AD2,can,target_public_development,1,tiny_compact,80,3.5002240143369174e-05,9.175627240143369,5.0,963,531,11,10
c91fc750851e7807581bf889,AD2,can,target_public_development,1,tiny_compact,80,3.5002240143369174e-05,9.175627240143369,5.0,963,531,11,10
7e155a572b3d22100b19692b,AD2,can,target_public_development,1,tiny_compact,80,3.5002240143369174e-05,9.175627240143369,5.0,963,531,11,10
4cbbdce3979125544c71fd30,AD2,can,target_public_development,1,tiny_compact,80,3.5002240143369174e-05,9.175627240143369,5.0,963,531,11,10
3da732b1ef5183efc409bb3c,AD2,can,target_public_development,1,tiny_compact,80,3.5002240143369174e-05,9.175627240143369,5.0,963,531,11,10
441e2c3129f07e16ad95351d,AD2,can,target_public_development,1,tiny_compact,96,4.2002688172043014e-05,11.010752688172044,12.5,1478,163,9,25
1a629dd5e2af09bb0ce56cff,AD2,can,target_public_development,1,tiny_compact,96,4.2002688172043014e-05,11.010752688172044,12.5,1478,163,9,25
ede193a8dfb61b6752f7ceaa,AD2,can,target_public_development,1,tiny_compact,96,4.2002688172043014e-05,11.010752688172044,12.5,1478,163,9,25
b9ce4dfb6d8ba6f88e0f5933,AD2,can,target_public_development,1,tiny_compact,96,4.2002688172043014e-05,11.010752688172044,12.5,1478,163,9,25
cc75798eac53b679b56950f8,AD2,can,target_public_development,1,tiny_compact,96,4.2002688172043014e-05,11.010752688172044,12.5,1478,163,9,25
adcbe07cb80277f6dcaa55a5,AD2,can,target_public_development,1,tiny_compact,96,4.2002688172043014e-05,11.010752688172044,12.5,1478,163,9,25
7467e6fb76af8af978964274,AD2,can,target_public_development,1,tiny_compact,450,0.0001968876008064516,51.61290322580645,21.10394265232975,839,265,92,15
5c1d296009be26e8c6eae9ca,AD2,can,target_public_development,1,tiny_compact,450,0.0001968876008064516,51.61290322580645,21.10394265232975,839,265,92,15
6a15bda335b14a2b5a69e54d,AD2,can,target_public_development,1,tiny_compact,450,0.0001968876008064516,51.61290322580645,21.10394265232975,839,265,92,15
003f750313c6cac44e0815b2,AD2,can,target_public_development,1,tiny_compact,450,0.0001968876008064516,51.61290322580645,21.10394265232975,839,265,92,15
68b4f490a75dc451728b43d8,AD2,can,target_public_development,1,tiny_compact,450,0.0001968876008064516,51.61290322580645,21.10394265232975,839,265,92,15
88b6776330d4b1a34fb60dee,AD2,can,target_public_development,1,tiny_compact,450,0.0001968876008064516,51.61290322580645,21.10394265232975,839,265,92,15
7ef186459b969d4973e9c746,AD2,can,target_public_development,1,tiny_compact,195,8.531796034946237e-05,22.365591397849464,6.0,1170,191,25,12
49f299020fc623a3087347d4,AD2,can,target_public_development,1,tiny_compact,195,8.531796034946237e-05,22.365591397849464,6.0,1170,191,25,12
d5b9ddace3446ed3745f06e4,AD2,can,target_public_development,1,tiny_compact,195,8.531796034946237e-05,22.365591397849464,6.0,1170,191,25,12
bbba3a7a6547b94d95bb5298,AD2,can,target_public_development,1,tiny_compact,195,8.531796034946237e-05,22.365591397849464,6.0,1170,191,25,12
eb9f9069020db4a0af5a4438,AD2,can,target_public_development,1,tiny_compact,195,8.531796034946237e-05,22.365591397849464,6.0,1170,191,25,12
bf3a7141d60903b84a845da4,AD2,can,target_public_development,1,tiny_compact,195,8.531796034946237e-05,22.365591397849464,6.0,1170,191,25,12
b48bc665134377b5fc392c09,AD2,can,target_public_development,1,tiny_compact,67,2.9314376120071683e-05,7.684587813620071,3.5,1065,415,13,7
c3e36dc688aadfacaf2dd292,AD2,can,target_public_development,1,tiny_compact,67,2.9314376120071683e-05,7.684587813620071,3.5,1065,415,13,7
1a509b25c5b23864d1110133,AD2,can,target_public_development,1,tiny_compact,67,2.9314376120071683e-05,7.684587813620071,3.5,1065,415,13,7
578038df5fb64d895d9874b2,AD2,can,target_public_development,1,tiny_compact,67,2.9314376120071683e-05,7.684587813620071,3.5,1065,415,13,7
23869c6bcbaa856166a27da2,AD2,can,target_public_development,1,tiny_compact,67,2.9314376120071683e-05,7.684587813620071,3.5,1065,415,13,7
040c5ceae8c7da0b22f7f9bb,AD2,can,target_public_development,1,tiny_compact,67,2.9314376120071683e-05,7.684587813620071,3.5,1065,415,13,7
336b4c21431c8394dbbe8ea2,AD2,can,target_public_development,1,tiny_compact,234,0.00010238155241935484,26.838709677419356,13.5,1226,556,13,27
9e84485b3eec2ce091ac013d,AD2,can,target_public_development,1,tiny_compact,234,0.00010238155241935484,26.838709677419356,13.5,1226,556,13,27
3283a66fc3d42b3db910de0d,AD2,can,target_public_development,1,tiny_compact,234,0.00010238155241935484,26.838709677419356,13.5,1226,556,13,27
3cb48f1038daad923c4b12d3,AD2,can,target_public_development,1,tiny_compact,234,0.00010238155241935484,26.838709677419356,13.5,1226,556,13,27
baca876aeb27970ad6b26e50,AD2,can,target_public_development,1,tiny_compact,234,0.00010238155241935484,26.838709677419356,13.5,1226,556,13,27
f8f4c61857afd6aa1989774e,AD2,can,target_public_development,1,tiny_compact,234,0.00010238155241935484,26.838709677419356,13.5,1226,556,13,27
771c143b4416653cd1361acc,AD2,can,target_public_development,1,tiny_compact,409,0.0001789489527329749,46.91039426523297,17.5,1451,223,18,35
66b9aad13d10c95814b805b5,AD2,can,target_public_development,1,tiny_compact,409,0.0001789489527329749,46.91039426523297,17.5,1451,223,18,35
4d3ef72ae8b953b2884ac078,AD2,can,target_public_development,1,tiny_compact,409,0.0001789489527329749,46.91039426523297,17.5,1451,223,18,35
351c0cf1b27f48f99724e3f9,AD2,can,target_public_development,1,tiny_compact,409,0.0001789489527329749,46.91039426523297,17.5,1451,223,18,35
f1eabf9bbecf9484f755da46,AD2,can,target_public_development,1,tiny_compact,409,0.0001789489527329749,46.91039426523297,17.5,1451,223,18,35
a9a11a31eac0ab62b853275b,AD2,can,target_public_development,1,tiny_compact,409,0.0001789489527329749,46.91039426523297,17.5,1451,223,18,35
4ca159bbce60bc59e80f2b71,AD2,can,target_public_development,1,thin_or_extended_small_area,259,0.0001133197524641577,29.706093189964157,34.5,795,750,4,69
4ca159bbce60bc59e80f2b71,AD2,can,target_public_development,2,tiny_compact,12,5.250336021505377e-06,1.3763440860215055,1.5,799,830,5,3
21f12a8c3a29a54979a68756,AD2,can,target_public_development,1,thin_or_extended_small_area,259,0.0001133197524641577,29.706093189964157,34.5,795,750,4,69
21f12a8c3a29a54979a68756,AD2,can,target_public_development,2,tiny_compact,12,5.250336021505377e-06,1.3763440860215055,1.5,799,830,5,3
59f6be7d256178574a897932,AD2,can,target_public_development,1,thin_or_extended_small_area,259,0.0001133197524641577,29.706093189964157,34.5,795,750,4,69
59f6be7d256178574a897932,AD2,can,target_public_development,2,tiny_compact,12,5.250336021505377e-06,1.3763440860215055,1.5,799,830,5,3
7b19806fbad9128915114604,AD2,can,target_public_development,1,thin_or_extended_small_area,259,0.0001133197524641577,29.706093189964157,34.5,795,750,4,69
7b19806fbad9128915114604,AD2,can,target_public_development,2,tiny_compact,12,5.250336021505377e-06,1.3763440860215055,1.5,799,830,5,3
70fdf6f53d9c1937fa807f4f,AD2,can,target_public_development,1,thin_or_extended_small_area,259,0.0001133197524641577,29.706093189964157,34.5,795,750,4,69
70fdf6f53d9c1937fa807f4f,AD2,can,target_public_development,2,tiny_compact,12,5.250336021505377e-06,1.3763440860215055,1.5,799,830,5,3
6be42d6f2403d1bf7e223271,AD2,can,target_public_development,1,thin_or_extended_small_area,259,0.0001133197524641577,29.706093189964157,34.5,795,750,4,69
6be42d6f2403d1bf7e223271,AD2,can,target_public_development,2,tiny_compact,12,5.250336021505377e-06,1.3763440860215055,1.5,799,830,5,3
83575986e0c98f4e5ad957e6,AD2,can,target_public_development,1,tiny_compact,47,2.056381608422939e-05,5.39068100358423,4.0,1924,554,8,8
ccfde2b757fc43da5c4fa44a,AD2,can,target_public_development,1,tiny_compact,47,2.056381608422939e-05,5.39068100358423,4.0,1924,554,8,8
ecf21c008b5a0074854309be,AD2,can,target_public_development,1,tiny_compact,47,2.056381608422939e-05,5.39068100358423,4.0,1924,554,8,8
db72c1065e87ef3a49e7f7d5,AD2,can,target_public_development,1,tiny_compact,47,2.056381608422939e-05,5.39068100358423,4.0,1924,554,8,8
9dd5953f7dee155d587250f9,AD2,can,target_public_development,1,tiny_compact,47,2.056381608422939e-05,5.39068100358423,4.0,1924,554,8,8
2d83ed384d7b458aba0430e2,AD2,can,target_public_development,1,tiny_compact,47,2.056381608422939e-05,5.39068100358423,4.0,1924,554,8,8
0478093d112e684bd4fecdc1,AD2,fabric,target_public_development,1,larger,920977,0.18369926502502043,48155.660130718956,230.69281045751634,1093,688,1103,894
1bb7621fd636ef9a08f5d982,AD2,fabric,target_public_development,1,larger,920977,0.18369926502502043,48155.660130718956,230.69281045751634,1093,688,1103,894
a68318f29440379ee11375e4,AD2,fabric,target_public_development,1,larger,920977,0.18369926502502043,48155.660130718956,230.69281045751634,1093,688,1103,894
db18cc4d6492b9c51e2c8d88,AD2,fabric,target_public_development,1,larger,920977,0.18369926502502043,48155.660130718956,230.69281045751634,1093,688,1103,894
9d3ae35f1e5ddd318cf94ad8,AD2,fabric,target_public_development,1,larger,920977,0.18369926502502043,48155.660130718956,230.69281045751634,1093,688,1103,894
63606e5d16b2d0abc8d531d3,AD2,fabric,target_public_development,1,larger,920977,0.18369926502502043,48155.660130718956,230.69281045751634,1093,688,1103,894
758822d00ffeab86364f9fab,AD2,fabric,target_public_development,1,tiny_compact,373,7.439906301062092e-05,19.50326797385621,6.901960784313726,419,1454,33,20
76402a2517dd265c6cb6b037,AD2,fabric,target_public_development,1,tiny_compact,373,7.439906301062092e-05,19.50326797385621,6.901960784313726,419,1454,33,20
fce0eaa8b4095c0c65e1ca4b,AD2,fabric,target_public_development,1,tiny_compact,373,7.439906301062092e-05,19.50326797385621,6.901960784313726,419,1454,33,20
77cad20432aef3211e3af2fc,AD2,fabric,target_public_development,1,tiny_compact,373,7.439906301062092e-05,19.50326797385621,6.901960784313726,419,1454,33,20
61d9650065a6aad3d473c9e0,AD2,fabric,target_public_development,1,tiny_compact,373,7.439906301062092e-05,19.50326797385621,6.901960784313726,419,1454,33,20
6016f4d344873a651c081251,AD2,fabric,target_public_development,1,tiny_compact,373,7.439906301062092e-05,19.50326797385621,6.901960784313726,419,1454,33,20
a0aa636bfd37ce395b9d83e6,AD2,fabric,target_public_development,1,tiny_compact,219,4.3682023590686275e-05,11.450980392156863,5.647058823529412,714,897,27,19
a0aa636bfd37ce395b9d83e6,AD2,fabric,target_public_development,2,tiny_compact,112,2.2339665032679737e-05,5.856209150326797,3.0,1071,1363,14,12
d884c88eb93fb08847593c0b,AD2,fabric,target_public_development,1,tiny_compact,219,4.3682023590686275e-05,11.450980392156863,5.647058823529412,714,897,27,19
d884c88eb93fb08847593c0b,AD2,fabric,target_public_development,2,tiny_compact,112,2.2339665032679737e-05,5.856209150326797,3.0,1071,1363,14,12
ab4ce7a10101250d4fe7b1cd,AD2,fabric,target_public_development,1,tiny_compact,219,4.3682023590686275e-05,11.450980392156863,5.647058823529412,714,897,27,19
ab4ce7a10101250d4fe7b1cd,AD2,fabric,target_public_development,2,tiny_compact,112,2.2339665032679737e-05,5.856209150326797,3.0,1071,1363,14,12
1fb24011952d6cd243bec297,AD2,fabric,target_public_development,1,tiny_compact,219,4.3682023590686275e-05,11.450980392156863,5.647058823529412,714,897,27,19
1fb24011952d6cd243bec297,AD2,fabric,target_public_development,2,tiny_compact,112,2.2339665032679737e-05,5.856209150326797,3.0,1071,1363,14,12
d93da7f5d9bbc63148f38e7d,AD2,fabric,target_public_development,1,tiny_compact,219,4.3682023590686275e-05,11.450980392156863,5.647058823529412,714,897,27,19
d93da7f5d9bbc63148f38e7d,AD2,fabric,target_public_development,2,tiny_compact,112,2.2339665032679737e-05,5.856209150326797,3.0,1071,1363,14,12
1531ad73a6847eead72eb63a,AD2,fabric,target_public_development,1,tiny_compact,219,4.3682023590686275e-05,11.450980392156863,5.647058823529412,714,897,27,19
1531ad73a6847eead72eb63a,AD2,fabric,target_public_development,2,tiny_compact,112,2.2339665032679737e-05,5.856209150326797,3.0,1071,1363,14,12
bb2104212ccead8c64cdbe2e,AD2,fabric,target_public_development,1,tiny_compact,620,0.00012366600285947712,32.41830065359477,8.993464052287582,946,1189,43,26
53cf73055de0ead5dc99f265,AD2,fabric,target_public_development,1,tiny_compact,620,0.00012366600285947712,32.41830065359477,8.993464052287582,946,1189,43,26
e26be8f3618c6c9301fea465,AD2,fabric,target_public_development,1,tiny_compact,620,0.00012366600285947712,32.41830065359477,8.993464052287582,946,1189,43,26
4684ef55008d9a2ed1bb69e2,AD2,fabric,target_public_development,1,tiny_compact,620,0.00012366600285947712,32.41830065359477,8.993464052287582,946,1189,43,26
6a076ed8ed5dd115b8ada2c0,AD2,fabric,target_public_development,1,tiny_compact,620,0.00012366600285947712,32.41830065359477,8.993464052287582,946,1189,43,26
4fc66204ba5f1458cc72fddb,AD2,fabric,target_public_development,1,tiny_compact,620,0.00012366600285947712,32.41830065359477,8.993464052287582,946,1189,43,26
c4df72399851ee774767cd5b,AD2,fabric,target_public_development,1,larger,7186,0.0014333288654003267,375.73856209150324,24.052287581699346,0,0,115,76
c4df72399851ee774767cd5b,AD2,fabric,target_public_development,2,thin_or_extended_small_area,551,0.00010990317350898693,28.81045751633987,50.40522875816993,1382,1518,241,149
d3af60f47b17122b511ecde3,AD2,fabric,target_public_development,1,larger,7186,0.0014333288654003267,375.73856209150324,24.052287581699346,0,0,115,76
d3af60f47b17122b511ecde3,AD2,fabric,target_public_development,2,thin_or_extended_small_area,551,0.00010990317350898693,28.81045751633987,50.40522875816993,1382,1518,241,149
2438a28329f8313b4bff37a0,AD2,fabric,target_public_development,1,larger,7186,0.0014333288654003267,375.73856209150324,24.052287581699346,0,0,115,76
2438a28329f8313b4bff37a0,AD2,fabric,target_public_development,2,thin_or_extended_small_area,551,0.00010990317350898693,28.81045751633987,50.40522875816993,1382,1518,241,149
86ff0f768e73cf9f30126c64,AD2,fabric,target_public_development,1,larger,7186,0.0014333288654003267,375.73856209150324,24.052287581699346,0,0,115,76
86ff0f768e73cf9f30126c64,AD2,fabric,target_public_development,2,thin_or_extended_small_area,551,0.00010990317350898693,28.81045751633987,50.40522875816993,1382,1518,241,149
40db1e4c94b5727e8f873b09,AD2,fabric,target_public_development,1,larger,7186,0.0014333288654003267,375.73856209150324,24.052287581699346,0,0,115,76
40db1e4c94b5727e8f873b09,AD2,fabric,target_public_development,2,thin_or_extended_small_area,551,0.00010990317350898693,28.81045751633987,50.40522875816993,1382,1518,241,149
56c608d47a592e2c71b6e869,AD2,fabric,target_public_development,1,larger,7186,0.0014333288654003267,375.73856209150324,24.052287581699346,0,0,115,76
56c608d47a592e2c71b6e869,AD2,fabric,target_public_development,2,thin_or_extended_small_area,551,0.00010990317350898693,28.81045751633987,50.40522875816993,1382,1518,241,149
1ced01c868f6eb6b91f9fcf1,AD2,fabric,target_public_development,1,tiny_compact,72,1.4361213235294117e-05,3.764705882352941,3.5,1478,309,16,14
1ced01c868f6eb6b91f9fcf1,AD2,fabric,target_public_development,2,tiny_compact,202,4.0291181576797385e-05,10.562091503267974,8.5,553,1251,36,34
1ced01c868f6eb6b91f9fcf1,AD2,fabric,target_public_development,3,tiny_compact,17,3.3908420138888887e-06,0.8888888888888888,1.2549019607843137,579,1264,6,4
1ced01c868f6eb6b91f9fcf1,AD2,fabric,target_public_development,4,tiny_compact,5,9.973064746732027e-07,0.26143790849673204,0.75,593,1288,3,3
1ced01c868f6eb6b91f9fcf1,AD2,fabric,target_public_development,5,tiny_compact,13,2.592996834150327e-06,0.6797385620915033,1.2549019607843137,601,1295,6,5
e92e7e571ba5b4106eeb1038,AD2,fabric,target_public_development,1,tiny_compact,72,1.4361213235294117e-05,3.764705882352941,3.5,1478,309,16,14
e92e7e571ba5b4106eeb1038,AD2,fabric,target_public_development,2,tiny_compact,202,4.0291181576797385e-05,10.562091503267974,8.5,553,1251,36,34
e92e7e571ba5b4106eeb1038,AD2,fabric,target_public_development,3,tiny_compact,17,3.3908420138888887e-06,0.8888888888888888,1.2549019607843137,579,1264,6,4
e92e7e571ba5b4106eeb1038,AD2,fabric,target_public_development,4,tiny_compact,5,9.973064746732027e-07,0.26143790849673204,0.75,593,1288,3,3
e92e7e571ba5b4106eeb1038,AD2,fabric,target_public_development,5,tiny_compact,13,2.592996834150327e-06,0.6797385620915033,1.2549019607843137,601,1295,6,5
7b78704e9f43308f188689ee,AD2,fabric,target_public_development,1,tiny_compact,72,1.4361213235294117e-05,3.764705882352941,3.5,1478,309,16,14
7b78704e9f43308f188689ee,AD2,fabric,target_public_development,2,tiny_compact,202,4.0291181576797385e-05,10.562091503267974,8.5,553,1251,36,34
7b78704e9f43308f188689ee,AD2,fabric,target_public_development,3,tiny_compact,17,3.3908420138888887e-06,0.8888888888888888,1.2549019607843137,579,1264,6,4
7b78704e9f43308f188689ee,AD2,fabric,target_public_development,4,tiny_compact,5,9.973064746732027e-07,0.26143790849673204,0.75,593,1288,3,3
7b78704e9f43308f188689ee,AD2,fabric,target_public_development,5,tiny_compact,13,2.592996834150327e-06,0.6797385620915033,1.2549019607843137,601,1295,6,5
244c42265db59f2b8251a7af,AD2,fabric,target_public_development,1,tiny_compact,72,1.4361213235294117e-05,3.764705882352941,3.5,1478,309,16,14
244c42265db59f2b8251a7af,AD2,fabric,target_public_development,2,tiny_compact,202,4.0291181576797385e-05,10.562091503267974,8.5,553,1251,36,34
244c42265db59f2b8251a7af,AD2,fabric,target_public_development,3,tiny_compact,17,3.3908420138888887e-06,0.8888888888888888,1.2549019607843137,579,1264,6,4
244c42265db59f2b8251a7af,AD2,fabric,target_public_development,4,tiny_compact,5,9.973064746732027e-07,0.26143790849673204,0.75,593,1288,3,3
244c42265db59f2b8251a7af,AD2,fabric,target_public_development,5,tiny_compact,13,2.592996834150327e-06,0.6797385620915033,1.2549019607843137,601,1295,6,5
d2443278441bfec9049afbb7,AD2,fabric,target_public_development,1,tiny_compact,72,1.4361213235294117e-05,3.764705882352941,3.5,1478,309,16,14
d2443278441bfec9049afbb7,AD2,fabric,target_public_development,2,tiny_compact,202,4.0291181576797385e-05,10.562091503267974,8.5,553,1251,36,34
d2443278441bfec9049afbb7,AD2,fabric,target_public_development,3,tiny_compact,17,3.3908420138888887e-06,0.8888888888888888,1.2549019607843137,579,1264,6,4
d2443278441bfec9049afbb7,AD2,fabric,target_public_development,4,tiny_compact,5,9.973064746732027e-07,0.26143790849673204,0.75,593,1288,3,3
d2443278441bfec9049afbb7,AD2,fabric,target_public_development,5,tiny_compact,13,2.592996834150327e-06,0.6797385620915033,1.2549019607843137,601,1295,6,5
81e99dd7b36499122a103ed8,AD2,fabric,target_public_development,1,tiny_compact,72,1.4361213235294117e-05,3.764705882352941,3.5,1478,309,16,14
81e99dd7b36499122a103ed8,AD2,fabric,target_public_development,2,tiny_compact,202,4.0291181576797385e-05,10.562091503267974,8.5,553,1251,36,34
81e99dd7b36499122a103ed8,AD2,fabric,target_public_development,3,tiny_compact,17,3.3908420138888887e-06,0.8888888888888888,1.2549019607843137,579,1264,6,4
81e99dd7b36499122a103ed8,AD2,fabric,target_public_development,4,tiny_compact,5,9.973064746732027e-07,0.26143790849673204,0.75,593,1288,3,3
81e99dd7b36499122a103ed8,AD2,fabric,target_public_development,5,tiny_compact,13,2.592996834150327e-06,0.6797385620915033,1.2549019607843137,601,1295,6,5
48b10a74037e65088592d0ec,AD2,fabric,target_public_development,1,tiny_compact,498,9.933172487745098e-05,26.03921568627451,11.5,501,500,47,46
378fea6f08e67259a489d5ff,AD2,fabric,target_public_development,1,tiny_compact,498,9.933172487745098e-05,26.03921568627451,11.5,501,500,47,46
8bb425d7b555dae10e37afdc,AD2,fabric,target_public_development,1,tiny_compact,498,9.933172487745098e-05,26.03921568627451,11.5,501,500,47,46
2e61329bea0cfdeeb4d16959,AD2,fabric,target_public_development,1,tiny_compact,498,9.933172487745098e-05,26.03921568627451,11.5,501,500,47,46
d5c4415055a38c26b3f30d01,AD2,fabric,target_public_development,1,tiny_compact,498,9.933172487745098e-05,26.03921568627451,11.5,501,500,47,46
5dc087bc320f17b4ae5b692c,AD2,fabric,target_public_development,1,tiny_compact,498,9.933172487745098e-05,26.03921568627451,11.5,501,500,47,46
7f063a836d8ca0b59a4287d8,AD2,fabric,target_public_development,1,tiny_compact,64,1.2765522875816994e-05,3.34640522875817,2.3006535947712417,1361,398,11,7
7f063a836d8ca0b59a4287d8,AD2,fabric,target_public_development,2,tiny_compact,70,1.3962290645424836e-05,3.6601307189542482,3.5,877,1051,14,14
00bb1db82372bf2a5eff36a6,AD2,fabric,target_public_development,1,tiny_compact,64,1.2765522875816994e-05,3.34640522875817,2.3006535947712417,1361,398,11,7
00bb1db82372bf2a5eff36a6,AD2,fabric,target_public_development,2,tiny_compact,70,1.3962290645424836e-05,3.6601307189542482,3.5,877,1051,14,14
6f37b05bf8ab6977428ca5aa,AD2,fabric,target_public_development,1,tiny_compact,64,1.2765522875816994e-05,3.34640522875817,2.3006535947712417,1361,398,11,7
6f37b05bf8ab6977428ca5aa,AD2,fabric,target_public_development,2,tiny_compact,70,1.3962290645424836e-05,3.6601307189542482,3.5,877,1051,14,14
21e3d4daa083cd2117f2a8c7,AD2,fabric,target_public_development,1,tiny_compact,64,1.2765522875816994e-05,3.34640522875817,2.3006535947712417,1361,398,11,7
21e3d4daa083cd2117f2a8c7,AD2,fabric,target_public_development,2,tiny_compact,70,1.3962290645424836e-05,3.6601307189542482,3.5,877,1051,14,14
5cef5c276da636b6679838a1,AD2,fabric,target_public_development,1,tiny_compact,64,1.2765522875816994e-05,3.34640522875817,2.3006535947712417,1361,398,11,7
5cef5c276da636b6679838a1,AD2,fabric,target_public_development,2,tiny_compact,70,1.3962290645424836e-05,3.6601307189542482,3.5,877,1051,14,14
8090c0f045fb236f94c00072,AD2,fabric,target_public_development,1,tiny_compact,64,1.2765522875816994e-05,3.34640522875817,2.3006535947712417,1361,398,11,7
