category,image_path,gt_mask_path,box_x1,box_y1,box_x2,box_y2,patchcore_top1_gt_iou,patchcore_top1_gt_f1,sam2_score,sam2_gt_iou,sam2_gt_f1,visual_path
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/liquid/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/liquid/009_mask.png,80.0,91.0,130.0,144.0,0.590992,0.742922,0.6693733930587769,0.5515055467511886,0.710929519918284,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0016_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/001_mask.png,9.0,15.0,181.0,211.0,0.006972,0.013848,0.8582479357719421,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0017_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/002_mask.png,8.0,89.0,185.0,169.0,0.493524,0.660886,0.8475890755653381,0.706242707117853,0.8278338177466233,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0018_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/003_mask.png,77.0,34.0,114.0,77.0,0.199448,0.332566,0.717601478099823,0.3239573229873909,0.48937728937728936,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0019_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/008_mask.png,69.0,106.0,136.0,158.0,0.128251,0.227345,0.4697994887828827,0.01103852218968236,0.021836007130124777,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0020_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/009_mask.png,131.0,119.0,212.0,163.0,0.182715,0.308976,0.45501089096069336,0.18242830994508846,0.30856553147574817,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0021_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/010.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/010_mask.png,58.0,13.0,184.0,95.0,0.11159,0.200776,0.8112726807594299,0.2540389972144847,0.4051532652154598,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0022_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/011.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/011_mask.png,184.0,70.0,223.0,134.0,0.363669,0.533368,0.8342261910438538,0.211353711790393,0.34895457822638787,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0023_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/012.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/012_mask.png,63.0,23.0,114.0,71.0,0.344798,0.512788,0.6405181884765625,0.2578318219291014,0.4099623136162543,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0024_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/013.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/013_mask.png,163.0,73.0,201.0,108.0,0.176097,0.299459,0.7245610356330872,0.1515418502202643,0.2631981637337414,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0025_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/014.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/014_mask.png,145.0,108.0,182.0,153.0,0.363262,0.53293,0.7274984121322632,0.22315510384445428,0.36488439306358383,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0026_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/016.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/016_mask.png,137.0,7.0,219.0,174.0,0.176219,0.299637,0.6742252707481384,0.19740322192834817,0.329718875502008,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0027_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/018.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/018_mask.png,11.0,54.0,48.0,110.0,0.602058,0.751605,0.8283506035804749,0.4120054570259209,0.5835748792270531,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0028_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/019.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/019_mask.png,55.0,64.0,201.0,146.0,0.145181,0.253552,0.7349397540092468,0.5592885375494071,0.7173637515842839,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0029_sam2_box.png
wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/020.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/ground_truth/scratch/020_mask.png,40.0,14.0,99.0,74.0,0.119369,0.21328,0.7448456287384033,0.02398604448320977,0.046848381601362864,results/analysis/sam2_prompt_feasibility/MVTecAD/wood/sam2_box_prompt/wood_0030_sam2_box.png
