image_id,positive,negative
49d11e476e0c779cef4550b9,16,32
49d11e476e0c779cef4550b9,0,32
49d11e476e0c779cef4550b9,0,32
49d11e476e0c779cef4550b9,0,32
49d11e476e0c779cef4550b9,16,32
49d11e476e0c779cef4550b9,0,32
49d11e476e0c779cef4550b9,0,32
49d11e476e0c779cef4550b9,0,32
4c49244a247a2e654beb2d37,0,32
4c49244a247a2e654beb2d37,0,31
4c49244a247a2e654beb2d37,0,32
4c49244a247a2e654beb2d37,0,32
4c49244a247a2e654beb2d37,0,32
4c49244a247a2e654beb2d37,0,32
4c49244a247a2e654beb2d37,0,32
4c49244a247a2e654beb2d37,0,32
4d2ae85cd54a528ae30799d5,0,32
4d2ae85cd54a528ae30799d5,0,32
4d2ae85cd54a528ae30799d5,0,32
4d2ae85cd54a528ae30799d5,0,32
4d2ae85cd54a528ae30799d5,0,32
4d2ae85cd54a528ae30799d5,0,32
4d2ae85cd54a528ae30799d5,0,32
4d2ae85cd54a528ae30799d5,0,32
4e4129ce59c5b23e7966a9dc,0,32
4e4129ce59c5b23e7966a9dc,0,32
4e4129ce59c5b23e7966a9dc,0,32
4e4129ce59c5b23e7966a9dc,0,32
4e4129ce59c5b23e7966a9dc,0,32
4e4129ce59c5b23e7966a9dc,0,32
4e4129ce59c5b23e7966a9dc,0,32
4e4129ce59c5b23e7966a9dc,0,32
50f664187194dfa448be093d,16,32
50f664187194dfa448be093d,0,32
50f664187194dfa448be093d,0,32
50f664187194dfa448be093d,0,32
50f664187194dfa448be093d,0,32
50f664187194dfa448be093d,0,32
50f664187194dfa448be093d,16,32
50f664187194dfa448be093d,0,32
50f75b7d2a73acc1a847da2e,16,32
50f75b7d2a73acc1a847da2e,0,32
50f75b7d2a73acc1a847da2e,0,32
50f75b7d2a73acc1a847da2e,0,32
50f75b7d2a73acc1a847da2e,0,32
50f75b7d2a73acc1a847da2e,0,32
50f75b7d2a73acc1a847da2e,0,31
50f75b7d2a73acc1a847da2e,0,32
55080f795d40470330594c74,0,32
55080f795d40470330594c74,0,32
55080f795d40470330594c74,0,32
55080f795d40470330594c74,0,32
55080f795d40470330594c74,0,32
55080f795d40470330594c74,0,32
55080f795d40470330594c74,0,32
55080f795d40470330594c74,0,32
55ad57b3e25e9cd7d640dbfe,0,32
55ad57b3e25e9cd7d640dbfe,0,32
55ad57b3e25e9cd7d640dbfe,15,32
55ad57b3e25e9cd7d640dbfe,0,32
55ad57b3e25e9cd7d640dbfe,0,32
55ad57b3e25e9cd7d640dbfe,0,32
55ad57b3e25e9cd7d640dbfe,0,32
55ad57b3e25e9cd7d640dbfe,0,32
571b5e6b0110c155c8df2001,0,32
571b5e6b0110c155c8df2001,0,32
571b5e6b0110c155c8df2001,0,32
571b5e6b0110c155c8df2001,0,32
571b5e6b0110c155c8df2001,0,32
571b5e6b0110c155c8df2001,0,32
571b5e6b0110c155c8df2001,0,32
571b5e6b0110c155c8df2001,0,32
5ad436e4557f4981e0b732cf,0,32
5ad436e4557f4981e0b732cf,0,32
5ad436e4557f4981e0b732cf,0,32
5ad436e4557f4981e0b732cf,0,32
5ad436e4557f4981e0b732cf,0,32
5ad436e4557f4981e0b732cf,0,32
5ad436e4557f4981e0b732cf,0,32
5ad436e4557f4981e0b732cf,0,32
5b527561d5fe5bb2dcac2cd6,16,32
5b527561d5fe5bb2dcac2cd6,16,32
5b527561d5fe5bb2dcac2cd6,0,32
5b527561d5fe5bb2dcac2cd6,0,32
5b527561d5fe5bb2dcac2cd6,0,32
5b527561d5fe5bb2dcac2cd6,16,32
5b527561d5fe5bb2dcac2cd6,0,32
5b527561d5fe5bb2dcac2cd6,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5ca3e26cdf8ec996bf20a8c0,0,32
5eaa195ea317cabd8658d9e5,16,32
5eaa195ea317cabd8658d9e5,0,32
5eaa195ea317cabd8658d9e5,0,32
5eaa195ea317cabd8658d9e5,0,32
5eaa195ea317cabd8658d9e5,16,32
5eaa195ea317cabd8658d9e5,0,32
5eaa195ea317cabd8658d9e5,0,32
5eaa195ea317cabd8658d9e5,16,32
62b5760cd361553de8da2449,0,32
62b5760cd361553de8da2449,16,32
62b5760cd361553de8da2449,13,32
62b5760cd361553de8da2449,0,32
62b5760cd361553de8da2449,0,32
62b5760cd361553de8da2449,0,32
62b5760cd361553de8da2449,0,32
62b5760cd361553de8da2449,0,32
63040d0286b32baf387aef98,16,32
63040d0286b32baf387aef98,0,31
63040d0286b32baf387aef98,0,32
63040d0286b32baf387aef98,0,32
63040d0286b32baf387aef98,16,32
63040d0286b32baf387aef98,0,32
63040d0286b32baf387aef98,0,32
63040d0286b32baf387aef98,0,31
63d72d4c3d76aa492c2db741,16,32
63d72d4c3d76aa492c2db741,0,32
63d72d4c3d76aa492c2db741,0,32
63d72d4c3d76aa492c2db741,0,32
63d72d4c3d76aa492c2db741,16,32
63d72d4c3d76aa492c2db741,0,32
63d72d4c3d76aa492c2db741,0,32
63d72d4c3d76aa492c2db741,16,32
64587f67aef7ad1557251435,16,32
64587f67aef7ad1557251435,0,32
64587f67aef7ad1557251435,0,32
64587f67aef7ad1557251435,0,32
64587f67aef7ad1557251435,13,32
64587f67aef7ad1557251435,0,32
64587f67aef7ad1557251435,0,32
64587f67aef7ad1557251435,0,32
66167a0394c64f20fe5ca043,0,32
66167a0394c64f20fe5ca043,0,32
66167a0394c64f20fe5ca043,0,32
66167a0394c64f20fe5ca043,0,32
66167a0394c64f20fe5ca043,0,32
66167a0394c64f20fe5ca043,0,32
66167a0394c64f20fe5ca043,0,32
66167a0394c64f20fe5ca043,0,32
690c94ddc3eb0acc0d7ac268,16,32
690c94ddc3eb0acc0d7ac268,16,32
690c94ddc3eb0acc0d7ac268,0,32
690c94ddc3eb0acc0d7ac268,0,32
690c94ddc3eb0acc0d7ac268,16,31
690c94ddc3eb0acc0d7ac268,0,32
690c94ddc3eb0acc0d7ac268,0,32
690c94ddc3eb0acc0d7ac268,0,32
6d5929d061d0833f7db7f212,0,32
6d5929d061d0833f7db7f212,16,32
6d5929d061d0833f7db7f212,0,32
6d5929d061d0833f7db7f212,0,32
6d5929d061d0833f7db7f212,16,32
6d5929d061d0833f7db7f212,0,32
6d5929d061d0833f7db7f212,0,32
6d5929d061d0833f7db7f212,0,32
6f06d90ad80841cb588a5caf,16,32
6f06d90ad80841cb588a5caf,0,32
6f06d90ad80841cb588a5caf,0,32
6f06d90ad80841cb588a5caf,0,32
6f06d90ad80841cb588a5caf,16,32
6f06d90ad80841cb588a5caf,0,32
6f06d90ad80841cb588a5caf,0,32
6f06d90ad80841cb588a5caf,0,32
6f89fb3b1474729f2e89063a,16,31
6f89fb3b1474729f2e89063a,16,32
6f89fb3b1474729f2e89063a,0,31
6f89fb3b1474729f2e89063a,0,32
6f89fb3b1474729f2e89063a,0,32
6f89fb3b1474729f2e89063a,16,32
6f89fb3b1474729f2e89063a,0,32
6f89fb3b1474729f2e89063a,0,32
718484fc3c551eb152d8c2b4,16,32
718484fc3c551eb152d8c2b4,0,32
718484fc3c551eb152d8c2b4,0,32
718484fc3c551eb152d8c2b4,0,32
718484fc3c551eb152d8c2b4,0,32
718484fc3c551eb152d8c2b4,0,32
718484fc3c551eb152d8c2b4,16,31
718484fc3c551eb152d8c2b4,0,32
71af10410082da9596ced49b,0,32
71af10410082da9596ced49b,16,32
71af10410082da9596ced49b,0,32
71af10410082da9596ced49b,0,32
71af10410082da9596ced49b,0,32
71af10410082da9596ced49b,0,32
71af10410082da9596ced49b,0,32
71af10410082da9596ced49b,0,32
721f15c7da361dff53afdf8c,14,32
721f15c7da361dff53afdf8c,0,32
721f15c7da361dff53afdf8c,0,32
721f15c7da361dff53afdf8c,0,31
721f15c7da361dff53afdf8c,0,32
721f15c7da361dff53afdf8c,0,32
721f15c7da361dff53afdf8c,0,32
721f15c7da361dff53afdf8c,9,32
72b71eb729a3c426f8204d4e,0,32
72b71eb729a3c426f8204d4e,0,32
72b71eb729a3c426f8204d4e,0,32
72b71eb729a3c426f8204d4e,0,32
72b71eb729a3c426f8204d4e,0,32
72b71eb729a3c426f8204d4e,0,32
72b71eb729a3c426f8204d4e,0,32
72b71eb729a3c426f8204d4e,0,32
740a5ee8c5f4192bf3babfd2,16,32
740a5ee8c5f4192bf3babfd2,0,32
740a5ee8c5f4192bf3babfd2,0,32
740a5ee8c5f4192bf3babfd2,0,32
740a5ee8c5f4192bf3babfd2,16,32
740a5ee8c5f4192bf3babfd2,0,32
740a5ee8c5f4192bf3babfd2,0,31
740a5ee8c5f4192bf3babfd2,0,32
747508bd75973f9def4f00a9,16,32
747508bd75973f9def4f00a9,16,32
747508bd75973f9def4f00a9,0,32
747508bd75973f9def4f00a9,0,32
747508bd75973f9def4f00a9,0,32
747508bd75973f9def4f00a9,0,32
747508bd75973f9def4f00a9,0,31
747508bd75973f9def4f00a9,0,32
75b76f92baf111686d85176c,0,32
75b76f92baf111686d85176c,0,32
75b76f92baf111686d85176c,0,32
75b76f92baf111686d85176c,0,32
75b76f92baf111686d85176c,0,32
75b76f92baf111686d85176c,0,32
75b76f92baf111686d85176c,0,32
75b76f92baf111686d85176c,0,32
7668cac7cf3127b106685eca,16,32
7668cac7cf3127b106685eca,0,32
7668cac7cf3127b106685eca,0,32
7668cac7cf3127b106685eca,16,32
7668cac7cf3127b106685eca,0,32
7668cac7cf3127b106685eca,0,32
7668cac7cf3127b106685eca,0,32
7668cac7cf3127b106685eca,0,32
77defa5063eedec887997eb2,16,32
77defa5063eedec887997eb2,0,32
77defa5063eedec887997eb2,10,32
77defa5063eedec887997eb2,0,32
77defa5063eedec887997eb2,0,32
77defa5063eedec887997eb2,16,32
77defa5063eedec887997eb2,0,32
77defa5063eedec887997eb2,0,32
7a230c57fc497a7942b657c9,0,32
7a230c57fc497a7942b657c9,0,32
7a230c57fc497a7942b657c9,0,32
7a230c57fc497a7942b657c9,0,32
7a230c57fc497a7942b657c9,0,32
7a230c57fc497a7942b657c9,0,32
7a230c57fc497a7942b657c9,0,32
7a230c57fc497a7942b657c9,0,32
7c1b1c4c5673ab73918750cb,16,32
7c1b1c4c5673ab73918750cb,0,32
7c1b1c4c5673ab73918750cb,0,32
7c1b1c4c5673ab73918750cb,16,32
7c1b1c4c5673ab73918750cb,0,32
7c1b1c4c5673ab73918750cb,16,32
7c1b1c4c5673ab73918750cb,0,32
7c1b1c4c5673ab73918750cb,0,32
7d83ef8609fe05e220983875,16,32
7d83ef8609fe05e220983875,0,32
7d83ef8609fe05e220983875,0,32
7d83ef8609fe05e220983875,0,32
7d83ef8609fe05e220983875,16,32
7d83ef8609fe05e220983875,0,32
7d83ef8609fe05e220983875,0,32
7d83ef8609fe05e220983875,0,32
7de613b617ed3cbafbc6b3c9,0,32
7de613b617ed3cbafbc6b3c9,0,32
7de613b617ed3cbafbc6b3c9,0,32
7de613b617ed3cbafbc6b3c9,0,32
7de613b617ed3cbafbc6b3c9,0,32
7de613b617ed3cbafbc6b3c9,12,32
7de613b617ed3cbafbc6b3c9,0,32
7de613b617ed3cbafbc6b3c9,0,32
804fa77a446eb0413bbb56f8,16,32
804fa77a446eb0413bbb56f8,0,32
804fa77a446eb0413bbb56f8,0,32
804fa77a446eb0413bbb56f8,0,32
804fa77a446eb0413bbb56f8,0,32
