image_id,dataset,category,split,path,width,height,sha256,bytes,label,scene_group
00def363460ce202d13ff3ac,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Anomaly/004.JPG,1562,960,592e4588daadf77158dad0561872ee43a5042ff825173d929e054b063f5fc142,139784,1,VisA/pcb3/Data/Images/Anomaly/004.JPG
00fa6be94b9f1137a440b277,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Anomaly/070.JPG,1358,1104,a86219453383878015db8b8c5255835977578d5004e9a57acec2df2a6f186bc0,216548,1,VisA/pcb4/Data/Images/Anomaly/070.JPG
013f6d6986ec962ab26302b8,VisA,pipe_fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Anomaly/098.JPG,1300,1154,c2051f9eb260ab747f881020c447610fcb3876dc2d52af7c0da32fb8fedf924f,79471,1,VisA/pipe_fryum/Data/Images/Anomaly/098.JPG
0153cfb8c2d58810b0f93a89,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0657.JPG,1562,960,40855ebc828b4464e90d12d176226329ce5610928cd1dbf8d21952cbd0edf200,142295,0,VisA/pcb3/Data/Images/Normal/0657.JPG
017154c854febdf67bcc4cd3,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Anomaly/029.JPG,1404,1070,4e39e6046d6bf1aade782ad64342e8972a9a9d4bc1a160b4c7ac7f1ff0164d47,280261,1,VisA/pcb2/Data/Images/Anomaly/029.JPG
01a83a014fad55e405a3e709,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Anomaly/051.JPG,1404,1070,fefb62dfe5ab6946104009aeb94d1261bd9f0b34026a4a7cd14add7b053ec1ef,256140,1,VisA/pcb1/Data/Images/Anomaly/051.JPG
01c91be7ff0cb9e3f109b773,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Anomaly/034.JPG,1342,1118,0af3af1b6af3f46de86317a5efc27a6fc1be1a55faf05a9cb08d4cb7b287a22d,143914,1,VisA/chewinggum/Data/Images/Anomaly/034.JPG
0210f72d93f7dd0646bb9287,VisA,pipe_fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Normal/367.JPG,1300,1154,30de33b89ce52bf9283c02fff8718aafbfb84178af1e43ab67f3031eb68c7497,86575,0,VisA/pipe_fryum/Data/Images/Normal/367.JPG
0226a1a2b5c3e5e187ddae50,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Normal/093.JPG,1342,1118,b712b34d4ab2d25e9bbad1e8d4421b6f1d180380a2b4c2b797fc48264006565b,137245,0,VisA/chewinggum/Data/Images/Normal/093.JPG
0230568537d49a20054718fc,VisA,capsules,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Anomaly/015.JPG,1500,1000,a6fad688d6836629503c33155726186405bcdb8ddf78e1e1c91e4d4cb69498b0,237567,1,VisA/capsules/Data/Images/Anomaly/015.JPG
026cf1380d0117661cf5f72a,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0957.JPG,1404,1070,0942e14ed95c5ac9b3a1f52e8d99e061bc2bb62fe41184d892c5e1b852abb8ae,261312,0,VisA/pcb1/Data/Images/Normal/0957.JPG
027038eb34c752939a1e0aa2,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Anomaly/010.JPG,1358,1104,dc043da3309a857efe390d908f36b73e7ddedc381e200cd5971fc337271aa5b6,216358,1,VisA/pcb4/Data/Images/Anomaly/010.JPG
02a89308f4b562fed27e6207,VisA,macaroni2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni2/Data/Images/Normal/0617.JPG,1500,1000,5ea0ddf083ff98348d3a1b618fe161c8a4733c3ffc43775e22ea2becddddc00a,102111,0,VisA/macaroni2/Data/Images/Normal/0617.JPG
02acb841616b8cf4e09bc9c1,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Normal/0735.JPG,1358,1104,827426bddb8292dc2b926e1e296ebd8040248495d7709f73cfe889187474efd6,224437,0,VisA/pcb4/Data/Images/Normal/0735.JPG
02bd8d596731ab3417010866,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Anomaly/030.JPG,1284,1168,7ad582c6d170757fc1596fccbcdb12faa72547ec4cf76fc76911aa8da128de2d,113403,1,VisA/candle/Data/Images/Anomaly/030.JPG
0337f49d30789e965adb6aa3,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Anomaly/032.JPG,1284,1168,c610ec2ad3e42e590c393bfafb08e7d2f859a5b1ba637affb4bd2c99141f3cec,110757,1,VisA/candle/Data/Images/Anomaly/032.JPG
034819db59fed268623329cd,VisA,capsules,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/237.JPG,1500,1000,fec4b496c94cb78df6015bbef44728b50757c04a71781cf519147a4047cbec16,231542,0,VisA/capsules/Data/Images/Normal/237.JPG
0376a84cc136cb65b92d2401,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0768.JPG,1284,1168,5c8fef83f6ea25d8659789cf2ffc5c3b17eaa7b8a0a8222e1b6a68682d67ff80,111922,0,VisA/candle/Data/Images/Normal/0768.JPG
03959a9459d4a58a12e5c7ea,VisA,cashew,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Normal/369.JPG,1274,1176,aa5efd323327485830c6186eb21f0441c1534e13e78f2b9cc3ba40d1805effc5,271821,0,VisA/cashew/Data/Images/Normal/369.JPG
0396aae0e8543b910447f326,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Anomaly/044.JPG,1404,1070,25dce143a5787a39527eacec2d30bc2140879ba4d214e1fad520a5073e53c051,240848,1,VisA/pcb2/Data/Images/Anomaly/044.JPG
0397572d12c4b5519744c5d9,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0208.JPG,1284,1168,4f18525be21b8ce9af0346edb2a9d5a9acb2f49ae9b4d08a612525a775a10520,116425,0,VisA/candle/Data/Images/Normal/0208.JPG
03c6538ff8044a32980bae8f,VisA,cashew,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Anomaly/074.JPG,1274,1176,85e5b2c8efbd0736e31f28ab9a9ca602248fd47b254fd4fa187b48008855260e,344488,1,VisA/cashew/Data/Images/Anomaly/074.JPG
03d8ab7c6352f052febc78e0,VisA,capsules,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/013.JPG,1500,1000,155b574c3f51e9a610f393877b3443a8e15e59e54f9cc3efa60dcb014404d3d7,243702,0,VisA/capsules/Data/Images/Normal/013.JPG
0405531b175ece4bbd28c84e,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0674.JPG,1284,1168,980fba20e3d8d66e9d7c1643cda88ee87b91cee0c053ab3a80504cc82fecda01,110308,0,VisA/candle/Data/Images/Normal/0674.JPG
04304d7b1002f4e8647efce6,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Normal/0306.JPG,1404,1070,8e11e5d9313c6784ccf758250e534138596cc05fda98e564b7c7fa4515d09fb9,249735,0,VisA/pcb2/Data/Images/Normal/0306.JPG
04499a54b7db9c55b7403fb7,VisA,cashew,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Anomaly/080.JPG,1274,1176,683f1ca92d55497b947fc4dc78b20bee45e5fe8c569c3873446f477df8366dda,352282,1,VisA/cashew/Data/Images/Anomaly/080.JPG
0449c1a215feb95ea376c73c,VisA,pipe_fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Anomaly/009.JPG,1300,1154,e0fbd71cb8c2694e341d871effaec13de35a8cca59d661996ff9d69edba80093,96885,1,VisA/pipe_fryum/Data/Images/Anomaly/009.JPG
0449fa75a103b21fcaa8d5ae,VisA,cashew,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Anomaly/082.JPG,1274,1176,9790b27321f8e545a938bd2cd49ea8dc0dc5ca3b292b737009d3175cd167f5e6,331830,1,VisA/cashew/Data/Images/Anomaly/082.JPG
044cd9bc7b24ef53e8aae994,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Anomaly/099.JPG,1404,1070,e8552016b5e21603a191639df6fccd0f0d751b252af3012de8508e12871bfa02,241370,1,VisA/pcb2/Data/Images/Anomaly/099.JPG
0460bfe75a262d4797c9b32d,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Normal/384.JPG,1342,1118,295baff280c681719e9360bbc1dc9e0a088ff95f51299a6d42e35c833593557d,138079,0,VisA/chewinggum/Data/Images/Normal/384.JPG
047764c95331feae308c90e2,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Anomaly/084.JPG,1358,1104,78ebb9b40e1732eb5a76ece26bedbfb56716d29e3628d0d90be29f44f0039f4a,217149,1,VisA/pcb4/Data/Images/Anomaly/084.JPG
04c7bc4c4d076ed304e64942,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Anomaly/077.JPG,1284,1168,af2a4751400c5a8be7e970130590a37c0e4bacb46c64af388c744644663d47f2,109529,1,VisA/candle/Data/Images/Anomaly/077.JPG
04c892b9392b4664c9714d83,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Anomaly/065.JPG,1404,1070,34e36bacabeda8ad3877a7ef206eb9370e6c4e0594e1ee8f9c2803cf93b46988,257072,1,VisA/pcb1/Data/Images/Anomaly/065.JPG
0526d987ae6faeb2ac46b9cc,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Anomaly/091.JPG,1358,1104,40fff4ee7b279d57ab683cd9539e80e2991ddd1629e4a3e13530f79db7c86fab,222984,1,VisA/pcb4/Data/Images/Anomaly/091.JPG
056786f0aa55115950c55363,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0237.JPG,1562,960,c1e7f4df44c7255c52f773fca2d1db33e1c9386eceed05e32951f7d95d1a1fb6,131469,0,VisA/pcb3/Data/Images/Normal/0237.JPG
0567f015e56225dc7b608691,VisA,fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Anomaly/082.JPG,1500,1000,0a57efb47fd1c2b5207ca7ad0096ac872cc7ae29e19450012a70f8fcb037940d,156816,1,VisA/fryum/Data/Images/Anomaly/082.JPG
056f325717dc75cdf75734d6,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Anomaly/011.JPG,1358,1104,7cf29bbf475c7f48574e53fd518fd1ceb294e5dfd97dd18e64fdedd10238f414,228389,1,VisA/pcb4/Data/Images/Anomaly/011.JPG
057a07d881ec15a46279132e,VisA,pipe_fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Anomaly/056.JPG,1300,1154,8a42c460b4117be0fc5ebfcaef9ce599ddb31abcb00eb7b0a4fab6a154acced9,98271,1,VisA/pipe_fryum/Data/Images/Anomaly/056.JPG
058136b0d5e25024c80f75ca,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Anomaly/075.JPG,1342,1118,1d854e719dbbc7c5bba8f9b0bd93022c956fd1b4daf34ffcdc12ab3f562732fc,137852,1,VisA/chewinggum/Data/Images/Anomaly/075.JPG
058aa8dfb17e82e7a4658a4c,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0518.JPG,1562,960,85b06a351dec7ef0d9232ec15491d925561fe4cdc14d1d222152549fe7170bda,139716,0,VisA/pcb3/Data/Images/Normal/0518.JPG
058b8f36da98efd54556c35e,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Normal/0427.JPG,1404,1070,005c0d5655ffac7bf6212fb08ea6370d3900443f433cf6d92084d50fe495c0be,230581,0,VisA/pcb2/Data/Images/Normal/0427.JPG
058e9aea4df0e4413124ca53,VisA,macaroni2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni2/Data/Images/Normal/0811.JPG,1500,1000,a79a8a2a67df46fa63a02ee49d1b962d96706d3b2b5fdb115f17b5afe6428553,116852,0,VisA/macaroni2/Data/Images/Normal/0811.JPG
058fdc068c35a2b940e25fab,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Anomaly/016.JPG,1342,1118,438435e9c59aa0c69157eaf3b529130455281675012d992b8aedbc2c31ac8ad1,145171,1,VisA/chewinggum/Data/Images/Anomaly/016.JPG
05a260a03941e14c4b7fa404,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Anomaly/038.JPG,1404,1070,1d6c17d454b57bb220c9bcdbcd7b605a96cb89699947be3f40cbdcd584485863,255354,1,VisA/pcb2/Data/Images/Anomaly/038.JPG
05b91854e3218bb7fff74ab9,VisA,capsules,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Anomaly/045.JPG,1500,1000,6d2f67dc7cc17c79172550dc6fb84b80757cee712d70f65fa6e4dc2a78f0169c,250275,1,VisA/capsules/Data/Images/Anomaly/045.JPG
05e7d385d49a93944ed7d660,VisA,fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Anomaly/046.JPG,1500,1000,9d264247b865ae693b8c6f375dec983d6166404b0b95ee2d2a7e3b36a4b4716c,143940,1,VisA/fryum/Data/Images/Anomaly/046.JPG
05ec8ecb9391c17d882a581c,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Normal/0333.JPG,1404,1070,06b9d4050515a96c757604f7fd811ddea942f8424e8c1b79850a999ed5c0c63f,219588,0,VisA/pcb2/Data/Images/Normal/0333.JPG
05f2009cb282964f76559f90,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0208.JPG,1404,1070,c1a9dbc7442f0b52d6400cbabe28f21a380fac8c452b65dd3e5c9d8d910895f5,264891,0,VisA/pcb1/Data/Images/Normal/0208.JPG
0602bbc2de6433225c631535,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Anomaly/073.JPG,1404,1070,f2c672946729be8bc2ab5aeb0e9c3a0f5e126b7dac16a5f54c0a37e736282bf0,264004,1,VisA/pcb1/Data/Images/Anomaly/073.JPG
0623b00ea5cbe2a2f243afb8,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Anomaly/091.JPG,1562,960,a9096710beb102865b7340b4816252fc33f5378d6f0eb4c0ac4172454e239a23,140585,1,VisA/pcb3/Data/Images/Anomaly/091.JPG
0632f91792b863bb94bb5ecb,VisA,capsules,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/514.JPG,1500,1000,c570ee58e85ecefb7d08ce5cabf87078b2bf0f395765163c956d21a50b369d43,237125,0,VisA/capsules/Data/Images/Normal/514.JPG
0656dd5366d7e40d22f6acab,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Anomaly/042.JPG,1342,1118,5e3fac552fb22e2f69d4afe594c02a1e9e447699ab91c54630d7326cf8787797,147075,1,VisA/chewinggum/Data/Images/Anomaly/042.JPG
066a3dca9607bb33aaa4780b,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Anomaly/059.JPG,1342,1118,a2fbde5fe940480bf703d59ba3ceedeb138e7e20414eab75293187e2f8f5f5f5,145800,1,VisA/chewinggum/Data/Images/Anomaly/059.JPG
067ddfed88952e43c12bc42a,VisA,macaroni1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni1/Data/Images/Anomaly/027.JPG,1500,1000,e7b93a85f209027bc4a2220c67b2e9dd07422b711f4ef20f2ef8836e716a28e5,122049,1,VisA/macaroni1/Data/Images/Anomaly/027.JPG
0681c40cd5573f05d97c2d7f,VisA,cashew,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Anomaly/068.JPG,1274,1176,690e837a3e56d0cffbe645be6ed2b95b7dcb0c8f37c0893fc9e0df997d6cb71e,365351,1,VisA/cashew/Data/Images/Anomaly/068.JPG
068868c67451fd61d22440f1,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Anomaly/008.JPG,1358,1104,9d22db22650c38ef26986670624f71bfa5847a2f901c1e7edcbe29cc8138103b,233039,1,VisA/pcb4/Data/Images/Anomaly/008.JPG
06b0186aca1c70e236744d28,VisA,chewinggum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Anomaly/008.JPG,1342,1118,fa13eeaa151cdf492ca4081e669d4e1c977b7323e8c126499893fc891cd5dc4d,140763,1,VisA/chewinggum/Data/Images/Anomaly/008.JPG
06cea9d17be8bdbeccab1b9a,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Normal/0957.JPG,1358,1104,b73f5bb76a3397cc0f94d029fcd7b378a310f0d5da0bca2202460c56e98ef10c,234981,0,VisA/pcb4/Data/Images/Normal/0957.JPG
072d4a79bd05c7d78e259898,VisA,pcb4,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Anomaly/023.JPG,1358,1104,d830228ecbb8eb829458694d3020b21b25e4000419601cfe688c4214ed896ad6,225459,1,VisA/pcb4/Data/Images/Anomaly/023.JPG
074325c08472083d737fcba6,VisA,capsules,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Anomaly/049.JPG,1500,1000,99fc0acd5a3daed14b5f5b9a9eeaa98a1db6408198fcfce1627cf284cd6a48dc,277414,1,VisA/capsules/Data/Images/Anomaly/049.JPG
074d2027ec2abd34f85d549a,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0490.JPG,1404,1070,2ca39c9bde074942a8762089f5eea704080c0edcb7294200790ee7c57b00fd85,278334,0,VisA/pcb1/Data/Images/Normal/0490.JPG
07719a9f44a630b6e3e80f30,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0026.JPG,1562,960,651f96e8fd1f997fa9923d49f86838ebfb12a5d1848988c67d587cb95e6ea72a,135527,0,VisA/pcb3/Data/Images/Normal/0026.JPG
07cfaa4af4a3a48294ee60f8,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0977.JPG,1562,960,c84987dfa9effc5875e409ecfbf8290b09ec582751266dadfa2faf205f85e6f6,138464,0,VisA/pcb3/Data/Images/Normal/0977.JPG
07e83d7d169ce5da90f06bcb,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0725.JPG,1284,1168,eb953fdc3c114f737cd44dbd911efe22664df014cf04858e2f8c107e893cea68,121434,0,VisA/candle/Data/Images/Normal/0725.JPG
08081b2d1087d1c1f63bc2dc,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0991.JPG,1562,960,526f7543e482c7ae77e7ebfbd74717029c26fda9640a747e5b41c3dce6306d78,143455,0,VisA/pcb3/Data/Images/Normal/0991.JPG
0822b68a9a064a98dd389a74,VisA,macaroni2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni2/Data/Images/Anomaly/004.JPG,1500,1000,b7ea11143c10eeb2436e9434ce976b2b02ab093234c7289942c150c13f548d9d,107950,1,VisA/macaroni2/Data/Images/Anomaly/004.JPG
085d4d97d4ccb17a25835d26,VisA,fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Normal/461.JPG,1500,1000,901b4a48f87721635f6d475c0c41de9ac80e423d6dd8b2ed035b08da74b4ba85,143527,0,VisA/fryum/Data/Images/Normal/461.JPG
08db9c8cd1485c7caa97f390,VisA,fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Normal/181.JPG,1500,1000,90469b9e7de6bc454458a2e19ebe0c807d6f9b363ee815e9a939ae216fd2d7ab,133074,0,VisA/fryum/Data/Images/Normal/181.JPG
08ffdedac93baea4ed5e6dcb,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0488.JPG,1562,960,ddbe474e99041b281ffdf07b12afc9254a2a856a42872c1ca5d50935a963af8a,141803,0,VisA/pcb3/Data/Images/Normal/0488.JPG
090458eedba8b03d5dceaeaa,VisA,candle,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0400.JPG,1284,1168,74a031a7c9cfd62d82fe279a7eb0757ba1ecc2e2b03b0a484a4e72989d48be46,120117,0,VisA/candle/Data/Images/Normal/0400.JPG
0942c709f38c86da8143257b,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0900.JPG,1404,1070,11fc84543bf2fcdbc98cc0a54a989ad948ca184d868256f145748ab0c6ce65fa,258928,0,VisA/pcb1/Data/Images/Normal/0900.JPG
0951d912da15851a0b6aaf88,VisA,pcb1,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0159.JPG,1404,1070,0cdd28b289d8e03dfaa05b904ed26dc2c33cc57da555d29f660d0f3478c3d92f,273668,0,VisA/pcb1/Data/Images/Normal/0159.JPG
0991fdba5270f68770239306,VisA,fryum,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Anomaly/017.JPG,1500,1000,907a2335b62a0fb62dedc9a2cb2bc9baab498479b925bf37c83fd7f7a9eb3a1a,138075,1,VisA/fryum/Data/Images/Anomaly/017.JPG
09b936bb93c833df03447faf,VisA,pcb3,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0208.JPG,1562,960,5fbe22d026be7d79e8bbc90ffcd81390045cb8495fc25e8796bf6882e5623ab2,132505,0,VisA/pcb3/Data/Images/Normal/0208.JPG
09dc9cfb0f5f0c6e5358d145,VisA,capsules,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Anomaly/021.JPG,1500,1000,13f43715cc4b07259b601c4a74a8af5a821ed55d5d4b62c0da93b8dfecc8fa5c,243824,1,VisA/capsules/Data/Images/Anomaly/021.JPG
09e2e2bca87650ec39207400,VisA,pcb2,evaluation,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Normal/0804.JPG,1404,1070,14fb4cc878aa8c6f8e1264183378de59540897e74b17deeb3fee8643eb8b2d98,274067,0,VisA/pcb2/Data/Images/Normal/0804.JPG
