dataset,category,split,label,is_anomaly,image_rel_path,image_path,mask_rel_path,mask_path,image_exists,mask_exists,has_pixel_mask,source_split_csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0202.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0202.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0414.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0414.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0655.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0655.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0101.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0101.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0636.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0636.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0965.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0965.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0141.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0141.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0083.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0083.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0889.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0889.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0121.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0121.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0371.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0371.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0635.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0635.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0368.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0368.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0673.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0673.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0146.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0146.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0378.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0378.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0642.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0642.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0733.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0733.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0826.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0826.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0745.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0745.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0154.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0154.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0393.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0393.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0018.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0018.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0067.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0067.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0591.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0591.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0001.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0001.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0845.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0845.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0647.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0647.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0532.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0532.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0820.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0820.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0134.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0134.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0565.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0565.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0874.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0874.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0450.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0450.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0649.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0649.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0007.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0007.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0347.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0347.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0793.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0793.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0130.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0130.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0366.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0366.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0454.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0454.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0091.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0091.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0255.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0255.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0194.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0194.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0553.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0553.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0917.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0917.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0847.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0847.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0459.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0459.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0277.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0277.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0491.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0491.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0894.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0894.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0104.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0104.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0683.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0683.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0868.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0868.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0042.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0042.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0539.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0539.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0882.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0882.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0602.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0602.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0257.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0257.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0186.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0186.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0203.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0203.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0455.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0455.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0376.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0376.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0643.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0643.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0879.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0879.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0787.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0787.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0599.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0599.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0205.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0205.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0527.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0527.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0775.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0775.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0477.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0477.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0446.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0446.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0521.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0521.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0489.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0489.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0984.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0984.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0108.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0108.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0498.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0498.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0352.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0352.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0522.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0522.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0510.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0510.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0937.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0937.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0515.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0515.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0319.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0319.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0335.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0335.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0463.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0463.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0712.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0712.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0234.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0234.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0575.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0575.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0147.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0147.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0821.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0821.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0714.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0714.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0508.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0508.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0971.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0971.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0093.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0093.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0098.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0098.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
VisA,candle,train,normal,0,candle/Data/Images/Normal/0903.JPG,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0903.JPG,,,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/VisA/split_csv/1cls.csv
