map_index,set_type,label,category,instance_id,condition,image_path,mask_path
104,normal,0,fabric,005,shift_1,fabric/test_public/good/005_shift_1.png,
105,normal,0,fabric,005,shift_2,fabric/test_public/good/005_shift_2.png,
106,normal,0,fabric,005,shift_3,fabric/test_public/good/005_shift_3.png,
107,normal,0,fabric,005,underexposed,fabric/test_public/good/005_underexposed.png,
108,normal,0,fabric,006,overexposed,fabric/test_public/good/006_overexposed.png,
109,normal,0,fabric,006,regular,fabric/test_public/good/006_regular.png,
110,normal,0,fabric,006,shift_1,fabric/test_public/good/006_shift_1.png,
111,normal,0,fabric,006,shift_2,fabric/test_public/good/006_shift_2.png,
112,normal,0,fabric,006,shift_3,fabric/test_public/good/006_shift_3.png,
113,normal,0,fabric,006,underexposed,fabric/test_public/good/006_underexposed.png,
114,normal,0,fabric,007,overexposed,fabric/test_public/good/007_overexposed.png,
115,normal,0,fabric,007,regular,fabric/test_public/good/007_regular.png,
116,normal,0,fabric,007,shift_1,fabric/test_public/good/007_shift_1.png,
117,normal,0,fabric,007,shift_2,fabric/test_public/good/007_shift_2.png,
118,normal,0,fabric,007,shift_3,fabric/test_public/good/007_shift_3.png,
119,normal,0,fabric,007,underexposed,fabric/test_public/good/007_underexposed.png,
120,normal,0,fabric,008,overexposed,fabric/test_public/good/008_overexposed.png,
121,normal,0,fabric,008,regular,fabric/test_public/good/008_regular.png,
122,normal,0,fabric,008,shift_1,fabric/test_public/good/008_shift_1.png,
123,normal,0,fabric,008,shift_2,fabric/test_public/good/008_shift_2.png,
124,normal,0,fabric,008,shift_3,fabric/test_public/good/008_shift_3.png,
125,normal,0,fabric,008,underexposed,fabric/test_public/good/008_underexposed.png,
126,normal,0,fabric,009,overexposed,fabric/test_public/good/009_overexposed.png,
127,normal,0,fabric,009,regular,fabric/test_public/good/009_regular.png,
128,normal,0,fabric,009,shift_1,fabric/test_public/good/009_shift_1.png,
129,normal,0,fabric,009,shift_2,fabric/test_public/good/009_shift_2.png,
130,normal,0,fabric,009,shift_3,fabric/test_public/good/009_shift_3.png,
131,normal,0,fabric,009,underexposed,fabric/test_public/good/009_underexposed.png,
132,normal,0,fabric,010,overexposed,fabric/test_public/good/010_overexposed.png,
133,normal,0,fabric,010,regular,fabric/test_public/good/010_regular.png,
134,normal,0,fabric,010,shift_1,fabric/test_public/good/010_shift_1.png,
135,normal,0,fabric,010,shift_2,fabric/test_public/good/010_shift_2.png,
136,normal,0,fabric,010,shift_3,fabric/test_public/good/010_shift_3.png,
137,normal,0,fabric,010,underexposed,fabric/test_public/good/010_underexposed.png,
138,normal,0,fruit_jelly,000,overexposed,fruit_jelly/test_public/good/000_overexposed.png,
139,normal,0,fruit_jelly,000,regular,fruit_jelly/test_public/good/000_regular.png,
140,normal,0,fruit_jelly,000,shift_1,fruit_jelly/test_public/good/000_shift_1.png,
141,normal,0,fruit_jelly,000,underexposed,fruit_jelly/test_public/good/000_underexposed.png,
142,normal,0,fruit_jelly,001,overexposed,fruit_jelly/test_public/good/001_overexposed.png,
143,normal,0,fruit_jelly,001,regular,fruit_jelly/test_public/good/001_regular.png,
144,normal,0,fruit_jelly,001,shift_1,fruit_jelly/test_public/good/001_shift_1.png,
145,normal,0,fruit_jelly,001,underexposed,fruit_jelly/test_public/good/001_underexposed.png,
146,normal,0,fruit_jelly,002,overexposed,fruit_jelly/test_public/good/002_overexposed.png,
147,normal,0,fruit_jelly,002,regular,fruit_jelly/test_public/good/002_regular.png,
148,normal,0,fruit_jelly,002,shift_1,fruit_jelly/test_public/good/002_shift_1.png,
149,normal,0,fruit_jelly,002,underexposed,fruit_jelly/test_public/good/002_underexposed.png,
150,normal,0,fruit_jelly,003,overexposed,fruit_jelly/test_public/good/003_overexposed.png,
151,normal,0,fruit_jelly,003,regular,fruit_jelly/test_public/good/003_regular.png,
152,normal,0,fruit_jelly,003,shift_1,fruit_jelly/test_public/good/003_shift_1.png,
153,normal,0,fruit_jelly,003,underexposed,fruit_jelly/test_public/good/003_underexposed.png,
154,normal,0,fruit_jelly,004,overexposed,fruit_jelly/test_public/good/004_overexposed.png,
155,normal,0,fruit_jelly,004,regular,fruit_jelly/test_public/good/004_regular.png,
156,normal,0,fruit_jelly,004,shift_1,fruit_jelly/test_public/good/004_shift_1.png,
157,normal,0,fruit_jelly,004,underexposed,fruit_jelly/test_public/good/004_underexposed.png,
158,normal,0,rice,000,overexposed,rice/test_public/good/000_overexposed.png,
159,normal,0,rice,000,regular,rice/test_public/good/000_regular.png,
160,normal,0,rice,000,shift_1,rice/test_public/good/000_shift_1.png,
161,normal,0,rice,000,shift_2,rice/test_public/good/000_shift_2.png,
162,normal,0,rice,000,shift_3,rice/test_public/good/000_shift_3.png,
163,normal,0,rice,000,underexposed,rice/test_public/good/000_underexposed.png,
164,normal,0,rice,001,overexposed,rice/test_public/good/001_overexposed.png,
165,normal,0,rice,001,regular,rice/test_public/good/001_regular.png,
166,normal,0,rice,001,shift_1,rice/test_public/good/001_shift_1.png,
167,normal,0,rice,001,shift_2,rice/test_public/good/001_shift_2.png,
168,normal,0,rice,001,shift_3,rice/test_public/good/001_shift_3.png,
169,normal,0,rice,001,underexposed,rice/test_public/good/001_underexposed.png,
170,normal,0,rice,002,overexposed,rice/test_public/good/002_overexposed.png,
171,normal,0,rice,002,regular,rice/test_public/good/002_regular.png,
172,normal,0,rice,002,shift_1,rice/test_public/good/002_shift_1.png,
173,normal,0,rice,002,shift_2,rice/test_public/good/002_shift_2.png,
174,normal,0,rice,002,shift_3,rice/test_public/good/002_shift_3.png,
175,normal,0,rice,002,underexposed,rice/test_public/good/002_underexposed.png,
176,normal,0,rice,003,overexposed,rice/test_public/good/003_overexposed.png,
177,normal,0,rice,003,regular,rice/test_public/good/003_regular.png,
178,normal,0,rice,003,shift_1,rice/test_public/good/003_shift_1.png,
179,normal,0,rice,003,shift_2,rice/test_public/good/003_shift_2.png,
180,normal,0,rice,003,shift_3,rice/test_public/good/003_shift_3.png,
181,normal,0,rice,003,underexposed,rice/test_public/good/003_underexposed.png,
182,normal,0,rice,004,overexposed,rice/test_public/good/004_overexposed.png,
183,normal,0,rice,004,regular,rice/test_public/good/004_regular.png,
184,normal,0,rice,004,shift_1,rice/test_public/good/004_shift_1.png,
185,normal,0,rice,004,shift_2,rice/test_public/good/004_shift_2.png,
186,normal,0,rice,004,shift_3,rice/test_public/good/004_shift_3.png,
187,normal,0,rice,004,underexposed,rice/test_public/good/004_underexposed.png,
188,normal,0,rice,005,overexposed,rice/test_public/good/005_overexposed.png,
189,normal,0,rice,005,regular,rice/test_public/good/005_regular.png,
190,normal,0,rice,005,shift_1,rice/test_public/good/005_shift_1.png,
191,normal,0,rice,005,shift_2,rice/test_public/good/005_shift_2.png,
192,normal,0,rice,005,shift_3,rice/test_public/good/005_shift_3.png,
193,normal,0,rice,005,underexposed,rice/test_public/good/005_underexposed.png,
194,normal,0,rice,006,overexposed,rice/test_public/good/006_overexposed.png,
195,normal,0,rice,006,regular,rice/test_public/good/006_regular.png,
196,normal,0,rice,006,shift_1,rice/test_public/good/006_shift_1.png,
197,normal,0,rice,006,shift_2,rice/test_public/good/006_shift_2.png,
198,normal,0,rice,006,shift_3,rice/test_public/good/006_shift_3.png,
199,normal,0,rice,006,underexposed,rice/test_public/good/006_underexposed.png,
200,normal,0,sheet_metal,000,overexposed,sheet_metal/test_public/good/000_overexposed.png,
201,normal,0,sheet_metal,000,regular,sheet_metal/test_public/good/000_regular.png,
202,normal,0,sheet_metal,000,shift_1,sheet_metal/test_public/good/000_shift_1.png,
203,normal,0,sheet_metal,000,shift_2,sheet_metal/test_public/good/000_shift_2.png,
204,normal,0,sheet_metal,000,shift_3,sheet_metal/test_public/good/000_shift_3.png,
205,normal,0,sheet_metal,000,underexposed,sheet_metal/test_public/good/000_underexposed.png,
206,normal,0,sheet_metal,001,overexposed,sheet_metal/test_public/good/001_overexposed.png,
207,normal,0,sheet_metal,001,regular,sheet_metal/test_public/good/001_regular.png,
208,normal,0,sheet_metal,001,shift_1,sheet_metal/test_public/good/001_shift_1.png,
209,normal,0,sheet_metal,001,shift_2,sheet_metal/test_public/good/001_shift_2.png,
210,normal,0,sheet_metal,001,shift_3,sheet_metal/test_public/good/001_shift_3.png,
211,normal,0,sheet_metal,001,underexposed,sheet_metal/test_public/good/001_underexposed.png,
212,normal,0,sheet_metal,002,overexposed,sheet_metal/test_public/good/002_overexposed.png,
213,normal,0,sheet_metal,002,regular,sheet_metal/test_public/good/002_regular.png,
214,normal,0,sheet_metal,002,shift_1,sheet_metal/test_public/good/002_shift_1.png,
215,normal,0,sheet_metal,002,shift_2,sheet_metal/test_public/good/002_shift_2.png,
216,normal,0,sheet_metal,002,shift_3,sheet_metal/test_public/good/002_shift_3.png,
217,normal,0,sheet_metal,002,underexposed,sheet_metal/test_public/good/002_underexposed.png,
218,normal,0,sheet_metal,003,overexposed,sheet_metal/test_public/good/003_overexposed.png,
219,normal,0,sheet_metal,003,regular,sheet_metal/test_public/good/003_regular.png,
220,normal,0,sheet_metal,003,shift_1,sheet_metal/test_public/good/003_shift_1.png,
221,normal,0,sheet_metal,003,shift_2,sheet_metal/test_public/good/003_shift_2.png,
222,normal,0,sheet_metal,003,shift_3,sheet_metal/test_public/good/003_shift_3.png,
223,normal,0,sheet_metal,003,underexposed,sheet_metal/test_public/good/003_underexposed.png,
224,normal,0,vial,000,overexposed,vial/test_public/good/000_overexposed.png,
225,normal,0,vial,000,regular,vial/test_public/good/000_regular.png,
226,normal,0,vial,000,shift_1,vial/test_public/good/000_shift_1.png,
227,normal,0,vial,000,shift_2,vial/test_public/good/000_shift_2.png,
228,normal,0,vial,000,shift_3,vial/test_public/good/000_shift_3.png,
229,normal,0,vial,000,shift_4,vial/test_public/good/000_shift_4.png,
230,normal,0,vial,000,underexposed,vial/test_public/good/000_underexposed.png,
231,normal,0,vial,001,overexposed,vial/test_public/good/001_overexposed.png,
232,normal,0,vial,001,regular,vial/test_public/good/001_regular.png,
233,normal,0,vial,001,shift_1,vial/test_public/good/001_shift_1.png,
234,normal,0,vial,001,shift_2,vial/test_public/good/001_shift_2.png,
235,normal,0,vial,001,shift_3,vial/test_public/good/001_shift_3.png,
236,normal,0,vial,001,shift_4,vial/test_public/good/001_shift_4.png,
237,normal,0,vial,001,underexposed,vial/test_public/good/001_underexposed.png,
238,normal,0,vial,002,overexposed,vial/test_public/good/002_overexposed.png,
239,normal,0,vial,002,regular,vial/test_public/good/002_regular.png,
240,normal,0,vial,002,shift_1,vial/test_public/good/002_shift_1.png,
241,normal,0,vial,002,shift_2,vial/test_public/good/002_shift_2.png,
242,normal,0,vial,002,shift_3,vial/test_public/good/002_shift_3.png,
243,normal,0,vial,002,shift_4,vial/test_public/good/002_shift_4.png,
244,normal,0,vial,002,underexposed,vial/test_public/good/002_underexposed.png,
245,normal,0,vial,003,overexposed,vial/test_public/good/003_overexposed.png,
246,normal,0,vial,003,regular,vial/test_public/good/003_regular.png,
247,normal,0,vial,003,shift_1,vial/test_public/good/003_shift_1.png,
248,normal,0,vial,003,shift_2,vial/test_public/good/003_shift_2.png,
249,normal,0,vial,003,shift_3,vial/test_public/good/003_shift_3.png,
250,normal,0,vial,003,shift_4,vial/test_public/good/003_shift_4.png,
251,normal,0,vial,003,underexposed,vial/test_public/good/003_underexposed.png,
252,normal,0,vial,004,overexposed,vial/test_public/good/004_overexposed.png,
253,normal,0,vial,004,regular,vial/test_public/good/004_regular.png,
254,normal,0,vial,004,shift_1,vial/test_public/good/004_shift_1.png,
255,normal,0,vial,004,shift_2,vial/test_public/good/004_shift_2.png,
256,normal,0,vial,004,shift_3,vial/test_public/good/004_shift_3.png,
257,normal,0,vial,004,shift_4,vial/test_public/good/004_shift_4.png,
258,normal,0,vial,004,underexposed,vial/test_public/good/004_underexposed.png,
259,normal,0,wallplugs,000,overexposed,wallplugs/test_public/good/000_overexposed.png,
260,normal,0,wallplugs,000,regular,wallplugs/test_public/good/000_regular.png,
261,normal,0,wallplugs,000,shift_1,wallplugs/test_public/good/000_shift_1.png,
262,normal,0,wallplugs,000,shift_2,wallplugs/test_public/good/000_shift_2.png,
263,normal,0,wallplugs,000,shift_3,wallplugs/test_public/good/000_shift_3.png,
264,normal,0,wallplugs,000,underexposed,wallplugs/test_public/good/000_underexposed.png,
265,normal,0,wallplugs,001,overexposed,wallplugs/test_public/good/001_overexposed.png,
266,normal,0,wallplugs,001,regular,wallplugs/test_public/good/001_regular.png,
267,normal,0,wallplugs,001,shift_1,wallplugs/test_public/good/001_shift_1.png,
268,normal,0,wallplugs,001,shift_2,wallplugs/test_public/good/001_shift_2.png,
269,normal,0,wallplugs,001,shift_3,wallplugs/test_public/good/001_shift_3.png,
270,normal,0,wallplugs,001,underexposed,wallplugs/test_public/good/001_underexposed.png,
271,normal,0,wallplugs,002,overexposed,wallplugs/test_public/good/002_overexposed.png,
272,normal,0,wallplugs,002,regular,wallplugs/test_public/good/002_regular.png,
273,normal,0,wallplugs,002,shift_1,wallplugs/test_public/good/002_shift_1.png,
274,normal,0,wallplugs,002,shift_2,wallplugs/test_public/good/002_shift_2.png,
275,normal,0,wallplugs,002,shift_3,wallplugs/test_public/good/002_shift_3.png,
276,normal,0,wallplugs,002,underexposed,wallplugs/test_public/good/002_underexposed.png,
277,normal,0,wallplugs,003,overexposed,wallplugs/test_public/good/003_overexposed.png,
278,normal,0,wallplugs,003,regular,wallplugs/test_public/good/003_regular.png,
279,normal,0,wallplugs,003,shift_1,wallplugs/test_public/good/003_shift_1.png,
280,normal,0,wallplugs,003,shift_2,wallplugs/test_public/good/003_shift_2.png,
281,normal,0,wallplugs,003,shift_3,wallplugs/test_public/good/003_shift_3.png,
282,normal,0,wallplugs,003,underexposed,wallplugs/test_public/good/003_underexposed.png,
283,normal,0,wallplugs,004,overexposed,wallplugs/test_public/good/004_overexposed.png,
284,normal,0,wallplugs,004,regular,wallplugs/test_public/good/004_regular.png,
285,normal,0,wallplugs,004,shift_1,wallplugs/test_public/good/004_shift_1.png,
286,normal,0,wallplugs,004,shift_2,wallplugs/test_public/good/004_shift_2.png,
287,normal,0,wallplugs,004,shift_3,wallplugs/test_public/good/004_shift_3.png,
288,normal,0,wallplugs,004,underexposed,wallplugs/test_public/good/004_underexposed.png,
289,normal,0,wallplugs,005,overexposed,wallplugs/test_public/good/005_overexposed.png,
290,normal,0,wallplugs,005,regular,wallplugs/test_public/good/005_regular.png,
291,normal,0,wallplugs,005,shift_1,wallplugs/test_public/good/005_shift_1.png,
292,normal,0,wallplugs,005,shift_2,wallplugs/test_public/good/005_shift_2.png,
293,normal,0,wallplugs,005,shift_3,wallplugs/test_public/good/005_shift_3.png,
294,normal,0,wallplugs,005,underexposed,wallplugs/test_public/good/005_underexposed.png,
295,normal,0,wallplugs,006,overexposed,wallplugs/test_public/good/006_overexposed.png,
296,normal,0,wallplugs,006,regular,wallplugs/test_public/good/006_regular.png,
297,normal,0,wallplugs,006,shift_1,wallplugs/test_public/good/006_shift_1.png,
298,normal,0,wallplugs,006,shift_2,wallplugs/test_public/good/006_shift_2.png,
299,normal,0,wallplugs,006,shift_3,wallplugs/test_public/good/006_shift_3.png,
300,normal,0,wallplugs,006,underexposed,wallplugs/test_public/good/006_underexposed.png,
301,normal,0,wallplugs,007,overexposed,wallplugs/test_public/good/007_overexposed.png,
302,normal,0,wallplugs,007,regular,wallplugs/test_public/good/007_regular.png,
303,normal,0,wallplugs,007,shift_1,wallplugs/test_public/good/007_shift_1.png,
304,normal,0,wallplugs,007,shift_2,wallplugs/test_public/good/007_shift_2.png,
305,normal,0,wallplugs,007,shift_3,wallplugs/test_public/good/007_shift_3.png,
306,normal,0,wallplugs,007,underexposed,wallplugs/test_public/good/007_underexposed.png,
307,normal,0,wallplugs,008,overexposed,wallplugs/test_public/good/008_overexposed.png,
308,normal,0,wallplugs,008,regular,wallplugs/test_public/good/008_regular.png,
309,normal,0,wallplugs,008,shift_1,wallplugs/test_public/good/008_shift_1.png,
310,normal,0,wallplugs,008,shift_2,wallplugs/test_public/good/008_shift_2.png,
311,normal,0,wallplugs,008,shift_3,wallplugs/test_public/good/008_shift_3.png,
312,normal,0,wallplugs,008,underexposed,wallplugs/test_public/good/008_underexposed.png,
313,normal,0,wallplugs,009,overexposed,wallplugs/test_public/good/009_overexposed.png,
314,normal,0,wallplugs,009,regular,wallplugs/test_public/good/009_regular.png,
315,normal,0,wallplugs,009,shift_1,wallplugs/test_public/good/009_shift_1.png,
316,normal,0,wallplugs,009,shift_2,wallplugs/test_public/good/009_shift_2.png,
317,normal,0,wallplugs,009,shift_3,wallplugs/test_public/good/009_shift_3.png,
318,normal,0,wallplugs,009,underexposed,wallplugs/test_public/good/009_underexposed.png,
319,normal,0,walnuts,000,overexposed,walnuts/test_public/good/000_overexposed.png,
320,normal,0,walnuts,000,regular,walnuts/test_public/good/000_regular.png,
321,normal,0,walnuts,000,shift_1,walnuts/test_public/good/000_shift_1.png,
322,normal,0,walnuts,000,shift_2,walnuts/test_public/good/000_shift_2.png,
323,normal,0,walnuts,000,shift_3,walnuts/test_public/good/000_shift_3.png,
324,normal,0,walnuts,000,underexposed,walnuts/test_public/good/000_underexposed.png,
325,normal,0,walnuts,001,overexposed,walnuts/test_public/good/001_overexposed.png,
326,normal,0,walnuts,001,regular,walnuts/test_public/good/001_regular.png,
327,normal,0,walnuts,001,shift_1,walnuts/test_public/good/001_shift_1.png,
328,normal,0,walnuts,001,shift_2,walnuts/test_public/good/001_shift_2.png,
329,normal,0,walnuts,001,shift_3,walnuts/test_public/good/001_shift_3.png,
330,normal,0,walnuts,001,underexposed,walnuts/test_public/good/001_underexposed.png,
331,normal,0,walnuts,002,overexposed,walnuts/test_public/good/002_overexposed.png,
332,normal,0,walnuts,002,regular,walnuts/test_public/good/002_regular.png,
333,normal,0,walnuts,002,shift_1,walnuts/test_public/good/002_shift_1.png,
334,normal,0,walnuts,002,shift_2,walnuts/test_public/good/002_shift_2.png,
335,normal,0,walnuts,002,shift_3,walnuts/test_public/good/002_shift_3.png,
336,normal,0,walnuts,002,underexposed,walnuts/test_public/good/002_underexposed.png,
337,normal,0,walnuts,003,overexposed,walnuts/test_public/good/003_overexposed.png,
338,normal,0,walnuts,003,regular,walnuts/test_public/good/003_regular.png,
339,normal,0,walnuts,003,shift_1,walnuts/test_public/good/003_shift_1.png,
340,normal,0,walnuts,003,shift_2,walnuts/test_public/good/003_shift_2.png,
341,normal,0,walnuts,003,shift_3,walnuts/test_public/good/003_shift_3.png,
342,normal,0,walnuts,003,underexposed,walnuts/test_public/good/003_underexposed.png,
343,normal,0,walnuts,004,overexposed,walnuts/test_public/good/004_overexposed.png,
344,normal,0,walnuts,004,regular,walnuts/test_public/good/004_regular.png,
345,normal,0,walnuts,004,shift_1,walnuts/test_public/good/004_shift_1.png,
346,normal,0,walnuts,004,shift_2,walnuts/test_public/good/004_shift_2.png,
347,normal,0,walnuts,004,shift_3,walnuts/test_public/good/004_shift_3.png,
348,normal,0,walnuts,004,underexposed,walnuts/test_public/good/004_underexposed.png,
349,normal,0,walnuts,005,overexposed,walnuts/test_public/good/005_overexposed.png,
350,normal,0,walnuts,005,regular,walnuts/test_public/good/005_regular.png,
351,normal,0,walnuts,005,shift_1,walnuts/test_public/good/005_shift_1.png,
352,normal,0,walnuts,005,shift_2,walnuts/test_public/good/005_shift_2.png,
353,normal,0,walnuts,005,shift_3,walnuts/test_public/good/005_shift_3.png,
354,normal,0,walnuts,005,underexposed,walnuts/test_public/good/005_underexposed.png,
355,normal,0,walnuts,006,overexposed,walnuts/test_public/good/006_overexposed.png,
356,normal,0,walnuts,006,regular,walnuts/test_public/good/006_regular.png,
357,normal,0,walnuts,006,shift_1,walnuts/test_public/good/006_shift_1.png,
358,normal,0,walnuts,006,shift_2,walnuts/test_public/good/006_shift_2.png,
359,normal,0,walnuts,006,shift_3,walnuts/test_public/good/006_shift_3.png,
360,normal,0,walnuts,006,underexposed,walnuts/test_public/good/006_underexposed.png,
361,normal,0,walnuts,007,overexposed,walnuts/test_public/good/007_overexposed.png,
362,normal,0,walnuts,007,regular,walnuts/test_public/good/007_regular.png,
363,normal,0,walnuts,007,shift_1,walnuts/test_public/good/007_shift_1.png,
364,normal,0,walnuts,007,shift_2,walnuts/test_public/good/007_shift_2.png,
365,normal,0,walnuts,007,shift_3,walnuts/test_public/good/007_shift_3.png,
366,normal,0,walnuts,007,underexposed,walnuts/test_public/good/007_underexposed.png,
367,normal,0,walnuts,008,overexposed,walnuts/test_public/good/008_overexposed.png,
