category,image_path,path_key,Y,D,M,Q,M_raw,M_raw_runtime,M_runtime,srb_pre_gate,score_S1,score_S1_runtime,score_S1_abs_diff,num_eval_images,fallback,used_mode
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/010.png,bottle/test/broken_large/010.png,1,0.9432408226263254,0.4058185244495164,0.8026923452397406,0.0067329406738281,0.006732940673828125,0.40581852444951827,1,0.9004461910610403,0.9004461910610401,2.220446049250313e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/011.png,bottle/test/broken_large/011.png,1,0.7036135466590264,0.3568633044395295,0.8726851498081368,0.0060578286647796,0.006057828664779663,0.3568633044395341,1,0.6466685915325749,0.646668591532575,1.1102230246251565e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/012.png,bottle/test/broken_large/012.png,1,0.930191539100051,0.7213876804782039,0.414922520453334,0.0110847651958465,,,0,0.930191539100051,0.930191539100051,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/013.png,bottle/test/broken_large/013.png,1,0.8671603645360091,0.4251840710221296,0.9685958553440654,0.0069999992847442,0.006999999284744263,0.4251840710221341,1,0.8056239050632531,0.8056239050632529,2.220446049250313e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/014.png,bottle/test/broken_large/014.png,1,0.9218465422857264,0.7639266179556478,0.4653192360678572,0.0116713941097259,0.011671394109725952,0.7639266179556515,1,0.9015428435249936,0.9015428435249937,1.1102230246251565e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/015.png,bottle/test/broken_large/015.png,1,0.937556139227016,0.4549185376321756,0.6925264510865046,0.0074100494384765,0.0074100494384765625,0.4549185376321801,1,0.8958533954724335,0.8958533954724333,2.220446049250313e-16,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,bottle/test/broken_large/016.png,1,0.8458270250412001,0.9316165617456398,0.972727224525224,0.0139839053153991,0.01398390531539917,0.9316165617456449,1,0.8716935380820631,0.8716935380820644,1.3322676295501878e-15,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/017.png,bottle/test/broken_large/017.png,1,0.9225541492629044,0.7220749077753917,0.7866437568948422,0.0110942423343658,0.011094242334365845,0.722074907775395,1,0.8821116119755195,0.8821116119755198,3.3306690738754696e-16,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/018.png,bottle/test/broken_large/018.png,1,0.9662506130186976,0.2896274061059462,0.7782905688071329,0.0051306188106536,0.0051306188106536865,0.28962740610595245,1,0.9482181867530026,0.9482181867530011,1.5543122344752192e-15,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/019.png,bottle/test/broken_large/019.png,1,0.8909012284634763,0.5243954885040668,0.779889657572935,0.0083681643009185,0.008368164300918579,0.5243954885040726,1,0.8397472294630205,0.8397472294630206,1.1102230246251565e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/000.png,bottle/test/broken_small/000.png,1,0.5588929734338347,0.5364997655215017,0.0,0.008535087108612,,,0,0.5588929734338347,0.5588929734338347,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/001.png,bottle/test/broken_small/001.png,1,0.8509693060310642,0.5044572525171341,0.2859449547922915,0.0080932080745697,,,0,0.8509693060310642,0.8509693060310642,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/002.png,bottle/test/broken_small/002.png,1,0.9002876350157437,0.4154353844258708,0.3834956074182498,0.0068655610084533,,,0,0.9002876350157437,0.9002876350157437,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/003.png,bottle/test/broken_small/003.png,1,0.8518142465256497,0.6890015538252388,0.6574123082114933,0.0106381475925445,0.010638147592544556,0.6890015538252429,1,0.822484417590405,0.8224844175904056,5.551115123125783e-16,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/004.png,bottle/test/broken_small/004.png,1,0.99977732041657,0.8299285326832742,0.4201289937842325,0.0125815868377685,,,0,0.99977732041657,0.99977732041657,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/005.png,bottle/test/broken_small/005.png,1,0.6538326737666121,0.8606376518437366,0.3339996463103841,0.0130050778388977,,,0,0.6538326737666121,0.6538326737666121,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/006.png,bottle/test/broken_small/006.png,1,0.8825931282986761,0.4660546453755852,0.3671422970674639,0.0075636208057403,,,0,0.8825931282986761,0.8825931282986761,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/007.png,bottle/test/broken_small/007.png,1,0.7364965483220473,0.3856879512630496,0.3641615107724063,0.0064553320407867,,,0,0.7364965483220473,0.7364965483220473,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/008.png,bottle/test/broken_small/008.png,1,0.7316992618359541,0.7942164852429773,0.5439265972407843,0.0120891034603118,0.01208910346031189,0.7942164852429838,1,0.7426088556275872,0.7426088556275882,9.992007221626409e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/009.png,bottle/test/broken_small/009.png,1,0.8666507431028537,0.5276241601455663,0.3170983353819676,0.0084126889705657,,,0,0.8666507431028537,0.8666507431028537,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/010.png,bottle/test/broken_small/010.png,1,0.9777796968207362,0.6162656760220296,0.4218369341161081,0.0096350908279418,,,0,0.9777796968207362,0.9777796968207362,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/011.png,bottle/test/broken_small/011.png,1,0.7149838521199616,0.6430070300326965,0.4567374285018313,0.0100038647651672,0.010003864765167236,0.6430070300326991,1,0.7045820020063411,0.7045820020063415,3.3306690738754696e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/012.png,bottle/test/broken_small/012.png,1,0.8911668698990922,0.5280650229399889,0.6538766596355007,0.0084187686443328,0.008418768644332886,0.5280650229399951,1,0.848299411919309,0.848299411919309,0.0,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/013.png,bottle/test/broken_small/013.png,1,0.7826621994042238,0.507210483890139,0.5942584385695096,0.0081311762332916,0.008131176233291626,0.5072104838901409,1,0.7464121980022681,0.7464121980022682,1.1102230246251565e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/014.png,bottle/test/broken_small/014.png,1,0.626448139340233,0.7294917759639016,0.3227012280265647,0.0111965239048004,,,0,0.626448139340233,0.626448139340233,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/015.png,bottle/test/broken_small/015.png,1,0.7880084589359786,0.5620244246632478,0.5030280384791845,0.0088870823383331,0.00888708233833313,0.5620244246632499,1,0.7602099660690738,0.7602099660690739,1.1102230246251565e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/016.png,bottle/test/broken_small/016.png,1,0.8359573518054375,0.3119730987251704,0.3384507084864611,0.0054387748241424,,,0,0.8359573518054375,0.8359573518054375,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/017.png,bottle/test/broken_small/017.png,1,0.9704717052519456,0.7315167192892554,0.348242047207895,0.0112244486808776,,,0,0.9704717052519456,0.9704717052519456,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/018.png,bottle/test/broken_small/018.png,1,1.0,0.8983206153061487,0.5731231448059557,0.0135247409343719,0.013524740934371948,0.8983206153061523,1,0.9823689787391442,0.9823689787391447,5.551115123125783e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/019.png,bottle/test/broken_small/019.png,1,0.964660085825506,0.5128876729143861,0.4609056013643561,0.0082094669342041,0.008209466934204102,0.5128876729143862,1,0.9356808926839468,0.935680892683947,2.220446049250313e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/020.png,bottle/test/broken_small/020.png,1,0.9982644855812804,0.7679894711591451,0.4661582352447647,0.0117274224758148,0.01172742247581482,0.7679894711591465,1,0.972229307299212,0.9722293072992121,1.1102230246251565e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_small/021.png,bottle/test/broken_small/021.png,1,0.8477692617839667,0.4094578035956272,0.3142023846914151,0.006783127784729,,,0,0.8477692617839667,0.8477692617839667,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/000.png,bottle/test/contamination/000.png,1,0.7602165450641669,0.4251494935480575,0.9291516657876407,0.006999522447586,0.00699952244758606,0.42514949354806186,1,0.6999324096183765,0.6999324096183768,2.220446049250313e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/001.png,bottle/test/contamination/001.png,1,0.5115869920464976,0.3503821891431032,0.9526642278509676,0.0059684514999389,0.005968451499938965,0.350382189143108,1,0.4693892828801869,0.4693892828801878,8.881784197001252e-16,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/002.png,bottle/test/contamination/002.png,1,0.6866376942525562,0.4509637390351553,0.3264739172622053,0.007355511188507,,,0,0.6866376942525562,0.6866376942525562,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/003.png,bottle/test/contamination/003.png,1,0.3943022908559271,0.3564354081978822,0.782658042961125,0.0060519278049468,0.006051927804946899,0.3564354081978895,1,0.3844531222912801,0.38445312229128187,1.7763568394002505e-15,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/004.png,bottle/test/contamination/004.png,1,0.5064914997628794,0.6584631609430136,0.5817289683335511,0.010217010974884,0.010217010974884033,0.6584631609430159,1,0.5311639253028404,0.5311639253028406,2.220446049250313e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/005.png,bottle/test/contamination/005.png,1,0.9584319891496412,0.3903602324470689,0.9414079154737952,0.0065197646617889,0.00651976466178894,0.39036023244707196,1,0.9130286336583668,0.9130286336583661,7.771561172376096e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/006.png,bottle/test/contamination/006.png,1,0.8422282659239008,0.2735467195702015,0.78034502515594,0.0049088597297668,0.004908859729766846,0.2735467195702048,1,0.804678728676441,0.8046787286764405,4.440892098500626e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/007.png,bottle/test/contamination/007.png,1,1.0,0.0,0.9762435355737216,0.0011365413665771,0.0011365413665771484,3.506455285843117e-15,1,1.0,1.0,0.0,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/008.png,bottle/test/contamination/008.png,1,0.8224214079703694,0.102759930758607,0.9004017527285407,0.002553641796112,0.0025536417961120605,0.10275993075861141,1,0.8132472587585545,0.8132472587585532,1.3322676295501878e-15,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/009.png,bottle/test/contamination/009.png,1,0.9505784181604876,0.3039965076751161,0.5513755999701828,0.0053287744522094,0.005328774452209473,0.30399650767512143,1,0.9333726373874266,0.9333726373874258,7.771561172376096e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/010.png,bottle/test/contamination/010.png,1,0.9664210885363628,0.0502000090765886,0.6385859776102621,0.0018288195133209,0.0018288195133209229,0.05020000907659032,1,0.9664210885363628,0.9664210885363628,0.0,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/011.png,bottle/test/contamination/011.png,1,0.5671046079943992,0.2594996207283322,1.0,0.0047151446342468,0.004715144634246826,0.2594996207283341,1,0.5035992489403891,0.5035992489403892,1.1102230246251565e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/012.png,bottle/test/contamination/012.png,1,0.4958102446471698,0.0630131243125009,0.8892517967526054,0.0020055174827575,0.0020055174827575684,0.0630131243125059,1,0.4388393530655018,0.43883935306550154,2.7755575615628914e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/013.png,bottle/test/contamination/013.png,1,1.0,0.1194327565378449,0.8813670758633042,0.0027835667133331,0.00278356671333313,0.11943275653784716,1,1.0,1.0,0.0,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/014.png,bottle/test/contamination/014.png,1,0.7404473058080958,0.4054662664324045,0.3378050845845285,0.0067280828952789,,,0,0.7404473058080958,0.7404473058080958,0.0,,,
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/015.png,bottle/test/contamination/015.png,1,0.8883543487791904,0.3273427859503072,0.6887366075925989,0.0056507289409637,0.005650728940963745,0.3273427859503105,1,0.8542769062370378,0.8542769062370373,4.440892098500626e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/016.png,bottle/test/contamination/016.png,1,0.4667899828268119,0.1317855591501683,0.8271380989526239,0.0029539167881011,0.0029539167881011963,0.13178555915017529,1,0.4131265049354685,0.41312650493546876,2.7755575615628914e-16,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/017.png,bottle/test/contamination/017.png,1,1.0,0.01713529949495,0.8920479408496224,0.0013728439807891,0.0013728439807891846,0.017135299494956232,1,1.0,1.0,0.0,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/018.png,bottle/test/contamination/018.png,1,1.0,0.1919871026021722,0.6301130216103102,0.0037841200828552,0.0037841200828552246,0.19198710260217405,1,1.0,1.0,0.0,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/019.png,bottle/test/contamination/019.png,1,0.4454223460550477,0.3640035528354629,0.5410727524568797,0.0061562955379486,0.006156295537948608,0.3640035528354635,1,0.4316774559804371,0.43167745598043716,5.551115123125783e-17,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/020.png,bottle/test/contamination/020.png,1,0.4760302468768538,0.0510990234024697,0.7753749686934781,0.0018412172794342,0.001841217279434204,0.051099023402470044,1,0.4260483817769087,0.4260483817769087,0.0,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/000.png,bottle/test/good/000.png,0,0.0443072441047674,0.2118756334701272,0.9375884418974362,0.0040583908557891,0.004058390855789185,0.21187563347013344,1,0.0870100152427231,0.08701001524272425,1.1518563880486e-15,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/001.png,bottle/test/good/001.png,0,0.1443969513403231,0.3289960214293899,0.5522473481855941,0.0056735277175903,0.005673527717590332,0.3289960214293922,1,0.1712953513330145,0.1712953513330147,2.220446049250313e-16,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/002.png,bottle/test/good/002.png,0,0.0855953891751728,0.3227763982806345,0.808010477197157,0.0055877566337585,0.005587756633758545,0.32277639828063776,1,0.1314589516080796,0.13145895160807997,3.608224830031759e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/003.png,bottle/test/good/003.png,0,0.0415633536411722,0.4254952682887782,0.8182500099026855,0.007004290819168,0.007004290819168091,0.4254952682887848,1,0.0952305468916102,0.09523054689161016,4.163336342344337e-17,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/004.png,bottle/test/good/004.png,0,0.0470757925053734,0.1860873210885871,0.6175567283523398,0.0037027597427368,0.0037027597427368164,0.18608732108858836,1,0.0715533158459037,0.07155331584590388,1.8041124150158794e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/005.png,bottle/test/good/005.png,0,0.023863323257395,0.269948501174554,0.9495215677370202,0.0048592388629913,0.004859238862991333,0.2699485011745564,1,0.0788116160781585,0.07881161607815881,3.191891195797325e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/006.png,bottle/test/good/006.png,0,0.1285070590294405,0.6106295477482458,0.7387556176297125,0.0095573663711547,0.009557366371154785,0.610629547748252,1,0.1730317816419718,0.17303178164197136,4.440892098500626e-16,2.0,0.0,crop_top2_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/007.png,bottle/test/good/007.png,0,0.1304849649402404,0.019289908348085,0.5277282990055833,0.0014025568962097,0.0014025568962097168,0.019289908348086242,1,0.1129916984193546,0.1129916984193548,2.0816681711721685e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/008.png,bottle/test/good/008.png,0,0.0508683131862704,0.2915529391933518,0.7096435937734403,0.0051571726799011,0.005157172679901123,0.2915529391933535,1,0.0914642159383697,0.09146421593836987,1.6653345369377348e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/009.png,bottle/test/good/009.png,0,0.1658099327224615,0.0141205759742742,0.4868671677165592,0.0013312697410583,0.0013312697410583496,0.014120575974277828,1,0.1451894367133521,0.14518943671335252,4.163336342344337e-16,1.0,0.0,crop_top1_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/010.png,bottle/test/good/010.png,0,0.0866853566368047,0.2351592400735654,0.825593591917662,0.0043794810771942,0.004379481077194214,0.23515924007356648,1,0.1210948002433758,0.12109480024337599,1.942890293094024e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/011.png,bottle/test/good/011.png,0,0.0327988469760921,0.1958770684353019,0.8763907814887457,0.003837764263153,0.003837764263153076,0.19587706843530747,1,0.0719442503777317,0.0719442503777327,9.992007221626409e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/012.png,bottle/test/good/012.png,0,0.0586584883666524,0.2456578256387649,0.9532842763133066,0.0045242607593536,0.004524260759353638,0.24565782563876767,1,0.1054943143963381,0.10549431439633855,4.440892098500626e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/013.png,bottle/test/good/013.png,0,0.0,0.3558670409678235,0.8985191508579781,0.0060440897941589,0.0060440897941589355,0.35586704096782606,1,0.0588118228015892,0.05881182280158923,3.469446951953614e-17,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/014.png,bottle/test/good/014.png,0,0.0420698341658065,0.1863293634070916,0.7323180923466744,0.0037060976028442,0.0037060976028442383,0.18632936340709444,1,0.0719331237813821,0.07193312378138253,4.3021142204224816e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/015.png,bottle/test/good/015.png,0,0.134713710881609,0.1389409351910072,0.5718259709855995,0.0030525922775268,0.0030525922775268555,0.13894093519101128,1,0.1355549752134251,0.1355549752134259,8.049116928532385e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/016.png,bottle/test/good/016.png,0,0.1256065202661526,0.093886486474802,0.6138760483201147,0.0024312734603881,0.0024312734603881836,0.09388648647480817,1,0.1190795014514008,0.11907950145140198,1.1796119636642288e-15,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/017.png,bottle/test/good/017.png,0,0.0447014100729729,0.1931259981544274,0.7687921000586052,0.0037998259067535,0.00379982590675354,0.19312599815443032,1,0.0767354433470631,0.07673544334706354,4.440892098500626e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/018.png,bottle/test/good/018.png,0,0.0582997388497025,0.2921969446479459,0.6010649363530234,0.0051660537719726,0.005166053771972656,0.29219694464795004,1,0.0921599310311326,0.09215993103113292,3.191891195797325e-16,3.0,0.0,crop_top3_ensemble
bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/good/019.png,bottle/test/good/019.png,0,0.1557897124920646,0.4873046642851407,0.6750752682068274,0.0078566670417785,0.007856667041778564,0.48730466428514535,1,0.1994958114816999,0.19949581148169998,8.326672684688674e-17,3.0,0.0,crop_top3_ensemble
cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/bent_wire/000.png,cable/test/bent_wire/000.png,1,0.8652483428529326,0.4141060506452184,0.5014018680867368,0.0034451782703399,0.003445178270339966,0.41410605064522155,1,0.8337004227990555,0.8337004227990554,1.1102230246251565e-16,1.0,0.0,crop_top1_ensemble
cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/bent_wire/001.png,cable/test/bent_wire/001.png,1,0.9699887718493524,0.2777529801163901,0.2100843300516006,0.0005956292152404,,,0,0.9699887718493524,0.9699887718493524,0.0,,,
cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/bent_wire/002.png,cable/test/bent_wire/002.png,1,1.0,0.2315299808479686,0.6096563128804374,-0.0003703534603118,-0.00037035346031188965,0.23152998084796433,1,1.0,1.0,0.0,1.0,0.0,crop_top1_ensemble
cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/bent_wire/003.png,cable/test/bent_wire/003.png,1,0.8586961108090412,0.4536564983578865,0.4024038251955388,0.0042717158794403,,,0,0.8586961108090412,0.8586961108090412,0.0,,,
