category,image_path,threshold,x1,y1,x2,y2,area,mean_score,max_score,gt_iou,gt_f1,stability,bbox_width,bbox_height,bbox_area,fill_ratio,aspect_ratio,aspect_score,relative_area,inside_mean,inside_max,inside_std,ring_mean,ring_max,local_contrast,peak_contrast,peak_margin,component_rank,mean_score_norm,max_score_norm,inside_mean_norm,inside_max_norm,inside_std_norm,local_contrast_norm,peak_contrast_norm,peak_margin_norm,stability_norm,fill_ratio_norm,aspect_score_norm,relative_area_norm,area_penalty_norm
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/018.png,0.9,162,166,176,183,220,0.9502843618392944,1.0,0.2869198312236287,0.4459016393442623,0.9,15,18,270,0.8148148148148148,0.8333333333333334,0.8457935950281179,0.004384566326530612,0.9502843618392944,1.0,0.028881197795271873,0.7436954975128174,0.8999125361442566,0.20658886432647705,0.2563045024871826,0.10008746385574341,1,0.89330775,0.0,0.89330775,0.0,0.6378924,0.7267547,0.69310784,0.10458864,0.8180521,1.0,0.71359044,0.08979591,0.9102041
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/003.png,0.9,155,102,182,133,581,0.9471938610076904,1.0,0.5241758241758242,0.6878154289834174,0.8932874354561102,28,32,896,0.6484375,0.875,0.8821987697091028,0.011579241071428572,0.9471938610076904,1.0,0.028783811256289482,0.7757858037948608,0.899897038936615,0.1714080572128296,0.22421419620513916,0.10010296106338501,1,0.09745204,0.0,0.09745204,0.0,0.5522381,0.18051404,0.19894905,0.12373868,0.383745,0.0,0.7812062,0.58095235,0.41904765
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/004.png,0.9,130,64,149,90,400,0.9474363923072815,1.0,0.28335832083958024,0.441588785046729,0.891,20,27,540,0.7407407407407407,0.7407407407407407,0.7691688851858265,0.007971938775510204,0.9474363923072815,1.0,0.0286623015999794,0.7746749520301819,0.8998196721076965,0.1727614402770996,0.22532504796981812,0.10018032789230347,1,0.1599079,0.0,0.1599079,0.0,0.44536677,0.20152757,0.21605507,0.21934153,0.23574555,0.5547825,0.5712744,0.33469388,0.6653061
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/005.png,0.9,87,46,108,74,497,0.94929438829422,1.0,0.29434697855750486,0.45481927710843373,0.9002012072434609,22,29,638,0.7789968652037618,0.7586206896551724,0.7835434705308946,0.009905133928571428,0.94929438829422,1.0,0.028689349070191383,0.7747809886932373,0.8991879224777222,0.17451339960098267,0.2252190113067627,0.10081207752227783,1,0.63837296,0.0,0.63837296,0.0,0.46915582,0.22872965,0.21442221,1.0,0.8310715,0.7847187,0.59797245,0.4666667,0.5333333
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/006.png,0.9,61,140,89,161,461,0.9496018886566162,1.0,0.3298245614035088,0.49604221635883905,0.8967462039045554,29,22,638,0.7225705329153606,1.3181818181818181,0.7835434705308947,0.00918765943877551,0.9496018886566162,1.0,0.029085485264658928,0.7780001163482666,0.899851381778717,0.1716017723083496,0.2219998836517334,0.10014861822128296,1,0.71755946,0.0,0.71755946,0.0,0.81756926,0.18352179,0.16485085,0.18015762,0.60753167,0.4455718,0.59797245,0.41768706,0.58231294
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/008.png,0.9,140,113,165,136,435,0.9505131244659424,1.0,0.342,0.5096870342771982,0.8997701149425288,26,24,624,0.6971153846153846,1.0833333333333333,0.9258893124273277,0.008669483418367346,0.9505131244659424,1.0,0.02929290384054184,0.7554871439933777,0.89970862865448,0.1950259804725647,0.24451285600662231,0.10029137134552002,1,0.95221794,0.0,0.95221794,0.0,1.0,0.54722166,0.51152825,0.3565589,0.8031816,0.29257512,0.86235327,0.38231292,0.6176871
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/009.png,0.9,88,121,105,138,256,0.947605311870575,1.0,0.19536423841059603,0.3268698060941828,0.89296875,18,18,324,0.7901234567901234,1.0,1.0,0.00510204081632653,0.947605311870575,1.0,0.028667297214269638,0.7621680498123169,0.899606466293335,0.18543726205825806,0.2378319501876831,0.10039353370666504,1,0.20340753,0.0,0.20340753,0.0,0.44976056,0.39834082,0.4086489,0.4828018,0.36312836,0.85159427,1.0,0.13877551,0.8612245
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/010.png,0.9,129,159,149,180,349,0.9477885365486145,1.0,0.1517412935323383,0.2634989200863931,0.8922636103151863,21,22,462,0.7554112554112554,0.9545454545454546,0.9555478968964864,0.006955516581632653,0.9477885365486145,1.0,0.02915826439857483,0.7665252089500427,0.8994004130363464,0.18126332759857178,0.23347479104995728,0.10059958696365356,1,0.25059095,0.0,0.25059095,0.0,0.88158065,0.33353356,0.341553,0.7374236,0.31750256,0.6429589,0.91743845,0.26530612,0.7346939
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/011.png,0.9,141,93,162,111,318,0.9500818848609924,1.0,0.2909604519774011,0.45076586433260396,0.8981132075471698,22,19,418,0.7607655502392344,1.1578947368421053,0.8721410867037523,0.006337691326530612,0.9500818848609924,1.0,0.029127411544322968,0.7594783306121826,0.8998705148696899,0.19060355424880981,0.24052166938781738,0.10012948513031006,1,0.84116656,0.0,0.84116656,0.0,0.8544447,0.47855613,0.4500679,0.15651469,0.6959758,0.67514044,0.7625259,0.22312924,0.7768707
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/012.png,0.9,80,60,100,82,390,0.9495477080345154,1.0,0.29004329004329005,0.44966442953020136,0.897948717948718,21,23,483,0.8074534161490683,0.9130434782608695,0.9166139949510482,0.007772640306122449,0.9495477080345154,1.0,0.029089421033859253,0.7718116641044617,0.8993003964424133,0.1777360439300537,0.22818833589553833,0.10069960355758667,1,0.7036071,0.0,0.7036071,0.0,0.8210309,0.27876657,0.26014686,0.86101496,0.6853358,0.9557547,0.8451261,0.32108843,0.67891157
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/014.png,0.9,97,163,119,186,420,0.9491770267486572,1.0,0.32075471698113206,0.4857142857142857,0.8976190476190476,23,24,552,0.7608695652173914,0.9583333333333334,0.9591777641967055,0.008370535714285714,0.9491770267486572,1.0,0.028719889000058174,0.7480394244194031,0.8998979330062866,0.20113760232925415,0.2519605755805969,0.10010206699371338,1,0.6081504,0.0,0.6081504,0.0,0.4960166,0.6421148,0.6262157,0.12263387,0.6640057,0.67576563,0.9241804,0.36190474,0.63809526
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/cut/018.png,0.9,162,51,188,72,403,0.9476498365402222,1.0,0.2968349016253208,0.4577836411609499,0.8918114143920596,27,22,594,0.6784511784511784,1.2272727272727273,0.8300171294816712,0.008031728316326531,0.9476498365402222,1.0,0.028223086148500443,0.759178876876831,0.8999741673469543,0.1884709596633911,0.24082112312316895,0.10002583265304565,1,0.21487337,0.0,0.21487337,0.0,0.05906387,0.44544405,0.45467922,0.028430434,0.28824744,0.18039528,0.6842886,0.33877555,0.6612245
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/fold/001.png,0.9,109,179,134,197,348,0.9468922019004822,1.0,0.38173652694610777,0.5525460455037919,0.8885057471264368,26,19,494,0.7044534412955465,1.368421052631579,0.7612333924158899,0.0069355867346938774,0.9468922019004822,1.0,0.02815593220293522,0.7517697215080261,0.8998954892158508,0.19512248039245605,0.24823027849197388,0.10010451078414917,1,0.019769762,0.0,0.019769762,0.0,0.0,0.54872,0.56877285,0.12565368,0.07436802,0.33668035,0.5565356,0.26394558,0.7360544
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/fold/004.png,0.9,117,159,172,177,807,0.948487401008606,1.0,0.26471663619744057,0.4186180977161029,0.8939281288723668,56,19,1064,0.7584586466165414,2.9473684210526314,0.4805583600122006,0.016083386479591837,0.948487401008606,1.0,0.02860182523727417,0.7887054085731506,0.8999971747398376,0.15978199243545532,0.21129459142684937,0.10000282526016235,1,0.43056023,0.0,0.43056023,0.0,0.39217603,0.0,0.0,0.0,0.42519814,0.66127515,0.035234194,0.88843536,0.111564636
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/fold/009.png,0.9,178,67,206,87,451,0.9468154311180115,1.0,0.11133053567020489,0.2003553976010662,0.8873614190687361,29,21,609,0.7405582922824302,1.380952380952381,0.7559873866899922,0.008988360969387755,0.9468154311180115,1.0,0.028418468311429024,0.7782087326049805,0.8998777866363525,0.168606698513031,0.22179126739501953,0.10012221336364746,1,0.0,0.0,0.0,0.0,0.23090823,0.13701828,0.16163836,0.14752892,0.00032779932,0.5536859,0.5467922,0.40408164,0.59591836
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/fold/011.png,0.9,70,47,93,61,287,0.9477819800376892,1.0,0.34541062801932365,0.5134649910233393,0.8933797909407666,24,15,360,0.7972222222222223,1.6,0.6802704293411191,0.005719866071428571,0.9477819800376892,1.0,0.028317999094724655,0.7718928456306458,0.8998438715934753,0.17588913440704346,0.22810715436935425,0.10015612840652466,1,0.24890253,0.0,0.24890253,0.0,0.1425426,0.25009024,0.25889674,0.18943802,0.38972253,0.89426076,0.40616205,0.18095239,0.81904763
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/fold/015.png,0.9,128,133,188,151,889,0.9506986737251282,1.0,0.3836789900811542,0.5545780384490062,0.9028121484814399,61,19,1159,0.7670405522001725,3.210526315789474,0.46158784042882894,0.017717633928571428,0.9506986737251282,1.0,0.02824549935758114,0.7768217921257019,0.8999371528625488,0.17387688159942627,0.2231782078742981,0.10006284713745117,1,1.0,0.0,1.0,0.0,0.07877695,0.21884665,0.18299587,0.074169554,1.0,0.71285594,0.0,1.0,0.0
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/fold/016.png,0.9,176,39,207,59,524,0.9501112103462219,1.0,0.2344449975111996,0.37983870967741934,0.899618320610687,32,21,672,0.7797619047619048,1.5238095238095237,0.7036240681453936,0.010443239795918368,0.9501112103462219,1.0,0.029058458283543587,0.7798177003860474,0.8999716639518738,0.17029350996017456,0.22018229961395264,0.10002833604812622,1,0.84871835,0.0,0.84871835,0.0,0.7937982,0.16320883,0.13686186,0.031523902,0.79335916,0.78931683,0.44953707,0.50340134,0.49659866
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/001.png,0.9,40,111,58,129,272,0.949127197265625,1.0,0.5,0.6666666666666666,0.8970588235294118,19,19,361,0.7534626038781164,1.0,1.0,0.005420918367346939,0.949127197265625,1.0,0.0292068999260664,0.7617255449295044,0.8994601368904114,0.1874016523361206,0.2382744550704956,0.10053986310958862,1,0.5953185,0.0,0.5953185,0.0,0.92435706,0.42884126,0.41546306,0.6636223,0.6277588,0.6312466,1.0,0.16054423,0.8394558
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/004.png,0.9,59,143,77,159,255,0.9481825232505798,1.0,0.18892508143322476,0.3178082191780822,0.8933333333333333,19,17,323,0.7894736842105263,1.1176470588235294,0.899907245121112,0.005082110969387755,0.9481825232505798,1.0,0.02919691801071167,0.7537383437156677,0.8998112678527832,0.1944441795349121,0.24626165628433228,0.1001887321472168,1,0.3520491,0.0,0.3520491,0.0,0.91557765,0.5381882,0.538458,0.22972675,0.3867145,0.847689,0.8140964,0.13741496,0.86258507
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/007.png,0.9,155,187,171,203,231,0.9472179412841797,1.0,0.44297082228116713,0.6139705882352942,0.8909090909090909,17,17,289,0.7993079584775087,1.0,1.0,0.004603794642857143,0.9472179412841797,1.0,0.028393825516104698,0.7574765086174011,0.8997657895088196,0.18974143266677856,0.24252349138259888,0.10023421049118042,1,0.10365311,0.0,0.10365311,0.0,0.20923416,0.46517026,0.480894,0.28592473,0.22986445,0.906797,1.0,0.10476192,0.8952381
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/008.png,0.9,127,27,143,44,243,0.9481656551361084,1.0,0.30017152658662094,0.46174142480211083,0.8938271604938273,17,18,306,0.7941176470588235,0.9444444444444444,0.9459320258045998,0.004842952806122449,0.9481656551361084,1.0,0.028691446408629417,0.7654100060462952,0.8998602032661438,0.18275564908981323,0.23458999395370483,0.1001397967338562,1,0.3477053,0.0,0.3477053,0.0,0.4710005,0.35670432,0.35872602,0.16925684,0.4186653,0.875601,0.89957887,0.12108844,0.87891155
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/009.png,0.9,24,99,42,119,305,0.949755072593689,1.0,0.4794520547945205,0.6481481481481481,0.897704918032787,19,21,399,0.7644110275689223,0.9047619047619048,0.909021940309633,0.00607860331632653,0.949755072593689,1.0,0.02880578301846981,0.7481819987297058,0.8999085426330566,0.20157307386398315,0.2518180012702942,0.10009145736694336,1,0.7570069,0.0,0.7570069,0.0,0.5715629,0.6488762,0.6240202,0.10952346,0.669559,0.6970514,0.8310252,0.20544218,0.7945578
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/011.png,0.9,125,43,141,58,211,0.94773930311203,1.0,0.5743801652892562,0.7296587926509186,0.8909952606635072,17,16,272,0.7757352941176471,1.0625,0.9428406426086842,0.004205197704081632,0.94773930311203,1.0,0.028771936893463135,0.7423720359802246,0.8998185992240906,0.20536726713180542,0.2576279640197754,0.10018140077590942,1,0.2379125,0.0,0.2379125,0.0,0.54179424,0.7077874,0.71348786,0.2206673,0.2354409,0.76511526,0.89383715,0.077551015,0.922449
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/014.png,0.9,53,30,69,47,239,0.9474502801895142,1.0,0.5738636363636364,0.7292418772563177,0.892050209205021,17,18,306,0.7810457516339869,0.9444444444444444,0.9459320258045998,0.004763233418367347,0.9474502801895142,1.0,0.029009558260440826,0.7610349655151367,0.8998404145240784,0.18641531467437744,0.23896503448486328,0.10015958547592163,1,0.16348426,0.0,0.16348426,0.0,0.7507892,0.41352674,0.4260973,0.19370995,0.30369642,0.7970332,0.89957887,0.115646265,0.88435376
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/016.png,0.9,186,141,206,157,276,0.9486159086227417,1.0,0.3567921440261866,0.525934861278649,0.8963768115942029,21,17,357,0.773109243697479,1.2352941176470589,0.8255531187110351,0.005500637755102041,0.9486159086227417,1.0,0.02883659489452839,0.7519849538803101,0.8998186588287354,0.19663095474243164,0.24801504611968994,0.10018134117126465,1,0.46365312,0.0,0.46365312,0.0,0.59866285,0.5721416,0.5654585,0.22059365,0.5836293,0.74933153,0.6759975,0.1659864,0.8340136
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/000.png,0.9,23,155,42,175,340,0.9486096501350403,1.0,0.22905027932960895,0.37272727272727274,0.8964705882352941,20,21,420,0.8095238095238095,0.9523809523809523,0.9534795750033844,0.006776147959183673,0.9486096501350403,1.0,0.02901914156973362,0.7696133255958557,0.8997223973274231,0.17899632453918457,0.2303866744041443,0.1002776026725769,1,0.46204144,0.0,0.46204144,0.0,0.75921804,0.29833454,0.29399908,0.33954483,0.5896994,0.9681989,0.91359705,0.25306123,0.74693877
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/004.png,0.9,195,96,213,118,323,0.9475383162498474,1.0,0.35502958579881655,0.5240174672489083,0.8928792569659443,19,23,437,0.7391304347826086,0.8260869565217391,0.8395916235740689,0.00643734056122449,0.9475383162498474,1.0,0.028560740873217583,0.7704602479934692,0.899941086769104,0.17707806825637817,0.22953975200653076,0.100058913230896,1,0.18615502,0.0,0.18615502,0.0,0.35604113,0.26855043,0.2809573,0.06930839,0.35733595,0.545104,0.7020714,0.229932,0.770068
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/005.png,0.9,64,97,84,117,347,0.9483150839805603,1.0,0.3515850144092219,0.5202558635394456,0.8939481268011527,21,21,441,0.7868480725623582,1.0,1.0,0.006915656887755102,0.9483150839805603,1.0,0.028274323791265488,0.7753165364265442,0.8999925255775452,0.1729985475540161,0.2246834635734558,0.10000747442245483,1,0.38618574,0.0,0.38618574,0.0,0.10412888,0.20520905,0.20617531,0.00574501,0.42649388,0.83190775,1.0,0.26258504,0.73741496
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/007.png,0.9,85,106,107,132,472,0.9490318894386292,1.0,0.3029661016949153,0.46504065040650405,0.8983050847457626,23,27,621,0.7600644122383253,0.8518518518518519,0.8618143958900496,0.00940688775510204,0.9490318894386292,1.0,0.02923712320625782,0.7775245904922485,0.8999243378639221,0.17150729894638062,0.22247540950775146,0.10007566213607788,1,0.57077515,0.0,0.57077515,0.0,0.9509393,0.18205494,0.17217347,0.09000516,0.70838976,0.6709264,0.74334604,0.43265307,0.56734693
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/009.png,0.9,123,142,143,162,332,0.9483131766319275,1.0,0.6186186186186187,0.764378478664193,0.8951807228915662,21,21,441,0.7528344671201814,1.0,1.0,0.00661670918367347,0.9483131766319275,1.0,0.028947416692972183,0.7793214917182922,0.8996184468269348,0.16899168491363525,0.22067850828170776,0.10038155317306519,1,0.38569456,0.0,0.38569456,0.0,0.6961339,0.14299583,0.14450298,0.46799734,0.5062417,0.627471,1.0,0.24217688,0.7578231
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/011.png,0.9,81,35,101,56,355,0.9471435546875,1.0,0.41895261845386533,0.5905096660808435,0.8918309859154929,21,22,462,0.7683982683982684,0.9545454545454546,0.9555478968964864,0.007075095663265306,0.9471435546875,1.0,0.028581123799085617,0.7743250727653503,0.8999056816101074,0.17281848192214966,0.22567492723464966,0.10009431838989258,1,0.08449731,0.0,0.08449731,0.0,0.3739685,0.20241323,0.22144286,0.11305885,0.28951234,0.7210165,0.91743845,0.2734694,0.7265306
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/012.png,0.9,63,98,83,122,426,0.9500951766967773,1.0,0.5267857142857143,0.6900584795321637,0.8990610328638498,21,25,525,0.8114285714285714,0.84,0.851532435591057,0.008490114795918368,0.9500951766967773,1.0,0.028837965801358223,0.7809833884239197,0.8999326825141907,0.16911178827285767,0.21901661157608032,0.10006731748580933,1,0.8445894,0.0,0.8445894,0.0,0.5998686,0.14486064,0.11891143,0.0796936,0.7573013,0.9796471,0.7242493,0.370068,0.629932
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/013.png,0.9,120,46,140,64,311,0.9478334188461304,1.0,0.4482758620689655,0.6190476190476191,0.895176848874598,21,19,399,0.7794486215538847,1.105263157894737,0.909021940309633,0.006198182397959184,0.9478334188461304,1.0,0.029131531715393066,0.7720397710800171,0.8994626402854919,0.17579364776611328,0.2279602289199829,0.10053735971450806,1,0.2621489,0.0,0.2621489,0.0,0.85806847,0.24860765,0.25663424,0.66052884,0.50599104,0.78743386,0.8310252,0.21360543,0.7863946
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/015.png,0.9,133,96,154,119,410,0.9496299028396606,1.0,0.22695035460992907,0.3699421965317919,0.8990243902439025,22,24,528,0.7765151515151515,0.9166666666666666,0.9199535728590079,0.00817123724489796,0.9496299028396606,1.0,0.028825370594859123,0.7698377370834351,0.8996142148971558,0.17979216575622559,0.23016226291656494,0.10038578510284424,1,0.7247736,0.0,0.7247736,0.0,0.5887908,0.3106913,0.29054338,0.4732268,0.75492954,0.7698023,0.85132873,0.34829932,0.6517007
leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/poke/017.png,0.9,183,147,203,172,426,0.9503092765808105,1.0,0.25586854460093894,0.4074766355140187,0.9,21,26,546,0.7802197802197802,0.8076923076923077,0.8240123118599809,0.008490114795918368,0.9503092765808105,1.0,0.02857639454305172,0.7649819850921631,0.8997097015380859,0.18532729148864746,0.23501801490783691,0.10029029846191406,1,0.8997237,0.0,0.8997237,0.0,0.369809,0.39663336,0.3653171,0.3552331,0.8180521,0.7920689,0.6731358,0.370068,0.629932
