dataset,category,batch_idx,item_idx,image_path,mask_path,gt_label,pred_label,pred_score,x1,y1,x2,y2,area,mean_score,max_score,threshold,map_min,map_max,map_mean,candidate_rank,candidate_available,crop_path,crop_x1,crop_y1,crop_x2,crop_y2,image_width,image_height,error,gt_binary,context_name,context_scale,square_context,context_crop_path,context_x1,context_y1,context_x2,context_y2,context_width,context_height,clip_backend,context_normal_score,context_anomaly_score,context_vlm_margin
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,618,1336,790,1654,41386,0.8337835073471069,1.0,0.7176470756530762,0.0,1.0,0.3083785772323608,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand1.png,580,1298,828,1692,1400,1900,,1,context_0.20,0.2,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.20/000373_000_underexposed_cand1_context_0.20.png,584,1272,824,1718,240,446,open_clip:ViT-B-32/openai,0.27060845494270325,0.2736984193325043,0.0030899643898010254
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,618,1336,790,1654,41386,0.8337835073471069,1.0,0.7176470756530762,0.0,1.0,0.3083785772323608,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand1.png,580,1298,828,1692,1400,1900,,1,context_0.50,0.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.50/000373_000_underexposed_cand1_context_0.50.png,532,1177,876,1813,344,636,open_clip:ViT-B-32/openai,0.2679583430290222,0.26851025223731995,0.0005519092082977295
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,618,1336,790,1654,41386,0.8337835073471069,1.0,0.7176470756530762,0.0,1.0,0.3083785772323608,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand1.png,580,1298,828,1692,1400,1900,,1,context_1.00,1.0,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.00/000373_000_underexposed_cand1_context_1.00.png,446,1018,962,1900,516,882,open_clip:ViT-B-32/openai,0.2719736695289612,0.2691842019557953,-0.0027894675731658936
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,618,1336,790,1654,41386,0.8337835073471069,1.0,0.7176470756530762,0.0,1.0,0.3083785772323608,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand1.png,580,1298,828,1692,1400,1900,,1,context_1.50,1.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.50/000373_000_underexposed_cand1_context_1.50.png,360,859,1048,1900,688,1041,open_clip:ViT-B-32/openai,0.27196580171585083,0.2716860771179199,-0.0002797245979309082
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,618,1336,790,1654,41386,0.8337835073471069,1.0,0.7176470756530762,0.0,1.0,0.3083785772323608,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand1.png,580,1298,828,1692,1400,1900,,1,square_context_1.00,1.0,True,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/square_context_1.00/000373_000_underexposed_cand1_square_context_1.00.png,227,1018,1181,1900,954,882,open_clip:ViT-B-32/openai,0.2823248505592346,0.28374889492988586,0.0014240443706512451
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,908,1470,1188,1742,39445,0.7320025563240051,0.7647058963775635,0.7176470756530762,0.0,1.0,0.3083785772323608,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand2.png,875,1437,1221,1775,1400,1900,,1,context_0.20,0.2,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.20/000373_000_underexposed_cand2_context_0.20.png,852,1416,1244,1796,392,380,open_clip:ViT-B-32/openai,0.24896086752414703,0.2444451004266739,-0.0045157670974731445
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,908,1470,1188,1742,39445,0.7320025563240051,0.7647058963775635,0.7176470756530762,0.0,1.0,0.3083785772323608,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand2.png,875,1437,1221,1775,1400,1900,,1,context_0.50,0.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.50/000373_000_underexposed_cand2_context_0.50.png,768,1334,1328,1878,560,544,open_clip:ViT-B-32/openai,0.24049893021583557,0.2405286729335785,2.9742717742919922e-05
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,908,1470,1188,1742,39445,0.7320025563240051,0.7647058963775635,0.7176470756530762,0.0,1.0,0.3083785772323608,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand2.png,875,1437,1221,1775,1400,1900,,1,context_1.00,1.0,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.00/000373_000_underexposed_cand2_context_1.00.png,628,1198,1400,1900,772,702,open_clip:ViT-B-32/openai,0.2600640654563904,0.2585954964160919,-0.001468569040298462
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,908,1470,1188,1742,39445,0.7320025563240051,0.7647058963775635,0.7176470756530762,0.0,1.0,0.3083785772323608,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand2.png,875,1437,1221,1775,1400,1900,,1,context_1.50,1.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.50/000373_000_underexposed_cand2_context_1.50.png,488,1062,1400,1900,912,838,open_clip:ViT-B-32/openai,0.28047120571136475,0.279779314994812,-0.0006918907165527344
MVTec AD 2,vial,0,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000373_000_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000373_000_underexposed.png,True,True,1.0,908,1470,1188,1742,39445,0.7320025563240051,0.7647058963775635,0.7176470756530762,0.0,1.0,0.3083785772323608,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000373_000_underexposed_cand2.png,875,1437,1221,1775,1400,1900,,1,square_context_1.00,1.0,True,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/square_context_1.00/000373_000_underexposed_cand2_square_context_1.00.png,628,1186,1400,1900,772,714,open_clip:ViT-B-32/openai,0.2634526789188385,0.26175418496131897,-0.0016984939575195312
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,611,1277,829,1677,68491,0.7544209361076355,1.0,0.5882353186607361,0.0,1.0,0.142811045050621,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand1.png,563,1229,877,1725,1400,1900,,1,context_0.20,0.2,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.20/000376_001_shift_1_cand1_context_0.20.png,567,1197,873,1757,306,560,open_clip:ViT-B-32/openai,0.2741803824901581,0.2769091725349426,0.002728790044784546
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,611,1277,829,1677,68491,0.7544209361076355,1.0,0.5882353186607361,0.0,1.0,0.142811045050621,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand1.png,563,1229,877,1725,1400,1900,,1,context_0.50,0.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.50/000376_001_shift_1_cand1_context_0.50.png,502,1077,938,1877,436,800,open_clip:ViT-B-32/openai,0.2820433974266052,0.28113654255867004,-0.0009068548679351807
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,611,1277,829,1677,68491,0.7544209361076355,1.0,0.5882353186607361,0.0,1.0,0.142811045050621,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand1.png,563,1229,877,1725,1400,1900,,1,context_1.00,1.0,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.00/000376_001_shift_1_cand1_context_1.00.png,393,877,1047,1900,654,1023,open_clip:ViT-B-32/openai,0.2750008702278137,0.27203983068466187,-0.0029610395431518555
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,611,1277,829,1677,68491,0.7544209361076355,1.0,0.5882353186607361,0.0,1.0,0.142811045050621,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand1.png,563,1229,877,1725,1400,1900,,1,context_1.50,1.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.50/000376_001_shift_1_cand1_context_1.50.png,284,677,1156,1900,872,1223,open_clip:ViT-B-32/openai,0.27805468440055847,0.2782939672470093,0.00023928284645080566
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,611,1277,829,1677,68491,0.7544209361076355,1.0,0.5882353186607361,0.0,1.0,0.142811045050621,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand1.png,563,1229,877,1725,1400,1900,,1,square_context_1.00,1.0,True,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/square_context_1.00/000376_001_shift_1_cand1_square_context_1.00.png,120,877,1320,1900,1200,1023,open_clip:ViT-B-32/openai,0.2792266011238098,0.27825620770454407,-0.0009703934192657471
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,742,744,848,920,13000,0.6081351637840271,0.6313725709915161,0.5882353186607361,0.0,1.0,0.142811045050621,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand2.png,721,723,869,941,1400,1900,,1,context_0.20,0.2,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.20/000376_001_shift_1_cand2_context_0.20.png,721,709,869,955,148,246,open_clip:ViT-B-32/openai,0.2785169184207916,0.28732410073280334,0.008807182312011719
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,742,744,848,920,13000,0.6081351637840271,0.6313725709915161,0.5882353186607361,0.0,1.0,0.142811045050621,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand2.png,721,723,869,941,1400,1900,,1,context_0.50,0.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.50/000376_001_shift_1_cand2_context_0.50.png,689,656,901,1008,212,352,open_clip:ViT-B-32/openai,0.27025049924850464,0.2790337800979614,0.008783280849456787
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,742,744,848,920,13000,0.6081351637840271,0.6313725709915161,0.5882353186607361,0.0,1.0,0.142811045050621,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand2.png,721,723,869,941,1400,1900,,1,context_1.00,1.0,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.00/000376_001_shift_1_cand2_context_1.00.png,636,568,954,1096,318,528,open_clip:ViT-B-32/openai,0.281281441450119,0.29028114676475525,0.00899970531463623
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,742,744,848,920,13000,0.6081351637840271,0.6313725709915161,0.5882353186607361,0.0,1.0,0.142811045050621,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand2.png,721,723,869,941,1400,1900,,1,context_1.50,1.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.50/000376_001_shift_1_cand2_context_1.50.png,583,480,1007,1184,424,704,open_clip:ViT-B-32/openai,0.2574332356452942,0.26308226585388184,0.0056490302085876465
MVTec AD 2,vial,0,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000376_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000376_001_shift_1.png,True,True,1.0,742,744,848,920,13000,0.6081351637840271,0.6313725709915161,0.5882353186607361,0.0,1.0,0.142811045050621,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000376_001_shift_1_cand2.png,721,723,869,941,1400,1900,,1,square_context_1.00,1.0,True,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/square_context_1.00/000376_001_shift_1_cand2_square_context_1.00.png,531,568,1059,1096,528,528,open_clip:ViT-B-32/openai,0.26498943567276,0.26913222670555115,0.004142791032791138
MVTec AD 2,vial,0,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000377_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000377_001_shift_2.png,True,True,1.0,610,1291,831,1680,67929,0.759127140045166,1.0,0.5921568870544434,0.0,1.0,0.1589301973581314,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000377_001_shift_2_cand1.png,564,1245,877,1726,1400,1900,,1,context_0.20,0.2,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.20/000377_001_shift_2_cand1_context_0.20.png,566,1213,875,1758,309,545,open_clip:ViT-B-32/openai,0.27465444803237915,0.275955468416214,0.0013010203838348389
MVTec AD 2,vial,0,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000377_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000377_001_shift_2.png,True,True,1.0,610,1291,831,1680,67929,0.759127140045166,1.0,0.5921568870544434,0.0,1.0,0.1589301973581314,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000377_001_shift_2_cand1.png,564,1245,877,1726,1400,1900,,1,context_0.50,0.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_0.50/000377_001_shift_2_cand1_context_0.50.png,500,1096,942,1874,442,778,open_clip:ViT-B-32/openai,0.27720630168914795,0.2751001715660095,-0.0021061301231384277
MVTec AD 2,vial,0,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000377_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000377_001_shift_2.png,True,True,1.0,610,1291,831,1680,67929,0.759127140045166,1.0,0.5921568870544434,0.0,1.0,0.1589301973581314,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000377_001_shift_2_cand1.png,564,1245,877,1726,1400,1900,,1,context_1.00,1.0,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.00/000377_001_shift_2_cand1_context_1.00.png,389,902,1052,1900,663,998,open_clip:ViT-B-32/openai,0.2668415606021881,0.26467564702033997,-0.0021659135818481445
MVTec AD 2,vial,0,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000377_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000377_001_shift_2.png,True,True,1.0,610,1291,831,1680,67929,0.759127140045166,1.0,0.5921568870544434,0.0,1.0,0.1589301973581314,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000377_001_shift_2_cand1.png,564,1245,877,1726,1400,1900,,1,context_1.50,1.5,False,results/stage10_dataset_expansion/stage10_f_multiscale_context_crops/bad/context_1.50/000377_001_shift_2_cand1_context_1.50.png,278,708,1162,1900,884,1192,open_clip:ViT-B-32/openai,0.27411696314811707,0.27253493666648865,-0.001582026481628418
