image_id,dataset,category,gt_pixels,top1_tight_fraction,top1_context_fraction,top3_context_union_fraction,top1_tight_hit,top1_context_hit,top3_context_hit
72814a99e7588eec76e47f65,AD2,fruit_jelly,9552,0.8265284757118928,0.8265284757118928,0.8265284757118928,1,1,1
737042a269e78379e9a8585f,AD2,fruit_jelly,12904,0.3523713577185369,0.3523713577185369,0.3523713577185369,1,1,1
740f474dec0fd87a959b7d0b,AD2,fruit_jelly,2846,0.0,0.0,0.17392832044975404,0,0,1
74c84e5186547912a5e06e7d,AD2,fruit_jelly,132043,0.5604613648584174,0.681437107608885,0.681437107608885,1,1,1
74f7b5b0ce872cba4c8a021c,AD2,fruit_jelly,9552,0.8265284757118928,0.8265284757118928,0.8265284757118928,1,1,1
7f34b7be601669ce3d720080,AD2,fruit_jelly,1897,1.0,1.0,1.0,1,1,1
7fe729955c23bc47b609aa72,AD2,fruit_jelly,12904,0.3523713577185369,0.3523713577185369,0.3523713577185369,1,1,1
88cca7bb1d9bbdafc4816feb,AD2,fruit_jelly,53034,0.0,0.0,0.0,0,0,0
8a2406dc009144510029bc68,AD2,fruit_jelly,84373,0.08291752100790538,0.10653882166095789,0.17594491128678605,1,1,1
9bd6b355820cf2b140b69523,AD2,fruit_jelly,7971,0.9978672688495798,1.0,1.0,1,1,1
9c411be7d32772629a6ad300,AD2,fruit_jelly,53034,0.0,0.0,0.0,0,0,0
9cf2728b7223015af150ce9c,AD2,fruit_jelly,2873,0.10720501218238775,0.1956143404107205,0.1956143404107205,1,1,1
a4ad101a7d9fbc2b9700f2b9,AD2,fruit_jelly,7971,0.9978672688495798,1.0,1.0,1,1,1
a4d00dd1084346d51bcc001d,AD2,fruit_jelly,53184,0.9366162755716004,0.9649330625752106,0.9650646811070999,1,1,1
b69a88540beaeae4e52c8d37,AD2,fruit_jelly,724,0.0,0.0,0.0,0,0,0
ba82ac5cdedabbe8028e8525,AD2,fruit_jelly,724,0.0,0.0,0.0,0,0,0
bb22f06945a158e1444b7229,AD2,fruit_jelly,5130,0.2830409356725146,0.361598440545809,0.8413255360623781,1,1,1
bde87b0edf0fa7b55b0b3499,AD2,fruit_jelly,12637,0.5562237872912875,0.6730236606789586,1.0,1,1,1
c0772b36645a2af347a4bb19,AD2,fruit_jelly,4103,0.5101145503290275,0.5101145503290275,0.5101145503290275,1,1,1
c40681b5fe86508714e7bcbc,AD2,fruit_jelly,12904,0.3523713577185369,0.3523713577185369,0.7207067575945443,1,1,1
c4882dbb619582164409c98e,AD2,fruit_jelly,74165,0.9564214926178116,1.0,1.0,1,1,1
c939151b482f62d77aad7e7a,AD2,fruit_jelly,5130,0.2830409356725146,0.3627680311890838,0.8539961013645224,1,1,1
cae0061eb2f26601142fe131,AD2,fruit_jelly,9552,0.8265284757118928,0.8265284757118928,0.8265284757118928,1,1,1
cce443f9e4505a83f5ee9baf,AD2,fruit_jelly,4103,0.5101145503290275,0.5101145503290275,0.5101145503290275,1,1,1
cd8e6887b273724f4051ed54,AD2,fruit_jelly,12637,0.5316926485716547,0.6730236606789586,0.9987338767112448,1,1,1
d424924b5beb1d00a652cf59,AD2,fruit_jelly,1897,1.0,1.0,1.0,1,1,1
d898704e597648a563dc532a,AD2,fruit_jelly,84373,0.08291752100790538,0.1875955578206298,0.1875955578206298,1,1,1
d9ba0df9a8c5d1843ec18e17,AD2,fruit_jelly,185129,0.5071436673886858,0.742784760896456,0.742784760896456,1,1,1
da02b3d3718f7850da0608d2,AD2,fruit_jelly,84373,0.08291752100790538,0.1412181622082894,0.1412181622082894,1,1,1
e0b2a2cfc9d97a2b650e2059,AD2,fruit_jelly,74165,0.9679902919166723,1.0,1.0,1,1,1
e0bd0ae3a3efadd07b09d7e8,AD2,fruit_jelly,2849,0.151983151983152,0.22885222885222886,0.22885222885222886,1,1,1
e1b6940cf29d41e0f32f7835,AD2,fruit_jelly,74165,0.9596575203937168,1.0,1.0,1,1,1
e1eca7db78a580e9495a7fb3,AD2,fruit_jelly,724,0.0,0.0,0.0,0,0,0
e39c6c50244d0c1e4330784d,AD2,fruit_jelly,84373,0.08291752100790538,0.16437722968248136,0.16437722968248136,1,1,1
e41384eb3ddb3c885bbfd653,AD2,fruit_jelly,132043,0.5281385609233356,0.6463879190869641,0.6463879190869641,1,1,1
f416c39bc181e7aafe493e8f,AD2,fruit_jelly,4103,0.5101145503290275,0.5101145503290275,0.5101145503290275,1,1,1
f445ecde4c91beb32b095fa4,AD2,fruit_jelly,5130,0.28538011695906434,0.37115009746588695,0.8471734892787525,1,1,1
fa0648b32f0a073b29d54036,AD2,fruit_jelly,185129,0.4609110404096603,0.6944562980408255,0.6944562980408255,1,1,1
0141be9941039062f4ca31e3,AD2,rice,8477,1.0,1.0,1.0,1,1,1
0167f75c00c0a8c10122be46,AD2,rice,20334,0.0,0.0,0.3146454214615914,0,0,1
0a24a8dc4bd5127b6e1e02cc,AD2,rice,3175,0.0,0.0,0.0,0,0,0
0fa537123ef135e9432f5e50,AD2,rice,3503,0.0,0.0,0.0,0,0,0
12fdce8aec72b963eaf48638,AD2,rice,5663,0.0,0.0,0.0,0,0,0
141b6ed2c1d4d5f77f1f1e36,AD2,rice,4259,0.0,0.0,0.0,0,0,0
183c91571974abd5089cb0fb,AD2,rice,8477,0.0,0.0,0.0,0,0,0
1843a2a2e0e68649114f8bb6,AD2,rice,67490,0.7523484960734924,0.9388205660097793,0.9388205660097793,1,1,1
195449961a2870432a9a9071,AD2,rice,2351,0.0,0.0,0.0,0,0,0
1bbc7efc9bfd136dc0556769,AD2,rice,5065,0.0,0.0,1.0,0,0,1
1d3ceee7010c7c92f062ffc0,AD2,rice,3175,0.0,0.0,0.0,0,0,0
1d6008652811d3ec0a35e30c,AD2,rice,67490,0.0,0.0,0.7036153504222847,0,0,1
1e6d3947b981d3e9adcfc26e,AD2,rice,8477,0.0,0.0,0.0,0,0,0
1f0ba0b2634a160c2a9f22ff,AD2,rice,3175,0.0,0.0,0.0,0,0,0
1fa05fa0f8bff11f88b54ae5,AD2,rice,5663,0.0,0.0,1.0,0,0,1
225880f1421e161edae68930,AD2,rice,5065,0.0,0.0,1.0,0,0,1
2a726e499b4858dd56201d05,AD2,rice,5336,0.0,0.0,0.0,0,0,0
2d9d279a94d89dc431903564,AD2,rice,48390,0.3610043397396156,0.83287869394503,0.83287869394503,1,1,1
325fc47b94a79b6f4750e846,AD2,rice,6780,0.8679941002949852,0.8679941002949852,0.9187315634218289,1,1,1
379d443e5e4300772efaf146,AD2,rice,7878,0.0,0.0,0.5957095709570958,0,0,1
3863bcb2d601125009f0fe60,AD2,rice,67490,0.800148170099274,0.9645428952437398,0.9645428952437398,1,1,1
3e51672dd82b6a6f5cf614de,AD2,rice,3175,0.0,0.0,0.0,0,0,0
3e89e9de894471f3a8909189,AD2,rice,20334,0.0,0.0,0.9490016720763254,0,0,1
4535ea5b20a980d8c2bb4cea,AD2,rice,20334,0.0,0.0,0.9484607062063539,0,0,1
4549796f605c3e7a38d7b9d7,AD2,rice,6780,0.0,0.0,0.05073746312684366,0,0,1
4a1343534f88482e2ccb0363,AD2,rice,6780,0.0,0.0,0.8026548672566372,0,0,1
4b9ceb437bb93b62df091edf,AD2,rice,8477,0.0,0.0,0.0,0,0,0
4ef4f5fe1733321f4dfada3d,AD2,rice,3503,0.0,0.0,1.0,0,0,1
50713db27badbda8b7c50ba6,AD2,rice,20334,0.0,0.0,0.9484607062063539,0,0,1
57fde65ed2c46b0e70bfaa99,AD2,rice,2351,0.0,0.0,0.0,0,0,0
6536bd83163fb8d8b5bf8411,AD2,rice,7878,0.0,0.0,0.7255648641787256,0,0,1
683b7bf0337680066313bcc1,AD2,rice,5663,0.0,0.0,1.0,0,0,1
69a4773c81bbd796b915a8d7,AD2,rice,5861,0.0,0.0,0.0,0,0,0
69be256a051cee114a75fb0f,AD2,rice,7878,0.15219598882965218,0.8783955318608784,0.8783955318608784,1,1,1
6c9098bf8a23f4cce816ed2d,AD2,rice,6780,0.0,0.0,0.0,0,0,0
6d026a0260b62c94affb5a3b,AD2,rice,48429,0.0,0.0,0.6080034689958496,0,0,1
6efc9530ca5b929e2cf13d19,AD2,rice,8477,1.0,1.0,1.0,1,1,1
710455d7390d989d6c67f3ce,AD2,rice,2572,0.0,0.0,0.0,0,0,0
73e0a938b086d90a5f450b0e,AD2,rice,2351,0.0,0.0,0.0,0,0,0
764d6c2fe2193e39fc200397,AD2,rice,3503,0.0,0.0,0.0,0,0,0
787513953468b2caa73f4cf5,AD2,rice,20334,0.9490016720763254,0.9490016720763254,0.9490016720763254,1,1,1
80a3db14d7ac65c5827d1432,AD2,rice,3175,0.0,0.0,0.0,0,0,0
839702258283a97217599e53,AD2,rice,67490,0.0,0.0,0.5127426285375611,0,0,1
