image_id,dataset,category,split,path,width,height,sha256,bytes
ea40dcb842962b627dc161f5,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/012_regular.png,2232,1024,9f1711db8e3ce7e7e6d83c4d15f430ccb54a72ad144f4b217079d7de43f437b1,2213375
cc9f042209a7e84a55f48dfb,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/013_regular.png,2232,1024,7abf027c3bc70823f0b0e28b82e66aa006ed8bb2cdef8d7833523115ba4b0682,2346913
464a170b3ed0b282893d0db1,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/014_regular.png,2232,1024,b3a56075b55183fa957266491928416adabe0d9300f05fb08fe1ff33268b4774,2485367
064b667eefda3338f329be0a,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/015_regular.png,2232,1024,4bdba5974ff3d9eb90c784a98a82a5a9811716170adbf425577f12f7c8e3288b,2353393
4feacabcdb7473b2c4fa3521,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/016_regular.png,2232,1024,0656701135e560747358573cf20dbf5f217806921a1d3b5b065f9c4a95b12e3b,2104865
2bc1cbe94e90d7b19a0748a9,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/017_regular.png,2232,1024,c7e758e96aa380da243cd943dea8e809e74a16ba769cfc2ca6413fb4c48ffcc0,2353748
6826c4a16cd4f2a3732beed2,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/018_regular.png,2232,1024,c4f302c15995a1e259e6f37b7feb75165e06779d73b4b0717a2100eddad47a4e,2375830
e0122b05a8afb84526ecd9b1,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/019_regular.png,2232,1024,22c551c441160226ce69226ff73e6ee4924f5357d8e587d9cb6dfd505d42be48,2200975
250f296e70d9a7126d630f1d,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/020_regular.png,2232,1024,eda2fea60dfacbc9dd0bff4839579c07f6160650ba85d087ce1b1044619a52c0,2108945
6faee2e672cead91c0f49606,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/021_regular.png,2232,1024,4ba1b146b566893197418b1255ea0e990ed1999d5589a70e62149dd6d265091b,2161062
38b0a4dbede7cee494af9f7f,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/022_regular.png,2232,1024,2e68c8f0f60784739f210fcd812a57c87404ca7d71a688f92283e9ff47378197,2383551
fbf6d273b7be90f65bd7bf47,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/023_regular.png,2232,1024,7450771c244bbc950bd8e20fa699f123a3a1ba982ecd525be9a9df6a983379dd,2263465
d7a71c53d8e3ee8e9d8ed417,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/024_regular.png,2232,1024,8a0fb6bb809a40871f4bcf22a45120965f6bccacb52f88dfcaeff5e7575316e3,2110747
38ba190339bb82ae95c539bd,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/025_regular.png,2232,1024,1bd9a540bdb0a50bef3adf98a3fa1e5bb4bfa5fffa18ea8ef34887ab0cba4187,2214921
25d92adc75d212ff07c04ba9,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/026_regular.png,2232,1024,506848b75e8877a82963d5134d9b7810d54aaa78a4e71878c569b258040793e1,2228192
d858809771deb4619e123f65,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/027_regular.png,2232,1024,f42e82a449f305ed839bd2f4318d1201a52bc4995488eadf618ed9d19c886b5b,2115079
c60a01ffb404b6d2b564b109,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/028_regular.png,2232,1024,d140707dbaf11109cd1fa1f0730469da4fb7b676b5489175affc64284459541a,2435344
2c6084b3c7637f233df217a1,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/029_regular.png,2232,1024,6498cd60a6dbbc81df10ae70ad35b316035a3a40c5ffeb7421cd7ccf5a6d7cda,2487214
67b720a268089872b9187115,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/030_regular.png,2232,1024,9c40837fbf4b0df99c3419408dc5d95cef0d83f632c87c45b61a211e4adfc5ab,2374901
28cc5c39c409ba07a059c050,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/031_regular.png,2232,1024,f1d765d18c7589e1cf283e901edcba89d1c72684a5fb7827bc6fc064990d143e,2139220
67705a10e92bd7c795b04ad6,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/032_regular.png,2232,1024,855db0e21ec43d7254a4f69b3b9b5dad5a0cd7545a62954ba4b8bd7ea77a3063,2363453
8989f6ca07f5fe45c18fa810,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/033_regular.png,2232,1024,cf0995d42088d786ad2c2487dfe00b9e2a1f3be0d688c27480a83364c25914d3,2308102
58b39aa6d3b0d40bf6911af2,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/034_regular.png,2232,1024,242c779ada888d414ff9e5eda17c91869609741edf8126bc20b90d16502912fc,2234717
4a5a107d83245c905801b6be,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/035_regular.png,2232,1024,4107325bbac63f6b9d2eeb6edb7a787580d7fbda8309b13eb6e6942db8d343f8,2439243
2593f03fe0da9df1de1377de,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/036_regular.png,2232,1024,fc7089f6d7ab82d3a9519eff4e90619ba9a049e063eeb02d69e51c38a1dcb3f9,2429029
a3bbdd7f3c11c6a64c4b2818,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/037_regular.png,2232,1024,1bb89e139f78753c42a88373386848c941dfd48f4d3f4acda26400179a3e9119,2350451
293cd3eda4f6a3fd3ea2b413,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/038_regular.png,2232,1024,826ced1bab1e81c64a8fe4f9da4ed830582a49d59a3ae902062c3a1edab2f37d,2398977
179b7e8bd7bd01e861c4c193,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/039_regular.png,2232,1024,1805663b287d38ec61571e22f010b834a99606156ee503077e18f02bbfbf6852,2359379
1eba36f32c49af11215269c1,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/040_regular.png,2232,1024,834cccbb010bba20dc2971bec2b6fad213b3b9f914f53fa5c59ceeb9da185443,2219335
8744ee12fbeff3acdbea817e,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/041_regular.png,2232,1024,997dc5184bc3c088959e6791d12d667d5409953b618a0f8422f051ab9f590dd8,2136475
acfa5dfd41c0bf98b352c242,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/042_regular.png,2232,1024,1a55a8148b85e26a4c85a6b944d9682793761cdb52431e2a50b25a2a37fcb262,2084431
f4430aa1fbb568219c033a6e,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/043_regular.png,2232,1024,205df95921d20da0836843ac7ca0f38463a8ae7300d4c7788a2440fad07a4091,2147389
6bd50914af6dcd25386b198e,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/044_regular.png,2232,1024,1ef722200275edd0e1b60ba1c14b6d81b4c1a92d18b7c5226434eaded307622f,2400178
2825550ed62c16ae309e5d44,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/045_regular.png,2232,1024,138748fb01024e8342499ddc37023826c40ea2137dfdadc7ee4f8a8f090f9b92,2370415
b6bbdcbe4bd864cd8b25660a,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/046_regular.png,2232,1024,d211b0b9e49064c3a6d95b01a1618e5f6d9f43ee8695ba340328f0f88e2c9bd6,2409629
624744c0c4c8689cdb99ad0c,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/047_regular.png,2232,1024,2f6648ca67e835fd300debf1a1264a23b9e35e84427cbaf730fe27eac118282d,2447802
225ae88c9c1cc05a78407641,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/048_regular.png,2232,1024,e02560e9848a68c21e08dcc9c4b51942f1a551452383e3350946d4e19aa7f908,2255064
40eee1fdd5c5098c920a6cac,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/049_regular.png,2232,1024,a07087059596350b91bdac072dfdd6ffa50f1b9a87f18d62c051bf635c003aba,2096517
5197c5e0f3638277767076dd,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/050_regular.png,2232,1024,94ea55ac00779e07209405067d0c01f97fc7fee3ab09a2f35fa4ae3eafaa5e64,2293247
43b49f4239b0c53a349ed077,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/051_regular.png,2232,1024,45839f4b6fbadb596c40bf78d3d52a4de0fc228eb44be6db917a650ebcc7fadf,2221697
f8755f3350c5145e5d2d6673,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/052_regular.png,2232,1024,486091f5045093180678a8d9e7a3de0484a971e590674c6a019de6524e8ac85e,2225749
f2e026a18ebaac096cae6b3d,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/053_regular.png,2232,1024,0caceb5436300537743ba9c466963c83f7a0b7963e20b28a7ec1b4da91a42fcf,2172488
4d30f5998309cf2c1827fd63,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/054_regular.png,2232,1024,c5f04c3ea55138658f207d0b5151d4f8922919c0568ab1f84f98e31841684aaf,2419258
7487adc5c8fb51d286b2b234,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/055_regular.png,2232,1024,2127de667751c7f49e69fc111d95ff666ef3123fe26116e06d95b8c16626cf87,2099168
8f0c0f773e1619d53954be63,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/056_regular.png,2232,1024,fa7dbd42842f62a8ffa705715bd7444d10f88351ef51752a3483a13a2221caae,2174929
82358264e13a67d03d5fe98f,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/057_regular.png,2232,1024,22ed0f945262e3324d39501104b8b52518c059fe9b68dc67ef6cd9ed1201dfea,2173348
a68fb4853c5b11299280028d,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/058_regular.png,2232,1024,0541811e4ecb06922bddcabcb103b2c5e28189e83932893ab214cb14a5d26e75,2419991
7881daa409dff8008f8c03b2,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/059_regular.png,2232,1024,017ffa0906a5b7e8c48ddbc258e4d125a483b943fb83e5aa2728575adaa68037,2311659
bb7a07b23bd13b65b5e864f0,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/060_regular.png,2232,1024,9a8fdd739de41180ad3912e3f82e151197f0e5cd0f31ec9f7dab77d54db3604d,2194653
202c323fca7429c74471eb60,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/061_regular.png,2232,1024,26768123884240d01eb6db2f27aa79face87dba4c9609c23b6e4d83db177e74b,2424824
24b79994771e07491d59fdc7,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/062_regular.png,2232,1024,5dacf00295f1a448496ff1e12e8fd4ec21b0795e2a3d7d6b0352286e052ff7bd,2305113
62bd9bc91df6057129acbd7f,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/063_regular.png,2232,1024,366567ba08f83934e07d971714968e3cbb5a5d6bb356c587203f27dd8bba0444,2242092
16e15b4aadf36617ef114f36,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/064_regular.png,2232,1024,76356cb429fac0b0ef14992a85601a89604f93b57565766e0e85597cae86596c,2273741
1b0f936d7284bc8d138940e1,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/065_regular.png,2232,1024,4313b3cffa75f61d3448edff7a5f5aa6b62d5793704ced2c92079881808adbf5,2357724
ef0af31689ca4c649965aca5,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/066_regular.png,2232,1024,260569f42a55738c8051ec97e4906c3b49590773007953f200af6e524b370f70,2093942
27652b545c18151dca92dc12,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/067_regular.png,2232,1024,f3520c266bdbace3d5067452ec31cccf642c8179fbf508741c8badbab0c4e256,2434091
7bc762ff7d2283d95984b774,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/068_regular.png,2232,1024,e14b30116bef3cd978a2350ede4114c8857196d7f4c01cd1969ff74f6952c1c6,2105016
73adedcd99b343998f27bd3f,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/069_regular.png,2232,1024,9163ad928b51c446a729cbe9385d358390ddc1490c8ed4d981fa02f90ed4a7fe,2408740
0e8babf515dd68f6ad83e91f,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/070_regular.png,2232,1024,39c52677939e7c4d687cb60541d6b8f0dbd384c508ffabfa9a0167b44ce2392e,2130191
29b233e1fa9f8a0762adf5f3,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/071_regular.png,2232,1024,ad7d2eeec22fcfe874eb71aa749456d67d06d40f6449823b33250cf4cbca8406,2168337
cd9af8069055587a826391cf,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/072_regular.png,2232,1024,7fc63697c4a22b16f4a58466acb3a75caca364ffeac8b3ef6ec78f7014f166ef,2301155
c4e5d6a398657aaa7948c210,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/073_regular.png,2232,1024,486dbc3e32b5357e4483d234c951450146fa53a71583ddd78e6550295cd84f6f,2314814
c27dd0bbc636a89a38ef05e6,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/074_regular.png,2232,1024,b74fd3685ab36d8acc728f3b2f384caa3e7413e9ed5b5535057cd7f95e696ff5,2178704
390aef5539d8deb728c10603,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/075_regular.png,2232,1024,fcbfbfaa36c1341ce0a43903cc416022d45d462c01eff91272a84874333f1ca9,2443565
32924f64527108fb27e6cbb8,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/076_regular.png,2232,1024,45b3bc5b461b1abc664f148361e579d1ecfdd04d856b4480c0722b8765f8792a,2441596
5206023dabceb2aef13fb3dc,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/077_regular.png,2232,1024,db900710cff4d24bc6088e46373373a36a6bc75e681090f03cebacbe47ccd7fb,2135674
143d4b2a7926ffcf01eda6da,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/078_regular.png,2232,1024,2e0a3fddfa0a388a9172be8fe693abc51c4085969ac26131858b6fdc5ffaf90e,2174463
efe31aecb2cf40a84e3cf5d5,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/079_regular.png,2232,1024,c6c7e8f07c1f0295c68576a6b779d918fc9cedb9708795f063ddb551cd1f2f61,2396134
408029275056fad9610e912d,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/080_regular.png,2232,1024,0b03f6ed3ad273146092d7562ee56e8313e6c8b8ef51a0223119cad23ca031db,2114798
e6f4f55763a67ab8e4edefea,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/081_regular.png,2232,1024,fa7cc5084e62952294ec0fa744e375c7d1fd75408cc48c28665f1de377bfe6c4,2085573
5007da695263a0bcc35b96b3,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/082_regular.png,2232,1024,4545f32d34e4244044a11a8dc8d5bb26e725cda89e8bf834e207cb2f153ed3d8,2160168
4cfe4a5d6eecf51fbaf8925b,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/083_regular.png,2232,1024,c2a4cb1af16f13434bd9e3226bc5ad8d994306b4d83f13353b2f8d12b13d3b8a,2268803
2443903eb34b3280361fa84b,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/084_regular.png,2232,1024,f5106628db624171807d3278f946a12e31ee9dd05d6f28d558be4a7a2b11d889,2341600
80f6bb603d6c52b1f6c8aa89,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/085_regular.png,2232,1024,f6443d3d500b332fc41e80a47b0f289345d9aa46996ad73e64593d1e8834601b,2122161
db13cde32fd412d229881984,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/086_regular.png,2232,1024,31bcb4fc60c3a403a3c2c037b71fabce3e09ae9e11ac95144c83a842bff6a0f3,2150133
b1bf04ff928160f3b7202eb7,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/087_regular.png,2232,1024,72e28f874d5064e96f6c0f599c212de4b92f5c75c12395605e43957647065f26,2402168
1d758ec0bd853b9a2edc03ac,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/088_regular.png,2232,1024,d36026441c1bf4e7644bc25408f1e58114279398b5ef6d15166f4ce0936e012a,2276534
e5e5369f1f37b30a5b1961d7,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/089_regular.png,2232,1024,267721ed6211137fdc7a124c47b88d8514bb1708508f4c6ab143f50285b497a7,2206629
7f18b535208cfe4aca20035d,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/090_regular.png,2232,1024,7b13f082c4c6f26f7bd9bdea5cb84ae7ae113f03a80088362053cdd014497f0c,2196567
19033373d33025209e57ef11,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/091_regular.png,2232,1024,e425d39cb15ff50697349df6301605f9ace4c73897d3c28809b7c151c5faea72,2380313
0f19c2f773a6d4b62acaf668,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/092_regular.png,2232,1024,3e11abd07d7c91cbd9c86d3201701e42c9312eeab44dfda79830e514048f5702,2157021
10dc19afe37867228cd61ace,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/093_regular.png,2232,1024,a47297e40b08c238e625605deaef6675c4ba6af0880466a72481fa200462e9fa,2416629
352c03f86d6332e7a873815c,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/094_regular.png,2232,1024,950eb2a39f0b1424272aa92f39053bb189ba347bcdd31746bbb72fa62d13c857,2349529
942cbd9133036eef3148812a,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/095_regular.png,2232,1024,60f17aa173d500e9bfd6616b575e8e26240f45b630f73ab80f95318415f5b2d5,2318003
860b597d69bf7ad31adec207,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/096_regular.png,2232,1024,f349db7f1d22d6129ab966cdad3b5b9044f67205a359b177f36fccdb39b46565,2422397
94602e9f056cffb2ad359e9e,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/097_regular.png,2232,1024,78467a2b0cca382d64a0b0507f9e7afbf2ef73679fedf26d7a8f68137cc500af,2337943
0244363e9072e5375c19b410,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/098_regular.png,2232,1024,3ff5612c6eaed5075653a036f6de7691bfbb8b6ae1a6543fa04076d5de4d5ecf,2269188
7db2daa6595e218766659cb5,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/099_regular.png,2232,1024,3398f181ff73862546a2291886e30dabb42b1a2ab80286ca258111dbdaaa18da,2286796
7e8f5c9de5fbf0a2ab4157e3,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/100_regular.png,2232,1024,a347ffed50365fd09d0b00a3d09602a166507c817f6740e70717f52e5014531e,2101525
a0a7f6b55a7b61d4af89e482,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/101_regular.png,2232,1024,e47283922fa30302e043a2d23ecbf2bb61703190796d12446d142ee56cc9c3a3,2136944
64d40982a6d3b93e98f34b86,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/102_regular.png,2232,1024,59c9aefc7fc1ad2554fdf8d81e4c09bc5844ad911d90b74c52eb0aa82ec338a2,2412989
19867bc93b54b57331f4a2fd,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/103_regular.png,2232,1024,bdf98d282abce734361450bd57893b9a6911f0ab17b3beae84c5edc7ada30053,2391190
a701cff04844c592d13232ef,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/104_regular.png,2232,1024,827b380b707b20e93a77fabe7a3fe35b1b6de92c39322e16c0be22a86d17c074,2393791
5dfc5dd2805e3803e1ee1062,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/105_regular.png,2232,1024,8b065a5fe9fb4147436df78e10a1abbe3de73174f590b2e18020d7c23330175e,2146487
a8b13f9566f09aa25b9a7ee2,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/106_regular.png,2232,1024,be532167184738e39a4bcf591dd4744a859e51fc55ad108ad3929fedb479e767,2415736
c1b49258b1a7cb99b24cfd74,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/107_regular.png,2232,1024,48fd7af56fcbbef1ed686e9143155d8c762a6216ae31dd652366379557e0aead,2262969
7f45f55184db97f9e2a5f681,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/108_regular.png,2232,1024,905253687d3d5e804f463270655d58472e97cd797b88dbf9146ab66fef8ac499,2297977
60992708d84a60f2d280cf11,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/109_regular.png,2232,1024,867c1c0172f15c5fe2bc8e8e8d4bf599258ac8f41ee019575fc82cfdb72a3fbe,2335751
cf649d6a872ece88284e7ee0,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/110_regular.png,2232,1024,a535e9524b6e19d50e51512ae9d0d2a6db6f97be031ab659b542e7e601fc00e8,2343249
7a546e4c059765f5c50b0d42,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/111_regular.png,2232,1024,9a4f290d9cc6c88973984bda2854bafb9b8d155aefa820210a69c70232238490,2147583
8b30f73847af4f483e76e52d,AD2,can,train,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/112_regular.png,2232,1024,307453fe6fa86290976074f18c921dafc772a859ef7d43032f313657839c0132,2180149
