case_type,case_rank,category,image_path,Y,D,M,Q,score_D0,score_V3,score_V4,score_V6,score_S1,srb_pre_gate,srb_weight,delta_srb_detector,delta_srb_naive,delta_srb_old_quality,naive_damage_vs_detector,detector_vlm_disagreement
worst_srb_regression_vs_detector,1,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/crack/001.png,1,1.0,0.5843307759685059,1.0,1.0,0.792165387984253,0.792165387984253,0.8092375107714508,0.9351468600322178,1,0.1560210287853027,-0.06485313996778219,0.14298147204796485,0.14298147204796485,0.20783461201574704,0.4156692240314941
worst_srb_regression_vs_detector,2,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/022.png,1,1.0,0.6682457173584574,1.0,1.0,0.8341228586792286,0.8341228586792286,0.8564504756176246,0.9352477562992624,1,0.19518133476728,-0.06475224370073762,0.10112489762003374,0.10112489762003374,0.16587714132077136,0.3317542826415426
worst_srb_regression_vs_detector,3,grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/010.png,1,0.7381157119309654,0.3627904639045749,0.971493842237608,0.7381157119309654,0.5504530879177701,0.5478676473680814,0.5478676473680814,0.6743614764937909,1,0.1698639667126568,-0.06375423543717451,0.12390838857602071,0.1264938291257095,0.18766262401319522,0.37532524802639045
worst_srb_regression_vs_detector,4,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/missing_cable/006.png,1,1.0,0.5585862575955693,1.0,1.0,0.7792931287977847,0.7792931287977847,0.7948940591565159,0.9364333664174088,1,0.1440069202112656,-0.06356663358259118,0.15714023761962415,0.15714023761962415,0.22070687120221533,0.44141374240443065
worst_srb_regression_vs_detector,5,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/011.png,1,0.5671046079943992,0.2594996207283322,1.0,0.5671046079943992,0.4133021143613657,0.4133021143613657,0.4133021143613657,0.5035992489403891,1,0.206451005942502,-0.06350535905401011,0.09029713457902339,0.09029713457902339,0.1538024936330335,0.307604987266067
worst_srb_regression_vs_detector,6,wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/liquid/008.png,1,0.9794467812223084,0.5317304587097113,1.0,0.9794467812223084,0.7555886199660098,0.7555886199660098,0.7702719226244229,0.9162893575501946,1,0.1410657161607879,-0.06315742367211385,0.1607007375841848,0.1607007375841848,0.22385816125629865,0.4477163225125972
worst_srb_regression_vs_detector,7,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/misplaced/008.png,1,1.0,0.7051972211854337,1.0,1.0,0.8525986105927168,0.8525986105927168,0.8774637666310997,0.9373764106667372,1,0.2124253698865357,-0.06262358933326284,0.08477780007402036,0.08477780007402036,0.1474013894072832,0.2948027788145663
worst_srb_regression_vs_detector,8,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/missing_cable/009.png,1,0.988680074155098,0.5938627927173757,0.947417614438094,0.988680074155098,0.791271433436237,0.783464752851853,0.8004896341835365,0.926679427855243,1,0.157036303157958,-0.06200064629985491,0.13540799441900608,0.14321467500339002,0.197408640718861,0.3948172814377222
worst_srb_regression_vs_detector,9,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/013.png,1,0.8671603645360091,0.4251840710221296,0.9685958553440654,0.8671603645360091,0.6461722177790694,0.6428340822611248,0.6428340822611248,0.8056239050632531,1,0.1392302265434142,-0.06153645947275599,0.15945168728418369,0.16278982280212828,0.22098814675693967,0.4419762935138795
worst_srb_regression_vs_detector,10,carpet,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/carpet/test/color/000.png,1,1.0,0.573075153969767,0.9545797241121716,1.0,0.7865375769848835,0.7800302690854419,0.7957051903950353,0.9385567786522911,1,0.1439204626271802,-0.061443221347708854,0.15201920166740768,0.15852650956684922,0.21346242301511653,0.42692484603023295
largest_naive_fusion_damage,1,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/007.png,1,1.0,0.0,0.9762435355737216,1.0,0.5,0.5,0.5,1.0,1,0.0,0.0,0.5,0.5,0.5,1.0
largest_naive_fusion_damage,2,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.984749652446234
largest_naive_fusion_damage,3,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/017.png,1,1.0,0.01713529949495,0.8920479408496224,1.0,0.508567649747475,0.5081052020313155,0.5081052020313155,1.0,1,0.0,0.0,0.49143235025252496,0.4918947979686845,0.49143235025252496,0.98286470050505
largest_naive_fusion_damage,4,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/006.png,1,1.0,0.0374610534052138,0.9653399436900194,1.0,0.5187305267026069,0.5184059261474929,0.5184059261474929,1.0,1,0.0,0.0,0.4812694732973931,0.4815940738525071,0.4812694732973931,0.9625389465947862
largest_naive_fusion_damage,5,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/squeeze/006.png,1,1.0,0.0515032872866932,0.4917440329932034,1.0,0.5257516436433466,0.5192074303723648,0.5192074303723648,1.0,1,0.0,0.0,0.4742483563566534,0.48079256962763517,0.4742483563566534,0.9484967127133068
largest_naive_fusion_damage,6,carpet,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/carpet/test/hole/003.png,1,0.9820363785845058,0.0422991224768934,0.5609129962190759,0.9820363785845058,0.5121677505306996,0.5075245017929643,0.5075245017929643,0.9820363785845058,1,0.0,0.0,0.46986862805380614,0.4745118767915415,0.46986862805380614,0.9397372561076124
largest_naive_fusion_damage,7,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/flip/012.png,1,1.0,0.074097607011711,0.8820851909944453,1.0,0.5370488035058555,0.5348645022112168,0.5348645022112168,1.0,1,0.0,0.0,0.4629511964941445,0.46513549778878316,0.4629511964941445,0.925902392988289
largest_naive_fusion_damage,8,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/flip/005.png,1,1.0,0.0750351177183328,0.8581702472505125,1.0,0.5375175588591664,0.5348570058107864,0.5348570058107864,1.0,1,0.0,0.0,0.4624824411408336,0.46514299418921357,0.4624824411408336,0.9249648822816672
largest_naive_fusion_damage,9,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/003.png,1,1.0,0.0784561315720599,0.8633973813784819,1.0,0.53922806578603,0.5365487375311155,0.5365487375311155,1.0,1,0.0,0.0,0.46077193421397,0.46345126246888446,0.46077193421397,0.9215438684279401
largest_naive_fusion_damage,10,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/009.png,1,0.9645342200971596,0.0445177426237188,0.5706528074362166,0.9645342200971596,0.5045259813604392,0.4997475894067466,0.4997475894067466,0.9645342200971596,1,0.0,0.0,0.46000823873672037,0.46478663069041304,0.46000823873672037,0.9200164774734408
largest_srb_repair_over_naive,1,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/007.png,1,1.0,0.0,0.9762435355737216,1.0,0.5,0.5,0.5,1.0,1,0.0,0.0,0.5,0.5,0.5,1.0
largest_srb_repair_over_naive,2,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.984749652446234
largest_srb_repair_over_naive,3,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/017.png,1,1.0,0.01713529949495,0.8920479408496224,1.0,0.508567649747475,0.5081052020313155,0.5081052020313155,1.0,1,0.0,0.0,0.49143235025252496,0.4918947979686845,0.49143235025252496,0.98286470050505
largest_srb_repair_over_naive,4,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/006.png,1,1.0,0.0374610534052138,0.9653399436900194,1.0,0.5187305267026069,0.5184059261474929,0.5184059261474929,1.0,1,0.0,0.0,0.4812694732973931,0.4815940738525071,0.4812694732973931,0.9625389465947862
largest_srb_repair_over_naive,5,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/squeeze/006.png,1,1.0,0.0515032872866932,0.4917440329932034,1.0,0.5257516436433466,0.5192074303723648,0.5192074303723648,1.0,1,0.0,0.0,0.4742483563566534,0.48079256962763517,0.4742483563566534,0.9484967127133068
largest_srb_repair_over_naive,6,carpet,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/carpet/test/hole/003.png,1,0.9820363785845058,0.0422991224768934,0.5609129962190759,0.9820363785845058,0.5121677505306996,0.5075245017929643,0.5075245017929643,0.9820363785845058,1,0.0,0.0,0.46986862805380614,0.4745118767915415,0.46986862805380614,0.9397372561076124
largest_srb_repair_over_naive,7,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/flip/012.png,1,1.0,0.074097607011711,0.8820851909944453,1.0,0.5370488035058555,0.5348645022112168,0.5348645022112168,1.0,1,0.0,0.0,0.4629511964941445,0.46513549778878316,0.4629511964941445,0.925902392988289
largest_srb_repair_over_naive,8,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/flip/005.png,1,1.0,0.0750351177183328,0.8581702472505125,1.0,0.5375175588591664,0.5348570058107864,0.5348570058107864,1.0,1,0.0,0.0,0.4624824411408336,0.46514299418921357,0.4624824411408336,0.9249648822816672
largest_srb_repair_over_naive,9,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/003.png,1,1.0,0.0784561315720599,0.8633973813784819,1.0,0.53922806578603,0.5365487375311155,0.5365487375311155,1.0,1,0.0,0.0,0.46077193421397,0.46345126246888446,0.46077193421397,0.9215438684279401
largest_srb_repair_over_naive,10,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/009.png,1,0.9645342200971596,0.0445177426237188,0.5706528074362166,0.9645342200971596,0.5045259813604392,0.4997475894067466,0.4997475894067466,0.9645342200971596,1,0.0,0.0,0.46000823873672037,0.46478663069041304,0.46000823873672037,0.9200164774734408
largest_srb_repair_over_old_quality,1,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/007.png,1,1.0,0.0,0.9762435355737216,1.0,0.5,0.5,0.5,1.0,1,0.0,0.0,0.5,0.5,0.5,1.0
largest_srb_repair_over_old_quality,2,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.984749652446234
largest_srb_repair_over_old_quality,3,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/017.png,1,1.0,0.01713529949495,0.8920479408496224,1.0,0.508567649747475,0.5081052020313155,0.5081052020313155,1.0,1,0.0,0.0,0.49143235025252496,0.4918947979686845,0.49143235025252496,0.98286470050505
largest_srb_repair_over_old_quality,4,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/006.png,1,1.0,0.0374610534052138,0.9653399436900194,1.0,0.5187305267026069,0.5184059261474929,0.5184059261474929,1.0,1,0.0,0.0,0.4812694732973931,0.4815940738525071,0.4812694732973931,0.9625389465947862
largest_srb_repair_over_old_quality,5,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/squeeze/006.png,1,1.0,0.0515032872866932,0.4917440329932034,1.0,0.5257516436433466,0.5192074303723648,0.5192074303723648,1.0,1,0.0,0.0,0.4742483563566534,0.48079256962763517,0.4742483563566534,0.9484967127133068
largest_srb_repair_over_old_quality,6,carpet,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/carpet/test/hole/003.png,1,0.9820363785845058,0.0422991224768934,0.5609129962190759,0.9820363785845058,0.5121677505306996,0.5075245017929643,0.5075245017929643,0.9820363785845058,1,0.0,0.0,0.46986862805380614,0.4745118767915415,0.46986862805380614,0.9397372561076124
largest_srb_repair_over_old_quality,7,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/flip/005.png,1,1.0,0.0750351177183328,0.8581702472505125,1.0,0.5375175588591664,0.5348570058107864,0.5348570058107864,1.0,1,0.0,0.0,0.4624824411408336,0.46514299418921357,0.4624824411408336,0.9249648822816672
largest_srb_repair_over_old_quality,8,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/flip/012.png,1,1.0,0.074097607011711,0.8820851909944453,1.0,0.5370488035058555,0.5348645022112168,0.5348645022112168,1.0,1,0.0,0.0,0.4629511964941445,0.46513549778878316,0.4629511964941445,0.925902392988289
largest_srb_repair_over_old_quality,9,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/009.png,1,0.9645342200971596,0.0445177426237188,0.5706528074362166,0.9645342200971596,0.5045259813604392,0.4997475894067466,0.4997475894067466,0.9645342200971596,1,0.0,0.0,0.46000823873672037,0.46478663069041304,0.46000823873672037,0.9200164774734408
largest_srb_repair_over_old_quality,10,wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/combined/000.png,1,1.0,0.140151121703777,0.0259048013142779,1.0,0.5700755608518885,0.5359454271663716,0.5359454271663716,1.0,0,0.0,0.0,0.4299244391481115,0.4640545728336284,0.4299244391481115,0.859848878296223
gate_off_high_disagreement,1,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.984749652446234
gate_off_high_disagreement,2,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/015.png,1,1.0,0.1048748928432709,0.4010775655971488,1.0,0.5524374464216355,0.536734464889278,0.536734464889278,1.0,0,0.0,0.0,0.4475625535783645,0.463265535110722,0.4475625535783645,0.8951251071567291
gate_off_high_disagreement,3,grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/004.png,1,0.8799620300597165,0.0,0.1393661741247203,0.8799620300597165,0.4399810150298582,0.4399810150298582,0.4399810150298582,0.8799620300597165,0,0.0,0.0,0.4399810150298583,0.4399810150298583,0.4399810150298583,0.8799620300597165
gate_off_high_disagreement,4,carpet,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/carpet/test/hole/006.png,1,1.0,0.1311117482960336,0.3370092246966409,1.0,0.5655558741480168,0.5438244042344752,0.5438244042344752,1.0,0,0.0,0.0,0.4344441258519832,0.4561755957655248,0.4344441258519832,0.8688882517039664
gate_off_high_disagreement,5,zipper,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/zipper/test/squeezed_teeth/014.png,1,0.8662644061759933,0.0,0.3934278815777599,0.8662644061759933,0.4331322030879966,0.4331322030879966,0.4331322030879966,0.8662644061759933,0,0.0,0.0,0.4331322030879967,0.4331322030879967,0.4331322030879967,0.8662644061759933
gate_off_high_disagreement,6,tile,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/tile/test/good/015.png,0,0.1017604144766806,0.9641835739820828,0.4062249454117201,0.1017604144766806,0.5329719942293818,0.3898449556607982,0.3898449556607982,0.1017604144766806,0,0.0,0.0,-0.4312115797527012,-0.2880845411841176,-0.4312115797527012,0.8624231595054022
gate_off_high_disagreement,7,wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/combined/000.png,1,1.0,0.140151121703777,0.0259048013142779,1.0,0.5700755608518885,0.5359454271663716,0.5359454271663716,1.0,0,0.0,0.0,0.4299244391481115,0.4640545728336284,0.4299244391481115,0.859848878296223
gate_off_high_disagreement,8,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/hole/009.png,1,0.8573717500868581,0.0,0.4223095760841115,0.8573717500868581,0.428685875043429,0.428685875043429,0.428685875043429,0.8573717500868581,0,0.0,0.0,0.4286858750434291,0.4286858750434291,0.4286858750434291,0.8573717500868581
gate_off_high_disagreement,9,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/006.png,1,1.0,0.1753701493124942,0.3629843266694483,1.0,0.5876850746562471,0.5597566912196527,0.5597566912196527,1.0,0,0.0,0.0,0.4123149253437529,0.44024330878034734,0.4123149253437529,0.8246298506875058
gate_off_high_disagreement,10,screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/019.png,1,1.0,0.1774060117091073,0.2297998770024902,1.0,0.5887030058545537,0.5545434728448406,0.5545434728448406,1.0,0,0.0,0.0,0.4112969941454463,0.4454565271551594,0.4112969941454463,0.8225939882908927
gate_on_high_weight,1,grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/good/010.png,0,0.0667905256371102,0.0806698051567339,1.0,0.0667905256371102,0.0737301653969221,0.0737301653969221,0.0737301653969221,0.0715583774156527,1,0.3435230028908422,0.004767851778542498,-0.0021717879812694074,-0.0021717879812694074,-0.006939639759811905,0.0138792795196237
gate_on_high_weight,2,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/009.png,1,0.5567930941108562,0.5773610768736558,0.9915605851088624,0.5567930941108562,0.567077085492256,0.5658589380748233,0.5928958693014792,0.5637353810141088,1,0.3375288176441329,0.0069422869032526036,-0.0033417044781471894,-0.0021235570607145426,-0.010283991381399793,0.020567982762799586
gate_on_high_weight,3,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/015.png,1,0.6087003801740779,0.6031063950578531,0.9648153039504052,0.6087003801740779,0.6059033876159655,0.6005983588170462,0.6295299196507107,0.6068254627515006,1,0.3351666805725464,-0.0018749174225772824,0.0009220751355351053,0.00622710393445447,0.002796992558112388,0.005593985116224776
gate_on_high_weight,4,tile,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/tile/test/oil/002.png,1,0.6249037375218037,0.6225312224337289,0.953856673432077,0.6249037375218037,0.6237174799777663,0.6165360646038944,0.6461559020181711,0.6241141793271188,1,0.3327937506714237,-0.0007895581946849584,0.00039669934935249174,0.0075781147232243384,0.00118625754403745,0.002372515088074789
gate_on_high_weight,5,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/cable_swap/005.png,1,0.2640019728897545,0.2830736233851565,0.9293628268635552,0.2640019728897545,0.2735377981374555,0.2685389180011009,0.2685389180011009,0.2700477922113486,1,0.3170055639941428,0.0060458193215940925,-0.003490005926106876,0.0015088742102477015,-0.009535825247700969,0.019071650495401993
gate_on_high_weight,6,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/print/016.png,1,0.7346862757728663,0.6860438189573353,0.9458021940984755,0.7346862757728663,0.7103650473651009,0.7010695299301533,0.7319345059102523,0.7196284567762432,1,0.3095612348226473,-0.015057818996623062,0.009263409411142343,0.01855892684608995,0.024321228407765405,0.04864245681553092
gate_on_high_weight,7,wood,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/wood/test/scratch/001.png,1,0.1311483824497738,0.209999112381898,0.9800810924317848,0.1311483824497738,0.1705737474158359,0.1695280091886003,0.1695280091886003,0.1553527440309136,1,0.3069643312366953,0.024204361581139783,-0.0152210033849223,-0.014175265157686717,-0.03942536496606208,0.07885072993212419
gate_on_high_weight,8,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/good/006.png,0,0.0158674382543811,0.0276218275792341,0.8786733095389513,0.0158674382543811,0.0217446329168076,0.020906816685639,0.020906816685639,0.0194256776207133,1,0.3027157998594499,0.0035582393663321985,-0.0023189552960942994,-0.0014811390649256996,-0.005877194662426498,0.011754389324853
gate_on_high_weight,9,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,1,0.8458270250412001,0.9316165617456398,0.972727224525224,0.8458270250412001,0.88872179339342,0.882369851064152,0.9199785942269147,0.8716935380820631,1,0.3015112802156483,0.02586651304086296,-0.017028255311356877,-0.010676312982088931,-0.042894768352219836,0.08578953670443967
gate_on_high_weight,10,tile,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/tile/test/oil/011.png,1,0.6643158866252907,0.7348019870931849,0.9502713565522384,0.6643158866252907,0.6995589368592379,0.6904237603540219,0.7197629537525952,0.6855559715579883,1,0.3013372110487552,0.021240084932697578,-0.01400296530124956,-0.004867788796033556,-0.03524305023394714,0.07048610046789416
