case_type,case_rank,category,image_path,Y,label_orientation,D,M,Q,score_D0,score_V3,score_V4,score_V6,score_S1,srb_pre_gate,srb_weight,srb_benefit_vs_detector,srb_benefit_vs_naive,srb_benefit_vs_old_quality,naive_harm_vs_detector,old_quality_harm_vs_detector,vlm_directional_advantage,detector_vlm_disagreement
largest_naive_harm,1,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/007.png,1,1.0,1.0,0.0,0.9762435355737216,1.0,0.5,0.5,0.5,1.0,1,0.0,0.0,0.5,0.5,0.5,0.5,-1.0,1.0
largest_naive_harm,2,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,1.0,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.4923748262231171,-0.984749652446234,0.984749652446234
largest_naive_harm,3,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/017.png,1,1.0,1.0,0.01713529949495,0.8920479408496224,1.0,0.508567649747475,0.5081052020313155,0.5081052020313155,1.0,1,0.0,0.0,0.49143235025252496,0.4918947979686845,0.49143235025252496,0.4918947979686845,-0.98286470050505,0.98286470050505
largest_naive_harm,4,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/006.png,1,1.0,1.0,0.0374610534052138,0.9653399436900194,1.0,0.5187305267026069,0.5184059261474929,0.5184059261474929,1.0,1,0.0,0.0,0.4812694732973931,0.4815940738525071,0.4812694732973931,0.4815940738525071,-0.9625389465947862,0.9625389465947862
largest_naive_harm,5,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/squeeze/006.png,1,1.0,1.0,0.0515032872866932,0.4917440329932034,1.0,0.5257516436433466,0.5192074303723648,0.5192074303723648,1.0,1,0.0,0.0,0.4742483563566534,0.48079256962763517,0.4742483563566534,0.48079256962763517,-0.9484967127133068,0.9484967127133068
largest_srb_repair_over_naive,1,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/007.png,1,1.0,1.0,0.0,0.9762435355737216,1.0,0.5,0.5,0.5,1.0,1,0.0,0.0,0.5,0.5,0.5,0.5,-1.0,1.0
largest_srb_repair_over_naive,2,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,1.0,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.4923748262231171,-0.984749652446234,0.984749652446234
largest_srb_repair_over_naive,3,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/017.png,1,1.0,1.0,0.01713529949495,0.8920479408496224,1.0,0.508567649747475,0.5081052020313155,0.5081052020313155,1.0,1,0.0,0.0,0.49143235025252496,0.4918947979686845,0.49143235025252496,0.4918947979686845,-0.98286470050505,0.98286470050505
largest_srb_repair_over_naive,4,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/006.png,1,1.0,1.0,0.0374610534052138,0.9653399436900194,1.0,0.5187305267026069,0.5184059261474929,0.5184059261474929,1.0,1,0.0,0.0,0.4812694732973931,0.4815940738525071,0.4812694732973931,0.4815940738525071,-0.9625389465947862,0.9625389465947862
largest_srb_repair_over_naive,5,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/squeeze/006.png,1,1.0,1.0,0.0515032872866932,0.4917440329932034,1.0,0.5257516436433466,0.5192074303723648,0.5192074303723648,1.0,1,0.0,0.0,0.4742483563566534,0.48079256962763517,0.4742483563566534,0.48079256962763517,-0.9484967127133068,0.9484967127133068
largest_srb_repair_over_old_quality,1,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/007.png,1,1.0,1.0,0.0,0.9762435355737216,1.0,0.5,0.5,0.5,1.0,1,0.0,0.0,0.5,0.5,0.5,0.5,-1.0,1.0
largest_srb_repair_over_old_quality,2,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,1.0,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.4923748262231171,-0.984749652446234,0.984749652446234
largest_srb_repair_over_old_quality,3,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/017.png,1,1.0,1.0,0.01713529949495,0.8920479408496224,1.0,0.508567649747475,0.5081052020313155,0.5081052020313155,1.0,1,0.0,0.0,0.49143235025252496,0.4918947979686845,0.49143235025252496,0.4918947979686845,-0.98286470050505,0.98286470050505
largest_srb_repair_over_old_quality,4,pill,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/pill/test/pill_type/006.png,1,1.0,1.0,0.0374610534052138,0.9653399436900194,1.0,0.5187305267026069,0.5184059261474929,0.5184059261474929,1.0,1,0.0,0.0,0.4812694732973931,0.4815940738525071,0.4812694732973931,0.4815940738525071,-0.9625389465947862,0.9625389465947862
largest_srb_repair_over_old_quality,5,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/squeeze/006.png,1,1.0,1.0,0.0515032872866932,0.4917440329932034,1.0,0.5257516436433466,0.5192074303723648,0.5192074303723648,1.0,1,0.0,0.0,0.4742483563566534,0.48079256962763517,0.4742483563566534,0.48079256962763517,-0.9484967127133068,0.9484967127133068
gate_off_protected_from_harmful_vlm,1,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/color/006.png,1,1.0,0.984749652446234,0.0,0.1158146234747238,0.984749652446234,0.4923748262231169,0.4923748262231169,0.4923748262231169,0.984749652446234,0,0.0,0.0,0.4923748262231171,0.4923748262231171,0.4923748262231171,0.4923748262231171,-0.984749652446234,0.984749652446234
gate_off_protected_from_harmful_vlm,2,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/glue/015.png,1,1.0,1.0,0.1048748928432709,0.4010775655971488,1.0,0.5524374464216355,0.536734464889278,0.536734464889278,1.0,0,0.0,0.0,0.4475625535783645,0.463265535110722,0.4475625535783645,0.463265535110722,-0.8951251071567291,0.8951251071567291
gate_off_protected_from_harmful_vlm,3,grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/004.png,1,1.0,0.8799620300597165,0.0,0.1393661741247203,0.8799620300597165,0.4399810150298582,0.4399810150298582,0.4399810150298582,0.8799620300597165,0,0.0,0.0,0.4399810150298583,0.4399810150298583,0.4399810150298583,0.4399810150298583,-0.8799620300597165,0.8799620300597165
gate_off_protected_from_harmful_vlm,4,carpet,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/carpet/test/hole/006.png,1,1.0,1.0,0.1311117482960336,0.3370092246966409,1.0,0.5655558741480168,0.5438244042344752,0.5438244042344752,1.0,0,0.0,0.0,0.4344441258519832,0.4561755957655248,0.4344441258519832,0.4561755957655248,-0.8688882517039664,0.8688882517039664
gate_off_protected_from_harmful_vlm,5,zipper,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/zipper/test/squeezed_teeth/014.png,1,1.0,0.8662644061759933,0.0,0.3934278815777599,0.8662644061759933,0.4331322030879966,0.4331322030879966,0.4331322030879966,0.8662644061759933,0,0.0,0.0,0.4331322030879967,0.4331322030879967,0.4331322030879967,0.4331322030879967,-0.8662644061759933,0.8662644061759933
gate_off_missed_vlm_opportunity,1,tile,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/tile/test/gray_stroke/013.png,1,1.0,0.3147447244922396,0.9807094108361614,0.2054424540707552,0.3147447244922396,0.6477270676642005,0.4529195519782766,0.4529195519782766,0.3147447244922396,0,0.0,0.0,-0.3329823431719609,-0.138174827486037,-0.3329823431719609,-0.138174827486037,0.6659646863439217,0.6659646863439217
gate_off_missed_vlm_opportunity,2,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/poke_insulation/000.png,1,1.0,0.3466365821291532,0.92641654461939,0.063327268513951,0.3466365821291532,0.6365265633742716,0.4195892845386438,0.4195892845386438,0.3466365821291532,0,0.0,0.0,-0.2898899812451184,-0.07295270240949059,-0.2898899812451184,-0.07295270240949059,0.5797799624902369,0.5797799624902369
gate_off_missed_vlm_opportunity,3,tile,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/tile/test/rough/000.png,1,1.0,0.3522246880663767,0.9272598542179324,0.3687337044534072,0.3522246880663767,0.6397422711421545,0.4934052978468475,0.4934052978468475,0.3522246880663767,0,0.0,0.0,-0.28751758307577785,-0.1411806097804708,-0.28751758307577785,-0.1411806097804708,0.5750351661515558,0.5750351661515558
gate_off_missed_vlm_opportunity,4,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/poke/010.png,1,1.0,0.2888403521619566,0.7711731867157694,0.3972695670839192,0.2888403521619566,0.530006769438863,0.4138043822682457,0.4138043822682457,0.2888403521619566,0,0.0,0.0,-0.24116641727690646,-0.12496403010628909,-0.24116641727690646,-0.12496403010628909,0.4823328345538128,0.4823328345538128
gate_off_missed_vlm_opportunity,5,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/missing_wire/000.png,1,1.0,0.3694506589671524,0.8489370835002993,0.3461223204473129,0.3694506589671524,0.6091938712337258,0.4704186186723754,0.4704186186723754,0.3694506589671524,0,0.0,0.0,-0.2397432122665734,-0.10096795970522299,-0.2397432122665734,-0.10096795970522299,0.4794864245331469,0.4794864245331469
gate_on_helpful,1,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/cable_swap/010.png,1,1.0,0.2644474611462686,0.527592191446182,0.9835317783534124,0.2644474611462686,0.3960198262962253,0.3938477000092891,0.3938477000092891,0.323249140584222,1,0.2234575602974663,0.05880167943795339,-0.07277068571200329,-0.0705985594250671,-0.13157236514995668,-0.1294002388630205,0.26314473029991337,0.26314473029991337
gate_on_helpful,2,tile,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/tile/test/oil/014.png,1,1.0,0.503736574857466,0.7951622638005491,0.9279482163082428,0.503736574857466,0.6494494193290076,0.6351262044712063,0.6516870548579806,0.5616085195498992,1,0.1985821665286887,0.057871944692433175,-0.08784089977910836,-0.07351768492130706,-0.14571284447154154,-0.13138962961374023,0.29142568894308307,0.29142568894308307
gate_on_helpful,3,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/cable_swap/004.png,1,1.0,0.2873448188977135,0.7095436453893224,0.8779540182678789,0.2873448188977135,0.4984442321435179,0.4767949944476859,0.4767949944476859,0.3440478242295023,1,0.1343040334881551,0.05670300533178879,-0.1543964079140156,-0.1327471702181836,-0.2110994132458044,-0.1894501755499724,0.42219882649160884,0.42219882649160884
gate_on_helpful,4,metal_nut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/metal_nut/test/scratch/003.png,1,1.0,0.6835623033382301,0.9912883141314928,0.8648199495541753,0.6835623033382301,0.8374253087348613,0.8039247076571985,0.8243868839645884,0.7384895823891254,1,0.1784941055496174,0.05492727905089534,-0.09893572634573589,-0.06543512526807305,-0.15386300539663122,-0.12036240431896839,0.30772601079326267,0.30772601079326267
gate_on_helpful,5,tile,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/tile/test/rough/009.png,1,1.0,0.5360941410695625,0.7833348809136932,0.9402235873576912,0.5360941410695625,0.6597145109916278,0.6480082737219752,0.6669796271172281,0.5906345055688186,1,0.2205961870751567,0.05454036449925603,-0.06908000542280923,-0.057373768153156646,-0.12362036992206527,-0.11191413265241268,0.24724073984413064,0.24724073984413064
gate_on_harmful,1,capsule,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/capsule/test/crack/001.png,1,1.0,1.0,0.5843307759685059,1.0,1.0,0.792165387984253,0.792165387984253,0.8092375107714508,0.9351468600322178,1,0.1560210287853027,-0.06485313996778219,0.14298147204796485,0.14298147204796485,0.20783461201574704,0.20783461201574704,-0.4156692240314941,0.4156692240314941
gate_on_harmful,2,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/022.png,1,1.0,1.0,0.6682457173584574,1.0,1.0,0.8341228586792286,0.8341228586792286,0.8564504756176246,0.9352477562992624,1,0.19518133476728,-0.06475224370073762,0.10112489762003374,0.10112489762003374,0.16587714132077136,0.16587714132077136,-0.3317542826415426,0.3317542826415426
gate_on_harmful,3,grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/010.png,1,1.0,0.7381157119309654,0.3627904639045749,0.971493842237608,0.7381157119309654,0.5504530879177701,0.5478676473680814,0.5478676473680814,0.6743614764937909,1,0.1698639667126568,-0.06375423543717451,0.12390838857602071,0.1264938291257095,0.18766262401319522,0.190248064562884,-0.37532524802639045,0.37532524802639045
gate_on_harmful,4,cable,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/cable/test/missing_cable/006.png,1,1.0,1.0,0.5585862575955693,1.0,1.0,0.7792931287977847,0.7792931287977847,0.7948940591565159,0.9364333664174088,1,0.1440069202112656,-0.06356663358259118,0.15714023761962415,0.15714023761962415,0.22070687120221533,0.22070687120221533,-0.44141374240443065,0.44141374240443065
gate_on_harmful,5,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/contamination/011.png,1,1.0,0.5671046079943992,0.2594996207283322,1.0,0.5671046079943992,0.4133021143613657,0.4133021143613657,0.4133021143613657,0.5035992489403891,1,0.206451005942502,-0.06350535905401011,0.09029713457902339,0.09029713457902339,0.1538024936330335,0.1538024936330335,-0.307604987266067,0.307604987266067
