image_id,dataset,category,split,path,width,height,sha256,bytes
006976a37f7fd9cc547bcca6,VisA,macaroni1,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni1/Data/Images/Normal/0547.JPG,1500,1000,a19beb6584326f9776907f144af1e5c9a10b353686f8dfcbb88e9c4567c2a405,114750
006fad0fd422f2627a8c5670,VisA,pcb3,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0279.JPG,1562,960,c2971d81d8cff9af49147a8c114297e748507739abd410bf9f660b6119089c7c,141814
006fbc35271ec7704ec07367,VisA,macaroni1,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni1/Data/Images/Normal/0364.JPG,1500,1000,afd2993304520009dbe32d4345feeb57b6bd80ed8d4f0407ddec70c5aef0cac2,94418
008c59d50dac60c1af090945,VisA,macaroni2,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni2/Data/Images/Normal/0501.JPG,1500,1000,8c5902bdc3bedbc67632506d2e6b0ca0e84e082ac4a3176e55f94169a9b66e79,105117
008c78d2888b3b7523a92220,VisA,fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Normal/033.JPG,1500,1000,378aa55c4474d9d45d0d1b1b54ab97d837022dade9d75060169b31fecb092eeb,140856
0093e2d53f7a4bca92e40de6,VisA,pcb4,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb4/Data/Images/Normal/0395.JPG,1358,1104,7133657606095495b9d46dec039bb9b878ea02bf9f9660dfc2eae2a1ba4aec13,234138
009a177e1c4510f6403866ea,VisA,macaroni2,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni2/Data/Images/Normal/0091.JPG,1500,1000,f5348efde26352b47bb52a0b65e2d4a9c8ffc3474decc9a82b87cdb49cabf4c2,102496
009ca27534bca66144726b1b,VisA,pcb3,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0186.JPG,1562,960,14fe482a02b92e96591709c0d3e9ac760569ee0b32af984fff3df2b4261d9bd7,128179
009fb42ea266292192bce16d,VisA,pipe_fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Normal/454.JPG,1300,1154,cc85f07db54a6f665d3aac63f591b5a6b7e98b2f3356571d13fb57aa4b1a8c58,114983
00a439c8557592c5b49f2263,VisA,pcb1,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0388.JPG,1404,1070,db383b33522bfa2bb68241630331c4ba760d5eacbc9963198bc499eacbebfd79,277321
00ab8c2f74580891d3b2d83e,VisA,macaroni1,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni1/Data/Images/Normal/0986.JPG,1500,1000,2189cc13adbf4f33e640354221f9ba97b78756ff9264becc9ff23d0e8f820e9b,119799
00ac8a6f7696d3ef9da78b5e,VisA,pipe_fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Normal/330.JPG,1300,1154,10e67e5041ef20c2078e12c2f353696d8299d364605ea732f4ea647b728de0dc,95073
00ce290e5a3e65804ea00a43,VisA,pipe_fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Normal/097.JPG,1300,1154,e27385f724eaceeb776fc06c3bf140a16ef4ede62d8a1e84ed4e08325a90620e,92972
00cef37d182b4aff669f8eaf,VisA,candle,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0579.JPG,1284,1168,5d825043a21e6b7e17352183e585559c4e3e3705e0f833973ef40e337d849d11,115946
00d0f35e95bedd40a2b3c376,VisA,chewinggum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Normal/056.JPG,1342,1118,1f1246f5002c83280d67c034184a1a85126921c2943d3b95b2e125dc91aa71e5,138598
00fcb1a5db4e82293a9fe8f3,VisA,macaroni1,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni1/Data/Images/Normal/0702.JPG,1500,1000,039a8863ef105e3294df908ba269595ebbd0bed1806c81d79f7286adf4837e71,121955
0107cbcace84d2c5c312d706,VisA,pcb2,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb2/Data/Images/Normal/0073.JPG,1404,1070,e7d4063c166ef40d710153c52abde0815b597c4cb09f6d497fbf17a79ec99ccc,253852
0144b8b67f6a0bcbc35ca6f0,VisA,capsules,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/312.JPG,1500,1000,1637857637f921cbf08c14a81ee60ebbfccd716d450f3025ccbec00e7d4dbf54,243881
01473b2004c78157204535b4,VisA,capsules,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/302.JPG,1500,1000,6a4b0b1516c983930426e0ec67f3f88c64cdfb6a9479cff77b6cc48eba08463c,209215
015c140615f32256fc94789f,VisA,pcb1,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0711.JPG,1404,1070,bcfbf95d80b972b008bc5cc01861462c45ddab0f28159bebdd08b732e1383a2e,268611
015d0c1f7e912c6dc26f515f,VisA,chewinggum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Normal/142.JPG,1342,1118,59b14ddfadb2594103f05e0376f1ec5a8b84d2db8d951c7d8984c4e3072fe70b,139742
015ff7ae7f991bc5704eb97b,VisA,cashew,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Normal/479.JPG,1274,1176,649f462c4f72da650ab398e6213c4be391a2ba44ae03c568f994f1832d8fe70f,328852
016ac983cc1fe1cf34e6bbfd,VisA,pipe_fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pipe_fryum/Data/Images/Normal/115.JPG,1300,1154,853cacbd806c8d471d3895ac24d6b1dcc1a454df16a9a957f73bb9f5c6a021e1,75999
017f2785816eb026499e7359,VisA,candle,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0164.JPG,1284,1168,2e84d49422cd0b7f4af05e2ec55ca9995d14671c0b272ad865748c5fcdea30d0,120694
01b4fa6d6f6b25a169cb3c76,VisA,pcb3,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0361.JPG,1562,960,e37c8419ac53f277964910999e08844734254dd2e5455cfa869ff32718085535,141232
01b9d4c69845673f2f4546a1,VisA,pcb3,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb3/Data/Images/Normal/0475.JPG,1562,960,c3ff773f4aaeb277d06104c98c3550ec2572c3e50d8b208b4d1f54dfdf10cbf5,139585
01bb1327f207ea1dad9025e3,VisA,fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Normal/076.JPG,1500,1000,734a2b28ec2802fbfe0840ff6b4044f1164e33e49598ff729d8c0766b5e4a0cf,140444
01c8707f027431b8d5bbb8fa,VisA,pcb1,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/pcb1/Data/Images/Normal/0103.JPG,1404,1070,a968fadac212e621b4ca1725a41794aed143aec329f1bb233109486f9ca72524,269769
01e5ea53c3907805e42c3898,VisA,candle,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0302.JPG,1284,1168,d9263b5a72b1857149b755512256416c7e1f12408d776349468e9b90efe1fe5d,113788
01eb9290ab1aa129c97d94cc,VisA,candle,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0807.JPG,1284,1168,ca8270b6d6de124090a61ffd4f43d25cfbfe4d5a4e97f6066a11b10035deb087,118345
01f44f2b391bc1d2a7fc9062,VisA,capsules,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/067.JPG,1500,1000,85cfe72edc7038f0d4e1a4c6efaec3da7d1587910de3c95d77301682b5531bec,245432
01f67ed388790640a0cf87d2,VisA,cashew,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Normal/204.JPG,1274,1176,95866eaf8e81dde9f8a32e3bcb50c94a31c7261e04fe07441f264af50fe89b80,290916
0252e4bdb4d8a23276af8a1b,VisA,fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Normal/330.JPG,1500,1000,7ddb2bbb1a4b613d0dcb80fde4da4f675150746a94e3ed203c2c4a25e2dd4e77,142290
026d4f6c6efa5aa45f51756d,VisA,macaroni2,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/macaroni2/Data/Images/Normal/0594.JPG,1500,1000,fc4a10aafa833b28df7a197905acb7abea146f4596a933e5dfb6f0ffd686f263,117974
02e5eec53cecd998fbcf1131,VisA,cashew,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Normal/034.JPG,1274,1176,33eda54dc35ec00af8cceac6b7791ead49420738a5d8fc8c700a2cbac24b34b0,298184
035f698b12c7de3ff0c72993,VisA,cashew,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/cashew/Data/Images/Normal/371.JPG,1274,1176,62e0e43fcb9269f5627825a1974909925503d4cf88b34261929aee7877cebded,223435
0388029ae9cdbe2131e5b218,VisA,fryum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/fryum/Data/Images/Normal/185.JPG,1500,1000,816fb5b03be6656405e34bf43f28807ca676611d782da7c797cee2dd840df84d,134273
03b45910040e83957f6cad20,VisA,chewinggum,train,/root/private_data/iad-vlm-anomaly/datasets/VisA/chewinggum/Data/Images/Normal/302.JPG,1342,1118,f736e5180e98f56c5c9bb3d4edf711bc77fe968c3650a943bb9ef5a88e65d8f6,135199
