category,image_path,gt_mask_path,box_x1,box_y1,box_x2,box_y2,patchcore_top1_gt_iou,patchcore_top1_gt_f1,sam2_score,sam2_gt_iou,sam2_gt_f1,visual_path
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/024.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/scratch_neck/024_mask.png,62.0,109.0,78.0,123.0,0.665217,0.798956,0.07653681188821793,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0035_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/000_mask.png,55.0,151.0,87.0,174.0,0.0,0.0,0.0010830644750967622,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0036_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/002_mask.png,105.0,57.0,122.0,97.0,0.0,0.0,0.8316824436187744,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0037_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/003_mask.png,65.0,134.0,93.0,151.0,0.182628,0.308851,0.8382587432861328,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0038_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/005_mask.png,141.0,129.0,160.0,147.0,0.362832,0.532468,0.6675438284873962,0.03003003003003003,0.05830903790087463,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0039_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/011.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/011_mask.png,44.0,175.0,69.0,199.0,0.0,0.0,0.10866502672433853,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0040_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/013.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/013_mask.png,135.0,28.0,155.0,66.0,0.0,0.0,0.8304716348648071,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0041_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/014.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/014_mask.png,95.0,67.0,112.0,91.0,0.0,0.0,0.8083012700080872,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0042_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/015.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/015_mask.png,96.0,85.0,121.0,102.0,0.23389,0.37911,0.6316632628440857,0.20735785953177258,0.34349030470914127,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0043_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/016.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/016_mask.png,133.0,79.0,159.0,97.0,0.358595,0.527891,0.6229087710380554,0.013793103448275862,0.027210884353741496,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0044_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/017.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/017_mask.png,123.0,44.0,141.0,68.0,0.168919,0.289017,0.000537765386980027,0.029159519725557463,0.056666666666666664,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0045_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/020.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/020_mask.png,161.0,57.0,192.0,81.0,0.0,0.0,0.00024607748491689563,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0046_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/021.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_side/021_mask.png,160.0,140.0,182.0,160.0,0.516883,0.681507,0.47403785586357117,0.02857142857142857,0.05555555555555555,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0047_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/000_mask.png,50.0,63.0,70.0,80.0,0.462926,0.632877,0.6814404129981995,0.0941385435168739,0.17207792207792208,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0048_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/001_mask.png,127.0,72.0,143.0,100.0,0.576923,0.731707,0.05109938234090805,0.06560636182902585,0.12313432835820895,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0049_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/003_mask.png,134.0,29.0,154.0,56.0,0.0,0.0,0.8660302758216858,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0050_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/005_mask.png,118.0,106.0,137.0,141.0,0.480769,0.649351,0.005755821242928505,0.19419924337957126,0.3252375923970433,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0051_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/006.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/006_mask.png,57.0,146.0,78.0,167.0,0.493578,0.660934,0.6607010364532471,0.0031545741324921135,0.006289308176100629,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0052_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/007_mask.png,118.0,101.0,137.0,132.0,0.493197,0.660592,0.4511107802391052,0.02092675635276532,0.040995607613469986,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0053_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/008_mask.png,122.0,139.0,140.0,165.0,0.504082,0.670285,0.5888704657554626,0.13580246913580246,0.2391304347826087,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0054_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/009_mask.png,11.0,171.0,33.0,194.0,0.0,0.0,0.0998002365231514,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0055_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/010.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/010_mask.png,63.0,65.0,84.0,86.0,0.478079,0.646893,0.6721023917198181,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0056_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/011.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/011_mask.png,76.0,130.0,94.0,146.0,0.416873,0.588441,0.7833495736122131,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0057_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/013.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/013_mask.png,99.0,60.0,115.0,79.0,0.0,0.0,1.105936462408863e-05,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0058_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/015.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/015_mask.png,92.0,99.0,108.0,122.0,0.204641,0.339755,0.7761362791061401,0.17777777777777778,0.3018867924528302,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0059_sam2_box.png
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/019.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/ground_truth/thread_top/019_mask.png,131.0,160.0,148.0,180.0,0.447566,0.61837,0.6666350364685059,0.13364779874213836,0.23578363384188628,results/analysis/sam2_prompt_feasibility/MVTecAD/screw/sam2_box_prompt/screw_0060_sam2_box.png
