dataset,category,batch_idx,item_idx,image_path,mask_path,gt_label,pred_label,pred_score,x1,y1,x2,y2,area,mean_score,max_score,threshold,map_min,map_max,map_mean,candidate_rank,candidate_available,crop_path,crop_x1,crop_y1,crop_x2,crop_y2,image_width,image_height,error,gt_binary,image_path_resolved,crop_path_resolved,clip_backend,full_normal_score,full_anomaly_score,full_vlm_margin,crop_normal_score,crop_anomaly_score,crop_vlm_margin
MVTec AD 2,vial,0,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000378_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000378_001_shift_3.png,True,True,1.0,740,763,838,911,10407,0.6265055537223816,0.6431372761726379,0.6117647290229797,0.0,1.0,0.1391790360212326,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000378_001_shift_3_cand3.png,723,746,855,928,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000378_001_shift_3.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000378_001_shift_3_cand3.png,open_clip:ViT-B-32/openai,0.2976086735725403,0.295645534992218,-0.0019631385803222656,0.27752867341041565,0.28368130326271057,0.006152629852294922
MVTec AD 2,vial,0,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000381_002_overexposed.png,True,True,1.0,604,1271,795,1684,59707,0.7620846629142761,1.0,0.6117647290229797,0.0,1.0,0.2266134172677993,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand1.png,555,1222,844,1733,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand1.png,open_clip:ViT-B-32/openai,0.284162312746048,0.27829408645629883,-0.0058682262897491455,0.2630018889904022,0.26504480838775635,0.002042919397354126
MVTec AD 2,vial,0,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000381_002_overexposed.png,True,True,1.0,666,959,786,1189,20010,0.6312577128410339,0.6549019813537598,0.6117647290229797,0.0,1.0,0.2266134172677993,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand2.png,639,932,813,1216,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand2.png,open_clip:ViT-B-32/openai,0.284162312746048,0.27829408645629883,-0.0058682262897491455,0.24228821694850922,0.23996150493621826,-0.0023267120122909546
MVTec AD 2,vial,0,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000381_002_overexposed.png,True,True,1.0,722,614,771,666,2015,0.6142305731773376,0.6196078658103943,0.6117647290229797,0.0,1.0,0.2266134172677993,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand3.png,716,608,777,672,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand3.png,open_clip:ViT-B-32/openai,0.284162312746048,0.27829408645629883,-0.0058682262897491455,0.29870903491973877,0.30865851044654846,0.009949475526809692
MVTec AD 2,vial,0,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000383_002_shift_1.png,True,True,1.0,611,1275,794,1683,56013,0.7662494778633118,1.0,0.6196078658103943,0.0,1.0,0.139261856675148,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand1.png,563,1227,842,1731,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand1.png,open_clip:ViT-B-32/openai,0.2857184112071991,0.27960869669914246,-0.006109714508056641,0.25549498200416565,0.256315678358078,0.0008206963539123535
MVTec AD 2,vial,0,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000383_002_shift_1.png,True,True,1.0,666,982,810,1208,23697,0.6516620516777039,0.6980392336845398,0.6196078658103943,0.0,1.0,0.139261856675148,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand2.png,639,955,837,1235,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand2.png,open_clip:ViT-B-32/openai,0.2857184112071991,0.27960869669914246,-0.006109714508056641,0.25628548860549927,0.25611016154289246,-0.00017532706260681152
MVTec AD 2,vial,0,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000383_002_shift_1.png,True,True,1.0,711,601,775,668,2974,0.6231311559677124,0.6274510025978088,0.6196078658103943,0.0,1.0,0.139261856675148,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand3.png,703,593,783,676,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand3.png,open_clip:ViT-B-32/openai,0.2857184112071991,0.27960869669914246,-0.006109714508056641,0.29828962683677673,0.3082440495491028,0.00995442271232605
MVTec AD 2,vial,0,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000384_002_shift_2.png,True,True,1.0,608,1278,796,1687,57245,0.7599732875823975,1.0,0.6078431606292725,0.0,1.0,0.1504313796758651,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand1.png,559,1229,845,1736,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand1.png,open_clip:ViT-B-32/openai,0.283383309841156,0.2769205570220947,-0.006462752819061279,0.2541130781173706,0.2544145882129669,0.0003015100955963135
MVTec AD 2,vial,0,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000384_002_shift_2.png,True,True,1.0,667,974,789,1200,19377,0.6261931657791138,0.6509804129600525,0.6078431606292725,0.0,1.0,0.1504313796758651,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand2.png,640,947,816,1227,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand2.png,open_clip:ViT-B-32/openai,0.283383309841156,0.2769205570220947,-0.006462752819061279,0.24589969217777252,0.24253740906715393,-0.0033622831106185913
MVTec AD 2,vial,0,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000384_002_shift_2.png,True,True,1.0,705,599,781,670,3877,0.6142389178276062,0.6235294342041016,0.6078431606292725,0.0,1.0,0.1504313796758651,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand3.png,696,590,790,679,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand3.png,open_clip:ViT-B-32/openai,0.283383309841156,0.2769205570220947,-0.006462752819061279,0.2901763617992401,0.2978664040565491,0.00769004225730896
MVTec AD 2,vial,1,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000385_002_shift_3.png,True,True,1.0,607,1267,797,1689,59420,0.7558262944221497,1.0,0.6039215922355652,0.0,1.0,0.1332245618104934,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand1.png,557,1217,847,1739,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand1.png,open_clip:ViT-B-32/openai,0.2819112539291382,0.27537983655929565,-0.006531417369842529,0.2558424472808838,0.2566283345222473,0.0007858872413635254
MVTec AD 2,vial,1,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000385_002_shift_3.png,True,True,1.0,660,978,789,1210,21068,0.6236807703971863,0.6470588445663452,0.6039215922355652,0.0,1.0,0.1332245618104934,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand2.png,633,951,816,1237,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand2.png,open_clip:ViT-B-32/openai,0.2819112539291382,0.27537983655929565,-0.006531417369842529,0.24540990591049194,0.24353668093681335,-0.0018732249736785889
MVTec AD 2,vial,1,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000385_002_shift_3.png,True,True,1.0,716,603,777,661,2542,0.6079989671707153,0.615686297416687,0.6039215922355652,0.0,1.0,0.1332245618104934,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand3.png,709,596,784,668,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand3.png,open_clip:ViT-B-32/openai,0.2819112539291382,0.27537983655929565,-0.006531417369842529,0.29230189323425293,0.300811767578125,0.00850987434387207
MVTec AD 2,vial,1,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000388_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000388_003_overexposed.png,True,True,0.5100245475769043,589,1286,725,1698,37231,0.8990814685821533,0.9647058844566344,0.843137264251709,0.0,1.0,0.3486828804016113,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000388_003_overexposed_cand1.png,540,1237,774,1747,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000388_003_overexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000388_003_overexposed_cand1.png,open_clip:ViT-B-32/openai,0.2703947126865387,0.2740960717201233,0.0037013590335845947,0.27623990178108215,0.2808549404144287,0.004615038633346558
MVTec AD 2,vial,1,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000388_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000388_003_overexposed.png,True,True,0.5100245475769043,578,688,759,1150,44743,0.8861955404281616,1.0,0.843137264251709,0.0,1.0,0.3486828804016113,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000388_003_overexposed_cand2.png,523,633,814,1205,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000388_003_overexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000388_003_overexposed_cand2.png,open_clip:ViT-B-32/openai,0.2703947126865387,0.2740960717201233,0.0037013590335845947,0.26129665970802307,0.26779165863990784,0.006494998931884766
MVTec AD 2,vial,1,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000389_003_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000389_003_regular.png,True,True,0.5180043578147888,598,1282,719,1682,30828,0.8706978559494019,0.9333333373069764,0.8235294222831726,0.0,1.0,0.2001054286956787,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000389_003_regular_cand1.png,550,1234,767,1730,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000389_003_regular.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000389_003_regular_cand1.png,open_clip:ViT-B-32/openai,0.2718736529350281,0.27182984352111816,-4.380941390991211e-05,0.27998316287994385,0.2855042517185211,0.0055210888385772705
MVTec AD 2,vial,1,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000389_003_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000389_003_regular.png,True,True,0.5180043578147888,570,666,762,1239,54238,0.8696792721748352,1.0,0.8235294222831726,0.0,1.0,0.2001054286956787,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000389_003_regular_cand2.png,502,598,830,1307,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000389_003_regular.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000389_003_regular_cand2.png,open_clip:ViT-B-32/openai,0.2718736529350281,0.27182984352111816,-4.380941390991211e-05,0.2642439603805542,0.2675762176513672,0.0033322572708129883
MVTec AD 2,vial,1,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000390_003_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000390_003_shift_1.png,True,True,0.5427144169807434,611,706,818,1152,55897,0.908047616481781,1.0,0.8588235378265381,0.0,1.0,0.2048284709453582,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000390_003_shift_1_cand1.png,558,653,871,1205,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000390_003_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000390_003_shift_1_cand1.png,open_clip:ViT-B-32/openai,0.2724023163318634,0.27350354194641113,0.0011012256145477295,0.2765810489654541,0.2796984314918518,0.003117382526397705
MVTec AD 2,vial,1,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000390_003_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000390_003_shift_1.png,True,True,0.5427144169807434,609,1323,713,1676,25422,0.8960105776786804,0.945098042488098,0.8588235378265381,0.0,1.0,0.2048284709453582,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000390_003_shift_1_cand2.png,567,1281,755,1718,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000390_003_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000390_003_shift_1_cand2.png,open_clip:ViT-B-32/openai,0.2724023163318634,0.27350354194641113,0.0011012256145477295,0.2637283504009247,0.2704208195209503,0.006692469120025635
