dataset,category,batch_idx,item_idx,image_path,mask_path,gt_label,pred_label,pred_score,x1,y1,x2,y2,area,mean_score,max_score,threshold,map_min,map_max,map_mean,candidate_rank,candidate_available,crop_path,crop_x1,crop_y1,crop_x2,crop_y2,image_width,image_height,error
MVTec AD 2,vial,0,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000378_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000378_001_shift_3.png,True,True,1.0,740,763,838,911,10407,0.6265055537223816,0.6431372761726379,0.6117647290229797,0.0,1.0,0.1391790360212326,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000378_001_shift_3_cand3.png,723,746,855,928,1400,1900,
MVTec AD 2,vial,0,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000381_002_overexposed.png,True,True,1.0,604,1271,795,1684,59707,0.7620846629142761,1.0,0.6117647290229797,0.0,1.0,0.22661341726779938,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand1.png,555,1222,844,1733,1400,1900,
MVTec AD 2,vial,0,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000381_002_overexposed.png,True,True,1.0,666,959,786,1189,20010,0.6312577128410339,0.6549019813537598,0.6117647290229797,0.0,1.0,0.22661341726779938,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand2.png,639,932,813,1216,1400,1900,
MVTec AD 2,vial,0,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000381_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000381_002_overexposed.png,True,True,1.0,722,614,771,666,2015,0.6142305731773376,0.6196078658103943,0.6117647290229797,0.0,1.0,0.22661341726779938,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000381_002_overexposed_cand3.png,716,608,777,672,1400,1900,
MVTec AD 2,vial,0,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000383_002_shift_1.png,True,True,1.0,611,1275,794,1683,56013,0.7662494778633118,1.0,0.6196078658103943,0.0,1.0,0.139261856675148,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand1.png,563,1227,842,1731,1400,1900,
MVTec AD 2,vial,0,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000383_002_shift_1.png,True,True,1.0,666,982,810,1208,23697,0.6516620516777039,0.6980392336845398,0.6196078658103943,0.0,1.0,0.139261856675148,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand2.png,639,955,837,1235,1400,1900,
MVTec AD 2,vial,0,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000383_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000383_002_shift_1.png,True,True,1.0,711,601,775,668,2974,0.6231311559677124,0.6274510025978088,0.6196078658103943,0.0,1.0,0.139261856675148,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000383_002_shift_1_cand3.png,703,593,783,676,1400,1900,
MVTec AD 2,vial,0,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000384_002_shift_2.png,True,True,1.0,608,1278,796,1687,57245,0.7599732875823975,1.0,0.6078431606292725,0.0,1.0,0.15043137967586517,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand1.png,559,1229,845,1736,1400,1900,
MVTec AD 2,vial,0,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000384_002_shift_2.png,True,True,1.0,667,974,789,1200,19377,0.6261931657791138,0.6509804129600525,0.6078431606292725,0.0,1.0,0.15043137967586517,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand2.png,640,947,816,1227,1400,1900,
MVTec AD 2,vial,0,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000384_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000384_002_shift_2.png,True,True,1.0,705,599,781,670,3877,0.6142389178276062,0.6235294342041016,0.6078431606292725,0.0,1.0,0.15043137967586517,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000384_002_shift_2_cand3.png,696,590,790,679,1400,1900,
MVTec AD 2,vial,1,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000385_002_shift_3.png,True,True,1.0,607,1267,797,1689,59420,0.7558262944221497,1.0,0.6039215922355652,0.0,1.0,0.13322456181049347,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand1.png,557,1217,847,1739,1400,1900,
MVTec AD 2,vial,1,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000385_002_shift_3.png,True,True,1.0,660,978,789,1210,21068,0.6236807703971863,0.6470588445663452,0.6039215922355652,0.0,1.0,0.13322456181049347,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand2.png,633,951,816,1237,1400,1900,
MVTec AD 2,vial,1,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000385_002_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000385_002_shift_3.png,True,True,1.0,716,603,777,661,2542,0.6079989671707153,0.615686297416687,0.6039215922355652,0.0,1.0,0.13322456181049347,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000385_002_shift_3_cand3.png,709,596,784,668,1400,1900,
MVTec AD 2,vial,1,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000388_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000388_003_overexposed.png,True,True,0.5100245475769043,589,1286,725,1698,37231,0.8990814685821533,0.9647058844566345,0.843137264251709,0.0,1.0,0.34868288040161133,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000388_003_overexposed_cand1.png,540,1237,774,1747,1400,1900,
MVTec AD 2,vial,1,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000388_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000388_003_overexposed.png,True,True,0.5100245475769043,578,688,759,1150,44743,0.8861955404281616,1.0,0.843137264251709,0.0,1.0,0.34868288040161133,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000388_003_overexposed_cand2.png,523,633,814,1205,1400,1900,
MVTec AD 2,vial,1,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000389_003_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000389_003_regular.png,True,True,0.5180043578147888,598,1282,719,1682,30828,0.8706978559494019,0.9333333373069763,0.8235294222831726,0.0,1.0,0.2001054286956787,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000389_003_regular_cand1.png,550,1234,767,1730,1400,1900,
MVTec AD 2,vial,1,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000389_003_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000389_003_regular.png,True,True,0.5180043578147888,570,666,762,1239,54238,0.8696792721748352,1.0,0.8235294222831726,0.0,1.0,0.2001054286956787,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000389_003_regular_cand2.png,502,598,830,1307,1400,1900,
MVTec AD 2,vial,1,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000390_003_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000390_003_shift_1.png,True,True,0.5427144169807434,611,706,818,1152,55897,0.908047616481781,1.0,0.8588235378265381,0.0,1.0,0.20482847094535828,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000390_003_shift_1_cand1.png,558,653,871,1205,1400,1900,
MVTec AD 2,vial,1,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000390_003_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000390_003_shift_1.png,True,True,0.5427144169807434,609,1323,713,1676,25422,0.8960105776786804,0.9450980424880981,0.8588235378265381,0.0,1.0,0.20482847094535828,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000390_003_shift_1_cand2.png,567,1281,755,1718,1400,1900,
MVTec AD 2,vial,1,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000391_003_shift_2.png,True,False,0.49378564953804016,595,1286,726,1688,37016,0.8984347581863403,0.95686274766922,0.8392156958580017,0.0,1.0,0.2340412586927414,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand1.png,547,1238,774,1736,1400,1900,
MVTec AD 2,vial,1,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000391_003_shift_2.png,True,False,0.49378564953804016,589,668,766,972,38269,0.8950780630111694,1.0,0.8392156958580017,0.0,1.0,0.2340412586927414,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand2.png,553,632,802,1008,1400,1900,
MVTec AD 2,vial,1,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000391_003_shift_2.png,True,False,0.49378564953804016,584,987,651,1121,5035,0.8430290818214417,0.8470588326454163,0.8392156958580017,0.0,1.0,0.2340412586927414,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand3.png,568,971,667,1137,1400,1900,
MVTec AD 2,vial,1,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000397_004_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000397_004_shift_1.png,True,True,0.9561101198196411,594,920,796,1465,80235,0.830440878868103,1.0,0.7137255072593689,0.0,1.0,0.1524253487586975,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000397_004_shift_1_cand1.png,529,855,861,1530,1400,1900,
MVTec AD 2,vial,1,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000398_004_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000398_004_shift_2.png,True,True,0.9710062146186829,593,883,793,1470,80432,0.829364001750946,1.0,0.7137255072593689,0.0,1.0,0.1675257682800293,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000398_004_shift_2_cand1.png,523,813,863,1540,1400,1900,
MVTec AD 2,vial,1,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000399_004_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000399_004_shift_3.png,True,True,1.0,582,940,795,1457,80572,0.8331908583641052,1.0,0.7098039388656616,0.0,1.0,0.14752016961574554,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000399_004_shift_3_cand1.png,520,878,857,1519,1400,1900,
MVTec AD 2,vial,2,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000400_004_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000400_004_shift_4.png,True,True,1.0,586,955,796,1446,80323,0.8381106853485107,1.0,0.7254902124404907,0.0,1.0,0.14993327856063843,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000400_004_shift_4_cand1.png,528,897,854,1504,1400,1900,
MVTec AD 2,vial,2,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000401_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000401_004_underexposed.png,True,True,0.9396244287490845,606,993,777,1428,50218,0.8876643180847168,1.0,0.8039215803146362,0.0,1.0,0.36020132899284363,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000401_004_underexposed_cand1.png,554,941,829,1480,1400,1900,
MVTec AD 2,vial,2,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000401_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000401_004_underexposed.png,True,True,0.9396244287490845,935,1529,1190,1742,31069,0.8177563548088074,0.8549019694328308,0.8039215803146362,0.0,1.0,0.36020132899284363,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000401_004_underexposed_cand2.png,905,1499,1220,1772,1400,1900,
MVTec AD 2,vial,2,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000404_005_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000404_005_shift_1.png,True,True,1.0,642,491,839,1085,81721,0.9241061210632324,1.0,0.8470588326454163,0.0,1.0,0.1558908075094223,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000404_005_shift_1_cand1.png,571,420,910,1156,1400,1900,
MVTec AD 2,vial,2,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000406_005_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000406_005_shift_3.png,True,True,1.0,640,474,847,1082,81144,0.9262136220932007,1.0,0.8470588326454163,0.0,1.0,0.15146464109420776,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000406_005_shift_3_cand1.png,568,402,919,1154,1400,1900,
MVTec AD 2,vial,2,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000407_005_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000407_005_shift_4.png,True,True,1.0,643,489,840,1079,80009,0.9254879951477051,1.0,0.8509804010391235,0.0,1.0,0.15615808963775635,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000407_005_shift_4_cand1.png,573,419,910,1149,1400,1900,
MVTec AD 2,vial,2,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000411_006_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000411_006_shift_1.png,True,True,0.5873837471008301,632,1380,757,1645,24762,0.9287604093551636,1.0,0.8705882430076599,0.0,1.0,0.199025496840477,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000411_006_shift_1_cand1.png,601,1349,788,1676,1400,1900,
MVTec AD 2,vial,2,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000411_006_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000411_006_shift_1.png,True,True,0.5873837471008301,562,763,800,1306,58642,0.915217399597168,0.9764705896377563,0.8705882430076599,0.0,1.0,0.199025496840477,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000411_006_shift_1_cand2.png,497,698,865,1371,1400,1900,
MVTec AD 2,vial,2,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000412_006_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000412_006_shift_2.png,True,True,0.5855671763420105,633,1366,756,1645,24717,0.9341498017311096,1.0,0.8823529481887817,0.0,1.0,0.22501643002033234,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000412_006_shift_2_cand1.png,600,1333,789,1678,1400,1900,
MVTec AD 2,vial,2,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000412_006_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000412_006_shift_2.png,True,True,0.5855671763420105,564,774,797,1336,57623,0.9235841631889343,0.9843137264251709,0.8823529481887817,0.0,1.0,0.22501643002033234,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000412_006_shift_2_cand2.png,497,707,864,1403,1400,1900,
MVTec AD 2,vial,2,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000415_006_underexposed.png,True,True,0.749924898147583,888,1403,1207,1756,60487,0.9333246946334839,1.0,0.8941176533699036,0.0,1.0,0.4114706814289093,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand1.png,846,1361,1249,1798,1400,1900,
MVTec AD 2,vial,2,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000415_006_underexposed.png,True,True,0.749924898147583,1155,943,1262,1071,10420,0.9060065150260925,0.9215686321258545,0.8941176533699036,0.0,1.0,0.4114706814289093,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand2.png,1140,928,1277,1086,1400,1900,
MVTec AD 2,vial,2,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000415_006_underexposed.png,True,True,0.749924898147583,1137,729,1280,839,9733,0.903333842754364,0.9215686321258545,0.8941176533699036,0.0,1.0,0.4114706814289093,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand3.png,1120,712,1297,856,1400,1900,
MVTec AD 2,vial,3,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000416_007_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000416_007_overexposed.png,True,True,0.5993685126304626,609,681,855,1202,80700,0.9251387119293213,1.0,0.8509804010391235,0.0,1.0,0.3061867356300354,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000416_007_overexposed_cand1.png,547,619,917,1264,1400,1900,
MVTec AD 2,vial,3,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000421_007_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000421_007_shift_4.png,True,True,0.6726963520050049,614,684,852,1183,81105,0.9056289792060852,1.0,0.8235294222831726,0.0,1.0,0.161506786942482,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000421_007_shift_4_cand1.png,555,625,911,1242,1400,1900,
MVTec AD 2,vial,3,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000424_008_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000424_008_regular.png,True,True,0.5578598976135254,559,588,865,949,80108,0.8982577323913574,1.0,0.800000011920929,0.0,1.0,0.1844787448644638,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000424_008_regular_cand1.png,516,545,908,992,1400,1900,
MVTec AD 2,vial,3,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000426_008_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000426_008_shift_2.png,True,True,0.5401455163955688,557,588,863,957,80468,0.8969226479530334,1.0,0.7960784435272217,0.0,1.0,0.21546010673046112,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000426_008_shift_2_cand1.png,513,544,907,1001,1400,1900,
MVTec AD 2,vial,3,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000429_008_underexposed.png,True,True,0.7723527550697327,886,1455,1209,1764,62721,0.9148910641670227,1.0,0.8705882430076599,0.0,1.0,0.38513240218162537,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand1.png,848,1417,1247,1802,1400,1900,
