dataset,category,source_split,source_image_path,source_mask_path,is_anomaly,anomaly_type,target_subset,target_label,target_image_path,target_mask_path,has_target_mask
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/085_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000085_085_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/086_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000086_086_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/087_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000087_087_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/088_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000088_088_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/089_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000089_089_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/090_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000090_090_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/091_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000091_091_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/092_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000092_092_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/093_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000093_093_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/094_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000094_094_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/095_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000095_095_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/096_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000096_096_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/097_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000097_097_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/098_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000098_098_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/099_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000099_099_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/100_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000100_100_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/101_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000101_101_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/102_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000102_102_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/103_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000103_103_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/104_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000104_104_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/105_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000105_105_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/106_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000106_106_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/107_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000107_107_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/108_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000108_108_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/109_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000109_109_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/110_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000110_110_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/111_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000111_111_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/112_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000112_112_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/113_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000113_113_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/114_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000114_114_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/115_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000115_115_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/116_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000116_116_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/117_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000117_117_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/118_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000118_118_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/119_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000119_119_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/120_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000120_120_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/121_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000121_121_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/122_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000122_122_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/123_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000123_123_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/124_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000124_124_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/125_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000125_125_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/126_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000126_126_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/127_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000127_127_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/128_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000128_128_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/129_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000129_129_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/130_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000130_130_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/131_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000131_131_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/132_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000132_132_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/133_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000133_133_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/134_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000134_134_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/135_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000135_135_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/136_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000136_136_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/137_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000137_137_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/138_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000138_138_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/139_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000139_139_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/140_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000140_140_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/141_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000141_141_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/142_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000142_142_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/143_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000143_143_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/144_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000144_144_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/145_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000145_145_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/146_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000146_146_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/147_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000147_147_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/148_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000148_148_regular.png,,False
