case_type,selection_metric,selection_order,backbone,dataset,strategy,eval_mode,category,image_key,is_anomaly_final,D,M,Q,K,agreement,mutual_anomaly_evidence,adaptive_gate,score_naive,score_quality,score_fixed_qc,score_adaptive,delta_quality_minus_naive,delta_fixed_minus_quality,delta_adaptive_minus_quality,delta_adaptive_minus_fixed,detector_vlm_disagreement,has_candidate,num_candidates,fallback
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0490.JPG,0,0.2997831004137727,0.6885183513737361,0.0,0.3020569194513977,0.6112647490400367,0.2997831004137727,0.0,0.4941507258937544,0.3287103976241263,0.43102904908604744,0.3149909847899167,-0.16544032826962812,0.10231865146192115,-0.013719412834209577,-0.11603806429613073,0.38873525095996336,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0764.JPG,0,0.279237333023992,0.6509015545921273,0.0,0.2922197710000115,0.6283357784318647,0.279237333023992,0.0,0.46506944380805965,0.30833938822597,0.4059902128327656,0.2954702018823214,-0.15673005558208963,0.09765082460679558,-0.012869186343648586,-0.11052001095044417,0.3716642215681353,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/good/pcb3_test_normal_0402.JPG,0,0.1251428486811802,0.6336533178682742,0.0,0.1864701859400115,0.49148953081290603,0.1251428486811802,0.0,0.3793980832747272,0.22411089248211252,0.3243004612479247,0.214757157775731,-0.15528719079261466,0.1001895687658122,-0.009353734706381511,-0.10954330347219371,0.508510469187094,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0490.JPG,0,0.3658765200826593,0.6237687521541249,0.0,0.3672117220103333,0.7421077679285344,0.3658765200826593,0.0,0.49482263611839206,0.34616426337104705,0.43831186541262585,0.3317163771101809,-0.148658372747345,0.09214760204157879,-0.014447886260866127,-0.10659548830244492,0.25789223207146555,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0659.JPG,0,0.1200176592991981,0.6052909645001567,0.0,0.1866678553187416,0.5147266947990414,0.1200176592991981,0.0,0.3626543118996774,0.21411728299313723,0.3104894058461796,0.20518065238590838,-0.14853702890654016,0.09637212285304239,-0.008936630607228851,-0.10530875346027124,0.4852733052009586,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,datasets/VisA_anomalib_1cls/capsules/test/good/capsules_test_normal_377.JPG,0,0.5534931152540822,0.0,0.0,0.1235692433102067,0.4465068847459178,0.0,0.0,0.2767465576270411,0.28183917649636436,0.23300844414328978,0.27007603166384603,0.005092618869323273,-0.048830732353074585,-0.011763144832518335,0.03706758752055625,0.5534931152540822,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0208.JPG,0,0.6948591977673737,0.0159631396593342,0.0,0.1141239272662866,0.32110394189196045,0.0159631396593342,0.0,0.35541116871335393,0.3591464289593779,0.29701532646691664,0.3441567049882485,0.0037352602460239415,-0.06213110249246123,-0.014989723971129354,0.04714137852133188,0.6788960581080395,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0694.JPG,0,0.6808357757375547,0.0197321891649766,0.0,0.1187099853338079,0.33889641342742194,0.0197321891649766,0.0,0.3502839824512657,0.3528629368408645,0.2932534788751369,0.3381354674958056,0.00257895438959882,-0.059609457965727586,-0.014727469345058919,0.04488198862066867,0.6611035865725781,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,chewinggum,datasets/VisA_anomalib_1cls/chewinggum/test/good/chewinggum_test_normal_389.JPG,0,0.3933428320357502,0.0,0.0,0.1193121242609229,0.6066571679642498,0.0,0.0,0.1966714160178751,0.19894012731444777,0.16642147989519165,0.1906369468989683,0.002268711296572662,-0.032518647419256114,-0.008303180415479477,0.024215467003776636,0.3933428320357502,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,cashew,datasets/VisA_anomalib_1cls/cashew/test/good/cashew_test_normal_435.JPG,0,0.4940438072560047,0.0099035565400308,0.0,0.1299830803700844,0.515859749284026,0.0099035565400308,0.0,0.2519736818980178,0.25362946430334565,0.21320668655259734,0.2430437105430526,0.001655782405327877,-0.04042277775074832,-0.010585753760293054,0.029837023990455264,0.48414025071597394,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0490.JPG,0,0.2997831004137727,0.6885183513737361,0.0,0.3020569194513977,0.6112647490400367,0.2997831004137727,0.0,0.4941507258937544,0.3287103976241263,0.43102904908604744,0.3149909847899167,-0.16544032826962812,0.10231865146192115,-0.013719412834209577,-0.11603806429613073,0.38873525095996336,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/good/pcb3_test_normal_0402.JPG,0,0.1251428486811802,0.6336533178682742,0.0,0.1864701859400115,0.49148953081290603,0.1251428486811802,0.0,0.3793980832747272,0.22411089248211252,0.3243004612479247,0.214757157775731,-0.15528719079261466,0.1001895687658122,-0.009353734706381511,-0.10954330347219371,0.508510469187094,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0764.JPG,0,0.279237333023992,0.6509015545921273,0.0,0.2922197710000115,0.6283357784318647,0.279237333023992,0.0,0.46506944380805965,0.30833938822597,0.4059902128327656,0.2954702018823214,-0.15673005558208963,0.09765082460679558,-0.012869186343648586,-0.11052001095044417,0.3716642215681353,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0659.JPG,0,0.1200176592991981,0.6052909645001567,0.0,0.1866678553187416,0.5147266947990414,0.1200176592991981,0.0,0.3626543118996774,0.21411728299313723,0.3104894058461796,0.20518065238590838,-0.14853702890654016,0.09637212285304239,-0.008936630607228851,-0.10530875346027124,0.4852733052009586,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/good/pcb3_test_normal_0659.JPG,0,0.1675755374101468,0.5954802820340745,0.0,0.2182703069455699,0.5720952553760723,0.1675755374101468,0.0,0.3815279097221107,0.23619563765676752,0.3293434655528851,0.22633752094955592,-0.1453322720653432,0.09314782789611756,-0.009858116707211595,-0.10300594460332915,0.42790474462392775,False,0.0,1
adaptive_refinement_high_gate,adaptive_gate,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/anomaly/pcb3_test_anomaly_019.JPG,1,1.0,0.9671151028630768,0.945760754932002,0.9512133625244684,0.9671151028630768,0.9671151028630768,0.8414252920670924,0.9835575514315384,1.0,1.0,1.0,0.016442448568461554,0.0,0.0,0.0,0.03288489713692322,True,3.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/anomaly/pcb3_test_anomaly_000.JPG,1,0.9974975327476366,0.9549096514254356,0.9639836926245824,0.9346291493604484,0.957412118677799,0.9549096514254356,0.8237021738045691,0.9762035920865362,0.9970617699568347,0.994094353416505,0.9963052861497711,0.020858177870298533,-0.002967416540329726,-0.0007564838070636126,0.0022109327332661133,0.04258788132220104,True,3.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,datasets/VisA_anomalib_1cls/capsules/test/anomaly/capsules_test_anomaly_068.JPG,1,0.9090386174499652,0.8970242054539401,0.8949183189975186,0.8921820200294168,0.987985588003975,0.8970242054539401,0.7076062116755722,0.9030314114519526,0.905814170293573,0.9221346848904387,0.9031074058942806,0.002782758841620381,0.016320514596865676,-0.002706764399292405,-0.01902727899615808,0.012014411996025043,True,3.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,datasets/VisA_anomalib_1cls/capsules/test/anomaly/capsules_test_anomaly_026.JPG,1,1.0,0.8914726935559529,1.0,0.8430981284559295,0.8914726935559529,0.8914726935559529,0.6700299489051916,0.9457363467779765,0.9744213726504226,0.9631940320227891,0.9669872545609565,0.028685025872446146,-0.01122734062763353,-0.007434118089466146,0.0037932225381673845,0.10852730644404707,True,1.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,datasets/VisA_anomalib_1cls/capsules/test/anomaly/capsules_test_anomaly_082.JPG,1,1.0,1.0,0.6675199903252932,1.0,1.0,1.0,0.6675199903252932,1.0,0.9445473835048314,0.9898895115933014,0.9382356174836948,-0.05545261649516864,0.045342128088470046,-0.006311766021136589,-0.051653894109606635,0.0,True,3.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,datasets/VisA_anomalib_1cls/pipe_fryum/test/anomaly/pipe_fryum_test_anomaly_096.JPG,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5129658123959329,0.5079293508968207,0.49155611619842215,0.012965812395932863,-0.005036461499112188,-0.021409696197510708,-0.01637323469839852,1.0,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/anomaly/pcb3_test_anomaly_004.JPG,1,1.0,0.0,0.9560742566274154,0.0,0.0,0.0,0.0,0.5,0.5129658123959329,0.503393653486109,0.49155611619842215,0.012965812395932863,-0.00957215890982388,-0.021409696197510708,-0.011837537287686828,1.0,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb4,datasets/VisA_anomalib_1cls/pcb4/test/anomaly/pcb4_test_anomaly_036.JPG,1,1.0,0.0,0.7923151734767792,0.0,0.0,0.0,0.0,0.5,0.5129658123959329,0.4864841696072218,0.49155611619842215,0.012965812395932863,-0.02648164278871107,-0.021409696197510708,0.00507194659120036,1.0,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,datasets/VisA_anomalib_1cls/pipe_fryum/test/anomaly/pipe_fryum_test_anomaly_095.JPG,1,1.0,0.0542568105179419,0.3206302681632687,0.0286003060027609,0.054256810517941956,0.0542568105179419,2.699502403432493e-05,0.527128405258971,0.5315108342636928,0.46314187210290453,0.5093284619967786,0.004382429004721855,-0.0683689621607883,-0.02218237226691422,0.046186589893874086,0.945743189482058,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/anomaly/macaroni2_test_anomaly_036.JPG,1,1.0,0.1098236798664886,0.6316174519764988,0.0609424602629527,0.10982367986648855,0.1098236798664886,0.0004642651527708012,0.5549118399332443,0.55934318874478,0.5215444354850034,0.5360208650545691,0.004431348811535618,-0.03779875325977655,-0.02332232369021081,0.01447642956956574,0.8901763201335114,True,1.0,0
quality_helps_anomaly_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,chewinggum,datasets/VisA_anomalib_1cls/chewinggum/test/anomaly/chewinggum_test_anomaly_015.JPG,1,1.0,0.7605263259958145,1.0,0.6694633092642531,0.7605263259958145,0.7605263259958145,0.387217773918348,0.8802631629979072,0.9633586013353883,0.9222445006654557,0.9532890495915746,0.08309543833748112,-0.041114100669932596,-0.010069551743813743,0.031044548926118853,0.2394736740041855,True,1.0,0
quality_helps_anomaly_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb4,datasets/VisA_anomalib_1cls/pcb4/test/anomaly/pcb4_test_anomaly_041.JPG,1,1.0,0.5767622284279936,1.0,0.4547084482846094,0.5767622284279936,0.5767622284279936,0.15126088796512815,0.7883811142139968,0.8616770427800091,0.8204887731580034,0.8422209060036763,0.0732959285660123,-0.041188269622005724,-0.019456136776332844,0.02173213284567288,0.42323777157200637,True,1.0,0
quality_helps_anomaly_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,fryum,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_010.JPG,1,0.942736026213015,0.5162754493738824,1.0,0.4184003000465975,0.5735394231608674,0.5162754493738824,0.12389013776653904,0.7295057377934486,0.7965224221091618,0.7661392210232989,0.7776839983752809,0.06701668431571317,-0.0303832010858629,-0.018838423733880894,0.011544777351982005,0.42646057683913263,True,1.0,0
quality_helps_anomaly_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,cashew,datasets/VisA_anomalib_1cls/cashew/test/anomaly/cashew_test_anomaly_099.JPG,1,1.0,0.4511470999715886,1.0,0.3273404028921816,0.4511470999715885,0.4511470999715886,0.06662480526289237,0.7255735499857943,0.7921708540922678,0.7530136162109821,0.7704042984618414,0.06659730410647358,-0.03915723788128578,-0.0217665556304264,0.01739068225085938,0.5488529000284115,True,1.0,0
quality_helps_anomaly_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb2,datasets/VisA_anomalib_1cls/pcb2/test/anomaly/pcb2_test_anomaly_013.JPG,1,1.0,0.3901239410103619,1.0,0.2711603151799092,0.39012394101036185,0.3901239410103619,0.0412697022533373,0.6950619705051809,0.7584051186016334,0.7208446253762621,0.7363603619084261,0.06334314809645247,-0.03756049322537125,-0.022044756693207268,0.015515736532163982,0.6098760589896381,True,1.0,0
quality_boundary_anomaly_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,datasets/VisA_anomalib_1cls/pipe_fryum/test/anomaly/pipe_fryum_test_anomaly_032.JPG,1,0.6672632750116658,0.965872403445186,0.0,0.5727332284495827,0.7013908715664798,0.6672632750116658,0.0,0.8165678392284259,0.6256485367336496,0.7501582265670738,0.6056390669476381,-0.1909193024947763,0.12450968983342414,-0.02000946978601148,-0.14451915961943562,0.29860912843352017,True,2.0,0
quality_boundary_anomaly_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,fryum,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_030.JPG,1,0.2605383549279869,0.8626269690513082,0.0,0.2234601353166151,0.39791138587667874,0.2605383549279869,0.0,0.5615826619896476,0.3720326088363713,0.49420194569681763,0.36013427485354677,-0.18955005315327628,0.12216933686044634,-0.011898333982824527,-0.13406767084327087,0.6020886141233213,True,3.0,0
quality_boundary_anomaly_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb4,datasets/VisA_anomalib_1cls/pcb4/test/anomaly/pcb4_test_anomaly_032.JPG,1,1.0,0.9724908773672144,0.0,0.9591146919648346,0.9724908773672144,0.9724908773672144,0.0,0.9862454386836073,0.8115916976094599,0.9369762572820538,0.7856354001062696,-0.17465374107414733,0.12538455967259388,-0.025956297503190284,-0.15134085717578416,0.0275091226327856,True,1.0,0
quality_boundary_anomaly_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/anomaly/pcb1_test_anomaly_037.JPG,1,0.1877372317054656,0.9696975548395576,0.1733800815787908,0.126183353425819,0.21803967686590808,0.1877372317054656,0.0008955445748424353,0.5787173932725116,0.40788667146556656,0.5170405917705089,0.3948896221594757,-0.17083072180694503,0.10915392030494231,-0.012997049306090858,-0.12215096961103317,0.7819603231340919,True,3.0,0
quality_boundary_anomaly_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/anomaly/pcb3_test_anomaly_033.JPG,1,0.2191607564888212,0.7855684740603158,0.0192092482483122,0.2178214201482182,0.43359228242850534,0.2191607564888212,0.0003976081600032123,0.5023646152745685,0.33199292628112903,0.44490233604003115,0.32139643712600147,-0.17037168899343952,0.11290940975890212,-0.010596489155127564,-0.12350589891402969,0.5664077175714947,True,1.0,0
fixed_consistency_boundary_anomaly_suppression,delta_fixed_minus_quality,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/anomaly/pcb3_test_anomaly_054.JPG,1,1.0,0.1464422548361547,0.0450456974140587,0.0839437944188259,0.1464422548361547,0.1464422548361547,8.109138649848094e-05,0.5732211274180774,0.5848794056654466,0.49405593255822844,0.5661781563129605,0.011658278247369203,-0.09082347310721817,-0.01870124935248607,0.0721222237547321,0.8535577451638453,True,1.0,0
fixed_consistency_boundary_anomaly_suppression,delta_fixed_minus_quality,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb4,datasets/VisA_anomalib_1cls/pcb4/test/anomaly/pcb4_test_anomaly_035.JPG,1,1.0,0.1690295158740655,0.0228946080628674,0.0988002465553432,0.16902951587406556,0.1690295158740655,6.462734826669566e-05,0.5845147579370328,0.5903740857466258,0.5029537652480821,0.5714962238630505,0.0058593278095929735,-0.08742032049854365,-0.01887786188357521,0.06854245861496844,0.8309704841259344,True,1.0,0
fixed_consistency_boundary_anomaly_suppression,delta_fixed_minus_quality,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,datasets/VisA_anomalib_1cls/pipe_fryum/test/anomaly/pipe_fryum_test_anomaly_090.JPG,1,1.0,0.1231146965976833,0.1768720253403828,0.0691359625580115,0.12311469659768326,0.1231146965976833,0.00018534589037666984,0.5615573482988416,0.5826249855439188,0.49659585989398497,0.5640014211625737,0.02106763724507721,-0.08602912564993387,-0.01862356438134516,0.06740556126858871,0.8768853034023167,True,1.0,0
