category,image_id,positive_cache_ordinal,negative_y,negative_x,distance,positive_response,negative_response
candle,02bd8d596731ab3417010866,30,436,402,0.00021088123321533203,1.0237722396850586,1.023983120918274
candle,02bd8d596731ab3417010866,31,485,389,0.001132965087890625,7.741321563720703,7.742454528808594
candle,0337f49d30789e965adb6aa3,0,412,151,0.0018367767333984375,1.2412017583847046,1.243038535118103
candle,0337f49d30789e965adb6aa3,1,384,378,0.0005512833595275879,0.7844253182411194,0.784976601600647
candle,0337f49d30789e965adb6aa3,2,336,96,5.653500556945801e-05,0.3893367648124695,0.3892802298069
candle,0337f49d30789e965adb6aa3,3,413,147,1.1444091796875e-05,1.2100214958190918,1.2100329399108887
candle,0337f49d30789e965adb6aa3,4,410,152,0.0018596649169921875,1.2895586490631104,1.2914183139801025
candle,0337f49d30789e965adb6aa3,5,400,152,0.0015891790390014648,1.1826127767562866,1.1810235977172852
candle,0337f49d30789e965adb6aa3,6,412,152,0.004552721977233887,1.1733943223953247,1.1688416004180908
candle,0337f49d30789e965adb6aa3,7,386,82,4.380941390991211e-05,0.35220909118652344,0.3521652817726135
candle,0337f49d30789e965adb6aa3,8,410,149,0.005234837532043457,1.4832911491394043,1.4885259866714478
candle,0337f49d30789e965adb6aa3,9,408,144,9.40561294555664e-05,1.4766653776168823,1.4765713214874268
candle,0337f49d30789e965adb6aa3,10,402,155,0.0021759867668151855,0.9166789650917053,0.9188549518585205
candle,0337f49d30789e965adb6aa3,11,416,149,0.00127410888671875,0.8837806582450867,0.8850547671318054
candle,0337f49d30789e965adb6aa3,12,413,147,0.004839777946472168,1.2148727178573608,1.2100329399108887
candle,0337f49d30789e965adb6aa3,13,405,151,0.007502198219299316,1.5178388357162476,1.5103366374969482
candle,0337f49d30789e965adb6aa3,14,403,152,8.380413055419922e-05,1.356927752494812,1.3570115566253662
candle,0337f49d30789e965adb6aa3,15,408,144,0.0034513473510742188,1.480022668838501,1.4765713214874268
candle,0337f49d30789e965adb6aa3,16,385,374,2.092123031616211e-05,0.7311086058616638,0.7310876846313477
candle,0337f49d30789e965adb6aa3,17,406,142,0.0007659196853637695,1.4582463502883911,1.4574804306030273
candle,0337f49d30789e965adb6aa3,18,411,147,0.001596689224243164,1.4114201068878174,1.4098234176635742
candle,0337f49d30789e965adb6aa3,19,410,153,0.001059412956237793,1.186885952949524,1.1879453659057617
candle,0337f49d30789e965adb6aa3,20,345,89,0.00026994943618774414,0.482482373714447,0.4822124242782593
candle,0337f49d30789e965adb6aa3,21,398,153,0.0011070966720581055,0.9325549006462097,0.9314478039741516
candle,0337f49d30789e965adb6aa3,22,410,155,0.00042939186096191406,0.9351430535316467,0.9355724453926086
candle,0337f49d30789e965adb6aa3,23,413,155,0.00024580955505371094,0.7934811115264893,0.793726921081543
candle,0337f49d30789e965adb6aa3,24,411,153,0.0020502805709838867,1.1364572048187256,1.1385074853897095
candle,0337f49d30789e965adb6aa3,25,414,148,0.0018253326416015625,1.120760440826416,1.1225857734680176
candle,0337f49d30789e965adb6aa3,26,410,142,0.0004916191101074219,1.0774147510528564,1.076923131942749
candle,0337f49d30789e965adb6aa3,27,335,113,0.00015053153038024902,0.3374135494232178,0.3372630178928375
candle,0337f49d30789e965adb6aa3,28,410,150,0.008308887481689453,1.4366782903671265,1.444987177848816
candle,0337f49d30789e965adb6aa3,29,332,110,9.462237358093262e-05,0.2828183174133301,0.282912939786911
candle,0337f49d30789e965adb6aa3,30,410,148,0.0006452798843383789,1.5060253143310547,1.5053800344467163
candle,0337f49d30789e965adb6aa3,31,413,151,0.0004979372024536133,1.1570916175842285,1.1575895547866821
candle,04c7bc4c4d076ed304e64942,0,371,413,2.862183094024658,6.003220081329346,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,1,391,392,0.0007215738296508789,1.519812822341919,1.5205343961715698
candle,04c7bc4c4d076ed304e64942,2,371,413,2.274606704711914,5.415643692016602,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,3,371,413,2.7018795013427734,5.842916488647461,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,4,371,413,2.353494644165039,5.494531631469727,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,5,371,413,2.853776454925537,5.994813442230225,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,6,365,418,0.0016121864318847656,2.2372210025787354,2.2356088161468506
candle,04c7bc4c4d076ed304e64942,7,371,413,1.923823356628418,5.0648603439331055,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,8,371,413,2.8304948806762695,5.971531867980957,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,9,392,388,0.002230525016784668,1.365638017654419,1.3634074926376343
candle,04c7bc4c4d076ed304e64942,10,347,416,0.0028302669525146484,2.4870400428771973,2.4842097759246826
candle,04c7bc4c4d076ed304e64942,11,467,405,0.00012575741857290268,0.003757479600608349,0.003631722182035446
candle,04c7bc4c4d076ed304e64942,12,371,413,2.229800224304199,5.370837211608887,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,13,372,370,0.0008130073547363281,1.2056275606155396,1.2064405679702759
candle,04c7bc4c4d076ed304e64942,14,344,368,0.0005824565887451172,0.7928980588912964,0.7934805154800415
candle,04c7bc4c4d076ed304e64942,15,371,413,2.292740821838379,5.433777809143066,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,16,390,382,0.0012410879135131836,1.7129381895065308,1.714179277420044
candle,04c7bc4c4d076ed304e64942,17,384,413,0.0006593465805053711,1.031650424003601,1.0323097705841064
candle,04c7bc4c4d076ed304e64942,18,371,413,2.2267680168151855,5.367805004119873,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,19,392,400,0.0006529092788696289,1.1792668104171753,1.1786139011383057
candle,04c7bc4c4d076ed304e64942,20,371,413,2.743746280670166,5.8847832679748535,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,21,371,413,1.560995101928711,4.702032089233398,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,22,371,413,2.551929473876953,5.692966461181641,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,23,371,413,1.6769347190856934,4.817971706390381,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,24,371,413,1.4516878128051758,4.592724800109863,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,25,371,413,1.2608327865600586,4.401869773864746,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,26,371,413,1.5847344398498535,4.725771427154541,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,27,371,413,2.535417079925537,5.676454067230225,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,28,371,413,1.7294631004333496,4.870500087738037,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,29,387,388,0.0006644725799560547,2.1645190715789795,2.1651835441589355
candle,04c7bc4c4d076ed304e64942,30,371,413,2.4127769470214844,5.553813934326172,3.1410369873046875
candle,04c7bc4c4d076ed304e64942,31,371,413,1.9333391189575195,5.074376106262207,3.1410369873046875
candle,127520589c1faaae9b19ec3c,0,399,110,0.5645314455032349,1.6363849639892578,1.071853518486023
candle,127520589c1faaae9b19ec3c,1,387,117,0.0020832419395446777,0.49632585048675537,0.49840909242630005
candle,127520589c1faaae9b19ec3c,2,285,381,6.318092346191406e-06,-1.8558741807937622,-1.8558804988861084
candle,127520589c1faaae9b19ec3c,3,399,110,0.7750811576843262,1.8469346761703491,1.071853518486023
candle,127520589c1faaae9b19ec3c,4,399,110,0.7383230924606323,1.8101766109466553,1.071853518486023
candle,127520589c1faaae9b19ec3c,5,384,126,0.0020667314529418945,-0.24366074800491333,-0.24572747945785522
candle,127520589c1faaae9b19ec3c,6,412,143,8.225440979003906e-06,-1.8373039960861206,-1.8372957706451416
candle,127520589c1faaae9b19ec3c,7,399,110,0.6326589584350586,1.7045124769210815,1.071853518486023
candle,127520589c1faaae9b19ec3c,8,399,110,0.011870741844177246,1.0837242603302002,1.071853518486023
candle,127520589c1faaae9b19ec3c,9,399,110,0.511615514755249,1.583469033241272,1.071853518486023
candle,127520589c1faaae9b19ec3c,10,389,146,6.9141387939453125e-06,-1.444998025894165,-1.445004940032959
candle,127520589c1faaae9b19ec3c,11,397,115,0.00019186735153198242,0.5279945135116577,0.5278026461601257
candle,127520589c1faaae9b19ec3c,12,399,110,0.8743011951446533,1.9461547136306763,1.071853518486023
candle,127520589c1faaae9b19ec3c,13,375,120,0.0008936524391174316,0.35865703225135803,0.3577633798122406
candle,127520589c1faaae9b19ec3c,14,399,110,0.9709590673446655,2.0428125858306885,1.071853518486023
candle,127520589c1faaae9b19ec3c,15,382,121,0.003262072801589966,0.20395632088184357,0.20721839368343353
candle,127520589c1faaae9b19ec3c,16,407,118,0.0005093812942504883,-0.4276178181171417,-0.42710843682289124
candle,127520589c1faaae9b19ec3c,17,399,110,1.0105561017990112,2.082409620285034,1.071853518486023
candle,127520589c1faaae9b19ec3c,18,391,120,0.00022038817405700684,0.21331636607646942,0.21353675425052643
candle,127520589c1faaae9b19ec3c,19,291,367,0.00014793872833251953,-0.8567726612091064,-0.8566247224807739
candle,127520589c1faaae9b19ec3c,20,393,114,0.002576172351837158,0.7637706398963928,0.7611944675445557
candle,127520589c1faaae9b19ec3c,21,399,110,0.7835614681243896,1.8554149866104126,1.071853518486023
candle,127520589c1faaae9b19ec3c,22,402,112,0.00030678510665893555,0.5684579014778137,0.5681511163711548
candle,127520589c1faaae9b19ec3c,23,389,118,0.0008479058742523193,0.3740076720714569,0.3731597661972046
candle,127520589c1faaae9b19ec3c,24,399,110,0.7840327024459839,1.8558862209320068,1.071853518486023
candle,127520589c1faaae9b19ec3c,25,399,110,1.0953000783920288,2.1671535968780518,1.071853518486023
candle,127520589c1faaae9b19ec3c,26,369,202,7.152557373046875e-07,-1.7361302375793457,-1.736130952835083
candle,127520589c1faaae9b19ec3c,27,399,110,0.0537186861038208,1.1255722045898438,1.071853518486023
candle,127520589c1faaae9b19ec3c,28,380,118,0.0012379288673400879,0.5771898031234741,0.575951874256134
candle,127520589c1faaae9b19ec3c,29,393,121,0.00019307434558868408,0.13773170113563538,0.13792477548122406
candle,127520589c1faaae9b19ec3c,30,399,110,1.3955720663070679,2.467425584793091,1.071853518486023
candle,127520589c1faaae9b19ec3c,31,399,113,0.0004687309265136719,0.670301079750061,0.6698323488235474
candle,1465cbb36ac902b4140e4c1d,0,133,335,0.12639760971069336,3.986842155456543,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,1,133,335,0.3834404945373535,4.243885040283203,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,2,133,331,0.014405012130737305,3.727919101715088,3.7135140895843506
candle,1465cbb36ac902b4140e4c1d,3,133,338,0.011854171752929688,3.7645881175994873,3.776442289352417
candle,1465cbb36ac902b4140e4c1d,4,133,335,0.1356031894683838,3.9960477352142334,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,5,133,340,0.006528139114379883,3.6336379051208496,3.6271097660064697
candle,1465cbb36ac902b4140e4c1d,6,133,331,0.008376121520996094,3.7218902111053467,3.7135140895843506
candle,1465cbb36ac902b4140e4c1d,7,133,337,0.0005881786346435547,3.822533130645752,3.8219449520111084
candle,1465cbb36ac902b4140e4c1d,8,133,335,0.22576904296875,4.0862135887146,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,9,133,335,0.07517361640930176,3.9356181621551514,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,10,133,335,0.2432999610900879,4.1037445068359375,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,11,133,339,0.006996870040893555,3.7049002647399902,3.711897134780884
candle,1465cbb36ac902b4140e4c1d,12,124,345,0.017094135284423828,3.5793981552124023,3.596492290496826
candle,1465cbb36ac902b4140e4c1d,13,133,335,0.026886701583862305,3.887331247329712,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,14,133,335,0.06637191772460938,3.926816463470459,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,15,133,335,0.3489351272583008,4.20937967300415,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,16,133,335,0.294832706451416,4.155277252197266,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,17,128,345,0.0005743503570556641,3.5005319118499756,3.49995756149292
candle,1465cbb36ac902b4140e4c1d,18,133,335,0.10790872573852539,3.968353271484375,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,19,133,335,0.3312959671020508,4.1917405128479,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,20,124,346,1.8835067749023438e-05,3.4517316818237305,3.4517505168914795
candle,1465cbb36ac902b4140e4c1d,21,133,335,0.3132920265197754,4.173736572265625,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,22,133,336,0.009021520614624023,3.8407158851623535,3.8497374057769775
candle,1465cbb36ac902b4140e4c1d,23,133,335,0.23901033401489258,4.099454879760742,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,24,133,335,0.001581430435180664,3.858863115310669,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,25,134,336,0.01030588150024414,3.6750996112823486,3.6854054927825928
candle,1465cbb36ac902b4140e4c1d,26,133,335,0.2787470817565918,4.139191627502441,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,27,133,335,0.18660497665405273,4.047049522399902,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,28,133,335,0.2205352783203125,4.080979824066162,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,29,133,337,0.012335777282714844,3.8096091747283936,3.8219449520111084
candle,1465cbb36ac902b4140e4c1d,30,133,335,0.13155746459960938,3.992002010345459,3.8604445457458496
candle,1465cbb36ac902b4140e4c1d,31,133,335,0.15303897857666016,4.01348352432251,3.8604445457458496
candle,15d1b4999c94ed929aba6f73,0,120,407,0.010904312133789062,4.07900857925415,4.068104267120361
candle,15d1b4999c94ed929aba6f73,1,115,406,0.7710928916931152,5.060779094696045,4.28968620300293
candle,15d1b4999c94ed929aba6f73,2,115,406,0.42595434188842773,4.715640544891357,4.28968620300293
candle,15d1b4999c94ed929aba6f73,3,115,406,1.0518507957458496,5.341536998748779,4.28968620300293
candle,15d1b4999c94ed929aba6f73,4,115,406,0.00745391845703125,4.282232284545898,4.28968620300293
candle,15d1b4999c94ed929aba6f73,5,115,406,0.735048770904541,5.024734973907471,4.28968620300293
candle,15d1b4999c94ed929aba6f73,6,115,406,0.6946640014648438,4.984350204467773,4.28968620300293
candle,15d1b4999c94ed929aba6f73,7,115,406,0.7643589973449707,5.0540452003479,4.28968620300293
candle,15d1b4999c94ed929aba6f73,8,115,406,0.41889429092407227,4.708580493927002,4.28968620300293
candle,15d1b4999c94ed929aba6f73,9,115,406,0.1672677993774414,4.456954002380371,4.28968620300293
candle,15d1b4999c94ed929aba6f73,10,115,406,0.8892612457275391,5.178947448730469,4.28968620300293
candle,15d1b4999c94ed929aba6f73,11,150,396,0.0022330284118652344,3.572343111038208,3.5701100826263428
candle,15d1b4999c94ed929aba6f73,12,118,408,0.005355358123779297,3.9806864261627197,3.986041784286499
candle,15d1b4999c94ed929aba6f73,13,115,406,0.3932499885559082,4.682936191558838,4.28968620300293
candle,15d1b4999c94ed929aba6f73,14,119,408,0.008224964141845703,3.937817096710205,3.946042060852051
candle,15d1b4999c94ed929aba6f73,15,115,406,0.8342814445495605,5.12396764755249,4.28968620300293
candle,15d1b4999c94ed929aba6f73,16,115,406,0.8862824440002441,5.175968647003174,4.28968620300293
candle,15d1b4999c94ed929aba6f73,17,115,406,0.3884458541870117,4.678132057189941,4.28968620300293
candle,15d1b4999c94ed929aba6f73,18,115,406,1.0284342765808105,5.31812047958374,4.28968620300293
candle,15d1b4999c94ed929aba6f73,19,115,406,1.0101957321166992,5.299881935119629,4.28968620300293
candle,15d1b4999c94ed929aba6f73,20,115,406,0.34675025939941406,4.636436462402344,4.28968620300293
candle,15d1b4999c94ed929aba6f73,21,115,406,1.0699138641357422,5.359600067138672,4.28968620300293
candle,15d1b4999c94ed929aba6f73,22,108,406,0.0048334598541259766,3.614438772201538,3.609605312347412
candle,15d1b4999c94ed929aba6f73,23,123,407,0.010614395141601562,3.9242961406707764,3.913681745529175
candle,15d1b4999c94ed929aba6f73,24,115,406,0.8073487281799316,5.097034931182861,4.28968620300293
candle,15d1b4999c94ed929aba6f73,25,111,407,0.0028455257415771484,3.8721158504486084,3.8692703247070312
candle,15d1b4999c94ed929aba6f73,26,123,407,0.0011038780212402344,3.9125778675079346,3.913681745529175
candle,15d1b4999c94ed929aba6f73,27,115,406,0.4820561408996582,4.771742343902588,4.28968620300293
candle,15d1b4999c94ed929aba6f73,28,114,406,0.01762866973876953,4.226609706878662,4.244238376617432
candle,15d1b4999c94ed929aba6f73,29,115,406,0.8450965881347656,5.134782791137695,4.28968620300293
candle,15d1b4999c94ed929aba6f73,30,105,404,0.0009844303131103516,3.270073175430298,3.271057605743408
candle,15d1b4999c94ed929aba6f73,31,115,406,0.06555795669555664,4.355244159698486,4.28968620300293
candle,16371c78eea616c440a3b728,0,412,149,2.4080276489257812e-05,1.1527574062347412,1.1527814865112305
candle,16371c78eea616c440a3b728,1,240,201,0.00041985511779785156,0.6772183775901794,0.6776382327079773
candle,16371c78eea616c440a3b728,2,223,236,0.00012955069541931152,-0.3412554860115051,-0.3411259353160858
candle,16371c78eea616c440a3b728,3,429,152,0.00020197033882141113,0.27185454964637756,0.27165257930755615
candle,16371c78eea616c440a3b728,4,251,204,0.0005030333995819092,-0.0827179029583931,-0.083220936357975
candle,16371c78eea616c440a3b728,5,215,194,5.906820297241211e-05,0.3134421408176422,0.3135012090206146
candle,16371c78eea616c440a3b728,6,232,199,0.00042808055877685547,1.5176546573638916,1.5172265768051147
candle,16371c78eea616c440a3b728,7,184,138,0.00019625574350357056,0.04509102553129196,0.04489476978778839
candle,16371c78eea616c440a3b728,8,407,145,0.0005018711090087891,1.813179612159729,1.8126777410507202
candle,16371c78eea616c440a3b728,9,211,200,0.0002762842923402786,0.01623096503317356,0.015954680740833282
candle,16371c78eea616c440a3b728,10,250,212,8.510053157806396e-05,-0.18105259537696838,-0.18113769590854645
candle,16371c78eea616c440a3b728,11,430,150,0.0005137920379638672,0.5643688440322876,0.5638550519943237
candle,16371c78eea616c440a3b728,12,397,143,0.39121222496032715,2.6170833110809326,2.2258710861206055
candle,16371c78eea616c440a3b728,13,169,140,0.000491604208946228,0.23820362985134125,0.23869523406028748
candle,16371c78eea616c440a3b728,14,397,143,0.41256165504455566,2.638432741165161,2.2258710861206055
candle,16371c78eea616c440a3b728,15,226,230,0.00015878677368164062,0.2023036926984787,0.20246247947216034
candle,16371c78eea616c440a3b728,16,397,143,0.4394254684448242,2.6652965545654297,2.2258710861206055
candle,16371c78eea616c440a3b728,17,397,143,0.43873071670532227,2.6646018028259277,2.2258710861206055
candle,16371c78eea616c440a3b728,18,397,143,0.322223424911499,2.5480945110321045,2.2258710861206055
candle,16371c78eea616c440a3b728,19,397,143,0.16989564895629883,2.3957667350769043,2.2258710861206055
candle,16371c78eea616c440a3b728,20,397,143,0.4064035415649414,2.632274627685547,2.2258710861206055
candle,16371c78eea616c440a3b728,21,397,143,0.008252859115600586,2.234123945236206,2.2258710861206055
candle,16371c78eea616c440a3b728,22,253,200,3.159046173095703e-06,-0.28613755106925964,-0.28614071011543274
candle,16371c78eea616c440a3b728,23,403,140,0.0008676052093505859,2.0693752765655518,2.068507671356201
candle,16371c78eea616c440a3b728,24,407,156,0.00033536553382873535,0.4822733998298645,0.48193803429603577
candle,16371c78eea616c440a3b728,25,378,143,0.00021785497665405273,-0.20464417338371277,-0.20486202836036682
candle,16371c78eea616c440a3b728,26,400,155,0.0009317398071289062,0.9495124220848083,0.9504441618919373
candle,16371c78eea616c440a3b728,27,397,143,0.3110525608062744,2.53692364692688,2.2258710861206055
candle,16371c78eea616c440a3b728,28,402,140,0.0023310184478759766,2.09698486328125,2.094653844833374
candle,16371c78eea616c440a3b728,29,397,143,0.18077802658081055,2.406649112701416,2.2258710861206055
candle,16371c78eea616c440a3b728,30,208,213,0.00014163553714752197,0.030407892540097237,0.030266257002949715
candle,16371c78eea616c440a3b728,31,215,223,4.699826240539551e-05,0.4259931445121765,0.4260401427745819
candle,164a61895f124d74a7c4405b,0,401,182,0.0003075599670410156,4.553576469421387,4.553268909454346
candle,164a61895f124d74a7c4405b,1,399,185,0.0017223358154296875,3.879045248031616,3.880767583847046
candle,164a61895f124d74a7c4405b,2,399,184,0.00098419189453125,4.122312068939209,4.121327877044678
candle,164a61895f124d74a7c4405b,3,404,183,0.00107574462890625,4.219523906707764,4.218448162078857
candle,164a61895f124d74a7c4405b,4,398,179,1.16351318359375,6.246765613555908,5.083252429962158
candle,164a61895f124d74a7c4405b,5,398,179,1.229039192199707,6.312291622161865,5.083252429962158
candle,164a61895f124d74a7c4405b,6,398,179,1.0115141868591309,6.094766616821289,5.083252429962158
candle,164a61895f124d74a7c4405b,7,386,179,0.002591371536254883,3.9390480518341064,3.9416394233703613
candle,164a61895f124d74a7c4405b,8,398,179,0.20807266235351562,5.291325092315674,5.083252429962158
candle,164a61895f124d74a7c4405b,9,402,179,0.015467166900634766,4.979037761688232,4.994504928588867
candle,164a61895f124d74a7c4405b,10,403,180,0.002445220947265625,4.805809020996094,4.808254241943359
candle,164a61895f124d74a7c4405b,11,398,179,1.201390266418457,6.284642696380615,5.083252429962158
candle,164a61895f124d74a7c4405b,12,398,179,1.0322299003601074,6.115482330322266,5.083252429962158
candle,164a61895f124d74a7c4405b,13,389,179,0.0024895668029785156,4.429150104522705,4.426660537719727
candle,164a61895f124d74a7c4405b,14,398,179,0.4277191162109375,5.510971546173096,5.083252429962158
candle,164a61895f124d74a7c4405b,15,398,179,1.0456428527832031,6.128895282745361,5.083252429962158
candle,164a61895f124d74a7c4405b,16,398,179,0.6860947608947754,5.769347190856934,5.083252429962158
candle,164a61895f124d74a7c4405b,17,398,179,0.710411548614502,5.79366397857666,5.083252429962158
candle,164a61895f124d74a7c4405b,18,395,180,0.004978179931640625,4.824922561645508,4.829900741577148
candle,164a61895f124d74a7c4405b,19,412,182,0.008687496185302734,3.4160304069519043,3.4073429107666016
candle,164a61895f124d74a7c4405b,20,404,187,0.00012087821960449219,3.304359197616577,3.3042383193969727
candle,164a61895f124d74a7c4405b,21,402,181,0.0026755332946777344,4.70812463760376,4.705449104309082
candle,164a61895f124d74a7c4405b,22,398,179,1.238339900970459,6.321592330932617,5.083252429962158
candle,164a61895f124d74a7c4405b,23,398,179,0.9619846343994141,6.045237064361572,5.083252429962158
candle,164a61895f124d74a7c4405b,24,398,179,0.8924093246459961,5.975661754608154,5.083252429962158
candle,164a61895f124d74a7c4405b,25,398,179,0.43053150177001953,5.513783931732178,5.083252429962158
candle,164a61895f124d74a7c4405b,26,398,179,0.6151790618896484,5.698431491851807,5.083252429962158
candle,164a61895f124d74a7c4405b,27,398,179,0.2920188903808594,5.375271320343018,5.083252429962158
candle,164a61895f124d74a7c4405b,28,401,184,0.0004801750183105469,4.124401569366455,4.1239213943481445
candle,164a61895f124d74a7c4405b,29,418,182,0.007342338562011719,2.336254358291626,2.3289120197296143
candle,164a61895f124d74a7c4405b,30,398,179,1.0487256050109863,6.1319780349731445,5.083252429962158
candle,164a61895f124d74a7c4405b,31,398,179,0.5608782768249512,5.644130706787109,5.083252429962158
candle,1957eccd65cb87cda25c940f,0,76,215,0.9381427764892578,6.623283386230469,5.685140609741211
candle,1957eccd65cb87cda25c940f,1,71,216,0.0013613700866699219,4.914039134979248,4.915400505065918
candle,1957eccd65cb87cda25c940f,2,84,229,0.0011534690856933594,4.880570888519287,4.879417419433594
candle,1957eccd65cb87cda25c940f,3,118,256,5.841255187988281e-05,1.7229771614074707,1.7230355739593506
candle,1957eccd65cb87cda25c940f,4,76,215,0.9130191802978516,6.5981597900390625,5.685140609741211
candle,1957eccd65cb87cda25c940f,5,90,247,0.0004699230194091797,3.471467971801758,3.471937894821167
candle,1957eccd65cb87cda25c940f,6,69,235,0.0005741119384765625,3.9590814113616943,3.9585072994232178
candle,1957eccd65cb87cda25c940f,7,100,145,0.00018668174743652344,0.7653266787528992,0.7651399970054626
candle,1957eccd65cb87cda25c940f,8,75,215,0.04878377914428711,5.61616325378418,5.567379474639893
candle,1957eccd65cb87cda25c940f,9,81,225,0.003448486328125,5.073454856872559,5.070006370544434
candle,1957eccd65cb87cda25c940f,10,76,215,0.5902695655822754,6.275410175323486,5.685140609741211
candle,1957eccd65cb87cda25c940f,11,60,227,2.1457672119140625e-05,2.740983486175537,2.740962028503418
candle,1957eccd65cb87cda25c940f,12,76,215,0.9478921890258789,6.63303279876709,5.685140609741211
candle,1957eccd65cb87cda25c940f,13,115,246,0.0008318424224853516,3.6948843002319336,3.695716142654419
candle,1957eccd65cb87cda25c940f,14,83,233,0.00011587142944335938,4.346195697784424,4.346311569213867
