category,image_path,threshold,x1,y1,x2,y2,area,mean_score,max_score,gt_iou,gt_f1,stability,bbox_width,bbox_height,bbox_area,fill_ratio,aspect_ratio,aspect_score,relative_area,inside_mean,inside_max,inside_std,ring_mean,ring_max,local_contrast,peak_contrast,peak_margin,component_rank,mean_score_norm,max_score_norm,inside_mean_norm,inside_max_norm,inside_std_norm,local_contrast_norm,peak_contrast_norm,peak_margin_norm,stability_norm,fill_ratio_norm,aspect_score_norm,relative_area_norm,area_penalty_norm
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/011.png,0.7999999999999999,140,125,154,138,171,0.8216406106948853,0.8414425849914551,0.07225433526011561,0.1347708894878706,0.5714285714285714,15,14,210,0.8142857142857143,1.0714285714285714,0.93545993305738,0.0034080038265306123,0.8216406106948853,0.8414425849914551,0.011810203082859516,0.6836894154548645,0.7997148633003235,0.13795119524002075,0.15775316953659058,0.04172772169113159,2,0.14418271,0.14427008,0.14418271,0.14427008,0.13297956,0.18176877,0.1696736,0.14486584,0.0,0.96428657,0.8138303,0.03879027,0.9612097
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/broken/002.png,0.7999999999999999,73,115,100,142,624,0.8921242952346802,1.0,0.14262820512820512,0.2496493688639551,0.7632783882783883,28,28,784,0.7959183673469388,1.0,1.0,0.012436224489795918,0.8921242952346802,1.0,0.05747009813785553,0.6614857912063599,0.7999330759048462,0.2306385040283203,0.33851420879364014,0.2000669240951538,1,0.84809554,1.0,0.84809554,1.0,0.9500305,0.43552163,0.5594434,0.99622697,0.8169035,0.93211854,1.0,0.18770544,0.81229454
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/broken/003.png,0.7999999999999999,31,80,60,112,759,0.8907181024551392,1.0,0.23738626964433415,0.3836898395721925,0.761340109166196,30,33,990,0.7666666666666667,0.9090909090909091,0.9129833890329112,0.015126753826530613,0.8907181024551392,1.0,0.05698997899889946,0.648407518863678,0.7997941970825195,0.24231058359146118,0.351592481136322,0.20020580291748047,1,0.834052,1.0,0.834052,1.0,0.9414391,0.46747664,0.5876437,0.9969737,0.8086502,0.880888,0.74899554,0.23208414,0.76791584
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/broken/003.png,0.7999999999999999,191,148,213,172,443,0.8793445229530334,0.9658490419387817,0.21649484536082475,0.3559322033898305,0.7326668816510804,23,25,575,0.7704347826086957,0.92,0.9230357906659444,0.00882892219387755,0.8793445229530334,0.9658490419387817,0.04796167463064194,0.6300092339515686,0.7999764680862427,0.24933528900146484,0.33583980798721313,0.16587257385253906,2,0.7204653,0.81568825,0.7204653,0.81568825,0.7798841,0.48670837,0.55367666,0.8123701,0.6865587,0.8874874,0.77799225,0.12820512,0.8717949
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/broken/004.png,0.7999999999999999,93,136,117,161,490,0.8946644067764282,1.0,0.18597560975609756,0.31362467866323906,0.7725947521865889,25,26,650,0.7538461538461538,0.9615384615384616,0.9622594963159703,0.009765625,0.8946644067764282,1.0,0.058356620371341705,0.6268832683563232,0.7999452352523804,0.267781138420105,0.37311673164367676,0.20005476474761963,1,0.87346333,1.0,0.87346333,1.0,0.96589416,0.53720814,0.6340558,0.9961616,0.856573,0.85843456,0.8911352,0.14365548,0.8563445
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/001.png,0.7999999999999999,102,26,122,48,395,0.8943813443183899,1.0,0.6848341232227488,0.8129395218002813,0.7707052441229657,21,23,483,0.8178053830227743,0.9130434782608695,0.9166139949510482,0.007872289540816327,0.8943813443183899,1.0,0.0585428848862648,0.6272661089897156,0.7995145320892334,0.2671152353286743,0.3727338910102844,0.2004854679107666,1,0.8706364,1.0,0.8706364,1.0,0.96922725,0.5353851,0.6332303,0.9984774,0.8485273,0.9704509,0.7594682,0.11242604,0.88757396
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/004.png,0.7999999999999999,99,134,119,158,415,0.8941062688827515,1.0,0.6439114391143912,0.7833894500561167,0.7693631669535284,21,25,525,0.7904761904761904,0.84,0.851532435591057,0.008270886479591837,0.8941062688827515,1.0,0.057891350239515305,0.6179218292236328,0.7999028563499451,0.27618443965911865,0.3820781707763672,0.20009714365005493,1,0.8678893,1.0,0.8678893,1.0,0.95756847,0.5602141,0.6533791,0.99638945,0.8428128,0.92258734,0.5717367,0.11900066,0.8809993
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/005.png,0.7999999999999999,80,26,101,52,464,0.8943747282028198,1.0,0.3177966101694915,0.48231511254019294,0.7715517241379309,22,27,594,0.7811447811447811,0.8148148148148148,0.8300171294816712,0.009247448979591837,0.8943747282028198,1.0,0.057786278426647186,0.6287384629249573,0.7992791533470154,0.26563626527786255,0.3712615370750427,0.20072084665298462,1,0.87057036,1.0,0.87057036,1.0,0.9556883,0.53133607,0.6300555,0.999743,0.8521317,0.9062446,0.5096745,0.13510849,0.8648915
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/007.png,0.7999999999999999,48,136,73,159,501,0.8926394581794739,1.0,0.5488721804511278,0.7087378640776699,0.7667522098659824,26,24,624,0.8028846153846154,1.0833333333333333,0.9258893124273277,0.009984853316326531,0.8926394581794739,1.0,0.05730924382805824,0.6492651700973511,0.7992313504219055,0.2433742880821228,0.3507348299026489,0.20076864957809448,1,0.8532404,1.0,0.8532404,1.0,0.94715214,0.47038877,0.5857944,1.0,0.8316951,0.94431907,0.78622335,0.14727153,0.8527285
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/glue/009.png,0.7999999999999999,166,0,187,27,443,0.8884937167167664,1.0,0.6091269841269841,0.7570900123304563,0.7558851983231215,22,28,616,0.7191558441558441,0.7857142857142857,0.8056965603384801,0.00882892219387755,0.8884937167167664,1.0,0.058194369077682495,0.644405722618103,0.7996521592140198,0.24408799409866333,0.355594277381897,0.20034784078598022,1,0.8118373,1.0,0.8118373,1.0,0.9629908,0.4723427,0.59627265,0.9977374,0.78542304,0.79767895,0.4395203,0.12820512,0.8717949
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/001.png,0.7999999999999999,151,8,192,33,862,0.8995000123977661,1.0,0.4778270509977827,0.6466616654163541,0.7840570102751078,42,26,1092,0.7893772893772893,1.6153846153846154,0.6758706368346461,0.01717952806122449,0.8995000123977661,1.0,0.05829941853880882,0.6459580659866333,0.7998943328857422,0.2535419464111328,0.3540419340133667,0.2001056671142578,1,0.92175597,1.0,0.92175597,1.0,0.9648706,0.49822506,0.59292537,0.9964353,0.9053798,0.9206627,0.06502991,0.26594347,0.73405653
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/003.png,0.7999999999999999,137,41,158,71,511,0.8959675431251526,1.0,0.405688622754491,0.577209797657082,0.7771875873637126,22,31,682,0.749266862170088,0.7096774193548387,0.7446322711049177,0.010184151785714286,0.8959675431251526,1.0,0.05770932137966156,0.5963696837425232,0.7999980449676514,0.2995978593826294,0.4036303162574768,0.20000195503234863,1,0.8864776,1.0,0.8864776,1.0,0.9543112,0.6243137,0.6998514,0.9958776,0.87612945,0.8504145,0.26337674,0.15055884,0.8494412
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/004.png,0.7999999999999999,87,36,111,59,461,0.8935583829879761,1.0,0.3619402985074627,0.5315068493150685,0.7700650759219088,25,24,600,0.7683333333333333,1.0416666666666667,0.9607790815959156,0.00918765943877551,0.8935583829879761,1.0,0.057600945234298706,0.6333732008934021,0.7999270558357239,0.260185182094574,0.3666267991065979,0.20007294416427612,1,0.8624176,1.0,0.8624176,1.0,0.9523719,0.51641244,0.62006176,0.99625933,0.8458015,0.88380694,0.88686496,0.13412228,0.86587775
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/005.png,0.7999999999999999,123,35,148,61,523,0.8952794075012207,1.0,0.40867992766726946,0.5802310654685494,0.7727396886096695,26,27,702,0.7450142450142451,0.9629629629629629,0.9636322045456146,0.010423309948979591,0.8952794075012207,1.0,0.05829388275742531,0.6268068552017212,0.7999629974365234,0.2684725522994995,0.3731931447982788,0.20003700256347656,1,0.8796053,1.0,0.8796053,1.0,0.9647715,0.53910106,0.6342206,0.9960661,0.8571902,0.8429666,0.89509505,0.15450361,0.8454964
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/007.png,0.7999999999999999,106,35,133,57,476,0.8942753076553345,1.0,0.16279069767441862,0.28,0.7719087635054022,28,23,644,0.7391304347826086,1.2173913043478262,0.83562413126062,0.009486607142857142,0.8942753076553345,1.0,0.05891256034374237,0.6332266330718994,0.7993543148040771,0.26104867458343506,0.3667733669281006,0.20064568519592285,1,0.8695774,1.0,0.8695774,1.0,0.9758423,0.5187765,0.6203778,0.99933887,0.853652,0.83266187,0.52584827,0.13905326,0.8609468
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/008.png,0.7999999999999999,52,28,80,56,610,0.8995230197906494,1.0,0.21182943603851445,0.3496027241770715,0.785480093676815,29,29,841,0.7253269916765755,1.0,1.0,0.01215720663265306,0.8995230197906494,1.0,0.05803826078772545,0.598702073097229,0.799963653087616,0.3008209466934204,0.401297926902771,0.20003634691238403,1,0.92198575,1.0,0.92198575,1.0,0.9601973,0.62766224,0.69482213,0.9960625,0.9114392,0.80848694,1.0,0.18310322,0.8168968
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/009.png,0.7999999999999999,22,134,50,170,719,0.9073346853256226,1.0,0.28366013071895424,0.4419551934826884,0.8062785614941388,29,37,1073,0.6700838769804287,0.7837837837837838,0.804102800959352,0.014329559948979591,0.9073346853256226,1.0,0.06026258319616318,0.5841750502586365,0.799915075302124,0.3231596350669861,0.4158249497413635,0.20008492469787598,1,1.0,1.0,1.0,1.0,1.0,0.6888195,0.7261463,0.99632376,1.0,0.7117357,0.434923,0.21893491,0.7810651
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/metal_contamination/010.png,0.7999999999999999,178,6,204,30,500,0.8950188159942627,1.0,0.18270799347471453,0.30896551724137933,0.7708571428571428,27,25,675,0.7407407407407407,1.08,0.9285386952763499,0.009964923469387755,0.8950188159942627,1.0,0.057233862578868866,0.6272907257080078,0.7995420694351196,0.2677280902862549,0.3727092742919922,0.20045793056488037,1,0.8770028,1.0,0.8770028,1.0,0.9458032,0.5370629,0.6331772,0.99832934,0.8491742,0.83548206,0.7938656,0.1469428,0.8530572
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/001.png,0.7999999999999999,164,134,193,165,735,0.8938241004943848,1.0,0.6500508646998983,0.7879161528976573,0.7687074829931972,30,32,960,0.765625,0.9375,0.9393741796505354,0.0146484375,0.8938241004943848,1.0,0.05755346640944481,0.6365845799446106,0.7995346784591675,0.25723952054977417,0.3634154200553894,0.20046532154083252,1,0.8650713,1.0,0.8650713,1.0,0.9515223,0.50834805,0.6131372,0.99836904,0.8400207,0.87906367,0.82512134,0.2241946,0.7758054
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/004.png,0.7999999999999999,94,110,151,144,1501,0.893487811088562,1.0,0.1910739191073919,0.32084309133489464,0.7668221185876084,58,35,2030,0.7394088669950739,1.6571428571428573,0.6644099102362511,0.02991470025510204,0.893487811088562,1.0,0.055258702486753464,0.6641424894332886,0.7999697327613831,0.22934532165527344,0.3358575105667114,0.20003026723861694,1,0.8617128,1.0,0.8617128,1.0,0.91045916,0.43198124,0.5537148,0.99602985,0.8319928,0.8331495,0.031970788,0.4760026,0.5239974
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/004.png,0.7999999999999999,187,121,196,127,54,0.8072034120559692,0.8147109150886536,0.025520833333333333,0.04977145759268664,0.5714285714285714,10,7,70,0.7714285714285715,1.4285714285714286,0.7370962399414374,0.0010762117346938774,0.8072034120559692,0.8147109150886536,0.004378803074359894,0.7356461882591248,0.7999258637428284,0.07155722379684448,0.07906472682952881,0.014785051345825195,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88922787,0.24163872,0.00032873094,0.9996713
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/006.png,0.7999999999999999,73,6,102,56,1046,0.8942769169807434,1.0,0.15055079559363524,0.26170212765957446,0.7708276427205681,30,51,1530,0.6836601307189543,0.5882352941176471,0.6533265012625084,0.020846619897959183,0.8942769169807434,1.0,0.056636225432157516,0.636542558670044,0.7996090054512024,0.25773435831069946,0.36345744132995605,0.2003909945487976,1,0.8695935,1.0,0.8695935,1.0,0.93510896,0.50970274,0.6132278,0.9979694,0.8490486,0.73551285,0.0,0.32642996,0.67357004
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/008.png,0.7999999999999999,135,133,197,211,1379,0.882917582988739,1.0,0.2776742452478569,0.4346557759626604,0.7409095617942609,63,79,4977,0.2770745428973277,0.7974683544303798,0.8154524148332752,0.027483258928571428,0.882917582988739,1.0,0.05655147135257721,0.5368292331695557,0.7998805642127991,0.34608834981918335,0.46317076683044434,0.20011943578720093,1,0.7561491,1.0,0.7561491,1.0,0.9335923,0.75159216,0.8282367,0.9965093,0.7216563,0.023430765,0.46766162,0.4358974,0.5641026
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/009.png,0.7999999999999999,64,9,160,129,3095,0.8939949870109558,1.0,0.13872507722549846,0.2436498150431566,0.7703669513039465,97,121,11737,0.26369600408963106,0.8016528925619835,0.8189474518686664,0.0616828762755102,0.8939949870109558,1.0,0.05652420595288277,0.4571716785430908,0.7999051213264465,0.436823308467865,0.5428283214569092,0.20009487867355347,1,0.8667779,1.0,0.8667779,1.0,0.93310446,1.0,1.0,0.9963772,0.84708697,0.0,0.47774327,1.0,0.0
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/thread/009.png,0.7999999999999999,197,185,213,206,245,0.8359103798866272,0.8724020719528198,0.07397504456327986,0.13775933609958507,0.61399416909621,17,22,374,0.6550802139037433,0.7727272727272727,0.7950205577249241,0.0048828125,0.8359103798866272,0.8724020719528198,0.020475590601563454,0.6644578576087952,0.7999323606491089,0.17145252227783203,0.20794421434402466,0.07246971130371094,2,0.28669333,0.31135756,0.28669333,0.31135756,0.28804043,0.27348638,0.27789912,0.31015992,0.18124585,0.6854587,0.40872484,0.06311637,0.9368836
