dataset,category,batch_idx,item_idx,candidate_rank,image_path,mask_path,gt_label,pred_label,pred_score,image_width,image_height,anomaly_map_height,anomaly_map_width,map_x1,map_y1,map_x2,map_y2,map_area,candidate_score_max,candidate_score_mean,candidate_score_sum,bbox_x1,bbox_y1,bbox_x2,bbox_y2,context_1p50_x1,context_1p50_y1,context_1p50_x2,context_1p50_y2,tight_crop_path,context_1p50_crop_path,tight_gt_mask_pixels,tight_candidate_mask_pixels,tight_candidate_covers_gt_ratio,tight_candidate_mask_density,context_gt_mask_pixels,context_candidate_mask_pixels,context_candidate_covers_gt_ratio,context_candidate_mask_density
MVTec AD 2,sheet_metal,0,3,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000187_001_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000187_001_regular.png,True,True,0.6158413290977478,4224,1056,256,256,36,224,52,242,230,0.8652164340019226,0.8240206241607666,189.52474975585938,594,924,858,999,198,812,1254,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000187_001_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000187_001_regular_cand01_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,3738.0,0.19373898621333058,0.0145072652757079
MVTec AD 2,sheet_metal,0,3,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000187_001_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000187_001_regular.png,True,True,0.6158413290977478,4224,1056,256,256,60,23,75,39,175,0.8588618636131287,0.8210724592208862,143.68768310546875,990,94,1238,161,618,0,1610,261,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000187_001_regular_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000187_001_regular_cand02_context_1.50.png,19294.0,955.0,0.04949725303203068,0.05747472315840154,19294.0,4012.0,0.2079402923188556,0.015495612408849339
MVTec AD 2,sheet_metal,0,4,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000188_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000188_001_shift_1.png,True,True,0.8422553539276123,4224,1056,256,256,204,216,233,242,557,1.0,0.912876546382904,508.47222900390625,3366,891,3845,999,2648,729,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000188_001_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000188_001_shift_1_cand00_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,0.0,0.0,0.0
MVTec AD 2,sheet_metal,0,4,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000188_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000188_001_shift_1.png,True,True,0.8422553539276123,4224,1056,256,256,60,17,92,45,538,0.9121578931808472,0.873898983001709,470.15765380859375,990,70,1518,186,198,0,2310,360,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000188_001_shift_1_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000188_001_shift_1_cand01_context_1.50.png,19294.0,1679.0,0.08702187208458588,0.027413140020898643,19294.0,5579.0,0.2891572509588473,0.0073376999158249155
MVTec AD 2,sheet_metal,0,4,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000188_001_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000188_001_shift_1.png,True,True,0.8422553539276123,4224,1056,256,256,34,224,49,238,159,0.8921891450881958,0.8629260063171387,137.20523071289062,561,924,809,982,189,837,1181,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000188_001_shift_1_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000188_001_shift_1_cand02_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,3514.0,0.18212915932414223,0.016175062601266756
MVTec AD 2,sheet_metal,0,5,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000189_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000189_001_shift_2.png,True,True,0.8737521171569824,4224,1056,256,256,203,215,233,243,638,1.0,0.9046049118041992,577.137939453125,3349,886,3845,1003,2605,710,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000189_001_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000189_001_shift_2_cand00_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,0.0,0.0,0.0
MVTec AD 2,sheet_metal,0,5,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000189_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000189_001_shift_2.png,True,True,0.8737521171569824,4224,1056,256,256,60,17,91,42,502,0.8950024247169495,0.8578106760978699,430.6209716796875,990,70,1502,174,222,0,2270,330,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000189_001_shift_2_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000189_001_shift_2_cand01_context_1.50.png,19294.0,1499.0,0.07769254690577382,0.028151292067307692,19294.0,5117.0,0.26521198299989635,0.00757131865530303
MVTec AD 2,sheet_metal,0,5,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000189_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000189_001_shift_2.png,True,True,0.8737521171569824,4224,1056,256,256,34,224,48,239,171,0.8803038001060486,0.8488216400146484,145.14849853515625,561,924,792,986,215,831,1138,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000189_001_shift_2_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000189_001_shift_2_cand02_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,3556.0,0.18430600186586504,0.017122908390514023
MVTec AD 2,sheet_metal,0,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000191_001_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000191_001_underexposed.png,True,True,0.5921244025230408,4224,1056,256,256,204,205,235,242,829,1.0,0.902712345123291,748.3485107421875,3366,845,3878,999,2598,614,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000191_001_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000191_001_underexposed_cand00_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,0.0,0.0,0.0
MVTec AD 2,sheet_metal,0,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000191_001_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000191_001_underexposed.png,True,True,0.5921244025230408,4224,1056,256,256,224,106,241,123,200,0.8724985718727112,0.8273400664329529,165.468017578125,3696,437,3977,508,3274,331,4224,614,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000191_001_underexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000191_001_underexposed_cand01_context_1.50.png,19294.0,2142.0,0.11101896962786359,0.10736303944664428,19294.0,2894.0,0.14999481704156734,0.010764366747256835
MVTec AD 2,sheet_metal,0,6,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000191_001_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000191_001_underexposed.png,True,True,0.5921244025230408,4224,1056,256,256,36,225,50,240,161,0.8538690209388733,0.8225822448730469,132.4357452392578,594,928,825,990,248,835,1171,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000191_001_underexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000191_001_underexposed_cand02_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,3528.0,0.1828547735047165,0.01729555894363746
MVTec AD 2,sheet_metal,0,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000193_002_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000193_002_regular.png,True,True,0.5793967247009277,4224,1056,256,256,203,191,234,245,1219,1.0,0.9268587827682495,1129.8408203125,3349,787,3861,1011,2581,451,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000193_002_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000193_002_regular_cand00_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,4720.0,0.37609561752988047,0.004748419289447342
MVTec AD 2,sheet_metal,0,7,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000193_002_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000193_002_regular.png,True,True,0.5793967247009277,4224,1056,256,256,33,231,43,243,92,0.8786316514015198,0.8499835729598999,78.198486328125,544,952,710,1003,295,876,959,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000193_002_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000193_002_regular_cand01_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,0.0,0.0,0.0
MVTec AD 2,sheet_metal,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000194_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000194_002_shift_1.png,True,True,0.8394360542297363,4224,1056,256,256,197,199,237,245,1311,1.0,0.8596252799034119,1126.96875,3250,820,3911,1011,2258,534,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000194_002_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000194_002_shift_1_cand00_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,4264.0,0.3397609561752988,0.00415492491123038
MVTec AD 2,sheet_metal,1,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000195_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000195_002_shift_2.png,True,True,0.8516057729721069,4224,1056,256,256,201,197,238,246,1311,1.0,0.8543062210083008,1119.9954833984375,3316,812,3927,1015,2400,508,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000195_002_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000195_002_shift_2_cand00_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,4720.0,0.37609561752988047,0.004722115507747471
MVTec AD 2,sheet_metal,1,2,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000198_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000198_003_overexposed.png,True,False,0.4880484938621521,4224,1056,256,256,126,222,171,243,573,1.0,0.9276793003082275,531.5602416992188,2079,915,2822,1003,965,783,3936,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000198_003_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000198_003_overexposed_cand00_context_1.50.png,7264.0,0.0,0.0,0.0,7264.0,2510.0,0.3455396475770925,0.0030946278001141685
MVTec AD 2,sheet_metal,1,2,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000198_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000198_003_overexposed.png,True,False,0.4880484938621521,4224,1056,256,256,77,129,111,177,647,0.9544371366500854,0.899152934551239,581.751953125,1270,532,1832,731,427,234,2675,1029,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000198_003_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000198_003_overexposed_cand01_context_1.50.png,7264.0,1027.0,0.14138215859030837,0.009182925302669934,7264.0,3210.0,0.4419052863436123,0.0017961458403276708
MVTec AD 2,sheet_metal,1,2,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000198_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000198_003_overexposed.png,True,False,0.4880484938621521,4224,1056,256,256,148,20,159,30,78,0.9027104377746582,0.883208155632019,68.8902359008789,2442,82,2624,124,2169,19,2897,187,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000198_003_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000198_003_overexposed_cand02_context_1.50.png,7264.0,0.0,0.0,0.0,7264.0,0.0,0.0,0.0
MVTec AD 2,sheet_metal,1,3,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000199_003_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000199_003_regular.png,True,False,0.45450329780578613,4224,1056,256,256,126,224,169,241,460,1.0,0.9508287906646729,437.3812561035156,2079,924,2789,995,1014,818,3854,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000199_003_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000199_003_regular_cand00_context_1.50.png,7264.0,0.0,0.0,0.0,7264.0,2175.0,0.2994218061674009,0.003217836430346787
MVTec AD 2,sheet_metal,1,3,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000199_003_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000199_003_regular.png,True,False,0.45450329780578613,4224,1056,256,256,74,128,108,178,773,0.9858208894729614,0.9389731884002686,725.8262939453125,1221,528,1782,735,379,218,2624,1045,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000199_003_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000199_003_regular_cand01_context_1.50.png,7264.0,1072.0,0.14757709251101322,0.009231272658382634,7264.0,3294.0,0.4534691629955947,0.0017741965889535526
MVTec AD 2,sheet_metal,1,3,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000199_003_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000199_003_regular.png,True,False,0.45450329780578613,4224,1056,256,256,148,19,158,29,78,0.9399644136428833,0.9210139513015747,71.8390884399414,2442,78,2607,120,2194,15,2855,183,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000199_003_regular_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000199_003_regular_cand02_context_1.50.png,7264.0,0.0,0.0,0.0,7264.0,0.0,0.0,0.0
MVTec AD 2,sheet_metal,1,4,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000200_003_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000200_003_shift_1.png,True,True,0.6207086443901062,4224,1056,256,256,42,23,84,58,838,1.0,0.9170721769332886,768.5064697265625,693,94,1386,240,0,0,2426,459,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000200_003_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000200_003_shift_1_cand00_context_1.50.png,7091.0,0.0,0.0,0.0,7091.0,100.0,0.01410238330277817,8.980417302031191e-05
MVTec AD 2,sheet_metal,1,4,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000200_003_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000200_003_shift_1.png,True,True,0.6207086443901062,4224,1056,256,256,10,220,25,242,223,0.9552891254425049,0.905900239944458,202.0157470703125,165,907,413,999,0,769,785,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000200_003_shift_1_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000200_003_shift_1_cand01_context_1.50.png,7091.0,0.0,0.0,0.0,7091.0,0.0,0.0,0.0
