dataset,category,batch_idx,item_idx,candidate_rank,image_path,mask_path,gt_label,pred_label,pred_score,image_width,image_height,anomaly_map_height,anomaly_map_width,map_x1,map_y1,map_x2,map_y2,map_area,candidate_score_max,candidate_score_mean,candidate_score_sum,bbox_x1,bbox_y1,bbox_x2,bbox_y2,context_1p50_x1,context_1p50_y1,context_1p50_x2,context_1p50_y2,tight_crop_path,context_1p50_crop_path,tight_gt_mask_pixels,tight_candidate_mask_pixels,tight_candidate_covers_gt_ratio,tight_candidate_mask_density,context_gt_mask_pixels,context_candidate_mask_pixels,context_candidate_covers_gt_ratio,context_candidate_mask_density,gt_binary,patchcore_score,clip_backend,tight_normal_score,tight_anomaly_score,tight_vlm_margin,context_normal_score,context_anomaly_score,context_vlm_margin
MVTec AD 2,fabric,0,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000506_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000506_001_shift_3.png,True,True,0.7216041684150696,2448,2048,256,256,9,5,40,34,666,1.0,0.8363552093505859,557.0125732421875,86,40,383,272,0,0,829,620,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000506_001_shift_3_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000506_001_shift_3_cand00_context_1.50.png,373.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,1,0.7216041684150696,open_clip:ViT-B-32/openai,0.26821595430374146,0.2804538309574127,0.012237876653671265,0.27522334456443787,0.28877025842666626,0.013546913862228394
MVTec AD 2,fabric,0,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000506_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000506_001_shift_3.png,True,True,0.7216041684150696,2448,2048,256,256,214,222,244,244,342,0.7875763773918152,0.7456157803535461,255.00059509277344,2046,1776,2334,1952,1614,1512,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000506_001_shift_3_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000506_001_shift_3_cand01_context_1.50.png,373.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,1,0.7216041684150696,open_clip:ViT-B-32/openai,0.282059907913208,0.29656654596328735,0.014506638050079346,0.2587383985519409,0.27584049105644226,0.017102092504501343
MVTec AD 2,fabric,0,6,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000506_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000506_001_shift_3.png,True,True,0.7216041684150696,2448,2048,256,256,222,46,243,68,303,0.7606313824653625,0.7378762364387512,223.57650756835935,2122,368,2324,544,1819,104,2448,808,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000506_001_shift_3_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000506_001_shift_3_cand02_context_1.50.png,373.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,1,0.7216041684150696,open_clip:ViT-B-32/openai,0.27007433772087097,0.2828992009162903,0.012824863195419312,0.287202924489975,0.3002493381500244,0.013046413660049438
MVTec AD 2,fabric,0,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000508_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000508_002_overexposed.png,True,True,0.7262926697731018,2448,2048,256,256,205,12,240,75,1267,1.0,0.8714216351509094,1104.0911865234375,1960,96,2295,600,1458,0,2448,1356,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000508_002_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000508_002_overexposed_cand00_context_1.50.png,331.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,1,0.7262926697731018,open_clip:ViT-B-32/openai,0.27123692631721497,0.2814169228076935,0.010179996490478516,0.3079184293746948,0.3235410749912262,0.015622645616531372
MVTec AD 2,fabric,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000513_002_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000513_002_underexposed.png,True,True,0.7245203256607056,2448,2048,256,256,206,12,243,72,1311,1.0,0.888015627861023,1164.1884765625,1969,96,2324,576,1437,0,2448,1296,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000513_002_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000513_002_underexposed_cand00_context_1.50.png,331.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,1,0.7245203256607056,open_clip:ViT-B-32/openai,0.28077954053878784,0.28967103362083435,0.008891493082046509,0.3070947229862213,0.32102668285369873,0.013931959867477417
MVTec AD 2,fabric,1,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000514_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000514_003_overexposed.png,True,True,0.6468149423599243,2448,2048,256,256,14,227,32,247,257,1.0,0.961937665939331,247.21798706054688,133,1816,306,1976,0,1576,566,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000514_003_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000514_003_overexposed_cand00_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1,0.6468149423599243,open_clip:ViT-B-32/openai,0.2876051068305969,0.29548776149749756,0.007882654666900635,0.2881474792957306,0.29831409454345703,0.01016661524772644
MVTec AD 2,fabric,1,1,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000514_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000514_003_overexposed.png,True,True,0.6468149423599243,2448,2048,256,256,10,194,21,211,152,0.9912227392196656,0.9551038146018982,145.17578125,95,1552,201,1688,0,1348,360,1892,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000514_003_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000514_003_overexposed_cand01_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1,0.6468149423599243,open_clip:ViT-B-32/openai,0.2827621400356293,0.2898499369621277,0.007087796926498413,0.2757525146007538,0.28350281715393066,0.00775030255317688
MVTec AD 2,fabric,1,1,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000514_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000514_003_overexposed.png,True,True,0.6468149423599243,2448,2048,256,256,218,183,243,204,290,0.9873461723327636,0.9553420543670654,277.0491943359375,2084,1464,2324,1632,1724,1212,2448,1884,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000514_003_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000514_003_overexposed_cand02_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1,0.6468149423599243,open_clip:ViT-B-32/openai,0.2848920524120331,0.29890182614326477,0.01400977373123169,0.2882969379425049,0.2960769832134247,0.0077800452709198
MVTec AD 2,fabric,1,2,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000517_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000517_003_shift_2.png,True,True,0.7099766135215759,2448,2048,256,256,146,184,169,213,484,1.0,0.9365882277488708,453.3087158203125,1396,1472,1617,1704,1064,1124,1949,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000517_003_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000517_003_shift_2_cand00_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1,0.7099766135215759,open_clip:ViT-B-32/openai,0.28205788135528564,0.2966381013393402,0.014580219984054565,0.3029731214046478,0.3155565857887268,0.01258346438407898
MVTec AD 2,fabric,1,2,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000517_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000517_003_shift_2.png,True,True,0.7099766135215759,2448,2048,256,256,18,230,33,245,164,0.9662588834762572,0.9271348118782043,152.05010986328125,172,1840,316,1960,0,1660,532,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000517_003_shift_2_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000517_003_shift_2_cand01_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1,0.7099766135215759,open_clip:ViT-B-32/openai,0.28819072246551514,0.2989736795425415,0.010782957077026367,0.2757761776447296,0.2868015766143799,0.011025398969650269
MVTec AD 2,fabric,1,2,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000517_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000517_003_shift_2.png,True,True,0.7099766135215759,2448,2048,256,256,223,187,247,237,586,0.9489324688911438,0.9169349074363708,537.3238525390625,2132,1496,2362,1896,1787,896,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000517_003_shift_2_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000517_003_shift_2_cand02_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1,0.7099766135215759,open_clip:ViT-B-32/openai,0.2681720554828644,0.2804469168186188,0.012274861335754395,0.28643739223480225,0.29625770449638367,0.009820312261581421
MVTec AD 2,fabric,1,3,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000522_004_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000522_004_shift_1.png,True,True,0.6076470017433167,2448,2048,256,256,0,0,38,32,1022,1.0,0.8291231393814087,847.3638305664062,0,0,364,256,0,0,910,640,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000522_004_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000522_004_shift_1_cand00_context_1.50.png,7737.0,7186.0,0.9287837663176942,0.0771162431318681,7737.0,7186.0,0.9287837663176942,0.0123385989010989,1,0.6076470017433167,open_clip:ViT-B-32/openai,0.2708463966846466,0.27878913283348083,0.007942736148834229,0.27591681480407715,0.28904297947883606,0.013126164674758911
MVTec AD 2,fabric,1,3,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000522_004_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000522_004_shift_1.png,True,True,0.6076470017433167,2448,2048,256,256,238,9,256,40,289,0.7827926874160767,0.741133451461792,214.18756103515625,2275,72,2448,320,2015,0,2448,692,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000522_004_shift_1_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000522_004_shift_1_cand01_context_1.50.png,7737.0,0.0,0.0,0.0,7737.0,0.0,0.0,0.0,1,0.6076470017433167,open_clip:ViT-B-32/openai,0.2902842164039612,0.2968778908252716,0.006593674421310425,0.2780682146549225,0.28522488474845886,0.007156670093536377
MVTec AD 2,fabric,1,4,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000524_004_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000524_004_shift_3.png,True,True,0.5341417193412781,2448,2048,256,256,0,0,43,34,1058,1.0,0.8452649116516113,894.290283203125,0,0,412,272,0,0,1030,680,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000524_004_shift_3_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000524_004_shift_3_cand00_context_1.50.png,7737.0,7186.0,0.9287837663176942,0.0641240719588806,7737.0,7186.0,0.9287837663176942,0.0102598515134209,1,0.5341417193412781,open_clip:ViT-B-32/openai,0.27431678771972656,0.28502586483955383,0.01070907711982727,0.28360700607299805,0.2996174991130829,0.01601049304008484
MVTec AD 2,fabric,1,4,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000524_004_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000524_004_shift_3.png,True,True,0.5341417193412781,2448,2048,256,256,239,10,256,36,234,0.8091519474983215,0.7797977328300476,182.47267150878903,2285,80,2448,288,2041,0,2448,600,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000524_004_shift_3_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000524_004_shift_3_cand01_context_1.50.png,7737.0,0.0,0.0,0.0,7737.0,0.0,0.0,0.0,1,0.5341417193412781,open_clip:ViT-B-32/openai,0.29067960381507874,0.29810982942581177,0.007430225610733032,0.2673487663269043,0.27359816431999207,0.0062493979930877686
MVTec AD 2,fabric,1,5,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000525_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000525_004_underexposed.png,True,True,0.5194841027259827,2448,2048,256,256,0,0,36,31,921,1.0,0.8382170796394348,771.9979248046875,0,0,345,248,0,0,863,620,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000525_004_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000525_004_underexposed_cand00_context_1.50.png,7737.0,7186.0,0.9287837663176942,0.0839878447872837,7737.0,7186.0,0.9287837663176942,0.0134302695024857,1,0.5194841027259827,open_clip:ViT-B-32/openai,0.27726125717163086,0.2863500714302063,0.00908881425857544,0.2813863456249237,0.29510655999183655,0.013720214366912842
MVTec AD 2,fabric,1,5,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000525_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000525_004_underexposed.png,True,True,0.5194841027259827,2448,2048,256,256,236,7,256,43,390,0.8415547013282776,0.7782158255577087,303.5041809082031,2256,56,2448,344,1968,0,2448,776,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000525_004_underexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000525_004_underexposed_cand01_context_1.50.png,7737.0,0.0,0.0,0.0,7737.0,0.0,0.0,0.0,1,0.5194841027259827,open_clip:ViT-B-32/openai,0.2910958528518677,0.29601946473121643,0.004923611879348755,0.2766396105289459,0.28316977620124817,0.006530165672302246
