stage,image_path,basename,stem,label,labeled_key,candidate_rows,gt_label,pred_score_first,source_image_path,source_stem,source_labeled_key,source_split
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000424_008_regular.png,000424_008_regular.png,008_regular,bad,bad:008_regular,1,True,0.5578598976135254,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000426_008_shift_2.png,000426_008_shift_2.png,008_shift_2,bad,bad:008_shift_2,1,True,0.5401455163955688,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,000429_008_underexposed.png,008_underexposed,bad,bad:008_underexposed,3,True,0.7723527550697327,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000431_009_regular.png,000431_009_regular.png,009_regular,bad,bad:009_regular,1,True,0.657276451587677,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000432_009_shift_1.png,000432_009_shift_1.png,009_shift_1,bad,bad:009_shift_1,1,True,0.6787903904914856,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000438_010_regular.png,000438_010_regular.png,010_regular,bad,bad:010_regular,1,True,0.9131321907043456,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000439_010_shift_1.png,000439_010_shift_1.png,010_shift_1,bad,bad:010_shift_1,1,True,0.9382249116897584,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000440_010_shift_2.png,000440_010_shift_2.png,010_shift_2,bad,bad:010_shift_2,1,True,0.9357304573059082,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000442_010_shift_4.png,000442_010_shift_4.png,010_shift_4,bad,bad:010_shift_4,1,True,1.0,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000443_010_underexposed.png,000443_010_underexposed.png,010_underexposed,bad,bad:010_underexposed,2,True,0.9752019643783568,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000446_011_shift_1.png,000446_011_shift_1.png,011_shift_1,bad,bad:011_shift_1,3,True,0.5492384433746338,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000448_011_shift_3.png,000448_011_shift_3.png,011_shift_3,bad,bad:011_shift_3,3,True,0.4519455134868622,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000449_011_shift_4.png,000449_011_shift_4.png,011_shift_4,bad,bad:011_shift_4,3,True,0.5617029070854187,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000451_012_overexposed.png,000451_012_overexposed.png,012_overexposed,bad,bad:012_overexposed,1,True,0.9173431396484376,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000452_012_regular.png,000452_012_regular.png,012_regular,bad,bad:012_regular,1,True,0.9108120203018188,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000456_012_shift_4.png,000456_012_shift_4.png,012_shift_4,bad,bad:012_shift_4,1,True,1.0,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000457_012_underexposed.png,000457_012_underexposed.png,012_underexposed,bad,bad:012_underexposed,3,True,0.9223615527153016,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000459_013_regular.png,000459_013_regular.png,013_regular,bad,bad:013_regular,1,True,0.837863564491272,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000460_013_shift_1.png,000460_013_shift_1.png,013_shift_1,bad,bad:013_shift_1,1,True,0.825670599937439,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000461_013_shift_2.png,000461_013_shift_2.png,013_shift_2,bad,bad:013_shift_2,1,True,0.8213341236114502,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000462_013_shift_3.png,000462_013_shift_3.png,013_shift_3,bad,bad:013_shift_3,1,True,0.8227328062057495,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000463_013_shift_4.png,000463_013_shift_4.png,013_shift_4,bad,bad:013_shift_4,1,True,0.8169747591018677,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000464_013_underexposed.png,000464_013_underexposed.png,013_underexposed,bad,bad:013_underexposed,2,True,0.8754674196243286,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000465_014_overexposed.png,000465_014_overexposed.png,014_overexposed,bad,bad:014_overexposed,1,True,0.5365769267082214,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000466_014_regular.png,000466_014_regular.png,014_regular,bad,bad:014_regular,1,True,0.5257679224014282,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000467_014_shift_1.png,000467_014_shift_1.png,014_shift_1,bad,bad:014_shift_1,1,True,0.545425295829773,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000470_014_shift_4.png,000470_014_shift_4.png,014_shift_4,bad,bad:014_shift_4,1,True,0.5450637936592102,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000337_000_shift_4.png,000337_000_shift_4.png,000_shift_4,good,good:000_shift_4,2,False,0.4397254884243011,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000338_000_underexposed.png,000338_000_underexposed.png,000_underexposed,good,good:000_underexposed,3,False,0.708381175994873,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000339_001_overexposed.png,000339_001_overexposed.png,001_overexposed,good,good:001_overexposed,2,False,0.355534553527832,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000340_001_regular.png,000340_001_regular.png,001_regular,good,good:001_regular,2,False,0.3137954175472259,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000342_001_shift_2.png,000342_001_shift_2.png,001_shift_2,good,good:001_shift_2,1,False,0.3114901185035705,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000344_001_shift_4.png,000344_001_shift_4.png,001_shift_4,good,good:001_shift_4,1,False,0.5065314173698425,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000346_002_overexposed.png,000346_002_overexposed.png,002_overexposed,good,good:002_overexposed,1,False,0.5333778858184814,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000347_002_regular.png,000347_002_regular.png,002_regular,good,good:002_regular,1,False,0.4872967004776001,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000350_002_shift_3.png,000350_002_shift_3.png,002_shift_3,good,good:002_shift_3,1,False,0.4785598516464233,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000351_002_shift_4.png,000351_002_shift_4.png,002_shift_4,good,good:002_shift_4,1,False,0.5394501090049744,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000352_002_underexposed.png,000352_002_underexposed.png,002_underexposed,good,good:002_underexposed,2,False,0.7277604341506958,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000353_003_overexposed.png,000353_003_overexposed.png,003_overexposed,good,good:003_overexposed,1,False,0.6488415598869324,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000355_003_shift_1.png,000355_003_shift_1.png,003_shift_1,good,good:003_shift_1,1,False,0.5985737442970276,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000361_004_regular.png,000361_004_regular.png,004_regular,good,good:004_regular,3,False,0.3565844297409057,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000363_004_shift_2.png,000363_004_shift_2.png,004_shift_2,good,good:004_shift_2,3,False,0.3552137613296509,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000364_004_shift_3.png,000364_004_shift_3.png,004_shift_3,good,good:004_shift_3,3,False,0.3560581803321838,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000365_004_shift_4.png,000365_004_shift_4.png,004_shift_4,good,good:004_shift_4,3,False,0.3591472506523132,,,,
stage10,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000366_004_underexposed.png,000366_004_underexposed.png,004_underexposed,good,good:004_underexposed,3,False,0.779852032661438,,,,
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000371_000_shift_3.png,000371_000_shift_3.png,000_shift_3,bad,bad:000_shift_3,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/000_shift_3.png,000_shift_3,bad:000_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000373_000_underexposed.png,000373_000_underexposed.png,000_underexposed,bad,bad:000_underexposed,2,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/000_underexposed.png,000_underexposed,bad:000_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000376_001_shift_1.png,000376_001_shift_1.png,001_shift_1,bad,bad:001_shift_1,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/001_shift_1.png,001_shift_1,bad:001_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000380_001_underexposed.png,000380_001_underexposed.png,001_underexposed,bad,bad:001_underexposed,2,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/001_underexposed.png,001_underexposed,bad:001_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000383_002_shift_1.png,000383_002_shift_1.png,002_shift_1,bad,bad:002_shift_1,2,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/002_shift_1.png,002_shift_1,bad:002_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000384_002_shift_2.png,000384_002_shift_2.png,002_shift_2,bad,bad:002_shift_2,2,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/002_shift_2.png,002_shift_2,bad:002_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000386_002_shift_4.png,000386_002_shift_4.png,002_shift_4,bad,bad:002_shift_4,2,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/002_shift_4.png,002_shift_4,bad:002_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000387_002_underexposed.png,000387_002_underexposed.png,002_underexposed,bad,bad:002_underexposed,2,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/002_underexposed.png,002_underexposed,bad:002_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000394_003_underexposed.png,000394_003_underexposed.png,003_underexposed,bad,bad:003_underexposed,2,True,0.836393415927887,datasets/MVTec_AD_2/vial/test_public/bad/003_underexposed.png,003_underexposed,bad:003_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000396_004_regular.png,000396_004_regular.png,004_regular,bad,bad:004_regular,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/004_regular.png,004_regular,bad:004_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000399_004_shift_3.png,000399_004_shift_3.png,004_shift_3,bad,bad:004_shift_3,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/004_shift_3.png,004_shift_3,bad:004_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000400_004_shift_4.png,000400_004_shift_4.png,004_shift_4,bad,bad:004_shift_4,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/004_shift_4.png,004_shift_4,bad:004_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000401_004_underexposed.png,000401_004_underexposed.png,004_underexposed,bad,bad:004_underexposed,3,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/004_underexposed.png,004_underexposed,bad:004_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000402_005_overexposed.png,000402_005_overexposed.png,005_overexposed,bad,bad:005_overexposed,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/005_overexposed.png,005_overexposed,bad:005_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000404_005_shift_1.png,000404_005_shift_1.png,005_shift_1,bad,bad:005_shift_1,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/005_shift_1.png,005_shift_1,bad:005_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000409_006_overexposed.png,000409_006_overexposed.png,006_overexposed,bad,bad:006_overexposed,3,True,0.7029593586921692,datasets/MVTec_AD_2/vial/test_public/bad/006_overexposed.png,006_overexposed,bad:006_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000410_006_regular.png,000410_006_regular.png,006_regular,bad,bad:006_regular,3,True,0.6526409387588501,datasets/MVTec_AD_2/vial/test_public/bad/006_regular.png,006_regular,bad:006_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000414_006_shift_4.png,000414_006_shift_4.png,006_shift_4,bad,bad:006_shift_4,3,True,0.6095765829086304,datasets/MVTec_AD_2/vial/test_public/bad/006_shift_4.png,006_shift_4,bad:006_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000415_006_underexposed.png,000415_006_underexposed.png,006_underexposed,bad,bad:006_underexposed,3,True,0.8329750299453735,datasets/MVTec_AD_2/vial/test_public/bad/006_underexposed.png,006_underexposed,bad:006_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000419_007_shift_2.png,000419_007_shift_2.png,007_shift_2,bad,bad:007_shift_2,1,True,0.637323260307312,datasets/MVTec_AD_2/vial/test_public/bad/007_shift_2.png,007_shift_2,bad:007_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000420_007_shift_3.png,000420_007_shift_3.png,007_shift_3,bad,bad:007_shift_3,1,True,0.6704345941543579,datasets/MVTec_AD_2/vial/test_public/bad/007_shift_3.png,007_shift_3,bad:007_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000421_007_shift_4.png,000421_007_shift_4.png,007_shift_4,bad,bad:007_shift_4,1,True,0.7039324045181274,datasets/MVTec_AD_2/vial/test_public/bad/007_shift_4.png,007_shift_4,bad:007_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000422_007_underexposed.png,000422_007_underexposed.png,007_underexposed,bad,bad:007_underexposed,3,True,0.838371992111206,datasets/MVTec_AD_2/vial/test_public/bad/007_underexposed.png,007_underexposed,bad:007_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000426_008_shift_2.png,000426_008_shift_2.png,008_shift_2,bad,bad:008_shift_2,1,True,0.593421995639801,datasets/MVTec_AD_2/vial/test_public/bad/008_shift_2.png,008_shift_2,bad:008_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000427_008_shift_3.png,000427_008_shift_3.png,008_shift_3,bad,bad:008_shift_3,2,True,0.6194548606872559,datasets/MVTec_AD_2/vial/test_public/bad/008_shift_3.png,008_shift_3,bad:008_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000428_008_shift_4.png,000428_008_shift_4.png,008_shift_4,bad,bad:008_shift_4,1,True,0.9065405130386353,datasets/MVTec_AD_2/vial/test_public/bad/008_shift_4.png,008_shift_4,bad:008_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000429_008_underexposed.png,000429_008_underexposed.png,008_underexposed,bad,bad:008_underexposed,2,True,0.8577589988708496,datasets/MVTec_AD_2/vial/test_public/bad/008_underexposed.png,008_underexposed,bad:008_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000431_009_regular.png,000431_009_regular.png,009_regular,bad,bad:009_regular,1,True,0.6932194232940674,datasets/MVTec_AD_2/vial/test_public/bad/009_regular.png,009_regular,bad:009_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000432_009_shift_1.png,000432_009_shift_1.png,009_shift_1,bad,bad:009_shift_1,1,True,0.7246940732002258,datasets/MVTec_AD_2/vial/test_public/bad/009_shift_1.png,009_shift_1,bad:009_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000434_009_shift_3.png,000434_009_shift_3.png,009_shift_3,bad,bad:009_shift_3,1,True,0.6877051591873169,datasets/MVTec_AD_2/vial/test_public/bad/009_shift_3.png,009_shift_3,bad:009_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000436_009_underexposed.png,000436_009_underexposed.png,009_underexposed,bad,bad:009_underexposed,3,True,0.8726606369018555,datasets/MVTec_AD_2/vial/test_public/bad/009_underexposed.png,009_underexposed,bad:009_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000438_010_regular.png,000438_010_regular.png,010_regular,bad,bad:010_regular,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/010_regular.png,010_regular,bad:010_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000439_010_shift_1.png,000439_010_shift_1.png,010_shift_1,bad,bad:010_shift_1,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/010_shift_1.png,010_shift_1,bad:010_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000441_010_shift_3.png,000441_010_shift_3.png,010_shift_3,bad,bad:010_shift_3,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/010_shift_3.png,010_shift_3,bad:010_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000443_010_underexposed.png,000443_010_underexposed.png,010_underexposed,bad,bad:010_underexposed,3,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/010_underexposed.png,010_underexposed,bad:010_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000444_011_overexposed.png,000444_011_overexposed.png,011_overexposed,bad,bad:011_overexposed,3,True,0.5475729703903198,datasets/MVTec_AD_2/vial/test_public/bad/011_overexposed.png,011_overexposed,bad:011_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000445_011_regular.png,000445_011_regular.png,011_regular,bad,bad:011_regular,3,True,0.5038888454437256,datasets/MVTec_AD_2/vial/test_public/bad/011_regular.png,011_regular,bad:011_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000446_011_shift_1.png,000446_011_shift_1.png,011_shift_1,bad,bad:011_shift_1,2,True,0.6100303530693054,datasets/MVTec_AD_2/vial/test_public/bad/011_shift_1.png,011_shift_1,bad:011_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000449_011_shift_4.png,000449_011_shift_4.png,011_shift_4,bad,bad:011_shift_4,2,True,0.6237936615943909,datasets/MVTec_AD_2/vial/test_public/bad/011_shift_4.png,011_shift_4,bad:011_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000450_011_underexposed.png,000450_011_underexposed.png,011_underexposed,bad,bad:011_underexposed,2,True,0.8704206943511963,datasets/MVTec_AD_2/vial/test_public/bad/011_underexposed.png,011_underexposed,bad:011_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000451_012_overexposed.png,000451_012_overexposed.png,012_overexposed,bad,bad:012_overexposed,1,True,1.0,datasets/MVTec_AD_2/vial/test_public/bad/012_overexposed.png,012_overexposed,bad:012_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000452_012_regular.png,000452_012_regular.png,012_regular,bad,bad:012_regular,1,True,0.98396897315979,datasets/MVTec_AD_2/vial/test_public/bad/012_regular.png,012_regular,bad:012_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000454_012_shift_2.png,000454_012_shift_2.png,012_shift_2,bad,bad:012_shift_2,1,True,0.9418894052505492,datasets/MVTec_AD_2/vial/test_public/bad/012_shift_2.png,012_shift_2,bad:012_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000455_012_shift_3.png,000455_012_shift_3.png,012_shift_3,bad,bad:012_shift_3,1,True,0.9841676950454712,datasets/MVTec_AD_2/vial/test_public/bad/012_shift_3.png,012_shift_3,bad:012_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000458_013_overexposed.png,000458_013_overexposed.png,013_overexposed,bad,bad:013_overexposed,1,True,0.9393282532691956,datasets/MVTec_AD_2/vial/test_public/bad/013_overexposed.png,013_overexposed,bad:013_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000460_013_shift_1.png,000460_013_shift_1.png,013_shift_1,bad,bad:013_shift_1,1,True,0.9164485335350036,datasets/MVTec_AD_2/vial/test_public/bad/013_shift_1.png,013_shift_1,bad:013_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000462_013_shift_3.png,000462_013_shift_3.png,013_shift_3,bad,bad:013_shift_3,1,True,0.913200318813324,datasets/MVTec_AD_2/vial/test_public/bad/013_shift_3.png,013_shift_3,bad:013_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000463_013_shift_4.png,000463_013_shift_4.png,013_shift_4,bad,bad:013_shift_4,1,True,0.9068299531936646,datasets/MVTec_AD_2/vial/test_public/bad/013_shift_4.png,013_shift_4,bad:013_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000465_014_overexposed.png,000465_014_overexposed.png,014_overexposed,bad,bad:014_overexposed,1,True,0.6323387622833252,datasets/MVTec_AD_2/vial/test_public/bad/014_overexposed.png,014_overexposed,bad:014_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000466_014_regular.png,000466_014_regular.png,014_regular,bad,bad:014_regular,1,True,0.6119701266288757,datasets/MVTec_AD_2/vial/test_public/bad/014_regular.png,014_regular,bad:014_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000467_014_shift_1.png,000467_014_shift_1.png,014_shift_1,bad,bad:014_shift_1,1,True,0.605259895324707,datasets/MVTec_AD_2/vial/test_public/bad/014_shift_1.png,014_shift_1,bad:014_shift_1,test_public
