dataset,category,batch_idx,item_idx,candidate_rank,image_path,mask_path,gt_label,pred_label,pred_score,image_width,image_height,anomaly_map_height,anomaly_map_width,map_x1,map_y1,map_x2,map_y2,map_area,candidate_score_max,candidate_score_mean,candidate_score_sum,bbox_x1,bbox_y1,bbox_x2,bbox_y2,context_1p50_x1,context_1p50_y1,context_1p50_x2,context_1p50_y2,tight_crop_path,context_1p50_crop_path,tight_gt_mask_pixels,tight_candidate_mask_pixels,tight_candidate_covers_gt_ratio,tight_candidate_mask_density,context_gt_mask_pixels,context_candidate_mask_pixels,context_candidate_covers_gt_ratio,context_candidate_mask_density
MVTec AD 2,fabric,0,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000506_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000506_001_shift_3.png,True,True,0.7216041684150696,2448,2048,256,256,9,5,40,34,666,1.0,0.8363552093505859,557.0125732421875,86,40,383,272,0,0,829,620,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000506_001_shift_3_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000506_001_shift_3_cand00_context_1.50.png,373.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0
MVTec AD 2,fabric,0,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000506_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000506_001_shift_3.png,True,True,0.7216041684150696,2448,2048,256,256,214,222,244,244,342,0.7875763773918152,0.7456157803535461,255.00059509277344,2046,1776,2334,1952,1614,1512,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000506_001_shift_3_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000506_001_shift_3_cand01_context_1.50.png,373.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0
MVTec AD 2,fabric,0,6,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000506_001_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000506_001_shift_3.png,True,True,0.7216041684150696,2448,2048,256,256,222,46,243,68,303,0.7606313824653625,0.7378762364387512,223.57650756835938,2122,368,2324,544,1819,104,2448,808,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000506_001_shift_3_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000506_001_shift_3_cand02_context_1.50.png,373.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0
MVTec AD 2,fabric,0,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000508_002_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000508_002_overexposed.png,True,True,0.7262926697731018,2448,2048,256,256,205,12,240,75,1267,1.0,0.8714216351509094,1104.0911865234375,1960,96,2295,600,1458,0,2448,1356,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000508_002_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000508_002_overexposed_cand00_context_1.50.png,331.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000513_002_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000513_002_underexposed.png,True,True,0.7245203256607056,2448,2048,256,256,206,12,243,72,1311,1.0,0.888015627861023,1164.1884765625,1969,96,2324,576,1437,0,2448,1296,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000513_002_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000513_002_underexposed_cand00_context_1.50.png,331.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000514_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000514_003_overexposed.png,True,True,0.6468149423599243,2448,2048,256,256,14,227,32,247,257,1.0,0.961937665939331,247.21798706054688,133,1816,306,1976,0,1576,566,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000514_003_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000514_003_overexposed_cand00_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,1,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000514_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000514_003_overexposed.png,True,True,0.6468149423599243,2448,2048,256,256,10,194,21,211,152,0.9912227392196655,0.9551038146018982,145.17578125,95,1552,201,1688,0,1348,360,1892,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000514_003_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000514_003_overexposed_cand01_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,1,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000514_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000514_003_overexposed.png,True,True,0.6468149423599243,2448,2048,256,256,218,183,243,204,290,0.9873461723327637,0.9553420543670654,277.0491943359375,2084,1464,2324,1632,1724,1212,2448,1884,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000514_003_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000514_003_overexposed_cand02_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,2,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000517_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000517_003_shift_2.png,True,True,0.7099766135215759,2448,2048,256,256,146,184,169,213,484,1.0,0.9365882277488708,453.3087158203125,1396,1472,1617,1704,1064,1124,1949,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000517_003_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000517_003_shift_2_cand00_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,2,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000517_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000517_003_shift_2.png,True,True,0.7099766135215759,2448,2048,256,256,18,230,33,245,164,0.9662588834762573,0.9271348118782043,152.05010986328125,172,1840,316,1960,0,1660,532,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000517_003_shift_2_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000517_003_shift_2_cand01_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,2,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000517_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000517_003_shift_2.png,True,True,0.7099766135215759,2448,2048,256,256,223,187,247,237,586,0.9489324688911438,0.9169349074363708,537.3238525390625,2132,1496,2362,1896,1787,896,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000517_003_shift_2_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000517_003_shift_2_cand02_context_1.50.png,620.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,3,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000522_004_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000522_004_shift_1.png,True,True,0.6076470017433167,2448,2048,256,256,0,0,38,32,1022,1.0,0.8291231393814087,847.3638305664062,0,0,364,256,0,0,910,640,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000522_004_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000522_004_shift_1_cand00_context_1.50.png,7737.0,7186.0,0.9287837663176942,0.07711624313186813,7737.0,7186.0,0.9287837663176942,0.012338598901098901
MVTec AD 2,fabric,1,3,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000522_004_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000522_004_shift_1.png,True,True,0.6076470017433167,2448,2048,256,256,238,9,256,40,289,0.7827926874160767,0.741133451461792,214.18756103515625,2275,72,2448,320,2015,0,2448,692,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000522_004_shift_1_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000522_004_shift_1_cand01_context_1.50.png,7737.0,0.0,0.0,0.0,7737.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,4,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000524_004_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000524_004_shift_3.png,True,True,0.5341417193412781,2448,2048,256,256,0,0,43,34,1058,1.0,0.8452649116516113,894.290283203125,0,0,412,272,0,0,1030,680,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000524_004_shift_3_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000524_004_shift_3_cand00_context_1.50.png,7737.0,7186.0,0.9287837663176942,0.06412407195888065,7737.0,7186.0,0.9287837663176942,0.010259851513420902
MVTec AD 2,fabric,1,4,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000524_004_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000524_004_shift_3.png,True,True,0.5341417193412781,2448,2048,256,256,239,10,256,36,234,0.8091519474983215,0.7797977328300476,182.47267150878906,2285,80,2448,288,2041,0,2448,600,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000524_004_shift_3_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000524_004_shift_3_cand01_context_1.50.png,7737.0,0.0,0.0,0.0,7737.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,5,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000525_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000525_004_underexposed.png,True,True,0.5194841027259827,2448,2048,256,256,0,0,36,31,921,1.0,0.8382170796394348,771.9979248046875,0,0,345,248,0,0,863,620,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000525_004_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000525_004_underexposed_cand00_context_1.50.png,7737.0,7186.0,0.9287837663176942,0.08398784478728377,7737.0,7186.0,0.9287837663176942,0.013430269502485702
MVTec AD 2,fabric,1,5,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000525_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000525_004_underexposed.png,True,True,0.5194841027259827,2448,2048,256,256,236,7,256,43,390,0.8415547013282776,0.7782158255577087,303.5041809082031,2256,56,2448,344,1968,0,2448,776,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000525_004_underexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000525_004_underexposed_cand01_context_1.50.png,7737.0,0.0,0.0,0.0,7737.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000526_005_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000526_005_overexposed.png,True,True,0.7085372805595398,2448,2048,256,256,19,83,60,121,858,1.0,0.9019036293029785,773.8333129882812,181,664,574,968,0,208,1164,1424,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000526_005_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000526_005_overexposed_cand00_context_1.50.png,309.0,0.0,0.0,0.0,309.0,237.0,0.7669902912621359,0.00016744099294628323
MVTec AD 2,fabric,1,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000526_005_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000526_005_overexposed.png,True,True,0.7085372805595398,2448,2048,256,256,217,88,235,119,409,0.9273256063461304,0.8725489974021912,356.8725280761719,2075,704,2248,952,1815,332,2448,1324,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000526_005_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000526_005_overexposed_cand01_context_1.50.png,309.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000532_006_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000532_006_overexposed.png,True,True,0.7276990413665771,2448,2048,256,256,232,230,250,249,263,1.0,0.8918555378913879,234.55801391601562,2218,1840,2391,1992,1958,1612,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000532_006_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000532_006_overexposed_cand00_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,7,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000532_006_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000532_006_overexposed.png,True,True,0.7276990413665771,2448,2048,256,256,222,7,256,61,992,0.9721747040748596,0.871085524559021,864.1168212890625,2122,56,2448,488,1633,0,2448,1136,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000532_006_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000532_006_overexposed_cand01_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0
MVTec AD 2,fabric,1,7,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000532_006_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000532_006_overexposed.png,True,True,0.7276990413665771,2448,2048,256,256,238,140,246,149,51,0.831156849861145,0.8189892768859863,41.76845169067383,2275,1120,2353,1192,2158,1012,2448,1300,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000532_006_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000532_006_overexposed_cand02_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0
MVTec AD 2,fabric,2,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000533_006_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000533_006_regular.png,True,True,0.7215768694877625,2448,2048,256,256,233,230,250,249,241,1.0,0.8982563018798828,216.47976684570312,2228,1840,2391,1992,1984,1612,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000533_006_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000533_006_regular_cand00_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0
MVTec AD 2,fabric,2,0,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000533_006_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000533_006_regular.png,True,True,0.7215768694877625,2448,2048,256,256,223,7,256,62,1024,0.9926352500915527,0.8771324753761292,898.1836547851562,2132,56,2448,496,1658,0,2448,1156,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000533_006_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000533_006_regular_cand01_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0
