category,image_path,component_rank,x1,y1,x2,y2,area,mean_score,max_score,clip_max_normal,clip_max_defect,clip_semantic_score,gt_iou,gt_f1,clip_semantic_score_norm,mean_score_norm,max_score_norm,area_norm,combined_score
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_head/016.png,1,193.0,119.0,214.0,144.0,444.0,0.924555,1.0,0.24850206077098846,0.2528243660926819,0.00432230532169342,0.292135,0.452174,0.46281284,0.8998495,1.0,0.7306845,0.69628155
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_head/018.png,1,104.0,198.0,121.0,223.0,313.0,0.913233,1.0,0.24436426162719727,0.25278520584106445,0.008420944213867188,0.308789,0.471869,0.5917467,0.7422973,1.0,0.62166023,0.6882561
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_head/020.png,1,11.0,95.0,35.0,114.0,376.0,0.92261,1.0,0.2598921060562134,0.2694208025932312,0.009528696537017822,0.186099,0.3138,0.62659407,0.8727834,1.0,0.6788337,0.7553249
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_head/022.png,1,0.0,86.0,24.0,113.0,467.0,0.917457,1.0,0.24945329129695892,0.25276097655296326,0.0033076852560043335,0.126016,0.223827,0.43089518,0.8010766,1.0,0.74644154,0.64892375
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_head/023.png,1,58.0,171.0,83.0,201.0,557.0,0.928199,1.0,0.24594709277153015,0.2504720687866211,0.004524976015090942,0.199662,0.332863,0.4691884,0.9505576,1.0,0.8014383,0.72397375
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/000.png,1,47.0,81.0,79.0,108.0,500.0,0.919676,1.0,0.2517979145050049,0.2580110728740692,0.006213158369064331,0.350598,0.519174,0.52229476,0.8319555,1.0,0.76774657,0.7029917
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/001.png,1,64.0,84.0,87.0,103.0,373.0,0.921557,1.0,0.2586013972759247,0.2533526122570038,-0.0052487850189208984,0.692308,0.818182,0.16172808,0.8581307,1.0,0.67633563,0.54075694
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/002.png,1,79.0,100.0,113.0,124.0,553.0,0.926701,1.0,0.2714746296405792,0.26827001571655273,-0.0032046139240264893,0.334539,0.501355,0.22603306,0.9297123,1.0,0.79918885,0.6070331
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/002.png,2,159.0,45.0,167.0,57.0,89.0,0.868359,0.889717,0.23061692714691162,0.22718532383441925,-0.0034316033124923706,0.0,0.0,0.21889248,0.11785144,0.15550813,0.2309455,0.17839497
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/005.png,1,130.0,126.0,161.0,150.0,326.0,0.877738,0.908832,0.2571076452732086,0.2538263201713562,-0.003281325101852417,0.119221,0.213043,0.2236199,0.24836498,0.30188143,0.63434464,0.2811793
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/005.png,2,192.0,15.0,211.0,35.0,316.0,0.920737,1.0,0.22760260105133057,0.22224953770637512,-0.005353063344955444,0.0,0.0,0.15844773,0.8467202,1.0,0.6246333,0.53011686
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/009.png,1,67.0,108.0,84.0,122.0,200.0,0.91921,1.0,0.25015124678611755,0.2555907070636749,0.005439460277557373,0.60177,0.751381,0.49795598,0.825471,1.0,0.4821791,0.6612129
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/010.png,1,91.0,87.0,111.0,105.0,284.0,0.922687,1.0,0.2523757219314575,0.2529563307762146,0.0005806088447570801,0.513228,0.678322,0.34510756,0.87385505,1.0,0.59136075,0.6202838
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/011.png,1,107.0,77.0,125.0,102.0,342.0,0.918055,1.0,0.2516850531101227,0.2603219151496887,0.00863686203956604,0.30117,0.462921,0.598539,0.8093983,1.0,0.6492812,0.7175601
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/012.png,1,83.0,97.0,106.0,117.0,357.0,0.919565,1.0,0.26373040676116943,0.26306238770484924,-0.0006680190563201904,0.619444,0.765009,0.30582857,0.83041114,1.0,0.6626646,0.59453326
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/015.png,1,110.0,135.0,126.0,156.0,285.0,0.92122,1.0,0.24528762698173523,0.2558378577232361,0.010550230741500854,0.389535,0.560669,0.6587292,0.8534411,1.0,0.592456,0.75437814
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/016.png,1,99.0,137.0,115.0,154.0,235.0,0.921421,1.0,0.2469385713338852,0.2576180100440979,0.010679438710212708,0.578431,0.732919,0.6627938,0.85623795,1.0,0.5323721,0.75117767
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/019.png,1,132.0,99.0,155.0,115.0,299.0,0.919459,1.0,0.2628009021282196,0.2687956392765045,0.005994737148284912,0.480106,0.648746,0.5154237,0.82893556,1.0,0.6073989,0.68280804
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/020.png,1,76.0,80.0,101.0,102.0,367.0,0.918822,1.0,0.2659566104412079,0.269829660654068,0.0038730502128601074,0.303318,0.465455,0.44868028,0.8200714,1.0,0.6712788,0.65605897
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/021.png,1,121.0,103.0,154.0,124.0,438.0,0.918665,1.0,0.24807146191596985,0.2525466978549957,0.004475235939025879,0.207585,0.343802,0.46762368,0.8178867,1.0,0.72643995,0.669335
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/scratch_neck/024.png,1,62.0,109.0,78.0,123.0,181.0,0.920564,1.0,0.25714021921157837,0.26358798146247864,0.0064477622509002686,0.665217,0.798956,0.5296749,0.84431237,1.0,0.451131,0.6789762
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/000.png,1,55.0,151.0,87.0,174.0,570.0,0.914386,0.984789,0.23230738937854767,0.2363387793302536,0.004031389951705933,0.0,0.0,0.4536613,0.7583418,0.8835219,0.8086393,0.63878334
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/000.png,2,12.0,30.0,32.0,55.0,428.0,0.913325,1.0,0.2289685159921646,0.22387613356113434,-0.0050923824310302734,0.0,0.0,0.16664815,0.7435779,1.0,0.7192352,0.50716746
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/002.png,1,105.0,57.0,122.0,97.0,396.0,0.888992,0.936489,0.26689261198043823,0.27017250657081604,0.0032798945903778076,0.0,0.0,0.43002096,0.4049708,0.5136646,0.6949963,0.45611528
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/002.png,2,122.0,156.0,136.0,176.0,251.0,0.921164,1.0,0.2431146800518036,0.24652285873889923,0.003408178687095642,0.252366,0.403023,0.4340565,0.85266143,1.0,0.55288273,0.64904517
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/003.png,1,65.0,134.0,93.0,151.0,402.0,0.917282,1.0,0.24699729681015015,0.247397780418396,0.0004004836082458496,0.182628,0.308851,0.33944124,0.7986414,1.0,0.6996865,0.6022417
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/003.png,2,149.0,117.0,160.0,127.0,92.0,0.905394,0.967429,0.2513486444950104,0.2506774067878723,-0.0006712377071380615,0.270115,0.425339,0.3057273,0.63321376,0.7505875,0.24119805,0.45838064
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/005.png,1,141.0,129.0,160.0,147.0,294.0,0.915829,0.989454,0.2711637318134308,0.2798623740673065,0.008698642253875732,0.362832,0.532468,0.60048246,0.77842236,0.9192438,0.60214376,0.69480366
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/005.png,2,78.0,87.0,95.0,104.0,246.0,0.92506,1.0,0.2493981420993805,0.24464073777198792,-0.004757404327392578,0.0,0.0,0.1771858,0.9068764,1.0,0.54661655,0.551802
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/011.png,1,44.0,175.0,69.0,199.0,479.0,0.922112,1.0,0.23483259975910187,0.23787665367126465,0.0030440539121627808,0.0,0.0,0.42260194,0.86585355,1.0,0.75435776,0.6686554
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/013.png,1,135.0,28.0,155.0,66.0,588.0,0.904331,1.0,0.24455401301383972,0.2578475773334503,0.013293564319610596,0.0,0.0,0.74502826,0.6184217,1.0,0.81834376,0.7335447
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/014.png,1,95.0,67.0,112.0,91.0,313.0,0.916791,1.0,0.2619817554950714,0.27096837759017944,0.008986622095108032,0.0,0.0,0.60954165,0.7918094,1.0,0.62166023,0.71359307
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/014.png,2,138.0,146.0,156.0,165.0,274.0,0.887586,0.92107,0.2510088384151459,0.26390713453292847,0.012898296117782593,0.148438,0.258503,0.732594,0.38540533,0.3955936,0.58019257,0.5621378
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/015.png,1,96.0,85.0,121.0,102.0,330.0,0.921405,1.0,0.2561100125312805,0.26542025804519653,0.009310245513916016,0.23389,0.37911,0.61972207,0.8560157,1.0,0.63814616,0.7422951
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/016.png,1,133.0,79.0,159.0,97.0,392.0,0.927096,1.0,0.24099071323871613,0.2423817217350006,0.0013910084962844849,0.358595,0.527891,0.3706009,0.935209,1.0,0.6918299,0.66327655
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/017.png,1,123.0,44.0,141.0,68.0,336.0,0.914851,1.0,0.23907138407230377,0.24046416580677032,0.0013927817344665527,0.168919,0.289017,0.37065667,0.764813,1.0,0.6437633,0.5988564
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/020.png,1,161.0,57.0,192.0,81.0,568.0,0.921621,1.0,0.25874990224838257,0.2725856304168701,0.013835728168487549,0.0,0.0,0.7620835,0.85902154,1.0,0.80754226,0.82434934
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_side/021.png,1,160.0,140.0,182.0,160.0,373.0,0.922234,1.0,0.2523235082626343,0.26358121633529663,0.011257708072662354,0.516883,0.681507,0.68098485,0.8675514,1.0,0.67633563,0.7777198
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/000.png,1,50.0,63.0,70.0,80.0,307.0,0.923702,1.0,0.2615373730659485,0.27286478877067566,0.011327415704727173,0.462926,0.632877,0.6831777,0.88797945,1.0,0.61562765,0.7797856
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/001.png,1,127.0,72.0,143.0,100.0,385.0,0.922114,1.0,0.2526490092277527,0.2644383907318115,0.011789381504058838,0.576923,0.731707,0.6977101,0.86588174,1.0,0.6862104,0.7856492
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/003.png,1,134.0,29.0,154.0,56.0,382.0,0.890224,0.92628,0.25251147150993347,0.26980483531951904,0.01729336380958557,0.0,0.0,0.8708528,0.4221143,0.43548948,0.6837707,0.65154976
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/003.png,2,55.0,167.0,71.0,189.0,290.0,0.926076,1.0,0.25029870867729187,0.2548007071018219,0.004501998424530029,0.532808,0.695205,0.46846557,0.9210149,1.0,0.597875,0.6929523
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/003.png,3,159.0,149.0,178.0,161.0,188.0,0.866431,0.88521,0.23215492069721222,0.23104417324066162,-0.0011107474565505981,0.0,0.0,0.29190135,0.09102182,0.12099575,0.46293145,0.22160596
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/005.png,1,118.0,106.0,137.0,141.0,490.0,0.917554,1.0,0.26071375608444214,0.26866793632507324,0.007954180240631104,0.480769,0.649351,0.5770634,0.80242693,1.0,0.76144236,0.7166722
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/006.png,1,57.0,146.0,78.0,167.0,335.0,0.923764,1.0,0.2556475102901459,0.2610429525375366,0.005395442247390747,0.493578,0.660934,0.49657127,0.88884205,1.0,0.642834,0.69883513
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/007.png,1,118.0,101.0,137.0,132.0,445.0,0.914419,1.0,0.25850871205329895,0.2799074947834015,0.02139878273010254,0.493197,0.660592,1.0,0.7588013,1.0,0.73138636,0.88871914
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/008.png,1,122.0,139.0,140.0,165.0,380.0,0.924766,0.99858,0.2557348906993866,0.26965418457984924,0.013919293880462646,0.504082,0.670285,0.7647123,0.90278566,0.9891262,0.6821338,0.82722145
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/008.png,2,191.0,76.0,208.0,97.0,306.0,0.920007,1.0,0.2320406585931778,0.23485293984413147,0.0028122812509536743,0.0,0.0,0.41531092,0.8365613,1.0,0.61461085,0.6411475
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/009.png,1,11.0,171.0,33.0,194.0,419.0,0.922237,1.0,0.23701511323451996,0.23477701842784882,-0.0022380948066711426,0.0,0.0,0.25643754,0.8675929,1.0,0.71260566,0.590315
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/009.png,2,56.0,54.0,63.0,61.0,42.0,0.85989,0.870108,0.24665039777755737,0.2378161996603012,-0.008834198117256165,0.121212,0.216216,0.048939135,0.0,0.0053524654,0.0,0.022557857
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/010.png,1,63.0,65.0,84.0,86.0,370.0,0.921949,1.0,0.27176374197006226,0.27658042311668396,0.004816681146621704,0.478079,0.646893,0.47836477,0.8635859,1.0,0.6738174,0.684901
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/010.png,2,136.0,117.0,153.0,133.0,224.0,0.886761,0.931123,0.25929611921310425,0.26484474539756775,0.005548626184463501,0.0,0.0,0.5013901,0.37392515,0.4725747,0.51744765,0.4555016
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/011.png,1,76.0,130.0,94.0,146.0,253.0,0.924104,1.0,0.24879774451255798,0.25649815797805786,0.007700413465499878,0.416873,0.588441,0.5690804,0.89357316,1.0,0.5553546,0.72437227
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/013.png,1,99.0,60.0,115.0,79.0,253.0,0.919789,1.0,0.248888298869133,0.253633052110672,0.0047447532415390015,0.0,0.0,0.47610208,0.8335281,1.0,0.5553546,0.66151625
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/013.png,2,98.0,144.0,109.0,165.0,203.0,0.889043,0.926489,0.2537260055541992,0.2515442371368408,-0.0021817684173583984,0.147826,0.257576,0.25820947,0.40567994,0.4370897,0.4868115,0.35057235
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/015.png,1,92.0,99.0,108.0,122.0,337.0,0.908713,1.0,0.25755831599235535,0.2553509771823883,-0.002207338809967041,0.204641,0.339755,0.25740507,0.679399,1.0,0.6446897,0.5180909
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/015.png,2,18.0,10.0,29.0,21.0,112.0,0.88535,0.922832,0.22999458014965057,0.2269574999809265,-0.00303708016872406,0.0,0.0,0.23130329,0.35429004,0.40908638,0.30210373,0.299207
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/015.png,3,139.0,186.0,148.0,197.0,75.0,0.860407,0.869409,0.25315290689468384,0.243973046541214,-0.009179860353469849,0.0,0.0,0.038065385,0.0071944892,0.0,0.17807935,0.037455432
screw,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/screw/test/thread_top/019.png,1,131.0,160.0,148.0,180.0,282.0,0.919446,1.0,0.26105639338493347,0.2675005793571472,0.006444185972213745,0.447566,0.61837,0.52956235,0.8287547,1.0,0.5891587,0.6872831
