image_id,category,peak_in_mask
bc2f79cdb92b2ba2a7899fb5,chewinggum,True
bccc338c2696bbd76ac7532f,chewinggum,True
bd8f7b7c687a57c6cf11cf1c,chewinggum,True
c1c358dc514e6c44ee209df1,chewinggum,False
c518af4299fef196c70923cb,chewinggum,False
c5b93025a1692c44cd687858,chewinggum,True
c6aeb6255ff59209d6664c5b,chewinggum,True
c874b101e22e7a655bb3d46c,chewinggum,False
cd39f903e1e4c42b6e6a850f,chewinggum,True
d0a5fa27d6e1dc450a56749e,chewinggum,False
d24de2d56bf3392292afe0e5,chewinggum,False
d6bddf44995bd449ba0c2466,chewinggum,True
da706121f003b105e2a4388a,chewinggum,True
db132f55d3695ef283792e72,chewinggum,False
de5dd2d41b4cbbc5fcf362a9,chewinggum,True
de60294a69c40673294f5c8f,chewinggum,True
e12271f726d719bb5ae25d4a,chewinggum,False
ed40ad1222413fa954e7d598,chewinggum,False
f1f82d74d86d7fe2c2a2991b,chewinggum,False
f2ef6adff4305d98747705d9,chewinggum,False
f34461e5d329aaa195f61e70,chewinggum,False
f64396309a7f0ebc28e5d4d2,chewinggum,True
f8841723d4d2a206066c55af,chewinggum,True
f90c7ef05315e1fbbd3fa860,chewinggum,True
fa38428ed8c89036246b6862,chewinggum,False
fc6e887528a8307b0920d255,chewinggum,True
fe2294ea97d7e7dd86903869,chewinggum,False
0567f015e56225dc7b608691,fryum,False
05e7d385d49a93944ed7d660,fryum,False
0991fdba5270f68770239306,fryum,False
0ce7b5f90467de3134ed6800,fryum,False
0dc73ea3b7f6abcbf1a04e2d,fryum,True
0fdaf1bb08e3c9e6bdb2479d,fryum,False
11a192dfa2971876b4b07756,fryum,False
162aa2d55827363b0db982d3,fryum,False
1e408470abc1d14f529400cf,fryum,False
232aebca13c2a3b682c8b7ff,fryum,True
2659ffa91556eeb0ae66d2a3,fryum,False
2b0ddfa999dd7cd84c31ef1b,fryum,False
2bbd3ec51e301a81e9e62ea5,fryum,True
2f9c70e940c5c4abd5608c63,fryum,False
3155f2ae7b4e017f3e4e86f1,fryum,True
331edf617fbde0bfb7ff3460,fryum,True
34bfd09d3c9568afa40da658,fryum,False
3532bae072497217ef8de7cb,fryum,False
353de009f49fc1c9357fcd65,fryum,False
3d13dece78f48cf7fa45ca33,fryum,True
3f1ab61fe56559b5322f63dc,fryum,False
3f616e47db6081139aa9591a,fryum,True
42f250bd04d6cb63ef16c4d1,fryum,True
436d87387232af5c8e6b4e54,fryum,False
44b07ba50ec832f94c291ff2,fryum,False
46c4a50ff056ee2902a26b38,fryum,False
48f113c2ead423d88638113c,fryum,True
4fcabf5d56be189db9f6ef7d,fryum,False
51e720649157b6d8b3828bf7,fryum,False
5b2fab7a0e399dec855935ef,fryum,False
5d5db8e43375cbdd66727f4c,fryum,False
66794ed65d542169dff2c7dd,fryum,True
68972805f6af0e593581611e,fryum,False
6a83f42612ccc8d8c1801a32,fryum,False
707a80fdfed85fafe655c101,fryum,False
70a994ee33a5a5f98d1a906c,fryum,True
713a892fbe15f9c59edffe30,fryum,False
731d88a997a147686f6da045,fryum,False
75b27c6c6e52d134a67b971e,fryum,False
75cd49382fc73712226d88a5,fryum,False
76ae63a58d116bcef0b90bb7,fryum,False
78bec2dc1371a65962c51669,fryum,False
7a2a31fbbd8f0df55dc8617b,fryum,True
7af56bdfdd3960808ce41cae,fryum,False
7b79b85be79dbd15a7ef0bce,fryum,True
7c4a79c3d182c14dd86bf5e9,fryum,False
7d64493def194919d5bbdfcb,fryum,False
80e711df3b1e427366c7b265,fryum,False
8158fb697f286afef8136831,fryum,False
81f47bf243d5be7b46a06904,fryum,False
8777878505d769902e372e93,fryum,False
8a3117f44d61e250231d0e6d,fryum,False
8c73db972249d627ce5cc42d,fryum,False
92680a1824ed9434e44ccf98,fryum,False
936780b8fbb9114eb6559c17,fryum,False
96e455da889c6a6022d6b24b,fryum,False
983e626043ee09675b8a9bac,fryum,False
9a233808680ccbe66eed60fd,fryum,False
9bcd6e833b236cbc795dd8f5,fryum,False
a0f1a3cc0818e0e5eb11e7e0,fryum,True
a173dd6ce470aa641462ae9e,fryum,False
a307dc7bbe40b873d7ec1a1b,fryum,False
abccf93ccdf1ddd69aec4953,fryum,False
af89a3fc93367d11c2b90e46,fryum,False
affc226aa78a52c4a9e5f55d,fryum,True
b02417ed927c24517ea53019,fryum,False
b86aaa95e050983aa8e7257b,fryum,False
b8f197ee8c7dea0ba265d809,fryum,False
be287c3d130dbab9e49c5e01,fryum,False
bf4604877c2cfdcdbd8c029c,fryum,False
c081952d49fb8a38e8ea14c0,fryum,False
c09fe3ad04c8af091445e1e8,fryum,False
c3d104097bd1c0951b4d0e40,fryum,False
c75ae74b9c782ad4d76052db,fryum,False
cf120c6cf7e688ef95928891,fryum,False
cf1dff7c1f54fed52392a5af,fryum,False
d2227a3a0a5ded10b84aa59f,fryum,False
d45d40f0cfe3ec168b544349,fryum,False
d45de799c69ef8b198c8b57e,fryum,True
d4ec56d92b5bc3454049717e,fryum,False
d6ce54cb0cacacb1fac75ba2,fryum,False
da625f2507c8f5821a0fb44f,fryum,False
daa4b281797800bcf13aac29,fryum,True
ddec27e78f9f74f3e2195d7b,fryum,False
e13aaf7261b73fb3560ccb8a,fryum,False
e155f540bc071f756a015d82,fryum,False
e1923bf3529e43dab3ed7a36,fryum,False
e20ded403e7b3f4022f9eb66,fryum,False
e6b2601125b73e982bd8a6d1,fryum,False
e7ef16aed3002dad8595e1a8,fryum,False
e977d01059e3d0cd388b1029,fryum,False
e9808288b354bbd6915aa556,fryum,True
ea02790de71c63f77a669219,fryum,False
eaebca4cccfbf87f3708bf9a,fryum,False
eea7ab4a971c68837368d286,fryum,False
f3738daf5812e9a050851a6b,fryum,False
f547d01d4f8f187c7a38cfd7,fryum,False
f7dd88eae08a372459563c8e,fryum,False
f9d8f08a7f6b5e7422431cf4,fryum,False
fe17b3bb7e6d91bf855be45a,fryum,True
009ae6d6a7cf15f60e00275e,macaroni1,True
067ddfed88952e43c12bc42a,macaroni1,True
0b3d289359dc893c12d78013,macaroni1,True
0e433b70c0668ca3dd3dd1ae,macaroni1,True
0f35d2c299de03a383e80afe,macaroni1,False
10d3e03993e06518157e65fc,macaroni1,True
11a8694ae92e988093708a31,macaroni1,False
124a3ce41aebda69a518a35e,macaroni1,False
13295077e692b776977e90f1,macaroni1,False
14c183f1381f0b21cf8a2106,macaroni1,False
158c1a24504aa99270a9ace6,macaroni1,False
16181216c45b3f0bfba3307b,macaroni1,False
1da88bfbc807996365e990b0,macaroni1,False
2345d287749147fc1d326ea3,macaroni1,False
251140b68bcbff57a5e06fec,macaroni1,False
259c3149bfd2e3b96010f6bd,macaroni1,True
25f3f4cadc2dde03d0bacab4,macaroni1,False
271f58cf3f9e2c3f6c6cb1d5,macaroni1,False
2803f7fccd0d5162a7a3db22,macaroni1,False
2905db12308a3447e25ef517,macaroni1,False
29e7714a876f73909eaf12fb,macaroni1,False
2fc54af7eb831978d6c0c25e,macaroni1,False
40de7bc67bc4efe486eb4fa8,macaroni1,True
41931e192be7cce3b45b2940,macaroni1,True
4bfdfe23349cc38a681dc6ea,macaroni1,False
4e0ded510d62c7ba61cb9f50,macaroni1,True
4ffd9e26024323e77bcc20d1,macaroni1,True
502de3d0a3b80d5fe9a20206,macaroni1,False
51085c0dde6572394f925b75,macaroni1,False
5129989f8e81fb6a8abbd966,macaroni1,False
53eca411b8cb199d728dcd82,macaroni1,True
584c4d4b937541e3e8fc4467,macaroni1,True
5ba9be9dce43d728a9f9989d,macaroni1,True
5d7adaa1a43aa8239aaae18a,macaroni1,True
5e269e1aef429fb78dd6a9f4,macaroni1,False
623e70869370a4627f59c678,macaroni1,True
63063328f8c10b1f7f826f03,macaroni1,False
638abd854a72e1f7d01f8b49,macaroni1,False
654501aee741251968ca0c14,macaroni1,True
67b394201437c775a3f8cf6d,macaroni1,False
6a6f17ea1be5882b16aed7f7,macaroni1,False
6cc0a6b7e23183b3cb8e719c,macaroni1,True
6dbf6a1c2a242638f234b770,macaroni1,False
6deecf099081e1f744af9a3e,macaroni1,False
6fce8600bc3038b0e9240de1,macaroni1,False
704a758c54b5f09596f8244a,macaroni1,True
78285238f65b7c9fa932013a,macaroni1,True
78f5e80e155e6e49e3262332,macaroni1,False
7d1c867164af3b9437402cb4,macaroni1,False
8686cee89c231ee9ac208eed,macaroni1,True
8c2143fdd3b3980b2d19b468,macaroni1,False
95d4e2804290b11c11db41b7,macaroni1,False
969ed4892a21b13adc0de64a,macaroni1,True
985d85bec4b4efa1c7c68607,macaroni1,True
98b83d9bb42ef3e610d8f55c,macaroni1,False
99684aada658938377885f6f,macaroni1,True
9be5a91d9e1c43972f2cbb9f,macaroni1,False
9f508efba2b34d78c14ebf4b,macaroni1,False
a1fc30499cc531de35f8d50e,macaroni1,False
a9fa9d0cf2c594cfa408e420,macaroni1,True
ac1c53cb6301e55ec304a394,macaroni1,False
b17630256afb67385ea21ce9,macaroni1,False
b32933441242293194c28408,macaroni1,True
b3520e891492cf0620a45437,macaroni1,False
b6642c6bb684eb9e7880574e,macaroni1,False
b7f407f081d3c4a18a659b99,macaroni1,True
ba6523958ae850d02b5b3d0a,macaroni1,False
bd48310a6a7abe1c8bc80fba,macaroni1,True
bd8c82f8bbbd108306a3bfb5,macaroni1,False
c26f9c46fe963265e51e7d9c,macaroni1,False
c290d272e54b12aa5b4c6cf8,macaroni1,False
c421503b61809f1136f3a315,macaroni1,False
c565b413df23a0ebcfbc6a7c,macaroni1,False
c6a5c6a7893471795272c2e8,macaroni1,False
c8551eaef4dfb2c931d4c605,macaroni1,True
cb801eb202924f8a85d48e26,macaroni1,True
ce696f2bf7f8b1de7e417355,macaroni1,True
d22f9c55dedb39fc3784ba9c,macaroni1,False
d3ca4706e5369328cc9988c8,macaroni1,True
d87c34803bde260541762a13,macaroni1,False
d8895294a23c7168af5aa474,macaroni1,True
d96aae817b19c7a8723b8caf,macaroni1,True
dbb50a366a8b491693704c54,macaroni1,False
de1e2110de9d0d2285f2af2f,macaroni1,False
df88bf7e9bb033178fb41335,macaroni1,True
e1f6891848736d49bcf75c60,macaroni1,True
e2025032a865176e25e58206,macaroni1,False
e24af5bcea5b127faf12cb40,macaroni1,False
e5babd47840b5fb47ed26fc9,macaroni1,True
e65ae977eb1fcd92a6bd63ce,macaroni1,False
e92a3be4f89c01fdecf3c13f,macaroni1,False
ebd7680b63278eca4ab27673,macaroni1,False
f033b99711b2346d705e4972,macaroni1,False
f35da06699298c8dccfa5b4b,macaroni1,True
f51af20dafe318b44789c933,macaroni1,True
f60a118233ac31406d15c996,macaroni1,False
fc302ffa90bc1fac6118d74c,macaroni1,True
fc763410d8b93160846ffc72,macaroni1,False
