dataset,category,folder_root,source_split,source_image_path,source_mask_path,is_anomaly,anomaly_type,target_subset,target_label,target_image_path,target_mask_path,has_target_mask
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/013_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000013_013_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/014_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000014_014_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/015_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000015_015_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/016_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000016_016_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/017_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000017_017_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/018_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000018_018_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/019_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000019_019_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/020_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000020_020_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/021_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000021_021_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/022_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000022_022_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/023_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000023_023_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/024_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000024_024_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/025_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000025_025_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/026_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000026_026_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/027_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000027_027_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/028_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000028_028_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/029_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000029_029_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/030_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000030_030_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/031_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000031_031_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/032_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000032_032_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/033_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000033_033_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/034_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000034_034_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/035_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000035_035_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/036_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000036_036_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/037_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000037_037_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/038_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000038_038_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/039_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000039_039_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/040_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000040_040_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/041_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000041_041_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/042_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000042_042_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/043_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000043_043_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/044_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000044_044_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/045_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000045_045_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/046_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000046_046_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/047_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000047_047_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/048_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000048_048_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/049_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000049_049_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/050_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000050_050_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/051_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000051_051_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/052_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000052_052_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/053_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000053_053_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/054_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000054_054_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/055_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000055_055_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/056_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000056_056_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/057_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000057_057_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/058_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000058_058_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/059_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000059_059_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/060_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000060_060_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/061_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000061_061_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/062_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000062_062_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/063_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000063_063_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/064_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000064_064_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/065_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000065_065_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/066_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000066_066_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/067_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000067_067_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/068_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000068_068_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/069_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000069_069_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/070_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000070_070_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/071_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000071_071_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/072_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000072_072_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/073_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000073_073_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/074_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000074_074_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/075_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000075_075_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/076_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000076_076_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/077_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000077_077_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/078_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000078_078_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/079_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000079_079_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/080_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000080_080_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/081_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000081_081_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/082_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000082_082_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/083_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000083_083_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/084_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000084_084_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/085_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000085_085_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/086_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000086_086_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/087_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000087_087_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/088_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000088_088_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/089_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000089_089_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/090_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000090_090_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/091_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000091_091_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/092_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000092_092_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/093_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000093_093_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/094_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000094_094_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/095_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000095_095_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/096_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000096_096_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/097_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000097_097_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/098_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000098_098_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/099_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000099_099_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/100_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000100_100_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/101_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000101_101_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/102_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000102_102_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/103_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000103_103_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/104_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000104_104_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/105_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000105_105_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/106_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000106_106_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/107_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000107_107_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/108_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000108_108_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/109_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000109_109_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/110_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000110_110_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/111_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000111_111_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/112_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000112_112_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/113_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000113_113_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/114_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000114_114_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/115_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000115_115_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/116_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000116_116_regular.png,,False
