dataset,category,split,label,source_image_path,view_image_path,source_mask_path,view_mask_path,image_status,mask_status
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0090.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0090.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0202.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0202.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0414.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0414.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0655.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0655.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0101.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0101.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0636.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0636.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0965.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0965.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0141.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0141.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0083.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0083.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0889.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0889.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0121.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0121.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0371.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0371.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0635.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0635.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0368.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0368.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0673.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0673.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0146.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0146.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0378.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0378.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0642.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0642.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0733.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0733.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0826.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0826.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0745.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0745.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0154.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0154.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0393.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0393.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0018.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0018.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0067.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0067.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0591.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0591.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0001.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0001.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0845.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0845.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0647.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0647.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0532.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0532.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0820.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0820.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0134.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0134.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0565.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0565.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0874.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0874.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0450.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0450.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0649.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0649.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0007.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0007.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0347.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0347.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0793.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0793.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0130.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0130.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0366.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0366.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0454.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0454.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0091.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0091.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0255.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0255.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0194.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0194.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0553.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0553.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0917.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0917.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0847.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0847.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0459.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0459.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0277.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0277.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0491.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0491.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0894.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0894.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0104.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0104.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0683.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0683.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0868.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0868.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0042.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0042.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0539.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0539.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0882.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0882.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0602.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0602.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0257.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0257.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0186.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0186.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0203.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0203.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0455.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0455.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0376.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0376.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0643.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0643.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0879.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0879.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0787.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0787.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0599.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0599.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0205.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0205.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0527.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0527.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0775.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0775.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0477.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0477.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0446.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0446.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0521.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0521.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0489.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0489.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0984.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0984.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0108.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0108.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0498.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0498.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0352.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0352.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0522.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0522.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0510.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0510.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0937.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0937.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0515.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0515.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0319.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0319.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0335.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0335.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0463.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0463.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0712.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0712.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0234.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0234.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0575.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0575.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0147.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0147.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0821.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0821.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0714.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0714.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0508.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0508.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0971.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0971.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0093.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0093.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0098.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0098.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0903.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0903.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0888.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0888.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0616.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0616.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0563.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0563.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0567.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0567.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0005.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0005.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0719.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0719.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0231.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0231.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0556.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0556.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0950.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0950.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0932.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0932.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0554.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0554.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0512.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0512.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0050.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0050.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0345.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0345.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0769.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0769.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0230.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0230.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0692.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0692.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0165.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0165.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0502.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0502.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0614.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0614.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0605.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0605.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0072.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0072.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0780.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0780.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0980.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0980.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0313.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0313.JPG,,,linked,
