image_id,D512_alarm,dino_top1_alarm,efficientad_alarm
4c6a0683f13d374b6010ec61,True,True,True
73f5f1cc8320ff14bdd91769,True,True,False
c18028993c393e0c876cae5e,False,False,False
8d8c7ec9e06ee802668af138,False,False,False
9cd3bb7f15fe03aade59fed8,True,True,False
bd135bcaddf20c77cdd85ee6,False,True,True
26e347fad97821cfb6005308,True,True,True
fbb762101eef6b6b4f95442d,False,False,False
f7401f37db3728e99c07f453,False,False,True
e0777cc0676a2642a346a4ce,False,False,False
fe50b1be242d0d6d470a5ada,False,True,True
7d226ea8e2f998683299672a,False,True,True
d540084949399b8564445730,False,True,True
62b6eb8dc9b3636f2602b70d,False,False,False
1c0473afa003c850f8398c87,False,True,True
eba5c76a35c05bbf216018ea,True,True,False
cfbc86df0d2dab303c4a8da4,True,True,True
be5d1a483b12748d3d23f3b9,True,True,True
0ee95d623f6f3c7d9008dd7d,True,True,True
cb43486bcd1a0843f5a56eb1,True,True,False
74fd03617cec0a81cfec2290,True,True,True
9791e068203166e694e4c3b9,True,True,True
048665ab0fdf52c047fa4224,True,True,True
f2f433247d21e232b167ff28,True,True,True
be64f8131592a806275a1de1,True,True,True
636e579f572106edb7927b9d,True,True,True
7b771ce9d28617d8ac1d5fd6,True,True,True
fbc67fac12832cd373ec4870,True,True,True
2f89a39d0ecb40e522730c61,True,True,True
b631efa24f0ecaba7b2d6465,True,True,True
eed7f22175e9ed8e82b08e4b,True,True,True
88edaa4faae036ed1eb0ddd1,True,True,True
ba5c7389415a278995082d13,True,True,True
6dc52a97c5eab8a3ff816874,True,True,True
0193bb86b5fec22fd573e76f,True,True,True
aa9058c5f87e170a5033cf0f,True,True,True
62cff56df6b5260fc8049978,True,True,True
08cf4c6a2e1d5475f87430c3,True,True,True
0fe479a3417dbc12aa23f127,True,True,True
fb35db647c911c3f0b9e7386,True,True,True
8e259a248d6abc091918806a,True,True,True
7fdc601e6b5c2e7d2bfed9bf,True,True,True
1078f9684b1b73ad05b4a324,True,True,True
cd23b933f830556b5a471c28,True,True,True
e6783c6dd6985c4e19c48f2f,True,True,True
d7b473f1baf62d6f7bcec85f,True,True,True
191cced5aef0387a70c5b181,True,True,True
50538760d75c29222a20abae,True,True,True
d2d29a78526e2249190e11ad,True,True,True
1470840409d3be5a9d0ddf22,True,True,True
aefc01a945702f096ecdb0b5,False,False,True
252e4a7b906ddee68c8a1c14,False,True,True
f3c0d9526a007b3faba3442e,True,True,True
f5880d601ec8e2cfcf6406d7,True,True,True
e7fdeb9bedf7c52e1d249039,True,True,True
07bded3e454c5d9bb99ce740,False,True,True
c77e96a596d4ab98d8be1eaa,True,True,True
6ff3241a4ec914b068129507,True,True,True
3d2a8eb6ed511aa316236acc,True,True,True
618b2f5d58907fc78cbf8e80,True,True,True
4d543e8699ebfe947211df0e,True,True,True
9e1fb667b2d43bba2b82e9dd,True,True,False
0fe6855e4bb71f89e0e36de0,True,True,True
a2ee9b421724428088cf4e21,True,True,True
c043f03bce0d90ead0ccf9e6,True,True,True
4d1cfccd7bc02a1e39a417e7,True,True,True
1cff42acfcec72e9eb86acec,True,True,True
0d4bb13664a1a94ec2c8b3e7,True,True,True
40cdb305a07a7200627f21a1,True,True,True
83e48b88ec002cc0245abb31,True,True,True
81ed98485aa75b9677e49aa5,True,True,True
37ac9d7f19a43157f2335443,True,True,True
920a8045bf55932e2b4e63a8,True,True,True
330199b3b5b77226f628ef3e,True,True,True
1eb3f1f4187f0e870bef05ea,True,True,True
57861731fefb57fe765c66cf,True,True,True
410740f9019b868328da79e9,True,True,True
2090f93f282deea0d8b10f43,True,True,True
bbb3e36f117a51e330679167,True,True,True
b0fa95493d0c9ac6d0aa6553,True,True,True
05c458e1a10e73f974175e94,True,True,True
af2a59935e08f2d2539d3a9e,True,True,True
fd1f519a84011cc6de9f8517,True,True,True
123da037e590fadd1c70ab9a,True,True,True
1eba65ee90e11d42b10138e4,True,True,True
49443f964952008d48a6e40b,True,True,False
65e651c27e4e372573ce778c,True,True,True
8ffe5091369e636fc7ba914e,True,True,True
c97c07bb1b71722f649ecc10,True,True,True
b287368b71ca9313ee9fdbbc,True,True,True
365258891adad809dd0a5a79,True,True,True
a498b58324ca344eeba9f2a0,True,True,True
1ab447c8d88edb8ad7fc9775,True,False,True
ca13b4ab2da886ac3b651940,True,False,False
b5c078dd21a759cea468ae37,True,True,True
63347430e8d03494af3fb95f,True,True,True
1cc26a389981230062ba603a,True,True,True
8691b837a5afe0a3f7f57a02,True,False,False
5a6a32c68432347dbbb6d5f4,True,True,True
b05ac42de6cb25d817b502d3,True,True,True
ff4fd8f56918d445fed28e19,True,True,True
f6bbd43cdf8fac90e26bcbd8,True,True,True
35a96dfd23f1587f79417498,True,True,True
b2ba7a0193cec5ed3b8b0f11,True,True,True
b4de99a5d1285f24643e5c79,True,True,True
f436c5436ac314c0ecadea16,True,True,True
66756fc5b2f6730dfeee6c65,True,True,True
fc603efa32f75391bcab2e19,False,True,True
be9e84069f0538c1113cb0eb,True,True,True
fa1eea9c0201913e4f67ee3e,True,True,True
