image_id,D512_alarm,dino_top1_alarm,efficientad_alarm
b58ecee733f6e01e044dfc7d,True,True,True
c047c0d640497d025939479a,True,True,True
048fea4848bd131ef51695b0,True,True,True
7b57165b0c1cfd96c17cfe5b,True,True,True
2a9caad55750b3a831e3c6b1,True,True,True
c886eea4d7da673c5a3bf205,True,True,True
e6853996cd56e9dc7788260e,True,True,True
ae6a5521ae84bc1178464a15,True,True,True
68b90c56100cd535e2597e81,True,True,True
eabb63072fa6ebe30133e8a0,True,True,True
6c06ce0004bb77bf3286146a,True,True,True
ed337729b3bcf5e03c94c73b,True,True,True
ec7ebd4b1b4487eef9515b9b,True,True,True
e78033eac4b6d95bb53b2188,True,True,True
8a85e0b98c1c5c056d7d0370,True,True,True
7c6d80e6f65fe11c95c0b21c,True,True,True
fa3337c909b0b54902122fbe,False,True,True
b53f0384a93a7965952cd8ad,True,True,True
6ee2e77d7dc4c33fa2fc09ca,True,True,True
7e078f6d03a4f522b7f43332,True,True,True
ec01a02c43014fc6730cb75b,True,True,True
c23aa34f9dbe6d0d9e4dad30,True,True,True
21bb5c570139e550e66e0a2b,True,True,True
e02f43ac9ec7500a9b06862b,True,True,True
2570ec1ec199430f1832682b,True,True,True
2887db27ad9866db4505482a,False,True,True
c91a2ccc4c36c1cd4596db31,True,True,True
91244915bef83cd9bcff29b6,True,True,True
be7ce52c0e4720ee15742b9c,True,True,True
f46f3b110f5e9be69e7d08b8,True,True,True
72f6374e9230e57aff74f7c8,True,True,True
a5b8bcdbb4fc51deed3da6cc,True,True,True
8900dc2992416e68ebe0376d,True,False,False
527a328eb116aa0a8fc2bed0,True,True,True
d759b447af9929c3f8eb3a7a,True,True,True
636413381b27bf232dfc81dc,True,True,True
78e4c61acc86b30fdfeec884,True,True,True
790ff7e272777ab396a40774,True,True,True
dc51891230c5f68f0d2b7798,True,True,True
02dea521dfcb617029f8c08f,True,True,True
35d6264bb9201cdc868cfc9a,True,False,False
0465056ef7eb5a7a129b3dc5,True,True,True
c51c179f6bf4eed9b3321539,True,True,True
e7462263ee482282944bbd73,True,True,True
0c64f2fa1ba68c7f9b62805f,True,True,True
5dd6d47fc527b6bd1048a5e0,True,True,True
ec21eb5e1f6bfd2d691c4289,True,True,False
826ba0f60ec9ad1621eb679a,True,True,False
2f8061163881c4490c808c4b,True,True,False
9533c585cf5471187287b03c,True,True,False
c88e7509e672d728ab549050,True,True,True
08ae6fcb88666f88ae489912,False,False,False
2ad0635bf750de3b2b16aa22,False,False,False
6af934a9e45662a7f04d930d,False,False,False
86478bd06aa3e7efccc76002,True,False,True
b7021f99753ea53f37c799b8,False,True,False
fd82742651178b97761094be,False,False,False
373d0b88d00bc88858ef0d2d,False,False,False
c701bf3595d4755983d1798e,True,False,False
1501ac279238e42c9ea45e67,True,True,True
38d4b2228bbeccd48115cc2c,True,True,False
13a51d3d101318f4455bbc0c,True,True,False
130ef5a5726f105960e89bf1,True,False,False
1175d5ab627c9c8827629b6b,True,False,True
b0f74afa216fab8cb3eb3ea9,True,True,True
e57c9d7d25e1bc8373a8dbec,True,True,True
5e654463cec9c5410617249a,True,True,True
4368a46c1df78640b7c5ba2d,True,True,True
af92f760794c2fe1f8e29066,True,True,True
c57c21ac2a596017b12adf4f,True,True,True
ab16ea141ffd570cc9aef9db,True,True,True
094070e454df1dc07f4c9e7e,True,True,True
212a5aa24fd1af4de2722aed,True,True,True
0fb19517f975ee2c743dea75,True,True,True
45a2ffeaa8d4dc8cd6468205,True,True,True
8843c6650bc667eb577d416a,True,True,True
d3af413ccd8f1e1f5531c9c7,True,True,True
163f21cdd3b13dcc4ed289de,True,True,True
d283397b0a78058c7a339df8,True,True,True
d1b8686ad4601d41cd464122,True,True,True
948092a137c45739988d1670,True,True,True
5fa9afc184f8bfe730384a41,True,True,True
9e5b7d970e9952201221d79b,True,True,True
69e1e2c8109ec9641ef8e674,True,True,True
620719d7978366fde50f2fa8,True,True,False
f4af84d8072f034fcbd1fb90,True,True,True
1720848d1bf41b2eb6beb7bb,True,True,False
0ddda664e34d703e38ea685e,True,True,True
330563a8dd047ff0f385cac8,True,True,True
9179b2c64d09fd17c791545d,True,True,True
9ed1281a703f8052c992344a,True,True,True
adbc7959bdf6493a6609e536,True,True,True
f299dd2174f70164c5878b71,True,True,True
1eb7cf8c85b18f924fa51b8a,True,True,True
6ff40ba099543719f9f0a796,True,True,True
e9ce570ff402a4f8d79a72c4,True,True,True
7f5ff35aac1712c0e870faf0,True,True,True
251890f873978b8f6f7e85a4,True,True,True
f735c15b743190347d1a9afc,True,True,True
f459eff606a2ef1da4de747a,True,True,True
9bcc01c1dcfaed96bff123d6,True,True,True
27f8654179d453ee074b1419,True,True,True
a6531679f751fd403a39f243,True,True,True
2797b1ae97bd4b76dad27d67,True,True,True
bf91ce7a78453e37f4a6dd93,True,True,True
0fde969fcea44d171a3134b6,True,True,True
592d2b56993ffffdcb5e119c,True,True,True
6ad4558b0674c92ce5c7d2c3,True,True,True
5e001a90fec6100a4eb18470,True,True,True
be9a6878846f34241fabaac9,True,True,True
d8ed75ee3b974c38f1c0ec93,True,True,True
0d1c69b90036cb625a001cf3,False,True,True
ff4da645d59de511e240236e,True,False,True
f45314a2de1f818f40ca3137,False,False,True
648fc6d48c352f86fc57518b,True,True,True
33474bed37f7f25d414dff09,True,True,True
7d329c0c342fa7b05abc495d,True,True,True
1345ea314cedc7430404dc5b,True,True,True
bce3b310232f38c0945eecdf,True,True,True
f66062f4710a570ba9825038,True,True,True
4bddf4a4d1463709484ab691,False,False,True
98e95834b7044fb43133ce3b,False,False,True
62eb1fd1071c6f205805e6c3,True,True,True
29c2b5e20c54d5e929088309,True,True,True
4275f8f40ee29787110b8d4f,True,False,True
a68829239d7dff7df5a355dc,True,True,True
c5e17494d77b59b494c8eef2,True,True,True
0f88cf0871a9839b27ec9eb2,True,True,True
de8e12a8a7df5e89cb43507e,True,True,True
e4f2be18dfcf47ad3c70c34c,True,True,True
9da765e53dc67c51a65edcc1,True,True,True
5347d3fb0db6916fd74c9242,True,True,True
c0719988d416d6c2724b2d80,True,True,True
1db12506eb972e1975694f60,True,True,True
4c6a0683f13d374b6010ec61,True,True,True
c18028993c393e0c876cae5e,False,False,True
8d8c7ec9e06ee802668af138,False,False,False
9cd3bb7f15fe03aade59fed8,True,True,True
bd135bcaddf20c77cdd85ee6,False,True,True
fbb762101eef6b6b4f95442d,False,False,False
f7401f37db3728e99c07f453,False,False,True
7d226ea8e2f998683299672a,False,True,True
d540084949399b8564445730,False,True,True
62b6eb8dc9b3636f2602b70d,False,True,False
eba5c76a35c05bbf216018ea,True,True,True
be5d1a483b12748d3d23f3b9,True,True,True
0ee95d623f6f3c7d9008dd7d,True,True,True
74fd03617cec0a81cfec2290,True,True,True
be64f8131592a806275a1de1,True,True,True
636e579f572106edb7927b9d,True,True,True
2f89a39d0ecb40e522730c61,True,True,True
b631efa24f0ecaba7b2d6465,True,True,True
eed7f22175e9ed8e82b08e4b,True,True,True
6dc52a97c5eab8a3ff816874,True,True,True
0193bb86b5fec22fd573e76f,True,True,True
fb35db647c911c3f0b9e7386,True,True,True
8e259a248d6abc091918806a,True,True,True
e6783c6dd6985c4e19c48f2f,True,True,True
d7b473f1baf62d6f7bcec85f,True,True,True
d2d29a78526e2249190e11ad,True,True,True
1470840409d3be5a9d0ddf22,True,True,True
aefc01a945702f096ecdb0b5,True,True,True
252e4a7b906ddee68c8a1c14,False,True,True
f3c0d9526a007b3faba3442e,True,True,True
e7fdeb9bedf7c52e1d249039,True,True,True
3d2a8eb6ed511aa316236acc,True,True,True
a2ee9b421724428088cf4e21,True,True,True
4d1cfccd7bc02a1e39a417e7,True,True,True
40cdb305a07a7200627f21a1,True,True,True
920a8045bf55932e2b4e63a8,True,True,True
330199b3b5b77226f628ef3e,True,True,True
1eb3f1f4187f0e870bef05ea,True,True,True
2090f93f282deea0d8b10f43,True,True,True
b0fa95493d0c9ac6d0aa6553,True,True,True
05c458e1a10e73f974175e94,True,True,True
fd1f519a84011cc6de9f8517,True,True,True
123da037e590fadd1c70ab9a,True,True,True
49443f964952008d48a6e40b,True,True,False
65e651c27e4e372573ce778c,True,True,True
8ffe5091369e636fc7ba914e,True,True,True
c97c07bb1b71722f649ecc10,True,True,True
b287368b71ca9313ee9fdbbc,True,True,True
a498b58324ca344eeba9f2a0,True,True,True
ca13b4ab2da886ac3b651940,True,False,True
b5c078dd21a759cea468ae37,True,True,True
1cc26a389981230062ba603a,True,True,True
8691b837a5afe0a3f7f57a02,True,False,False
b05ac42de6cb25d817b502d3,True,True,True
35a96dfd23f1587f79417498,True,True,True
b2ba7a0193cec5ed3b8b0f11,True,True,True
fc603efa32f75391bcab2e19,False,True,True
be9e84069f0538c1113cb0eb,True,True,True
